Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Swaziland,,23.95522,41.3526,58.75,55.4593,52.1686,48.8779,45.5872,42.2965,39.0058,35.7151,32.4244,29.1337,25.843,22.5523,19.26164,20.6769,22.0921,23.50735,22.7591,22.0109,21.2627,20.5144,19.7662,19.018,18.2697,17.5215,16.7733,16.025,15.2768,14.5286,13.7803,13.0321,12.2839,11.5357,10.78742,12.47494,,,,
Sweden,,,,,,,,,,,,,,,,,,,16.33821,17.32597,17.93981,18.9187,19.89764,21.17881,17.2142,13.2496,9.28495,9.60172,9.6575,9.69381,10.19018,9.67494,9.88362,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95081,11.9012,11.70634,
Syria,33.55193,33.08004,33.43573,31.43834,31.15471,30.98952,31.06377,32.06037,32.16868,33.1817,34.78178,30.56607,28.74148,28.86524,27.8647,25.81876,26.76233,26.40651,23.05941,22.5199,22.36828,21.84503,22.171,21.78031,23.54249,25.69749,24.53753,25.64829,21.76544,21.81863,21.97287,23.77022,23.60062,18.73722,17.1785,19.643,18.66427,17.2896,15.91497,,
Tajikistan,,,,,,,8.32878,8.8893,9.4499,10.0104,10.5709,11.1315,11.692,12.2525,12.8131,13.3736,13.93415,12.7417,11.54926,12.2397,12.26354,11.5207,10.77793,10.7905,10.80312,10.41235,11.14313,12.45143,13.4571,13.72058,13.83084,13.11097,12.63379,12.91679,13.19482,12.46512,13.04051,13.2613,13.48207,13.9262,14.37041
Thailand,,,,,,,,,22.46328,21.82612,21.59572,20.29288,20.71414,20.44303,20.73617,21.57804,22.64746,21.05812,20.20356,,,,,,,,,,,,,,,,,,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,10.43006,10.35807,10.56492,10.73096,10.56492,10.31872,10.43009,11.43199,11.6634,11.53539,11.27496,11.27846,11.48669,10.77994,11.32316,7.52889,7.63616,7.44121,7.43556,7.99394,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.48101,,,,,,,,,,
Togo,46.58209,50.54887,42.64063,42.52778,40.77778,38.82635,33.5913,33.96226,28.55015,26.9621,26.81792,26.75824,32.16993,29.69688,29.17015,27.12766,28.58747,27.941,27.2946,26.6481,25.56456,23.21525,22.36461,20.69155,19.86042,16.90323,16.2291,16.70442,18.45809,20.22118,21.971,23.7209,25.46163,29.20404,25.20381,26.05711,30.5374,32.68218,29.24426,30.00836,
Tokelau,,,,23.33333,25,21.8333,18.66667,16,14.2,15.75,17.3,18.85,20.4,21.95,23.5,25.05,26.6,24.825,23.05,21.275,19.5,17.725,15.95,14.175,12.4,10.625,12.2411,13.85714,14.71429,,,,,,,,,,,,
Tonga,22.72,22.1499,21.5797,21.0096,20.4395,19.8693,19.2992,18.729,18.1589,17.5888,17.0186,16.4485,15.8784,15.3082,14.7381,14.1679,13.5978,13.0277,12.4575,11.8874,11.3173,10.7471,10.177,9.60684,18.12791,17.6078,17.0877,16.5677,16.0476,15.5275,15.0074,14.4873,13.9673,13.4472,12.9271,12.407,11.8869,11.36686,11.8691,12.37126,
"Trinidad and Tobago",,,,,,,,,,,,,,,,13.79508,13.6974,13.5996,13.5019,13.4042,13.3065,13.2088,13.1111,13.0134,12.9156,12.81792,12.93572,14.3333,15.73094,13.45254,13.94236,13.7381,13.53385,,,,,,,,
Tunisia,,,,,,,,,,,,,,28.93823,27.1473,25.35632,26.0194,26.68248,25.801,24.9195,24.0379,23.1564,22.2749,21.39339,20.23658,20.40553,19.74603,19.22967,19.031,18.8323,18.6337,18.435,18.2363,18.0376,17.839,17.6403,17.4416,17.243,17.0443,16.84561,
Turkey,21.12393,20.2127,19.3014,18.39015,18.49638,18.2005,17.90458,20.00717,19.74138,19.81494,24.81166,19.95917,16.57604,16.66731,16.23356,15.46839,16.83088,16.64042,15.84045,16.09216,16.27698,16.8994,17.52181,17.59165,15.2805,16.02931,15.61951,15.93024,16.91443,18.74799,19.73541,26.31019,25.86676,27.09401,27.42707,22.95753,23.08748,20.92865,17.12826,,
"Turks and Caicos",,15.83333,15.7513,15.6694,15.5874,15.5054,15.4234,15.3414,15.2595,15.1775,15.0955,15.0135,14.9315,14.8495,14.7676,14.6856,14.6036,14.5216,14.4396,14.3577,14.2757,14.1937,14.1117,14.0297,13.9477,13.8658,13.78378,12.65714,11.78571,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,17.675,17.2906,16.9062,16.5218,16.1375,15.7531,15.3687,14.9843,14.5999,14.2155,13.8311,13.4467,13.0624,12.67797,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83585,39.67925,32.4037,25.1282,26.4918,27.8554,29.21899,,
Ukraine,,,,,,,9.13867,9.2153,9.0083,8.92738,8.49326,8.06186,8.01044,7.97481,9.53343,9.48317,9.12324,8.836,8.25819,8.18068,8.091,8.0013,7.9116,7.8219,7.73215,7.70686,7.73718,7.98662,8.15718,8.26779,8.43618,8.32971,8.50271,8.63742,8.74491,8.7574,9.01237,9.3458,,,
"United Arab Emirates",18.78723,19.0453,19.3034,19.5615,19.8197,20.0778,20.3359,20.594,20.8521,21.1102,21.3683,21.6264,21.8845,22.1426,22.4007,21.6722,20.73557,20.66723,20.14951,20.13261,19.55232,19.87341,17.88553,18.23457,18.54967,18.6185,18.35519,18.19403,19.29611,18.49218,18.66298,18.30117,20.78976,19.4771,18.16438,18.53158,17.76772,16.78486,15.73945,18.77004,
"United Kingdom",,,,,,,,,,,,,25.96154,26.73077,26.51852,25.43333,25.65372,25.25234,24.9968,24.7413,24.4858,24.2303,23.9748,23.7193,23.4638,23.20826,23.81876,28.75162,24.48955,19.27998,21.13767,22.46631,22.06239,21.46367,18.84797,18.28517,18.18672,18.82678,19.4354,20.04398,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52967,57.28301,45.85957,43.05969,47.617,52.17431,56.60683,,,,,
"United States",,,,,,,,,,,,,,,,,,,,,27.2322,27.52514,24.8715,22.21792,21.99283,21.16066,22.33774,18.92181,18.68416,17.09794,17.13007,16.04476,16.04002,16.15529,15.19972,16.35286,14.96462,13.98948,13.73962,13.81997,
Uruguay,,,,,,,,,,30.52354,27.38171,29.5655,29.3635,29.1614,28.9594,28.7574,28.5554,28.35333,27.4662,26.57897,25.66088,25.9013,28.4343,30.96733,31.2744,28.34777,28.24264,28.9661,27.68046,26.79954,23.24916,23.33039,23.3887,24.74162,24.67588,26.30997,,,,,
Uzbekistan,,,,,,,18.12277,17.7111,17.2995,16.8878,16.4762,16.06452,15.9318,15.799,15.66625,15.526,15.02561,14.46436,11.90954,11.64172,11.14672,10.7004,10.2541,9.8078,9.36143,9.56728,9.74147,9.78774,9.59743,9.28847,9.23904,9.27489,9.2711,9.17491,8.91879,8.69691,9.2596,,,,
Vanuatu,,26.2439,24.48077,24.3953,24.3099,24.22449,23.4675,22.7106,21.9536,21.1966,20.4397,19.6827,18.9257,18.1688,17.4118,16.6548,15.8979,15.1409,14.384,13.627,12.87,12.1131,11.3561,10.5991,9.84217,10.1681,10.49398,11.3347,12.1755,13.0162,13.857,14.6977,15.53846,14.97176,13.62469,13.70316,14.2536,14.804,15.35443,,
Venezuela,35.92874,35.95901,36.06594,36.76601,35.9169,35.10983,25.54637,27.63394,27.45135,26.90858,25.95491,25.4206,23.70248,23.14581,22.99715,23.10556,24.34655,24.27476,23.56148,23.22223,23.53288,21.79878,22.46549,,,,,,,,,,,,,,,,,,
Vietnam,,,33.43674,28.12366,26.4501,27.13053,27.70114,24.27663,23.30159,24.664,26.02642,25.89368,23.79298,23.2654,22.7379,22.21037,23.46942,21.4341,21.94805,24.96983,26.56277,25.74314,24.79502,23.78148,23.1816,22.05068,21.43757,20.5693,20.76639,20.39125,20.2376,20.0839,19.9302,19.7765,19.6228,19.4692,19.31548,19.08136,18.87107,17.63441,
Yemen,,,,,,,,,,,,,,,,,15.13835,15.94264,16.7941,17.64559,17.4273,17.2091,16.9909,16.7726,16.55438,16.2464,15.9385,15.6306,15.32261,14.67306,15.26124,15.2727,15.2841,15.2956,15.307,15.31848,15.07604,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,30.10043,29.1976,28.2947,27.3918,26.489,25.5861,24.6832,23.7803,22.87748,24.1905,25.5035,26.8165,28.1294,29.4424,30.7554,32.0684,33.3814,34.69439,37.44245,,
