Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Jamaica,NA,NA,1.9,2.6,2,2.2,5.2,4.9,6.4,5.8034,5.2069,4.6103,4.0138,3.4172,2.8206,2.2241,1.627522
Japan,,,,,,,0.0005,0.002,0.003,0.344647,0.430809,0.413577,0.396344,0.379112,0.034465,0.034465,0.017232
Kazakhstan,,,,,,,,0.05,,,,,,,,,
Kenya,,,,,,,,,,0.344618,0.430773,0.516928,0.516928,0.689237,0.861546,0.861546,0.861546
Latvia,,,,,0.2,0.2,0.2,0.3,0.3,0.302758,0.325915,0.038856,0.109724,0.119222,0.090906,0.129478,0.16936
Lithuania,,,,,0.04,0.1,0.3,0.3,0.4,0.52291,0.823,0.428732,0.485682,0.449317,0.248632,0.350952,0.380286
Malawi,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.310157,0.327387,0.344618,0.344618,0.344618,0.344618,0.430773,0.516928
Mauritius,,,,,,,,,,0.430773,0.516928,0.482466,0.430773,0.413542,0.603082,0.516928,0.516928
Mexico,,,,,,,,,,,0.172324,0.258485,0.172324,0.097242,0.097242,0.077794,0.308462
Montenegro,--,--,--,--,--,--,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,0.100623,0.190886
Netherlands,,,,,0.2,0.1,0.3,0.2,0.2,0.5308,0.861618,3.446471,4.282919,6.083512,3.616042,4.335026,4.989234
"New Zealand",,,,,,,,,0.04,0.06987,0.06987,0.093182,0.093182,0.093182,0.06987,0.093182,0.1
Nicaragua,,,,,,,,,0.9,1.206164,0.137847,0.086155,0.258464,0.172309,0.103386,0.1378,0.172309
Pakistan,,,,,,,0.8,0.6,0.6,0.3862,0.172324,0.172324,0.172324,0.172324,0.172324,0.172324,0.172324
Panama,,,,,,,,,,,,,,0.305454,0.684605,0.262148,0.445652
Paraguay,0.04,0.02,0.02,0.02,0.1,0.6,0.8,1,1.5,1.931456,2.450219,2.638543,2.915036,3.212724,3.406817,3.78105,3.943965
Peru,,,,,,,,0.5,0.5,0.5859,0.402088,1.694515,2.614365,2.758305,2.65086,2.975861,3.004325
Philippines,,,,,,,,,0.01,0.395261,0.171853,0.068741,0.601485,1.23734,1.976307,2.887126,3.952613
Poland,,,,1,0.2,2,2,2,2,3.165061,3.599794,3.080643,3.915252,4.156576,3.560825,4.087856,4.501764
Romania,,,,,,,,,,0.086493,0.767063,0.928575,0.877878,0.797303,0.638533,0.892962,0.787767
Russia,,,,,,,,,,8.839462,10.562554,10.441937,11.079481,10.510861,9.253004,9.821624,9.976703
Serbia,--,--,--,--,--,--,,,,,,,,,,,
Slovakia,,,,,,,0.1,0.5,1.6,1.699853,1.925227,2.029747,1.718149,1.720868,1.698196,2.064819,2.28809
"South Africa",,,,,,,,,,6.409902,6.392671,6.633904,3.40311,3.586315,3.976388,4.05966,4.107802
"South Korea",,,,,,,,,,,,,0.086162,0.043081,0.043081,0.028721,0.043081
"South Sudan",--,--,--,--,--,--,--,--,--,--,--,--,,,,,
Spain,,,2,3,4,5,7,7,6,7.923109,8.600493,7.962535,6.566608,7.692062,7.545188,8.062369,6.407901
Sudan,,,,,,,,,,,,,0.689294,0.861618,0.672062,0.430809,0.775456
Sweden,,0.4,1,1,1.2,1.4,1.3,1.5,1.7,6.704136,5.194319,5.324798,4.92933,3.796791,3.264753,2.916892,3.157712
Switzerland,,,,,,0.02,0.02,0.06,0.06,,,,,,,,
Taiwan,,,,,,,,,,,,,,0.086162,0.086162,0.086162,NA
Thailand,,,,,0.1,1.2,2.2,3,5.7,7.220358,7.771793,8.374926,8.11644,16.370739,18.231834,20.230787,21.988488
"Timor Leste",--,--,--,,,,,,,,,,,,,,
"Trinidad and Tobago",,,,,,0.6,1.8,3.2,4.3,,,,,,,,
Turkey,,,,,,0.5,0.7,0.7,0.9,0.097321,0.0919,0.08651,0.494916,0.895916,1.296096,1.459455,1.587513
"Virgin Islands (U.S.)",,,,,,,,0.2,3.2,,,,,,,,
Ukraine,,,,,,,,,,,,,,0.735307,0.762409,0.958834,0.965436
"United Kingdom",,,,,,,,0.3,1.2,1.298878,4.869333,1.972189,2.833348,5.627588,8.174854,7.111532,7.004965
"United States",106,115,140,183,221,255,319,425,606,710.712403,850.573536,893.640046,898.318812,908.838108,973.254985,992.647298,977.280928
Uruguay,,,,,,,,,,,0.216232,0.281102,0.270653,0.353238,0.512378,0.430339,0.449132
Vietnam,,,,,,,,,,,,0.483368,0.527307,0.490353,0.493562,0.659189,1.216691
Zimbabwe,,,,,,,,,,,,,,0.03855,0.681479,0.724059,0.818976
