Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
Chile,,,,,,,,,,11,11.2,11.4,11.6,11.8,12,11.5,11,10.5,10,9.5,9,9,9,9,9,9,8.4,7.8,7.2,6.6,6,6.15,6.3,6.45,6.6,6.75,6.9
China,,,,,,,,,,12,14.2,16.4,18.6,20.8,23,21.6667,20.3333,19,17.6667,16.3333,15,14.6,14.2,13.8,13.4,13,12.4,11.8,11.2,10.6,10,11.3333,12.6667,14,15.3333,16.6667,18
Colombia,,,,,,,,,,,,,,,2,2.1818,2.3636,2.5455,2.7273,2.9091,3.0909,3.2727,3.4545,3.6364,3.8182,4,3.8,3.6,3.4,3.2,3,4.2,5.4,6.6,7.8,9,10.2
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,16,17.8,19.6,21.4,23.2,25,23.3667,21.7333,20.1,18.4667,16.8333,15.2
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,30.1667,25.3333,20.5,15.6667,10.8333,6
Egypt,,,,,,,,,,,,,,,,,,,,,34,32.9063,31.8125,30.7188,29.625,28.5313,27.4375,26.3438,25.25,24.1563,23.0625,21.9688,20.875,19.7813,18.6875,17.5938,16.5
Estonia,,,,,,,,,,19,16.8,14.6,12.4,10.2,8,9.1667,10.3333,11.5,12.6667,13.8333,15,16.6,18.2,19.8,21.4,23,23.4,23.8,24.2,24.6,25,23.4333,21.8667,20.3,18.7333,17.1667,15.6
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
Georgia,,,,,,,,,,,,,,,9,10.2727,11.5455,12.8182,14.0909,15.3636,16.6364,17.9091,19.1818,20.4545,21.7273,23,24.8,26.6,28.4,30.2,32,32.1,32.2,32.3,32.4,32.5,32.6
Germany,11,11,11,11,11,11,11,11,11,11,10.3636,9.7273,9.0909,8.4545,7.8182,7.1818,6.5455,5.9091,5.2727,4.6364,4,4.4,4.8,5.2,5.6,6,7.8,9.6,11.4,13.2,15,13.1167,11.2333,9.35,7.4667,5.5833,3.7
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,22,21.6,21.2,20.8,20.4,20,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,27,25.4,23.8,22.2,20.6,19,17.65,16.3,14.95,13.6,12.25,10.9
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
India,,,,,,,,,,35,35.2,35.4,35.6,35.8,36,37,38,39,40,41,42,42.4,42.8,43.2,43.6,44,43.4,42.8,42.2,41.6,41,,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1
Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,28.6333,29.2667,29.9,30.5333,31.1667,31.8
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7
Japan,9,9.2222,9.4444,9.6667,9.8889,10.1111,10.3333,10.5556,10.7778,11,11.5238,12.0476,12.5714,13.0952,13.619,14.1429,14.6667,15.1905,15.7143,16.2381,16.7619,17.2857,17.8095,18.3333,18.8571,19.381,19.9048,20.4286,20.9524,21.4762,22,20.7167,19.4333,18.15,16.8667,15.5833,14.3
Jordan,,,,,,,,,,,,,,,,,,,,,20,26.4,32.8,39.2,45.6,52,47,42,37,32,27,26.5667,26.1333,25.7,25.2667,24.8333,24.4
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10.8833,10.7667,10.65,10.5333,10.4167,10.3
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,18,19,20,21,22,23,24,25,26,27,28,27.6167,27.2333,26.85,26.4667,26.0833,25.7
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,35.9833,35.9667,35.95,35.9333,35.9167,35.9
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,21,23,25,27,29,31,26.75,22.5,18.25,14,9.75,5.5
Mexico,7,8,9,10,11,12,13,14,15,16,18,20,22,24,26,24.1667,22.3333,20.5,18.6667,16.8333,15,13.6,12.2,10.8,9.4,8,8.4,8.8,9.2,9.6,10,10.2333,10.4667,10.7,10.9333,11.1667,11.4
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8
Morocco,,,,,,,,,,,,,,,,,,,,,14,15.8,17.6,19.4,21.2,23,21.2,19.4,17.6,15.8,14,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4
Netherlands,10,9.7778,9.5556,9.3333,9.1111,8.8889,8.6667,8.4444,8.2222,8,7.7273,7.4545,7.1818,6.9091,6.6364,6.3636,6.0909,5.8182,5.5455,5.2727,5,5.8,6.6,7.4,8.2,9,8.8,8.6,8.4,8.2,8,7.7167,7.4333,7.15,6.8667,6.5833,6.3
"New Zealand",,,,,,,,,,,,,,,3,3.0909,3.1818,3.2727,3.3636,3.4545,3.5455,3.6364,3.7273,3.8182,3.9091,4,3.8,3.6,3.4,3.2,3,2.95,2.9,2.85,2.8,2.75,2.7
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8
Nigeria,,,,,,,,,,31,28.8,26.6,24.4,22.2,20,21.6667,23.3333,25,26.6667,28.3333,30,29.1,28.2,27.3,26.4,25.5,24.6,23.7,22.8,21.9,21,20.1333,19.2667,18.4,17.5333,16.6667,15.8
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
Pakistan,,,,,,,,,,,,,,,,,,,,,6,7,8,9,10,11,12,13,14,15,16,17.55,19.1,20.65,22.2,23.75,25.3
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
Peru,,,,,,,,,,,,,,,12,11.8333,11.6667,11.5,11.3333,11.1667,11,10,9,8,7,6,6.6,7.2,7.8,8.4,9,8.65,8.3,7.95,7.6,7.25,6.9
Philippines,,,,,,,,,,,,,,,24,23.5,23,22.5,22,21.5,21,21.1,21.2,21.3,21.4,21.5,21.6,21.7,21.8,21.9,22,21.75,21.5,21.25,21,20.75,20.5
Poland,,,,,,,,,,17,17.6,18.2,18.8,19.4,20,19.5,19,18.5,18,17.5,17,16,15,14,13,12,10.6,9.2,7.8,6.4,5,5.3667,5.7333,6.1,6.4667,6.8333,7.2
"Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,
Romania,,,,,,,,,,28,28.4,28.8,29.2,29.6,30,29,28,27,26,25,24,22.8,21.6,20.4,19.2,18,19,20,21,22,23,22.1833,21.3667,20.55,19.7333,18.9167,18.1
Russia,,,,,,,,,,11,10.4,9.8,9.2,8.6,8,8,8,8,8,8,8,9.6,11.2,12.8,14.4,16,16.2,16.4,16.6,16.8,17,16.6167,16.2333,15.85,15.4667,15.0833,14.7
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,37,30.2,23.4,16.6,9.8,3,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1
Singapore,,,,,,,,,,,,,,,,,,,,,5,5.8,6.6,7.4,8.2,9,9.8,10.6,11.4,12.2,13,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
Slovenia,,,,,,,,,,40,35.4,30.8,26.2,21.6,17,16.1667,15.3333,14.5,13.6667,12.8333,12,14,16,18,20,22,19.8,17.6,15.4,13.2,11,13,15,17,19,21,23
"South Africa",25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,13.1667,15.3333,17.5,19.6667,21.8333,24,20.8,17.6,14.4,11.2,8,10.2,12.4,14.6,16.8,19,,,,,,
"South Korea",14,18.8889,23.7778,28.6667,33.5556,38.4444,43.3333,48.2222,53.1111,58,55.9091,53.8182,51.7273,49.6364,47.5455,45.4545,43.3636,41.2727,39.1818,37.0909,35,35.2,35.4,35.6,35.8,36,35.6,35.2,34.8,34.4,34,30.8667,27.7333,24.6,21.4667,18.3333,15.2
Spain,9,9.1111,9.2222,9.3333,9.4444,9.5556,9.6667,9.7778,9.8889,10,9.6,9.2,8.8,8.4,8,8.5,9,9.5,10,10.5,11,9.8,8.6,7.4,6.2,5,5,5,5,5,5,6.25,7.5,8.75,10,11.25,12.5
Sweden,6,6,6,6,6,6,6,6,6,6,5.4,4.8,4.2,3.6,3,2.8333,2.6667,2.5,2.3333,2.1667,2,2.4,2.8,3.2,3.6,4,3.8,3.6,3.4,3.2,3,2.6667,2.3333,2,1.6667,1.3333,1
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
Taiwan,,,,,,,,,,,,,,,17,16.1818,15.3636,14.5455,13.7273,12.9091,12.0909,11.2727,10.4545,9.6364,8.8182,8,8,8,8,8,8,7.9333,7.8667,7.8,7.7333,7.6667,7.6
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,27,29.6,32.2,34.8,37.4,40,38.6833,37.3667,36.05,34.7333,33.4167,32.1
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17.6,18.2,18.8,19.4,20,20.6
Turkey,,,,,,,,,,34,35.4,36.8,38.2,39.6,41,39.5,38,36.5,35,33.5,32,33.2,34.4,35.6,36.8,38,37.6,37.2,36.8,36.4,36,36.8667,37.7333,38.6,39.4667,40.3333,41.2
Ukraine,,,,,,,,,,,,,,,9,9.1667,9.3333,9.5,9.6667,9.8333,10,10,10,10,10,10,11.4,12.8,14.2,15.6,17,,,,,,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
"United States",8,8.1111,8.2222,8.3333,8.4444,8.5556,8.6667,8.7778,8.8889,9,8.6,8.2,7.8,7.4,7,7.1667,7.3333,7.5,7.6667,7.8333,8,7.2,6.4,5.6,4.8,4,4.4,4.8,5.2,5.6,6,5.5,5,4.5,4,3.5,3
Uruguay,,,,,,,,,,,,,,,,,,,,,7,6.4,5.8,5.2,4.6,4,3.6,3.2,2.8,2.4,2,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,20,18.8,17.6,16.4,15.2,14,12.8,11.6,10.4,9.2,8,7.5333,7.0667,6.6,6.1333,5.6667,5.2
