Country,2012,2013,2014,2015
Madagascar,0.041477528,5.679186718,0.501543337,0.448104429
Malawi,0.749726189,1.421365389,2.80753447,2.195616735
Malaysia,20.00687314,10.65122165,16.37836674,22.13908874
Mali,0.133093554,4.892819475,4.817193074,5.893084278
Malta,26.83420837,47.84966393,638.5177087,1204.628724
Mauritania,0.294150314,3.890335215,3.187326383,2.570773391
Mauritius,8.134427679,12.71421421,14.6126598,24.43762705
Mexico,8.966076884,8.743260202,16.30415725,22.57096002
Moldova,5.648662324,91.11774105,94.04407215,115.8450753
Mongolia,1.812248516,53.5763901,91.89517064,59.70756099
Montenegro,14.14171214,29.55971855,59.49839918,76.49905335
Morocco,1.516653135,7.55807533,14.83613754,22.28886762
Mozambique,0.059098089,1.24395341,1.685166645,2.867337043
"Burma (Myanmar)",,,10.21284919,26.19900602
Namibia,4.168627466,2.348676394,3.405331895,3.398292517
Nepal,0.280198259,1.53076743,1.446121268,2.434365594
Netherlands,37.01854454,162.532273,172.8615472,234.9748173
"New Zealand",32.73471601,23.70618404,31.05192431,45.57800878
Nicaragua,0.430033383,12.85749762,24.87836872,32.59506052
Nigeria,0.12166182,0.368041601,0.310323311,0.757876254
Norway,35.78145366,151.257174,189.0733072,195.9012928
Oman,2.880934288,11.64785019,10.21107284,33.97605093
Pakistan,2.170159675,4.751719793,7.250502511,6.547949737
Panama,6.161787989,44.12104184,32.34620008,54.29114397
Paraguay,2.474324697,9.481970913,11.59295964,12.66271183
Peru,2.86399569,9.318854017,13.20617526,18.14022945
Philippines,3.925712863,12.3604502,14.30347906,57.60505831
Poland,14.53406066,40.2441077,70.42449044,73.02597945
Portugal,18.53874033,135.3321065,193.7912859,181.1088689
"Puerto Rico",13.65918051,135.4294613,135.4294613,136.865579
Qatar,9.126561165,22.33284782,28.10095606,48.65185523
Romania,13.00075,114.4510919,115.9554894,136.5969372
Russia,41.72955282,31.91099366,32.94510306,41.24597197
Rwanda,1.43374122,4.413800666,6.693706239,9.754455791
"Saudi Arabia",7.01939882,32.98546914,35.86666564,46.68162548
Senegal,0.493480352,2.909159525,5.363107556,5.416649491
Serbia,10.98922177,76.761159,70.52818313,108.8738132
Seychelles,,5.866595417,16.31263392,23.64590033
"Sierra Leone",,0.064494427,1.946164079,1.994250101
Singapore,25.21814647,547.0643768,391.105704,580.7266181
Slovakia,15.2291246,12.27600559,11.40441856,11.7791863
Slovenia,23.66341574,68.2496658,95.93569479,152.739051
"South Africa",,18.87398667,18.69950963,3.719844907
Spain,21.88677038,64.06927324,81.33497661,102.4220461
"Sri Lanka",1.208352045,5.223629139,5.926596253,4.964114507
Suriname,2.425840754,4.722157686,9.176376978,201.6072014
Swaziland,1.883005448,2.346861242,2.018748041,3.240126158
Sweden,35.25152211,244.4395881,279.7549568,374.7862391
Switzerland,36.74002727,167.6359101,322.6530975,314.1294927
Syria,3.920709466,,,
Taiwan,24.48310657,34.58763933,44.34555112,65.09468833
Tajikistan,,0.52591559,2.5474,4.568805851
Tanzania,1.086625062,0.901515179,1.2031579,6.460134493
Thailand,3.341118569,10.62157613,24.99792452,37.36987604
"Timor Leste",0.065235631,17.14092129,16.39153518,17.46685883
"Trinidad and Tobago",10.8468671,19.75281531,18.2572698,17.15646067
Tunisia,3.993771785,11.5183,19.04288868,19.1343311
Turkey,8.896407788,33.9381601,40.34995935,65.51576354
Uganda,0.092745831,1.752444269,4.76455106,4.218123652
Ukraine,5.795586614,9.834978406,14.3282838,52.88257498
"United Arab Emirates",20.23983922,27.60857193,36.84692205,52.32538228
"United Kingdom",31.14238289,166.0730583,188.8753,352.5831445
"United States",26.63065783,47.17411946,62.2736845,64.08945664
Uruguay,8.960141967,32.07806742,40.68111493,59.93524571
Venezuela,5.200422596,8.108438499,10.93764852,10.1842397
Vietnam,7.79505638,9.997991931,13.51790487,15.90308829
Yemen,1.954714579,1.082127494,2.600347949,2.458272766
Zambia,0.139534379,0.451723565,2.758483608,4.181423283
Zimbabwe,0.799262979,1.747869918,3.273037894,3.461073588
