Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bulgaria,38.2,52.4,59,74.5,91.4,104.1,125.4,153.9,194.2,203.8,209.1,247.7,267.3,283.5,305.3,272.7
"Burkina Faso",3.2,3.3,3.3,3.9,5.4,5.6,6.6,7.7,9.2,9.9,10.2,11.5,11.3,14.7,13.5,12.1
"Burma (Myanmar)",2.9,3,4.4,4.1,4.1,4.7,4.7,6.1,9,11.5,12.2,15.8,16.1,15.3,46.3,43.7
Burundi,4.2,3.7,3.4,3.1,3.4,5.6,6.5,6.5,6.5,6.8,7.4,6.3,4.8,4.6,4.4,4.6
Cambodia,13.6,14,14.9,15.5,16.3,19.8,17.3,15.1,25.1,28.3,28.2,39.6,41.8,43.8,42.7,41.3
Cameroon,20.4,20.7,22.8,28.4,31.6,32.7,34.2,38.8,48.4,43.1,42.3,25,44.1,48,50.5,44.4
Canada,331.9,327.2,342.2,389.1,445.4,504.5,587.8,641.3,676,644.8,772.7,778.4,775.8,762.5,728,657.4
"Cape Verde",15.2,15.4,16.8,21.1,22.8,24.1,27.5,29.9,31.9,32.4,41.6,40.9,39.3,41.2,44.8,33.8
"Central African Republic",4.8,4.7,4.9,5.9,6.5,6.6,6.7,7.3,7.8,7.8,7.8,8.4,8.1,5.8,7.5,6.6
Chad,5.8,6.9,11.8,8.6,14.4,18,22.1,22.7,26.1,23.3,24.7,23.5,22.4,23.6,24.5,20.1
Chile,153.6,140.1,137.8,150.1,179.4,213.1,233.3,254.7,272,255.4,300.3,343.6,362,385.6,368.9,355.3
China,25.5,28.2,31.1,34,37.4,41.7,45.8,50.1,62.9,71.1,76.6,95.8,111.2,125.2,132.3,137.8
Colombia,17.8,18,14.7,10.8,21.4,33.5,41.9,58.1,77,67.4,75,75,79.6,75.8,87.4,68.5
Comoros,37.4,36.2,38,45.6,50,50,50.4,54.9,58.6,55.5,52.8,55.3,51,52.6,52.5,43.8
"Congo (Brazzaville)",8.9,9.2,10.2,13,15.1,16,17.5,20.6,23.9,24.6,23.4,24.9,23.4,29.5,27.1,25.8
"Congo (Kinshasa)",10.1,4.2,3.2,3.3,3.9,3.9,4.7,5.1,5.6,6.2,4.8,4.8,5.6,6.4,7.5,7.4
"Cook Islands",11.6,10.8,13,19.2,23,20.1,22.7,25.9,30.9,21.8,27.9,34.2,34.5,38.3,40,36.9
"Costa Rica",79.3,81.9,86,89.8,94.5,103.1,113.6,133.1,153.3,142.2,168.9,192.9,191.9,191.4,202.7,199.6
Croatia,51.4,55.8,72,85.2,115,97.3,108.6,129.1,182.7,163.2,157.1,136.3,118.1,119.3,150.7,129.1
Cuba,25.2,37,41.3,46.1,45.4,49.1,55.1,55.6,53.8,54.6,55.7,74.9,78.5,86.5,82.5,93.8
Cyprus,419.6,431.9,469.9,545.7,642,680.7,712.4,826.8,1107.8,1051.1,802.2,921.6,855.6,828,827.3,686.1
"Czech Republic",35,41.4,49.8,66.4,79.9,94.6,109.7,151.3,233.8,217.1,209.5,227.8,212.2,211.2,213.1,190.4
Denmark,383.3,393.4,426.5,525.1,623.8,653.5,694.2,796.3,866.5,851.4,826.7,913.9,850.1,861.1,896.9,754.4
Djibouti,16.4,17,17.2,17.1,16.7,17.1,17.8,18,16.9,16.5,16.1,16.4,16.3,16,16.3,16.7
Dominica,63.8,65.4,66.3,68.2,68.9,79.7,78.5,92.9,100.1,100,103.7,105.9,108,112.4,113.1,109
"Dominican Republic",75.6,77.1,77.4,61.5,65.2,90.2,88.5,92.4,101.9,107.2,131.6,138.6,150.7,153.8,163.1,173.3
Ecuador,30.7,43.6,61.2,82.4,91.8,106.2,116.5,112.8,141.6,149.4,173.3,182.8,206.4,219.8,230.3,231.7
Egypt,45.3,45.9,42.9,34.7,34.3,40.6,42.4,46.9,59.1,63.4,69.8,74.6,90.3,85.9,90.8,97.1
"El Salvador",92.7,93,92.1,90.6,89.2,87.7,68.7,75.6,78.1,79.8,80.8,81.5,83.1,76.6,78.2,78.9
"Equatorial Guinea",38.4,46.5,19.9,25.2,29.8,32.6,115.2,139,164.2,171.1,180.5,196.5,195.3,235.3,240.7,201.6
Eritrea,5.9,5.5,4.8,5.1,5.5,5.2,5.4,5.7,5.7,8.2,8.8,9.6,11.8,13,14.3,16.2
Estonia,42.8,41.5,51.7,72.2,96.7,105.2,157.1,185.4,215.4,196,203.4,219.1,218.5,259.1,280.2,253.2
Ethiopia,1.9,1.9,1.9,2,2,2.1,2.9,3.9,5.2,5.7,7.1,7,8.7,8.5,8.7,9.2
Fiji,8.3,8.5,9,11.7,15.2,15.6,19.5,23.5,23.8,31.7,30.2,37.5,39.9,37.2,36.8,37.5
Finland,384.5,393.8,434,492.8,564.5,592.2,649.5,749.5,844.5,811,818.8,879.8,824.5,893.2,896.7,796.7
France,156.9,160.7,174,221.3,250.2,263.3,274.6,310.1,359,345.4,329.4,354.4,326.8,330.6,330.6,273.7
Gabon,59.6,64.5,68.9,82.1,89.9,92.3,96.6,111,123,120,55.3,76,66.3,78.6,69.1,51.3
Gambia,8.1,6.2,5.6,3.9,3.7,4.4,5,6.2,7.5,6.7,6.8,6.8,6.5,6.1,6.1,6.5
Georgia,37.1,38.9,45.6,57,74.7,94.4,105.8,134,170.3,170.2,190.9,219.5,237.2,231.4,230.2,161
Germany,283,284.1,318.2,403.2,493.8,512.7,535.2,603.1,660.9,653.5,653.1,698.4,662.8,671.6,674.3,575.3
Ghana,14,14.4,16.2,19.2,21.5,25.5,28,32.8,38.4,31,37.6,37.8,35.3,43.2,35.2,28.7
Greece,,,,,,,,,1184.2,825.4,724,727.8,593.3,617.9,631.7,533.6
Grenada,162.6,161.3,166.7,163.9,147.9,168.9,182.7,212.4,238.4,229.3,235.7,237.1,242.7,254.6,259.8,262.5
Guatemala,49.5,62.6,67.1,70,73.4,82.7,91.5,97.6,103.2,95.7,102.4,111.4,115.7,114.3,122.2,125.1
Guinea,9.1,8.6,9,9,9.9,7.8,8,12.4,12.1,12.5,12.7,14,14.3,15.6,15,13.7
"Guinea Bissau",8.1,7.9,7.8,8.5,10.2,11.2,11.8,13.2,16.9,15.7,15.5,15.9,16,17,16.9,14.7
Guyana,7.3,7.4,7.3,10.9,11.2,14.6,28.6,37.3,43.6,50.6,59.9,70.7,77.5,83.3,80.9,74.7
Haiti,13.1,12,10.5,8.7,10.9,11.4,12.3,14.8,15.3,16,18.2,19.7,20.9,21.1,21.5,19.4
Honduras,31.7,35.6,37.1,39,42.2,48.7,56.8,64.6,78,73.3,78,85.4,94,89.2,86.4,86.8
Hungary,85.6,103.6,130.2,180,206.3,230.6,223.4,263.5,294.4,247.6,269.5,300.1,282.3,280.9,285.1,259.5
Iceland,556.8,494.2,569.5,668.4,780.4,896.4,829.6,956.7,768.4,607.8,667.7,715,691.4,740.1,805.6,744.5
India,13.3,14.7,14.9,16.2,18.2,20.3,21.4,25.5,26.3,25.6,29.5,30.3,30.9,38.8,38.3,41.2
Indonesia,7.1,7,9,12,12.2,19.2,24.1,28.2,29.7,31.2,59.7,66.9,64.6,59.8,56.5,54
Iran,47.8,55.5,57.3,62.4,79.8,97.2,102.3,130.9,166.1,205.9,261.9,301.8,285.4,211.3,161.5,145.2
Iraq,,,,15.4,15.5,16.2,19,29.7,27.9,36.5,38,41.1,110.5,113.9,115.9,118.1
Ireland,189.1,194,229.2,381.9,424.8,533.5,577.2,561.5,666.2,696.1,707.5,631,563.9,811.7,850.1,721.4
Israel,441.4,467.6,386.3,405.8,422.7,465.1,401.8,474.6,539.6,513.8,526.6,572.4,555.4,603.9,658.2,671.6
Italy,402.4,388,423.2,511.9,584.8,578.3,603.3,664.5,744.7,686.9,660.6,746.2,677.6,695.4,706.2,616.6
"Ivory Coast",21.3,17.5,15.6,21.2,26.5,30.1,34.4,42.5,46.6,44.9,43.6,44.2,40.4,41.1,41.3,27.2
Jamaica,56.7,68,46.1,50.7,49.4,54.3,52.6,76.4,87.5,69.4,76.8,87.5,73.8,74.3,72,69.8
Japan,436.2,391.4,384.2,446.2,477.1,451.9,452.3,430.1,489.7,558.7,591.6,667.5,676.1,550.7,527.6,488.9
Jordan,62.5,65.7,69.1,72.4,75.7,78.2,80.1,82.7,94.7,75.4,67.5,66.4,66.8,65,63,64.7
Kazakhstan,24.5,21.8,27.1,33.6,45.8,56.1,72.2,91.3,113.8,104.2,117.6,120.3,152.3,171,169.8,147.1
Kenya,9.9,10,9.8,8.7,9,10.1,13.7,16.2,17.8,18.1,17.9,18.6,21.7,21.8,23.5,23.4
Kiribati,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kuwait,103.3,103.6,119.7,126.9,136.8,153.4,165.3,188.3,211.8,170.1,147.8,157.8,178.8,174.4,174.7,168.1
Kyrgyzstan,6.3,7,7.6,11.4,12.7,15.4,18,21.8,31,23.4,26.5,34.8,43.4,49,53.7,44.4
Laos,6.4,6.5,6.5,9.8,11.7,12.7,13.6,8.8,8.5,10.5,12.6,14.5,16,21.5,23.6,24
Latvia,123.3,143.1,161.6,195.6,229.7,263.9,282.7,454.2,488,410.6,361.8,368.6,404.3,442.8,476.7,326.3
Lebanon,329.2,299.3,268.6,239.6,214.2,192.6,210.1,229.2,248.4,264.3,287.4,286,234.1,224.4,207.4,206.9
Lesotho,10.1,8.5,7.3,10.8,13.3,14.5,14.7,16,15.7,16.3,20.6,22.8,21.2,18.2,17.5,15.3
Liberia,3.3,2.2,2,1.9,6.5,7.3,6.4,9.4,10.7,10,10.8,12.4,12.9,13.1,14.2,13.6
Libya,125.5,115.7,59.9,64.1,69.1,75,81.4,92.2,103.7,110.7,120.2,114.6,,,,
Lithuania,55.1,58.3,65.2,81.9,121,143.7,170.8,200,263.8,231.8,222.1,261,285.3,315,321.4,296.1
Luxembourg,412.4,424.3,496.8,609.3,715.5,751.9,811.3,686.7,759.5,756,762.5,779.6,740.6,773.8,795.5,663.8
"Macedonia (F.Y.R.O.M.)",69.2,64.5,74.5,95.1,99.6,96.3,91.1,99.1,100.8,103.6,115.5,118.4,109.8,118.3,121.9,105.1
Madagascar,4.8,5.1,5.2,6.2,4.7,5.3,5.4,6.8,7.8,7.7,8,6.7,5.5,5.7,5.3,4.6
Malawi,0.8,0.8,1.6,1.5,1.5,1.5,1.8,2.9,3.3,3.9,3.6,3.4,3.3,2.6,2.8,3.8
Malaysia,39.4,38.7,42.2,50.7,59.2,66.7,76.6,88.5,96.4,86.3,108.2,130.9,139.1,146.9,159.1,141.4
Maldives,73.6,131.9,128.2,127,176,179.3,193.3,218.1,250,229.1,241.5,232.5,208.6,204.4,201.5,154.4
Mali,10.1,9.4,10.3,12.1,12.7,14.1,15.6,18.8,22.1,22.5,21.7,23,21.5,22.5,22.5,19.6
Malta,170.7,203.5,238.7,309.7,344.8,398.2,436.8,496,577.7,544.5,572.6,650,610,645.2,904.3,854.9
"Marshall Islands",42.3,43.4,47,48.7,52,54.7,57.1,61.2,65,64.5,69.1,72.3,72.7,73.1,73.7,74.3
Mauritania,17.3,17.2,17.3,19.1,20.9,21.4,22.4,24.6,28.1,26.2,25.7,26.3,25.8,26.4,26.7,25.9
Mauritius,52.3,52.4,61,73.4,82.5,98,110.7,131.6,199,181,192.1,210.5,205.5,240.6,280.8,256.4
Mexico,161.7,189.1,204,223.5,233.7,257.7,269.4,284.9,270.5,226.2,246,241.5,247.4,255.2,246.3,221.3
Micronesia,8.1,9.1,9.7,10.7,11.8,13.4,12.9,12.1,12.4,12.7,12.1,11.9,11.2,10.1,9.7,9.7
Moldova,10.1,13.2,15.8,18.6,24.7,33.9,46.5,61.1,89.9,95,80.2,96.3,94.4,98.6,88.5,86.1
Monaco,98.9,99.6,107,131.2,148.7,153.3,163.9,205,223,187.3,181.3,201.9,189,214.3,229,201
Mongolia,5.2,5.9,6.5,6.6,8.5,12.2,12.8,15.5,20.9,17.4,27.8,43.3,53.1,66.5,61,59.9
Montenegro,29.1,36.8,43.8,53.4,64,72.1,80.9,125.5,159,133.9,130.1,142,129.5,138.3,140.7,121.6
Morocco,29,29.7,33.9,43.3,51.9,57.7,64.5,75.3,86.5,90.3,93.8,97.2,90.8,92.8,94.4,84.8
Mozambique,1.7,1.4,1.7,1.9,2.2,2.2,2.2,2.2,2.4,2.2,1.8,2.2,2.5,2.5,2.4,1.9
Namibia,6.3,5.6,7.1,13.8,14.5,17.7,14.1,32.2,23.6,31.9,46.8,56.7,58.1,47.1,39.8,35.2
Nauru,12,10.7,11.4,13.3,15.5,14.5,14.3,13.5,17.9,18,15.2,12.7,6.7,8.5,9.7,10.2
Nepal,4.8,5.4,5.6,6.1,6.9,7.1,6,10.7,11.9,12.2,16.8,20,18.8,22,24.6,26.8
Netherlands,173.5,180.9,193.4,237.9,267.9,409.7,375.1,414.2,582.9,516.9,515.2,561.1,561.1,657.4,692.7,581.5
"New Zealand",161.9,178.2,200.1,239.95,279.8,322.9,318.5,309.2,384.7,346.9,408.2,459.3,485.4,501,,
Nicaragua,23.4,23.2,26.2,23.9,27.5,28.7,33.1,39.2,44.5,43.3,44,47.2,49.9,51.4,55.1,58.6
Niger,5.5,5.6,6.2,7.9,9.1,9.6,10.2,11.7,13.1,13.1,13.1,14.4,13.9,14,13.8,13.4
Nigeria,10.7,11.5,12.1,28.9,29,36.2,47.9,49.7,59.1,51.4,59,63.1,67.4,72.7,77.5,70.3
Niue,4.9,5.2,6.5,7.7,8.8,10,10.7,12.4,13.1,13,16,18.2,18.9,18.7,19,16.3
Norway,529.1,525.5,654.5,769,854.4,933.4,969.5,1108.3,1216.2,1113.9,1182.6,1353.7,1327.6,1348.7,1311.1,1065.3
Oman,31,29.4,27.9,30.4,33.6,33.8,38.2,43.2,55.3,54.6,55.1,58,58.9,42.3,41.7,40.5
Pakistan,9.9,8.4,8.6,9.8,10.7,14.7,20.4,21.6,19.7,18.3,18.7,19.1,18.3,20.6,24.3,25.3
Palau,109.2,107.9,112.5,114.7,119.3,133.5,147,155.4,160.6,170.6,173.9,174.2,176.4,188.9,195.2,199.9
Panama,78.3,80.2,85.3,85.1,94.5,98.2,104.9,120.1,138.3,150.9,164.4,188.2,240.3,255.3,269.4,281
"Papua New Guinea",1.8,1.6,1.8,2,2.2,2.3,2.5,2.7,3.2,4,5.2,6.9,6.8,5.5,4.2,4.5
Paraguay,40.7,37.3,27.5,28.4,35.6,38,47,61.8,88.1,73,92.3,114.6,112.3,124.1,133.6,117.2
Peru,34.6,35,35.4,32.6,39.4,42.7,55.6,68,83.2,84,94.5,105.1,117.8,110.5,102.6,99.8
Philippines,13.5,12.6,13.1,15.4,16.3,24.3,29.7,36.7,44.4,44.2,50.4,58.3,65.9,70.9,66,67.9
Poland,74.1,82,83.5,93.6,115.4,129.2,142.1,173.8,218.1,185,191.9,207.5,197.8,207.6,207.2,185.2
Portugal,241.6,241.8,249.4,326.7,386.8,413.4,455.6,530.6,599.5,561,543.4,580.6,540.6,528.4,550.4,476.1
Qatar,180.9,180.4,202.7,223.5,238.6,246.2,247.9,247.6,249.3,256.1,235.6,232.2,168.5,126.1,118.8,126.4
Romania,13.6,14.9,17.2,21.7,46.4,47.1,58.2,73,94.8,93.4,92.7,103.6,90.1,99.9,102.2,94.1
Russia,28.8,36.4,43.9,54.8,70.7,86.9,109.8,145.3,192.4,178.7,200.4,234.1,253.8,282.5,265.9,190.8
Rwanda,2.5,2.2,2.1,2.9,4.3,6,7.5,8.9,11.1,11.7,12.3,13.4,14.2,14.3,14.6,14.7
"Saint Kitts and Nevis",244.7,263,274.7,271.4,290.1,312.5,391.5,416.3,455.3,444.6,432.4,460.9,444.4,471.7,502,513.7
"Saint Lucia",129.4,130.5,139.3,155.2,174.6,188.6,205,257.6,263,252.2,288.8,316.1,304.4,324.1,237,233
"Saint Thomas and Principe",14.7,21.3,21.9,23.6,26,27.8,23.7,21.9,20.2,18.4,16.2,17.1,15.9,18.3,19.1,18.7
"Saint Vincent and Grenadines",24.3,27.6,29.9,31.1,33.6,35.5,39.2,43.9,47.8,49.4,53,55.7,55.5,59.2,61.9,60.9
Samoa,7.5,8.2,10.1,12.3,14.1,16.5,17.7,20,23.2,22.5,24.3,27,28.5,28.5,28.5,25.6
"San Marino",543.3,524.8,552.3,580.7,663,652.7,667.9,744.1,840.6,792.4,703.5,748.2,678.2,711.8,705.5,594.4
"Saudi Arabia",71,69.5,67.9,68.3,72.5,77.5,85.4,98.2,115.3,126.7,133.1,137.8,154.2,159.9,168.8,178.9
Senegal,11.9,12.5,14.4,19.1,23.1,14.2,14.2,17.8,20.1,18.3,17.5,18.7,17.8,18.4,18.7,15.9
Serbia,19.3,31.6,41.3,57.5,74.9,91.7,122,189.9,236.2,202.4,198.5,225.4,198.3,237.6,243.2,199.4
Seychelles,62.5,51.8,47,40.4,33.7,28.7,24.5,21.7,17.6,14,15.6,18.8,12.4,10.9,10.8,12.2
"Sierra Leone",8.1,14.9,16.3,17.1,16.5,17.8,19.1,22,25.5,24.6,20.5,28.9,34.1,51.7,48.9,40.8
Singapore,395.4,392.9,399.4,401.7,423,431.6,461.9,525.8,592.4,564.5,616.6,659.1,686.8,749.3,723.9,719.4
Slovakia,22.1,23.1,28,42.1,108.6,142,193.8,281.7,263.1,294.7,295.3,318.4,306.6,319.5,231.9,204.4
Slovenia,,,,150,166.4,188.7,189.2,244.5,274.4,270.5,254.7,261.6,246.1,255.9,267.4,221.9
"Solomon Islands",2.3,2.3,1.8,1.6,2.9,3.2,3.6,3.8,4.1,4,4.3,4.7,5.1,5.6,5.6,5
"South Africa",33.5,28,23.7,34.2,41.5,43.7,42.7,42.6,37.8,38.2,45.9,50.2,47.1,42.5,40.3,36.2
"South Korea",206.8,197.9,222.7,277.4,310.1,385.4,453.4,510.6,461.7,436.1,535.9,590.2,622.2,677.9,740.2,740.5
"South Sudan",,,,,,,,,,,,,16.3,16.3,16.3,17.2
Spain,243.9,259.5,287.6,368.6,427.7,450.6,473.9,544.3,623.7,568,576.1,611.1,590.5,628.8,661.2,570.3
"Sri Lanka",9.7,9.4,9.6,8.8,11.6,12.9,14.9,18.4,26.1,29.7,32.1,35.8,32,34.9,38.3,45.3
Sudan,10.4,11.4,12.4,17.1,20.3,24.6,37.6,58,63.7,55.4,63.7,78.6,62.4,89.4,74.3,96
Suriname,25.9,24.4,34.1,35.6,38.4,42.4,37.4,38.3,49.7,49.3,53.8,56.4,61.5,62.9,66.4,58.6
Swaziland,14,12.1,11.1,16.4,21.2,24.5,24.7,25.4,24.1,25.8,33.7,35.3,34.3,31,29.1,26.3
Sweden,314.3,371.6,417.1,513.4,588.4,611.5,645.4,732.3,787.3,701.9,751.7,960.8,966.4,1044.5,1028.1,850.7
Switzerland,1167.6,1191.6,1322.6,1581.8,1774.7,1726.5,1737.5,1882.3,1764.3,1794.8,2247,2633.5,2571.6,2637.7,2820.9,2783
Syria,34.9,34.1,34.6,35.3,34.1,31.4,34.1,39.8,46.6,49.6,50.7,43.5,37.6,,,
Tajikistan,4.7,5.9,6.5,8.1,10.6,11.6,13.9,20.3,28.5,27.2,29.8,30.6,36.5,42.1,45.8,39.7
Tanzania,4.8,6.2,7.2,8.1,8.7,9.3,9.1,10.2,11.6,11.4,11.5,12.1,10,10.1,10,8.3
Thailand,21.3,19.5,19.5,20.8,22,25.2,18.4,18.8,22.3,24.2,24.9,25.5,27.7,26.7,28.2,25.5
"Timor Leste",,,6.5,5.9,6.5,7.9,5.7,5.3,4.8,4.3,5.9,6.3,6.7,7,7.3,7.3
Togo,7.4,7.3,8.1,9.7,10.2,10.5,10.6,12.1,14.6,16.4,19.3,21.5,20,21.6,21.9,18.7
Tonga,10.4,9,10.4,11.7,13.7,15.4,15.7,17.8,20,19.2,20.5,23,24.4,24.6,24.7,22.6
"Trinidad and Tobago",122.8,130,144,199,236.2,272.1,262.8,330.5,384.9,385.9,285.5,336.4,380.2,386.5,393.6,427.9
Tunisia,43.2,45.4,50.7,61.7,70.5,72.6,77.4,87.9,99.9,99.6,102.6,113.9,112,112.5,110.6,102.7
Turkey,57.7,36,37.9,45.2,60.5,88.2,98.6,122.5,109.5,72.6,91,84.5,83.6,93.5,93.4,77
Turkmenistan,38.3,75.8,81,133,230.5,254.8,286,194.5,200.5,137.4,157.5,190.8,217.7,251.5,298.6,287.9
Tuvalu,0.4,1.9,2.6,3.4,3.2,3,2.2,3,3.7,2.7,3.1,4.1,4.1,3.9,3.7,3.3
Uganda,7.1,7,7.1,6.7,10.7,14.1,16.6,20.1,22.3,20.6,20.8,20.1,22.6,19.9,21.8,18.7
Ukraine,17,21.1,23.9,28.3,35,44.2,53.6,67.8,81.5,62.9,71.1,92.3,107.8,118.9,88.2,59.8
"United Arab Emirates",172.7,116.4,238.6,241.5,270.7,275.8,292.7,316.2,336.8,215.7,243.9,250.6,241.3,267,287.3,249.4
"United Kingdom",192.7,196.1,221.9,271.1,299.9,305,341.9,405.2,350.2,305.9,322.4,346.8,375.3,622.5,670.8,644.4
"United States",705.6,724.1,762.8,812.5,849.4,893.9,917.3,964.5,972,957.7,967.9,991.9,1013.6,1030.4,1037.6,1057
Uruguay,109.4,99.7,64.3,56.3,57.3,68.3,71.8,76.1,88,151,182.4,209.3,222.9,241.2,224.7,207.5
Uzbekistan,15.3,12.6,11.4,10.9,12.3,14.4,18.1,19.6,23.8,28.4,33.7,39,45.2,48.4,55.1,57.2
Vanuatu,4.5,4.4,4.7,5.3,6,6.1,6.2,6.9,7.4,7.5,8.9,9.7,9.6,9.5,9.1,8.8
Venezuela,116.7,127.6,92.4,83.5,99.4,120.3,149.9,201.7,274.1,343.7,356.4,267.7,239.1,214.3,270,445.8
Vietnam,7,7.3,7.3,8.3,10.7,13,15.7,18.4,21.9,23.9,29.3,33.3,44.1,49.6,48.5,50.8
Yemen,10.9,11.8,12.7,18.9,23.1,27.5,32.9,40.1,47.6,48.6,50,46.7,52.9,58.5,60.9,58.3
Zambia,6.5,6.6,6.2,7.3,9.4,11.4,15.1,14.5,17.6,15.7,22.8,26.2,26.1,27.6,25.9,19.1
Zimbabwe,,,,,,,,,,,30.8,27,23.3,19.7,22.1,24.3
