Country,2012,2013,2014,2015,2016,2017,2018
"Costa Rica",,,,0.8266922,0.82730277,0.8298,0.832198023
"Ivory Coast",0.45,0.4475,0.444926639,0.48573917,0.45466325,0.4146,0.374515262
Croatia,0.68,0.6447,0.609385193,0.613527923,0.691356772,0.6869,0.682452389
"Czech Republic",0.74,0.7478,0.755652386,0.776528128,0.785419864,0.7522,0.719058166
Denmark,0.95,0.9514,0.952863236,0.966462255,0.970156297,0.9716,0.973082879
Dominica,,,,,0.543166891,0.537,0.530906174
"Dominican Republic",0.72,0.6975,0.674993242,0.664304363,0.616214099,0.6258,0.635330262
Ecuador,0.51,0.5113,0.512515404,0.439440151,0.425363219,0.4522,0.479134336
Egypt,0.6,0.513,0.426008705,0.214168847,0.108144662,0.1333,0.158425641
"El Salvador",0.63,0.6269,0.6238196,0.631460557,0.594404656,0.5752,0.555907209
Estonia,0.77,0.7784,0.786730666,0.788463706,0.781577988,0.7882,0.794908572
Ethiopia,0.25,0.2561,0.262137372,0.279834524,0.267892891,0.2444,0.220900643
Finland,0.88,0.8877,0.895340986,0.910048033,0.925345992,0.9154,0.905502276
France,0.83,0.8241,0.818167322,0.816251887,0.775837867,0.7654,0.755038656
Georgia,0.58,0.6104,0.640865873,0.734582061,0.729453601,0.702,0.674523516
Germany,0.8,0.848,0.895936094,0.913110051,0.871133602,0.8658,0.860407307
Ghana,0.85,0.8256,0.801167431,0.786142158,0.826972215,0.8353,0.8437274
Greece,0.73,0.7398,0.749687099,0.675910309,0.649761241,0.6666,0.683527747
Grenada,,,,,0.621583033,0.6251,0.628527691
Guatemala,0.66,0.648,0.636027622,0.626947899,0.638962565,0.6431,0.64715382
Guyana,,,,,0.587037452,0.5944,0.601737648
Honduras,,,,0.553163556,0.54885066,0.5215,0.494081647
"Hong Kong",0.5,0.4994,0.498813177,0.513610915,0.496396345,0.5421,0.587763125
Hungary,0.71,0.7167,0.72347819,0.488676292,0.471885075,0.4811,0.490232927
India,0.72,0.6981,0.676101246,0.686171206,0.685717466,0.6654,0.645176028
Indonesia,0.73,0.7361,0.742202931,0.736220526,0.741224272,0.7042,0.667108912
Iran,0.31,0.2708,0.231655153,0.215225604,0.323138606,0.3213,0.319444797
Italy,0.7,0.7111,0.722129863,0.744957841,0.738752979,0.7119,0.68505441
Jamaica,0.63,0.6546,0.679116773,0.719835996,0.69568594,0.6675,0.639301101
Japan,0.84,0.818,0.795903669,0.804876643,0.723758183,0.7293,0.734747204
Jordan,0.49,0.4768,0.463618243,0.47492086,0.474423209,0.4813,0.488141021
Kazakhstan,0.35,0.346,0.342066137,0.355184323,0.353976887,0.3604,0.366806258
Kenya,0.6,0.5908,0.581626687,0.59267934,0.565714889,0.5554,0.545008758
Kyrgyzstan,0.57,0.5892,0.608496236,0.607587128,0.628807254,0.6154,0.60189362
Lebanon,0.76,0.7594,0.758789658,0.685247639,0.640183045,0.6195,0.59874531
Liberia,0.69,0.7144,0.738765998,0.738874728,0.712548916,0.6846,0.656635527
"Macedonia (F.Y.R.O.M.)",0.52,0.5208,0.521544174,0.481771892,0.473429855,0.4729,0.472347263
Madagascar,0.47,0.4454,0.420887403,0.499787184,0.511934092,0.5038,0.49576431
Malawi,0.49,0.5368,0.58360929,0.680097569,0.681722023,0.645,0.608327428
Malaysia,0.4,0.3873,0.374541373,0.365128351,0.35242394,0.3664,0.38032095
Mexico,0.63,0.6384,0.646767661,0.575280931,0.539919229,0.529,0.518052772
Moldova,0.5,0.5025,0.505026459,0.559558607,0.548001236,0.5378,0.527532427
Mongolia,0.62,0.6256,0.631110317,0.610787003,0.611138209,0.6202,0.629283761
Morocco,0.55,0.5501,0.550198341,0.526217201,0.537143627,0.5103,0.483535089
"Burma (Myanmar)",,,0.299574499,0.304817384,0.32947152,0.3224,0.315304548
Nepal,0.6,0.6418,0.683559614,0.709544779,0.687564397,0.6718,0.656133844
Netherlands,0.9,0.8943,0.888658985,0.88535771,0.871946964,0.8629,0.853805965
"New Zealand",0.88,0.8969,0.913799248,0.899589623,0.890258404,0.8616,0.8329779
Nicaragua,0.5,0.4889,0.477772677,0.446478206,0.439654934,0.4414,0.443117789
Nigeria,0.55,0.5499,0.549809079,0.564922768,0.523598534,0.5173,0.511050407
Norway,0.9,0.9182,0.936449842,0.948031859,0.945938237,0.9358,0.925695328
Pakistan,0.58,0.6169,0.653890746,0.597610922,0.59355534,0.5974,0.601153242
Panama,0.57,0.5751,0.580216998,0.654361949,0.690178886,0.6664,0.642699864
Peru,0.76,0.7264,0.692709693,0.679436179,0.712870764,0.7262,0.739508223
Philippines,0.69,0.6745,0.658945108,0.669172208,0.629400078,0.6009,0.572300447
Poland,0.84,0.76,0.679948449,0.71820332,0.717578529,0.6733,0.628945963
Portugal,0.75,0.7692,0.78833002,0.81667056,0.813873498,0.8154,0.816834975
"South Korea",0.71,0.7296,0.749297379,0.761361031,0.612397006,0.6179,0.623450428
Romania,0.69,0.6823,0.6745923,0.700368862,0.785076844,0.7736,0.762163407
Russia,0.33,0.3568,0.383616109,0.395428975,0.41343243,0.4171,0.420742704
Senegal,0.65,0.6672,0.684410618,0.760860137,0.778568034,0.7122,0.645790187
Serbia,0.57,0.5866,0.603233969,0.590670875,0.549823352,0.5199,0.489986776
"Sierra Leone",0.67,0.6558,0.641570741,0.600398697,0.592958943,0.5557,0.518467151
Singapore,0.51,0.5116,0.513199786,0.593834469,0.513855381,0.5165,0.519194255
Slovenia,0.68,0.6861,0.692120982,0.593166967,0.600468369,0.649,0.697530812
"South Africa",0.7,0.71,0.72004952,0.73043948,0.667461671,0.6681,0.668774653
Spain,0.85,0.7937,0.737444755,0.736891819,0.745185138,0.742,0.738898945
"Sri Lanka",0.63,0.6244,0.618761296,0.505584078,0.520538542,0.5342,0.547788679
"Saint Kitts and Nevis",,,,,0.663790128,0.6808,0.697858273
"Saint Lucia",,,,,0.687514043,0.6842,0.680855285
"Saint Vincent and Grenadines",,,,,0.605518982,0.5868,0.568005125
Suriname,,,,,0.677435725,0.5998,0.522212528
Sweden,0.94,0.9488,0.957530391,0.956436961,0.921774499,0.9195,0.917292404
Tanzania,0.59,0.5847,0.579491369,0.583792013,0.481997632,0.4692,0.456311096
Thailand,0.66,0.6289,0.597819288,0.55592946,0.472746891,0.4835,0.494163403
"Trinidad and Tobago",,,,,0.675649426,0.676,0.676437285
Tunisia,0.6,0.6088,0.617656613,0.69277302,0.716603533,0.6776,0.638671066
Turkey,0.43,0.4134,0.396832278,0.332887631,0.234063116,0.227,0.219840138
Uganda,0.47,0.41,0.349972739,0.369439385,0.441724347,0.4417,0.441593559
Ukraine,0.52,0.5173,0.514543249,0.576885444,0.600515956,0.6009,0.601242735
"United Arab Emirates",0.32,0.3265,0.333069041,0.337585893,0.358526344,0.3583,0.357986054
"United Kingdom",0.77,0.7929,0.815898107,0.819222542,0.84741485,0.8484,0.849468869
"United States",0.8,0.7919,0.783721611,0.822182895,0.842725215,0.8255,0.808320736
Uruguay,0.74,0.7698,0.799632638,0.79194868,0.839214353,0.8333,0.827377385
Uzbekistan,0.13,0.1374,0.144722012,0.259312342,0.238118266,0.2547,0.271201961
Venezuela,0.4,0.3397,0.279394812,0.201663755,0.214072642,0.2132,0.212322352
Vietnam,0.27,0.3119,0.353729302,0.379208138,0.413767576,0.4143,0.414760886
Zambia,0.37,0.3985,0.42693805,0.446874729,0.444721397,0.4376,0.430447258
Zimbabwe,0.13,0.1436,0.157193351,0.186916679,0.142729392,0.1468,0.150906925
