Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Swaziland,179.7465741,174.3735735,167.195984,159.793971,155.9281859,155.3359355,155.1726193,152.0887415,153.4059901,155.2383965,161.2541201,164.7358223,167.7013646,167.801864,167.640106,166.0560319,160.5424223,155.7265388,150.8701455,145.5670817,138.0191304,129.7475402,123.4759263,116.9343812,110.2757969,104.2157426,98.55543791,93.46271008,89.31035574,85.76490974
Ethiopia,326.5119586,321.502179,319.1880024,312.9772208,305.9711457,299.6122365,290.8406796,283.7870566,278.120005,271.5531718,261.548944,251.1210533,242.8852073,234.9326421,227.0221635,219.9140182,210.6380195,200.9863654,191.2798586,181.8940339,173.2286751,166.8829711,160.6323942,154.52789,149.9383809,144.9900035,140.4046644,136.743074,133.5067331,129.9507611
Fiji,140.5152709,137.6471957,134.0964295,131.6472314,128.9313247,126.5869024,124.0857585,119.6183776,111.6591669,112.0672436,110.5214722,103.4531562,97.95493145,96.0981487,88.85070049,86.16694969,84.24199008,83.27965633,81.77787015,77.50812066,74.97781361,72.23648717,68.68596455,65.03455278,61.63654973,58.26090775,54.62115919,51.11515454,47.91547913,44.90041296
Finland,0.356043411,0.317346281,0.287558933,0.258629525,0.225193505,0.204594976,0.184378585,0.167616835,0.15097707,0.136282171,0.122797058,0.108683874,0.097487952,0.086301793,0.076225332,0.067540557,0.060406394,0.055547712,0.05081625,0.04665596,0.042412325,0.03752687,0.032892543,0.028260721,0.02419449,0.020818099,0.018216916,0.01691683,0.016868051,0.017379291
France,0.251174846,0.227765482,0.206113369,0.18874202,0.17120987,0.159239856,0.148493485,0.136600816,0.128464115,0.119167886,0.109006513,0.100278381,0.092372952,0.084357292,0.07377676,0.067315632,0.060932035,0.055313094,0.050809662,0.046790516,0.042942513,0.03981614,0.037275572,0.034513477,0.031717358,0.030250735,0.027640654,0.02614977,0.024775772,0.023705893
Gabon,136.3699877,126.908799,118.307702,110.1905146,103.9591694,98.38146108,92.06138731,84.22644196,77.34921449,71.27811363,66.54646539,61.93984919,56.681546,52.94217047,49.05975445,44.56830704,40.89868259,36.96573332,33.70019038,29.9965545,26.35167166,23.22548856,19.87525787,16.80045334,14.29444765,12.38855186,10.89524131,9.645993987,8.3997572,7.211783637
Gambia,214.1947716,211.1737729,210.3230869,202.6415368,198.2211043,203.8477032,192.4205706,189.5214881,190.3975359,193.7359971,184.4295448,178.6681852,179.1693644,178.9416448,186.3205133,186.0174446,181.6404172,178.4492826,172.038921,170.1574486,165.4950876,155.0717172,152.4070462,150.6439833,152.666151,147.2928249,147.64907,149.4551438,146.2499792,144.2414678
Georgia,85.48763018,84.55848921,84.19142254,80.70734347,80.11724583,72.16226754,67.66692663,69.27742301,71.94413748,74.25209224,75.59056567,73.8604173,74.39819797,72.45535394,69.47351408,65.30221101,60.58979253,54.81701014,51.70099647,50.47265319,47.70138871,43.86343765,39.087751,35.06453786,32.25606958,30.31317073,29.65634375,28.28962271,27.05701187,25.90365756
Germany,0.098507362,0.089939207,0.081702541,0.07588186,0.069933194,0.065239811,0.061569086,0.05786782,0.054367384,0.050851367,0.047056498,0.043840926,0.041563231,0.038964556,0.035081422,0.032232396,0.029715582,0.027511862,0.02548828,0.023558435,0.021827562,0.020570835,0.019627648,0.018998032,0.01786557,0.017456376,0.016544051,0.015562259,0.014811294,0.014121999
Ghana,171.9028971,168.3546327,165.2988066,160.9249067,156.9262373,153.2464773,150.7938164,149.0059284,144.636093,141.4473715,139.350508,138.1046956,137.681706,135.8248941,134.3731746,132.8197108,131.2269048,127.990851,123.5623451,119.1246024,114.6506199,109.7652762,103.5318363,97.44049875,91.526072,87.31047617,82.57817099,78.27152593,73.47365465,69.71186609
Greece,2.098800595,1.883007288,1.693655784,1.493313943,1.336061294,1.205399005,1.082364193,0.966690411,0.880272952,0.797689651,0.717339148,0.644893613,0.584063499,0.529754315,0.476117337,0.426352803,0.38308142,0.353134601,0.312242322,0.281900962,0.255356558,0.238878582,0.224666018,0.204839463,0.18913594,0.179529951,0.170062438,0.163470118,0.159359653,0.152015028
Greenland,7.257019728,7.132618353,6.97042201,7.33228769,7.191343054,6.965872488,6.628319406,6.199168117,5.668090728,5.182849786,4.668432636,4.143313971,3.616433602,2.982160638,2.331653743,2.009594291,1.742697707,1.501759008,1.289889029,1.116841269,0.995055919,0.90900954,0.838657833,0.78101037,0.732960069,0.693262463,0.666176394,0.642128787,0.607292897,0.558868025
Grenada,64.42352321,55.13260436,48.01081617,42.15039312,35.40878098,29.48398861,24.16391882,19.86859347,16.40028029,13.82604924,11.85508796,10.31037467,8.985724979,7.833493736,6.942635422,6.222124358,5.720884843,5.338966399,5.066677305,4.83146791,4.566101503,4.26040901,3.828598168,3.614444733,3.411081964,3.178345519,3.079219218,2.831692621,2.610345973,2.393528578
