Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"South Korea",,,,,1,1.5,2,2.5,3,3.5,4,4.5,5,4.5556,4.1111,3.6667,3.2222,2.7778,2.3333,1.8889,1.4444,1,1,1.0435,1.087,1.1304,1.1739,1.2174,1.2609,1.3043,1.3478,1.3913,1.4348,1.4783,1.5217,1.5652,1.6087,1.6522,1.6957,1.7391,1.7826,1.8261,1.8696,1.913,1.9565,2
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,55.8333,70.6667,85.5,100.3333,115.1667,130,133,946,170
"South Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
Spain,,,2,7,18,31,18,43,86,112,114,39,43,43,50,66,57,62,25,29,36,43,28,23.5,19,16,5,14,3,16,29,14,6,39,156,79,2,2.5,3,3,,,,,,
"Sri Lanka",,,,,,1,1.5,2,2.5,3,5,7,7.5,8,483,611,690,1274,889,1823,1500,1054,979,575,171,1022,818,507,644,276,385,196,18,7,33,127,1009,420,342,198,2,2.75,3.5,4.25,5,3
Sudan,,,,,,,,,,,,,,3,303,155.5,8,18,39,22,17,16,20,10.5,1,24,26,16,9,2,34,30,576,308,40,33,515,290,209,67,87,189,95,183,548,208
Suriname,,,,,,,,,,,,,,,,,2,6,9,11,1,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,4,3.7273,3.4545,3.1818,2.9091,2.6364,2.3636,2.0909,1.8182,1.5455,1.2727,1,1,1,,,,,,,,,,,,,,,,,,
Sweden,,,3,2.3333,1.6667,1,1,1,1,1,1.0909,1.1818,1.2727,1.3636,1.4545,1.5455,1.6364,1.7273,1.8182,1.9091,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2.5,3,3.5,4
Switzerland,,,,,,,,,,1,1.5,2,1.75,1.5,1.25,1,1,1,1,1.6667,2.3333,3,3,2,1,1,3.6,6.2,8.8,11.4,14,16.2,18.4,20.6,22.8,25,27.2,29.4,31.6,33.8,36,38.2,40.4,42.6,44.8,47
Syria,,,,,1,5,1,2,3,77,90,193,97,30,1,5,9,4,5,15,13.625,12.25,10.875,9.5,8.125,6.75,5.375,4,5,7.1667,9.3333,11.5,13.6667,15.8333,18,10,2,3.5,5,64,123,182,865,1543,3314,3903
Taiwan,,,,,,,1,1.3571,1.7143,2.0714,2.4286,2.7857,3.1429,3.5,3.8571,4.2143,4.5714,4.9286,5.2857,5.6429,6,1,16,14.75,13.5,12.25,11,11.7368,12.4737,13.2105,13.9474,14.6842,15.4211,16.1579,16.8947,17.6316,18.3684,19.1053,19.8421,20.5789,21.3158,22.0526,22.7895,23.5263,24.2632,25
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,26,34,42,95,26,64,6,3,11,7,6.5,6,5.5,5,4.5,4,2.5,1,1,4,7,4,5,2
Tanzania,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,9,7,5,3,1,25,21.5714,18.1429,14.7143,11.2857,7.8571,4.4286,1,2.2,3.4,4.6,5.8,7,5,10
Thailand,,,,,,,,7,30,55,75,21,1,2.6667,4.3333,6,7.6667,9.3333,11,35,21,13,38,28,18,21,7,16,3,1,6,18,12,7,29,131,195,262,166,270,154,154,207,250,192,118
Togo,,,,,,,,,,,,,,,,13,16.5714,20.1429,23.7143,27.2857,30.8571,34.4286,38,31,24,22.9048,21.8095,20.7143,19.619,18.5238,17.4286,16.3333,15.2381,14.1429,13.0476,11.9524,10.8571,9.7619,8.6667,7.5714,6.4762,5.381,4.2857,3.1905,2.0952,1
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,1,5,5.75,6.5,7.25,8,7,6,5,3,6.6,10.2,13.8,17.4,21,10,14,12.3333,10.6667,9,7.3333,5.6667,4,9,14,19,24,29,43,140
Turkey,,4,4.6,5.2,5.8,6.4,7,29,41,125,111,8,11,1,27,2,32,180,101,233,512,307,1242,1107.5,973,203,105,58,37,127,15,14,41.5,69,24,34,45,29,38,18,13,26,260,71,39,488
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Soviet Union",,4,4.1111,4.2222,4.3333,4.4444,4.5556,4.6667,4.7778,4.8889,5,5.1111,5.2222,5.3333,5.4444,5.5556,5.6667,5.7778,5.8889,6,58,28,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,,,13,35.5,58,7,348,1,33,1,50,110,81,76,2,2,52,102,103,419,195,88,76,287,58,171,300,130,76,55.3333,34.6667,14,75,3,18.5,34,50.5,67,3
Ukraine,,,,,,,,,,,,,,,,,,,,,,3,2.6667,2.3333,2,2,2,1.6667,1.3333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1397,764
"United Arab Emirates",,,,,5,4.2,3.4,2.6,1.8,1,57,113,85,57,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1.4,1.6,1.8,2
"United Kingdom",14,110,368,210,235,249,260,102,82,131,115,88,95,75,71,65,61,104,371,69,73,88,94,80,66,13,12,24,45,8,6,9,1,2,29.5,57,30.5,4,3.5,3,2,1,1,4,9,
"United States",33,20,19,38,16,22,5,3,8,19,14,8,11,9,2,3,1,1,1,3,5,2,2,6,10,170,2,3,3,20,1512,3004,3,2.5,2,1.5,1,2.5,4,18,2,5,8,21,22,41
Uruguay,4,3.8125,3.625,3.4375,3.25,3.0625,2.875,2.6875,2.5,2.3125,2.125,1.9375,1.75,1.5625,1.375,1.1875,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,2.17,2.17,2.17,10.468,18.766,27.064,35.362,43.66,38.328,32.996,27.664,22.332,17,3,,,,,,,,,,
Venezuela,,,,,,,1,1,1,3,5,30,19.5,9,10.3333,11.6667,13,23,25,10,28.5,47,7,9.5,12,12.5,13,3,2.6667,2.3333,2,1.6667,1.3333,1,1,1,1,1,4,7,10,8,6,4,2,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"West Bank and Gaza",,,2,2.3333,2.6667,3,3.3333,3.6667,4,2,31,6,7,9,5,1,4,2,11,73,61,43,93,111,129,44,17,7,12,1,22,106,176,61,31,19,19,112,34,5,1,14,12,12,67,117
"West Germany",,1,23,12,1,1,4,6,3.5,1,16,6,1,2,5.5,9,9,2,1,5,1,1.28,1.56,1.84,2.12,2.4,2.68,2.96,3.24,3.52,3.8,4.08,4.36,4.64,4.92,5.2,5.48,5.76,6.04,6.32,6.6,6.88,7.16,7.44,7.72,8
"Western Sahara",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,4,26,18,10,6,10,14,5,11,19,2,8,12,13.5,15,13,28,69,48,357,449,1054,625,1351,2369
Yugoslavia,,,,1,1.125,1.25,1.375,1.5,1.625,1.75,1.875,2,2.4,2.8,3.2,3.6,4,4.4,4.8,5.2,5.6,6,5,6.5,8,9.5,11,27,37,14,5,8,7.5,7,6.5,6,5.5,5,4.5,4,3.5,3,2.5,2,1.5,1
Zambia,,1,1,1,1.125,1.25,1.375,1.5,1.625,1.75,1.875,2,2.5,3,3.5,4,4.5,5,6,36,15,12.6667,10.3333,8,5.6667,3.3333,1,3,,,,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,16,10,25,11,7,4,4,35,6,9,9,8.2,7.4,6.6,5.8,5,4.2,3.4,2.6,1.8,1,4.5,8,7.75,7.5,7.25,7,4,1,1,1,,,,,
