Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Bangladesh,,,,,,,,,,,0.155100003,0.1612,0.1672,0.1733,0.1794,0.1855,0.1915,0.1976,0.2037,0.2097,0.215800002,0.225199997,0.2409,0.2565,0.2722,0.287800014,0.2911,0.2944,0.2976,0.3009,0.304199994,0.308099985,0.307,0.306,0.304899991,0.3039,0.3029,0.302,0.301,0.300000012,0.3,0.3,0.34,0.3267,0.3133,0.3,0.35,0.4,0.45,0.5,0.55,0.6,,,
Barbados,5.929779053,6.359,6.7881,7.2173,7.6465,8.0757,8.5049,8.9341,9.3632,9.7924,10.22159958,10.0529,9.8842,9.7155,9.5468,9.3781,9.2095,9.0408,8.8721,8.7034,8.534700394,8.5212,8.5078,8.4943,8.4808,8.4674,8.4539,8.4404,8.4269,8.4135,8.399999619,6.0225,3.6451,1.26760006,4.3338,7.4,7.559999943,7.5229,7.4857,7.4486,7.4114,7.3743,7.3371,7.3,7.3,6.7,6.6,7.1,7.6,6.8,6.6,6.4,6.2,,
Belarus,,,,,,,,,,,,,,,,,,,,,12.54609966,12.6511,12.7562,12.8612,12.9663,13.07129955,13.26049995,13.45629978,13.37290001,13.5795002,13.22640038,13.20470047,12.69069958,12.4762001,12.46389961,12.38000011,12.27000046,12.35999966,12.42000008,12.64000034,12.60999966,12.57999992,11.94,11.30000019,11.2,11.1,11.2,11.2,11.15,11.1,11.2,11.3,,,
Belgium,,,,,,,,,,,8.300000191,8.41,8.52,8.63,8.74,8.85,8.96,9.07,9.18,9.29,9.399999619,9.34,9.28,9.22,9.16,9.100000381,8.88,8.66,8.44,8.22,8,7.900000095,7.699999809,7.699999809,7.599999905,7.4667,7.3333,7.199999809,7.199999809,7.099999905,7.099999905,6.900000095,6.900000095,6.3667,5.8333,5.3,5.3,5.3,5.95,6.6,6.5,6.53,6.5,,
Belize,4.667765141,4.7411,4.8145,4.8879,4.9612,5.0346,5.1079,5.1813,5.2547,5.328,5.401400089,5.2711,5.1408,5.0105,4.8803,4.75,4.6197,4.4894,4.3591,4.2288,4.0985,3.9682,3.838,3.7077,3.5774,3.4471,3.316800117,3.1626,3.0084,2.8542,2.700000048,2.7333,2.7667,2.799999952,2.65,2.5,2.130000114,2.0725,2.015,1.9575,1.9,1.7,1.5,1.299999952,1.3,1.2,1.3,1.2,1.2,1.1,1.2,1.1,1.1,,
Benin,1.225748777,1.2187,1.2116,1.2045,1.1974,1.1903,1.1832,1.1762,1.1691,1.162,1.154899955,1.1859,1.2169,1.2479,1.2789,1.3099,1.3409,1.3719,1.4029,1.4339,1.464900017,1.131199956,0.9383,0.7454,0.5525,0.359600008,0.4545,0.5493,0.6442,0.739,0.833899975,0.500500023,0.223100007,0.239099994,0.233600006,0.2578,0.282,0.3063,0.3305,0.3547,0.3789,0.4031,0.4273,0.4516,0.4758,0.5,0.5,0.5,0.5,0.5,0.5,,,,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300000191,,,,,,,,,,,,,,,,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705899954,1.4911,1.2763,1.0615,0.846700013,1.0387,1.2307,1.4228,1.614799976,1.6118,1.6089,1.6059,1.603,1.600000024,1.6,1.6,1.6,1.625,1.65,1.675,1.7,1.72,1.74,1.76,1.78,1.8,1.8,,
Bolivia,1.845419288,1.893,1.9407,1.9883,2.0359,2.0836,2.1312,2.1788,2.2264,2.2741,2.321700096,2.2691,2.2165,2.164,2.1114,2.058799982,2.0094,1.96,1.9106,1.8612,1.8118,1.7624,1.713,1.6636,1.6142,1.5648,1.5154,1.466,1.4166,1.3672,1.317800045,1.411000013,1.4055,1.399999976,1.49,1.58,1.669999957,1.5743,1.4786,1.3829,1.2871,1.1914,1.0957,1,1,1.05,1.1,1.1,1.1,1.1,1.1,1.1,1.1,,
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,4.831099987,4.922800064,4.917900085,4.904699802,4.813700199,4.718100071,4.742000103,4.593500137,4.578199863,4.498300076,4.45909977,4.377999783,4.2983,4.2186,4.1389,4.0591,3.9794,3.8997,3.819999933,3.799999952,3.24000001,3.220000029,3.16,3.099999905,3.05,3,3.1,3.2,3.3,3.4,3.5,,,,
Botswana,2.122916698,2.1349,2.1469,2.1589,2.171,2.183,2.195,2.207,2.219,2.231,2.243,2.255,2.267,2.279,2.291,2.3031,2.3151,2.3271,2.3391,2.3511,2.363100052,2.2843,2.2055,2.1267,2.0479,1.9692,1.8904,1.8116,1.7328,1.654,1.575199962,1.6233,1.6713,1.7194,1.7674,1.8155,1.8636,1.9116,1.9597,2.0078,2.0558,2.1039,2.1519,2.2,2.25,2.3,2.35,2.4,1.8,1.8,1.8,,,,
Brazil,3.20179534,3.2508,3.2998,3.3488,3.3978,3.4468,3.4958,3.5448,3.5938,3.6428,3.691800117,3.9525,4.2131,4.4738,4.7344,4.995100021,4.8755,4.756,4.6364,4.5168,4.3973,4.2777,4.1581,4.0386,3.919,3.7994,3.6799,3.560300112,3.4886,3.417,3.345299959,3.3969,3.4484,3.5,3.37,3.24,3.109999895,3.025,2.94,2.855,2.77,2.685,2.6,2.5333,2.4667,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,,
Brunei,4.902439117,4.763,4.6235,4.484,4.3445,4.2051,4.0656,3.9261,3.7866,3.6472,3.507699966,3.4557,3.4037,3.3518,3.2998,3.2478,3.1958,3.1438,3.0918,3.0399,2.9879,2.935899973,2.993999958,2.9721,2.9502,2.9283,2.9064,2.8846,2.8627,2.8408,2.8189,2.797,2.7751,2.7532,2.7313,2.7094,2.6876,2.6657,2.6438,2.6219,2.599999905,2.65,2.7,2.65,2.6,3,2.79,2.745,2.7,2.6,2.695,2.79,2.8,,
Bulgaria,6.213677406,6.3455,6.4774,6.6092,6.7411,6.8729,7.0048,7.1366,7.2684,7.4003,7.5321,7.664,7.7958,7.9277,8.0595,8.1914,8.3232,8.4551,8.5869,8.7188,8.850600243,8.859000206,8.886699677,8.876799583,8.963000298,9.11400032,9.4520998,9.564200401,9.560199738,9.7020998,9.790800095,9.768199921,10.20639992,10.49419975,10.19610024,10.36999989,10.47000027,10.27999973,8.409999847,7.489999771,7.409999847,7.199999809,6.75,6.300000191,6.35,6.4,6.2,6.4011,6.5,6.6,6.5,6.4,,,
"Burkina Faso",0.523758113,0.5285,0.5333,0.5381,0.5429,0.5476,0.5524,0.5572,0.562,0.5667,0.571500003,0.5575,0.5436,0.5296,0.5157,0.5017,0.4878,0.4738,0.4599,0.4459,0.432,0.418,0.4041,0.3901,0.3762,0.3622,0.3483,0.3343,0.3204,0.306400001,0.299299985,0.4994,0.6996,0.8997,1.0999,1.299999952,1.419999957,1.368,1.316,1.264,1.212,1.16,1.108,1.056,1.004,0.952,0.9,0.775,0.65,0.525,0.4,,,,
Burundi,1.122407317,1.1382,1.154,1.1699,1.1857,1.2015,1.2173,1.2331,1.249,1.2648,1.280599952,1.2491,1.2176,1.1862,1.1547,1.123200059,1.0828,1.0425,1.0021,0.9617,0.9214,0.881,0.8407,0.8003,0.7599,0.7196,0.679199994,0.676,0.6728,0.6695,0.6663,0.663100004,0.6656,0.668,0.6705,0.6729,0.6754,0.6779,0.6803,0.6828,0.6852,0.6877,0.6902,0.6926,0.6951,0.6975,0.7,0.94,1.18,1.42,1.66,1.9,,,
"Cape Verde",,,,,,,,,,,1.408200026,1.4861,1.5639,1.6418,1.7197,1.7975,1.8754,1.9533,2.0312,2.109,2.1868999,2.1132,2.0396,1.9659,1.8923,1.8186,1.745,1.6713,1.5977,1.594,1.5904,1.5867,1.583099961,1.6229,1.6626,1.7024,1.7421,1.7819,1.8217,1.8614,1.9012,1.941,1.9807,2.0205,2.0602,2.1,2.1,2.1,2.1,2.1,2.1,,,,
Cambodia,0.746548891,0.78,0.8134,0.8469,0.8803,0.9138,0.9472,0.9807,1.0141,1.0476,1.08099997,1.1375,1.1941,1.2506,1.3072,1.3637,1.4202,1.4768,1.5333,1.5899,1.6464,1.7029,1.7595,1.816,1.8725,1.9291,1.9856,2.0422,2.098700047,2.0854,2.072099924,1.9383,1.8044,1.6706,1.5368,1.403,1.2691,1.1353,1.0015,0.8677,0.7338,0.6,0.4333,0.2667,0.1,0.2233,0.3467,0.47,0.5933,0.7167,0.84,0.7,,,
Cameroon,2.00226593,1.9772,1.9521,1.927,1.902,1.8769,1.8518,1.8267,1.8017,1.7766,1.75150001,1.8944,2.0373,2.1801,2.323,2.465899944,2.4754,2.4848,2.4943,2.5037,2.5132,2.5226,2.5321,2.5416,2.551,2.5605,2.5699,2.5794,2.5888,2.59829998,2.553299904,2.4875,2.4216,2.3558,2.29,2.2241,2.1583,2.0925,2.0266,1.9608,1.895,1.8292,1.7633,1.6975,1.6317,1.5658,1.5,1.45,1.4,1.35,1.3,,,,
Canada,6.199999809,6.28,6.36,6.44,6.52,6.6,6.68,6.76,6.84,6.92,7,6.9833,6.9667,6.95,6.9333,6.9167,6.900000095,6.900000095,6.900000095,6.800000191,6.800000191,6.900000095,6.800000191,6.800000191,6.800000191,6.800000191,6.699999809,6.599999905,6.5,6.300000191,6,5.800000191,5.5,5.400000095,5.2,5,4.599999905,4.400000095,4.199999809,3.900000095,3.4,3.700000048,3.700000048,3.6,3.5,3.4,3.4,3.4,3.4,3.2,2.7,,,,
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic",1.231421113,1.2958,1.3603,1.4247,1.4891,1.5535,1.6179,1.6823,1.7468,1.8112,1.87559998,1.8439,1.8122,1.7805,1.7488,1.7171,1.6854,1.6537,1.622,1.5903,1.558599949,1.4901,1.4215,1.353,1.2844,1.2159,1.1474,1.0788,1.0103,0.9417,0.873199999,0.8936,0.914,0.9345,0.9549,0.9753,0.9957,1.0162,1.0366,1.057,1.0774,1.0979,1.1183,1.1387,1.1591,1.1796,1.2,1.16,1.12,1.08,1.04,1,,,
Chad,0.697454333,0.7587,0.82,0.8812,0.9425,1.0037,1.065,1.1262,1.1875,1.2487,1.309999943,1.2819,1.2538,1.2257,1.1976,1.1695,1.1415,1.1134,1.0853,1.0572,1.0291,1.001,0.9729,0.9448,0.9167,0.8886,0.8606,0.8325,0.8044,0.7763,0.7482,0.720099986,0.6972,0.6744,0.6515,0.6286,0.6058,0.5829,0.56,0.5372,0.5143,0.4915,0.4686,0.4457,0.4229,0.4,,,,,,,,,
"Channel Islands",11.15384579,11.161,11.1681,11.1752,11.1823,11.1894,11.1965,11.2037,11.2108,11.2179,11.22500038,11.1676,11.1102,11.0529,10.9955,10.9381,10.8807,10.8233,10.766,10.7086,10.65120029,10.5951004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,3.67429018,3.6845,3.6947,3.7049,3.7151,3.7253,3.7356,3.7458,3.756,3.7662,3.776400089,3.7394,3.7024,3.6654,3.6284,3.5914,3.5544,3.5174,3.4804,3.4434,3.406399965,3.3809,3.3554,3.3298,3.3043,3.2788,3.2533,3.2277,3.2022,3.176700115,3.158600092,3.1391,3.1195,3.099999905,2.9567,2.8133,2.670000076,2.6583,2.6467,2.635,2.6233,2.6117,2.599999905,2.5,2.4,2.3,2.3,2.2333,2.1667,2.1,2.1,2.1,,,
China,,,,,,1.440000057,1.519999981,1.5,1.450000048,1.450000048,1.539999962,1.580000043,1.710000038,1.769999981,1.850000024,1.919999957,2,2.069999933,2.140000105,2.200000048,2.230000019,2.25,2.25999999,2.289999962,2.329999924,2.369999886,2.400000095,2.480000019,2.539999962,2.559999943,2.579999924,2.599999905,2.619999886,2.630000114,2.630000114,2.609999895,2.549999952,2.549999952,2.529999971,2.519999981,2.519999981,2.519999981,2.450000048,2.2,3,2.45,2.23,2.8867,3.5433,4.2,3.56,3.8,,,
Colombia,2.575547218,2.5277,2.4799,2.4321,2.3842,2.3364,2.2886,2.2408,2.1929,2.1451,2.097300053,2.044,1.9907,1.9373,1.884,1.8307,1.7774,1.7241,1.6707,1.6174,1.564100027,1.5293,1.4945,1.4598,1.425,1.3902,1.3554,1.3207,1.2859,1.251099944,1.366700053,1.3445,1.3222,1.299999952,1.3533,1.4067,1.460000038,1.4086,1.3571,1.3057,1.2543,1.2029,1.1514,1.100000024,1.2,1.1,1,1,1.1,1.2,1.3,1.4,1.5,,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.124900103,2.761600018,2.7265,2.6914,2.6563,2.6212,2.5861,2.551,2.5159,2.4808,2.4457,2.4106,2.3755,2.3404,2.3053,2.2702,2.2351,2.2,,,,,,,,
"Congo (Kinshasa)",5.674036503,5.439,5.2039,4.9688,4.7338,4.4987,4.2637,4.0286,3.7935,3.5585,3.323400021,3.3038,3.2842,3.2645,3.2449,3.225300074,3.0893,2.9533,2.8173,2.6812,2.5452,2.4092,2.2732,2.1372,2.0011,1.8651,1.7291,1.593099952,1.5377,1.4822,1.426800013,1.405,1.3832,1.3614,1.3397,1.3179,1.2961,1.2743,1.2525,1.2307,1.2089,1.1871,1.1654,1.1436,1.1218,1.1,0.8,,,,,,,,
"Congo (Brazzaville)",3.757085085,3.8201,3.8831,3.9461,4.0091,4.0721,4.1352,4.1982,4.2612,4.3242,4.387199879,4.3353,4.2835,4.2316,4.1798,4.1279,4.076,4.0242,3.9723,3.9205,3.8686,3.8167,3.7649,3.713,3.6612,3.6093,3.5574,3.5056,3.4537,3.4019,3.349999905,3.2333,3.1167,3,2.8833,2.7667,2.65,2.5333,2.4167,2.3,2.1833,2.0667,1.95,1.8333,1.7167,1.6,,,,,,,,,
"Costa Rica",4.790777206,4.7057,4.6205,4.5354,4.4503,4.3652,4.2801,4.195,4.1098,4.0247,3.939599991,3.8771,3.8146,3.752,3.6895,3.627,3.5645,3.502,3.4394,3.3769,3.314399958,3.233,3.1515,3.0701,2.9886,2.9072,2.8258,2.7443,2.6629,2.5814,2.5,2.3235,2.147,1.9704,1.793900013,1.779999971,1.75,1.710000038,1.679999948,1.624,1.568,1.512,1.456,1.399999976,1.4,1.35,1.3,1.3,1.2,1.2,1.2,1.2,1.2,,
"Ivory Coast",1.348769546,1.3295,1.3102,1.291,1.2717,1.2524,1.2332,1.2139,1.1946,1.1754,1.156100035,1.1389,1.1216,1.1044,1.0871,1.0699,1.0526,1.0354,1.0182,1.0009,0.9837,0.9664,0.9492,0.932,0.9147,0.8975,0.8802,0.863,0.8457,0.828499973,0.81160003,0.7859,0.7602,0.7344,0.7087,0.683,0.6573,0.6315,0.6058,0.5801,0.5544,0.5286,0.5029,0.4772,0.4515,0.4257,0.4,,,,,,,,
Croatia,,,,,,,,,,,,,,,,,,,,,7.234799862,7.308100224,7.423500061,7.465199947,7.44659996,7.454299927,7.402599812,7.422500134,7.441699982,7.393000126,7.377799988,6.520100117,6.210100174,6.071199894,5.909500122,5.75,6.190000057,6.010000229,6.059999943,5.929999828,6.150000095,6,5.7,5.599999905,5.5,5.5,5.5,5.5,5.45,5.4,5.62,5.98,5.89,5.86,5.89
Cuba,4.366499424,4.3931,4.4197,4.4463,4.4729,4.4994,4.526,4.5526,4.5792,4.6058,4.632400036,4.6718,4.7113,4.7507,4.7902,4.8296,4.869,4.9085,4.9479,4.9874,5.0268,5.0662,5.1057,5.1451,5.1846,5.224,5.2634,5.3029,5.3423,5.3818,5.421199799,5.6141,5.8071,6,5.71,5.42,5.130000114,5.0971,5.0643,5.0314,4.9986,4.9657,4.9329,4.900000095,4.9,4.9,4.9,4.9,6,5.9,5.9,5.1,5.3,,
Cyprus,4.523560047,4.6094,4.6953,4.7811,4.867,4.9528,5.0387,5.1245,5.2104,5.2962,5.382100105,5.4092,5.4363,5.4634,5.4905,5.5175,5.5446,5.5717,5.5988,5.6259,5.652999878,5.720099926,5.6409,5.5617,5.4825,5.4032,5.324,5.2448,5.1656,5.086400032,5.0336,4.9808,4.928,4.8752,4.8224,4.7696,4.7168,4.664,4.6112,4.5584,4.5056,4.4528,4.400000095,4.2,4,3.8,3.7,3.75,3.8,3.66,3.52,3.5,,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,11.30000019,11.32,11.34,11.36,11.38,11.39999962,11.38,11.36,11.34,11.32,11.30000019,11.10000038,10.69999981,10.39999962,10.19999981,9.9667,9.7333,9.5,9.2667,9.0333,8.800000191,8.800000191,8.800000191,8.800000191,8.6,8.4,8.4,8.1,7.2,7.1,7.01,6.8,,,
Denmark,,,,,,,,,,,8.100000381,8.25,8.399999619,8.300000191,8.5,8.5,8.600000381,8.399999619,8.5,8.199999809,8.100000381,7.800000191,7.699999809,7.400000095,7.099999905,7,6.900000095,6.199999809,6,5.800000191,5.599999905,5.400000095,5.099999905,5,5,4.900000095,4.699999809,4.599999905,4.5,4.300000191,4.300000191,4.199999809,4.099999905,4,3.8225,3.715,3.6075,3.5,3.6,3.5,3.5,,,,
Djibouti,7.831325531,7.6559,7.4805,7.3051,7.1298,6.9544,6.779,6.6036,6.4282,6.2528,6.077400208,5.8531,5.6289,5.4046,5.1803,4.9561,4.7318,4.5076,4.2833,4.059,3.8348,3.610500097,3.4915,3.3725,3.2536,3.1346,3.0156,2.8966,2.7777,2.6587,2.539700031,2.4457,2.3518,2.2578,2.1638,2.0699,1.9759,1.8819,1.7879,1.694,1.6,1.58,1.56,1.54,1.52,1.5,1.48,1.46,1.44,1.42,1.4,1.4,1.4,,
Dominica,4.543946743,4.534,4.524,4.5141,4.5041,4.4942,4.4842,4.4743,4.4643,4.4544,4.444399834,4.3722,4.3,4.2277,4.1555,4.0833,4.0111,3.9389,3.8666,3.7944,3.7222,3.65,3.5778,3.5055,3.4333,3.3611,3.2889,3.2167,3.1444,3.0722,3,2.8646,2.7293,2.593899965,3.0969,3.6,2.650000095,2.9375,3.225,3.5125,3.8,3.5,3.900000095,3.9,3.9,3.9,3.95,4,3.8,3.8,3.8,3.8,3.8,,
"Dominican Republic",2.328690767,2.3598,2.3908,2.4219,2.453,2.484,2.5151,2.5462,2.5773,2.6083,2.639400005,2.6118,2.5842,2.5567,2.5291,2.501499891,2.4602,2.4188,2.3775,2.3361,2.2948,2.2534,2.2121,2.1707,2.1294,2.088,2.0467,2.0053,1.964,1.9226,1.881299973,1.9209,1.9604,2,1.8333,1.6667,1.5,1.5857,1.6714,1.7571,1.8429,1.9286,2.0143,2.099999905,2.05,2,1.5,1,1,1,1.6,1.7,,,
Ecuador,1.870691538,1.9185,1.9664,2.0142,2.0621,2.1099,2.1577,2.2056,2.2534,2.3013,2.349100113,2.3885,2.428,2.4674,2.5069,2.546299934,2.4185,2.2907,2.1628,2.035,1.907199979,1.8809,1.8546,1.8283,1.802,1.7756,1.7493,1.723,1.6967,1.6704,1.644099951,1.6294,1.6147,1.600000024,1.5833,1.5667,1.549999952,1.5417,1.5333,1.525,1.5167,1.5083,1.5,1.7,1.66,1.62,1.58,1.54,1.5,1.5,1.6,1.6,,,
Egypt,2.146979332,2.1503,2.1537,2.157,2.1604,2.1637,2.1671,2.1704,2.1738,2.1771,2.180500031,2.1517,2.1229,2.0942,2.0654,2.036600113,2.0345,2.0325,2.0304,2.0284,2.026299953,2.07220006,2.0749,2.0776,2.0803,2.083,2.085700035,2.1052,2.124700069,2.019900084,2.070899963,2.024199963,2.000400066,1.929299951,1.9862,2.0431,2.099999905,2.099999905,2.1167,2.1333,2.15,2.1667,2.1833,2.200000048,2.2,2.2,2.102,2.08,1.89,1.7,1.7,1.1,0.5,,
"El Salvador",2.183475494,2.1554,2.1273,2.0992,2.071,2.0429,2.0148,1.9867,1.9586,1.9305,1.902400017,1.9189,1.9354,1.952,1.9685,1.985000014,1.9507,1.9165,1.8822,1.848,1.8137,1.7794,1.7452,1.7109,1.6767,1.6424,1.6081,1.5739,1.5396,1.5054,1.471099973,1.4807,1.4904,1.5,1.55,1.6,1.649999976,1.5667,1.4833,1.4,1.3167,1.2333,1.15,1.0667,0.9833,0.9,0.9,0.7,0.8,1.1,1,1,1.1,,
"Equatorial Guinea",4.996031761,4.9177,4.8394,4.7611,4.6827,4.6044,4.5261,4.4478,4.3695,4.2911,4.2128,4.1345,4.0562,3.9778,3.8995,3.8212,3.7429,3.6645,3.5862,3.5079,3.4296,3.3513,3.2729,3.1946,3.1163,3.038,2.9596,2.8813,2.802999973,2.672,2.541,2.41,2.279,2.148,2.017,1.886,1.755,1.624,1.493,1.362,1.231,1.1,1.375,1.65,1.925,2.2,2.125,2.05,1.975,1.9,2.1,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.1,1,0.9,0.8,0.7,,,
