Country,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,37.3,35.5,33.7,31.9,30.1,28.3,26.5,,,,,,,,,
Cameroon,,,,,,,,,,,,,,,,,,,,73.3,69.18,65.06,60.94,56.82,52.7,53.2,53.7,54.2,54.7,55.2,55.7,54.1714,52.6429,51.1143,49.5857,48.0571,46.5286,45,,
Canada,,,,,0.7,0.6333,0.5667,0.5,0.4333,0.3667,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4333,0.5667,0.7,0.7,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4333,0.5667,0.7,,,
"Central African Republic",,,,,,,,,,,,,,,,92.3,91.6455,90.9909,90.3364,89.6818,89.0273,88.3727,87.7182,87.0636,86.4091,85.7545,85.1,84.7,84.3,83.9,83.5,83.1,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6,83.2125,80.825,78.4375,76.05,73.6625,71.275,68.8875,66.5,,,,,
Chile,,,,,,,,,,,23.1,22.8333,22.5667,22.3,19.3,16.3,15.75,15.2,13.7,12.2,11.65,11.1,11.6,12.1,11.8,11.5,11.2,9.9,8.6,7.3,7.1,6.9,6.7,5.7,4.7,3.65,2.6,2.85,3.1,
China,,,,,,,,,,,,,,90.1,87.9,85.7,83.5,80.0333,76.5667,73.1,71.5667,70.0333,68.5,64.9667,61.4333,57.9,53.1,48.3,43.5,40.4667,37.4333,34.4,31.45,28.5,23.5,20.1,12.1,,,
Colombia,,,,,,,,,,,,,,,,21,23.15,25.3,27.45,29.6,31.1667,32.7333,34.3,28.8,38.2,29.8,27.7,27.6,24.4,24.1667,23.9333,23.7,21.2,18.4,16.2,17,14.6,14.1,13.1,
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,34.1444,34.4889,34.8333,35.1778,35.5222,35.8667,36.2111,36.5556,36.9,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,97.6,96.7,95.8,94.9,94,93.1,92.2,91.3,,,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,71.05,69.1,67.15,65.2,63.25,61.3,,,,,
"Costa Rica",,,,,56.9,50.56,44.22,37.88,31.54,25.2,24.0667,22.9333,21.8,19.3,23.3,19.7,16.1,13.6,14.2,16.7,13.8,10.8,13.1,13.7,12.9,12.6,12.2,11.5,9.9,9.9,6.4,6.2,6.9,4.2,4.5,4.4,4.1,4.1,4.2,
"Ivory Coast",,,,,,,,,19.2,18.6,26.2,34.5,38.275,42.05,45.825,49.6,49.6,49.6,49.6,51.7,53.8,55.9,56.05,56.2,56.35,56.5,56.6,56.7,56.8,56.9,57,57.1,57.0857,57.0714,57.0571,57.0429,57.0286,57.0143,57,
Croatia,,,,,,,,,,,,0.1,0.1762,0.2524,0.3286,0.4048,0.481,0.5571,0.6333,0.7095,0.7857,0.8619,0.9381,1.0143,1.0905,1.1667,1.2429,1.319,1.3952,1.4714,1.5476,1.6238,1.7,2.3,2.1,2.4,2.3,1.9,,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,0.3,0.2778,0.2556,0.2333,0.2111,0.1889,0.1667,0.1444,0.1222,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.3,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.2,0.3,0.4,0.6,0.3,0.1,0.3,0.4,0.4,,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,46.89,45.98,45.07,44.16,43.25,42.34,41.43,40.52,39.61,38.7,44.6,,,
"Dominican Republic",,,,,,,,,,62.4,61.6667,60.9333,60.2,46.0333,31.8667,17.7,16.625,15.55,14.475,13.4,12.6,12.7333,12.8667,13,12.6,14.3,17.6,22.9,16.9,14.3,13.6,14.1,12.6,12.4,10.6,10.9,10.2,8.1,6.9,
Ecuador,,,,,,,,,,,41.2,40.2714,39.3429,38.4143,37.4857,36.5571,35.6286,34.7,34.95,35.2,35.45,35.7,40.2,49.9,44.6,39.3,34,32,28,22,22,21.4,21.1,18.2,15.3,14.4,12.3,10.9,11.8,
Egypt,,,,,,,,,,,,,,37.9,38.04,38.18,38.32,38.46,38.6,34.975,31.35,27.725,24.1,25.8,27.5,29.2,30.9,32.6,32.1,31.6,31.1,30.6,28.6,26.6,24.65,22.7,20.5,18.3,16.1,
"El Salvador",,,,,,,,,,,,,32.5,34.5,36.5,37.45,38.4,39.35,40.3,42.5,37.55,32.6,28.8,23.6,25.1,24.9,28.4,21.6,21.9,18.4,14.7,19.9,18.5,19.5,16.2,14.5,12.4,12.1,9.8,
Estonia,,,,,,,,,,,,0.2,1.44,2.68,3.92,5.16,6.4,6.29,6.18,6.07,5.96,5.85,5.74,5.63,5.52,5.41,5.3,3.1,1.9,1.4,0.9,0.9,1.2,1.7,1.6,1.5,1.5,1.2,,
Ethiopia,,,,,,,,,,,,,,,,,,,87.5,87.7,87.9,88.1,88.3,86.24,84.18,82.12,80.06,78,77.1833,76.3667,75.55,74.7333,73.9167,73.1,,,,,,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,20.9833,20.1667,19.35,18.5333,17.7167,16.9,16.42,15.94,15.46,14.98,14.5,,,
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,,,,,,,,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,86.8,83.34,79.88,76.42,72.96,69.5,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,18.2,38.3,36.9,43.8,46.7,49.4,41.6,41.8,38.8,38.3,35.8,38.8,36.7,37.5,40.2,38.4,36.1,29.9,26.6,25.3,
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.2,0.2,0.1,0.2,0.1,,,,,
Ghana,,,,,,,,,,,73.3,72.5,73.9667,75.4333,76.9,74.7286,72.5571,70.3857,68.2143,66.0429,63.8714,61.7,60.1857,58.6714,57.1571,55.6429,54.1286,52.6143,51.1,48.7857,46.4714,44.1571,41.8429,39.5286,37.2143,34.9,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,0.9,0.8,0.5,0.7,1.3,2,2.8,2.7,3,,
Guatemala,,,,,,,,,,70.8,65.9333,61.0667,56.2,53.0778,49.9556,46.8333,43.7111,40.5889,37.4667,34.3444,31.2222,28.1,25.75,23.4,23.6167,23.8333,24.05,24.2667,24.4833,24.7,25.3,25.9,26.5,27.1,27.7,26.9,26.1,25.3,,
Guinea,,,,,,,,,,,,,,,98.7,90.0333,81.3667,72.7,74.1,75.5,76.9,78.3,79.7,81.1,82.5,83.9,83.58,83.26,82.94,82.62,82.3,79.9,77.5,75.1,72.7,70.3,,,,
"Guinea Bissau",,,,,,,,,,,,,,,62.3,74.2,86.1,85.7111,85.3222,84.9333,84.5444,84.1556,83.7667,83.3778,82.9889,82.6,82.8375,83.075,83.3125,83.55,83.7875,84.025,84.2625,84.5,,,,,,
Guyana,,,,,,,,,,,,,,,,60.4,55.25,50.1,44.95,39.8,34.65,29.5,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,
Honduras,,,,,,,,,,,,,58.3,64.3,56.3,52.3,45.9,46.2,48.5,50.7,40.2,42,43.2,38.1,33,44.5,44.1,43,43.4,38.5,33,30.5,27.8,30.2,33.8,38.7,35.8,34.8,34.8,
Hungary,,,,,,,,,,,0.1,0.3,0.5,0.475,0.45,0.425,0.4,0.3909,0.3818,0.3727,0.3636,0.3545,0.3455,0.3364,0.3273,0.3182,0.3091,0.3,1.2,0.3,0.3,0.2,0.1,0.3,0.3,0.6,0.7,1,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.3,0.1,0.1,0.1,0.2,0.2,0.1,,,,
India,87.35,86.9417,86.5333,86.125,85.7167,85.3083,84.9,83.775,82.65,81.525,80.4,80.5167,80.6333,80.75,80.8667,80.9833,81.1,80.5636,80.0273,79.4909,78.9545,78.4182,77.8818,77.3455,76.8091,76.2727,75.7364,75.2,74.16,73.12,72.08,71.04,70,65.2,60.4,,,,,
Indonesia,,,,,,,,91.3,91.6333,91.9667,92.3,90.3333,88.3667,86.4,86.2667,86.1333,86,83.6667,81.3333,79,84.35,89.7,79.2,80.2,77.9,65.6,63.2,63.5,61.9,66.2,58.8,57,55,48.4,45.3,43.6,41.4,38.4,33.8,31.4
Iran,,,,,,,,,,21.5,21.025,20.55,20.075,19.6,18.475,17.35,16.225,15.1,14.65,14.2,13.75,13.3,11.8571,10.4143,8.9714,7.5286,6.0857,4.6429,3.2,3.2,3.4,3.6,3.8,3.15,2.5,1.85,1.2,2.5,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,19.3167,19.0333,18.75,18.4667,18.1833,17.9,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.5,0.1,0.3,0.6,0.8,0.7,0.6,0.8,0.5,,
Israel,,,,,,,,,,0.7,0.65,0.6,0.55,0.5,0.45,0.4,0.46,0.52,0.58,0.64,0.7,0.6,0.5,0.4,0.3,0.475,0.65,0.825,1,1.05,1.1,1.1,1.1,1.1,1.2,1.3,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1,1,1,1,1.2,1.6,1.4,1.8,2,1.7,,
Jamaica,,,,,,,,,,,,22.8,21.6,20.4,23.9,27.4,30.9,25.3,19.7,14.1,12.7333,11.3667,10,10.4333,10.8667,11.3,10.1,8.9,,,,,,,,,,,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,
Jordan,,,,,,,,,,2.4,4.7167,7.0333,9.35,11.6667,13.9833,16.3,15.62,14.94,14.26,13.58,12.9,11.98,11.06,10.14,9.22,8.3,7.175,6.05,4.925,3.8,3.4,3,2.55,2.1,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,24.9,26.5,28.1,29.7,31.3,32.9,28,22.8,19.6,3.2,6,4.4,2.2,3,1.8,0.9,0.5,0.3,0.3,0.4,
Kenya,,,,,,,,,,,,,,,,44.3,43.55,42.8,44.4,46,47.6,49.225,50.85,52.475,54.1,55.725,57.35,58.975,60.6,,,,,,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,,,,,,,,,,
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.7,0.7,0.7,0.7,0.7,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,16.3,17.3,16.5,15.4333,14.3667,13.3,13.5,9.6,5.7,3.7,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,65.1,62.7,60.3,57.9,55.5,53.1,65.35,77.6,72.8,71.9,69.3,46.8,51.8,39.1,36,25,21.1,23.3,21.4,21.6,26.3,19.7,23.3,
Laos,,,,,,,,,,,,,,,,69.3,70.86,72.42,73.98,75.54,77.1,76.1,75.1,74.1,73.1,72.1,70.84,69.58,68.32,67.06,65.8,64.34,62.88,61.42,59.96,58.5,,,,
Latvia,,,,,,,,,,,,0.1,0.66,1.22,1.78,2.34,2.9,4.3,5.7,7.2,6.9875,6.775,6.5625,6.35,6.1375,5.925,5.7125,5.5,4.9,2.5,1.6,2.4,3.7,3.6,2.8,2.6,1.2,0.9,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,
Lesotho,,,,,,,,,,87.9,87.0875,86.275,85.4625,84.65,83.8375,83.025,82.2125,81.4,81.2125,81.025,80.8375,80.65,80.4625,80.275,80.0875,79.9,79.6625,79.425,79.1875,78.95,78.7125,78.475,78.2375,78,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4,88.0286,85.6571,83.2857,80.9143,78.5429,76.1714,73.8,,
Lithuania,,,,,,,,,,,,0.3,6.4,12.5,18.6,24.7,30.8,28.6727,26.5455,24.4182,22.2909,20.1636,18.0364,15.9091,13.7818,11.6545,9.5273,7.4,4.5,2.9,1.9,2.3,4.3,3.4,1.6,2,2,2.7,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17.4,16,14,12,10,
Madagascar,,,,70.3,71.6846,73.0692,74.4538,75.8385,77.2231,78.6077,79.9923,81.3769,82.7615,84.1462,85.5308,86.9154,88.3,87.925,87.55,87.175,86.8,86.5,86.2,85.5,84.8,85.9,87,88.1,89.2,89.62,90.04,90.46,90.88,91.3,91.2,91.1,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,84.9,85.7286,86.5571,87.3857,88.2143,89.0429,89.8714,90.7,90.3167,89.9333,89.55,89.1667,88.7833,88.4,,,,,,
Malaysia,,,,,,,,12.9,12.7667,12.6333,12.5,12.1,11.7,11.7333,11.7667,11.8,11.7,11.6,11.5,9.4,7.3,6.6286,5.9571,5.2857,4.6143,3.9429,3.2714,2.6,2.8667,3.1333,3.4,3.25,3.1,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,39.2,37.0857,34.9714,32.8571,30.7429,28.6286,26.5143,24.4,,,,,,,
Mali,,,,,,,,,,,,,,,,,,93.4,91.5286,89.6571,87.7857,85.9143,84.0429,82.1714,80.3,79.72,79.14,78.56,77.98,77.4,77.9333,78.4667,79,,,,,,,
Mauritania,,,,,,,,,,,65.7,66.3667,67.0333,67.7,68.3667,69.0333,69.7,59.7,49.7,48.86,48.02,47.18,46.34,45.5,44.75,44,43.25,42.5,40.475,38.45,36.425,34.4,32.6,30.8,29,27.2,25.4,23.6,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.45,3.4,3.35,3.3,3.25,3.2,,,,
Mexico,,,,,,,,22,22.4,22.8,23.2,23.6,24,24.4,24.8,25.2,24.8,24.4,28.8,33.2,32.15,31.1,28.45,25.8,24.9,24,19,14,13.2,12.4,12.55,12.7,12.75,12.8,11.95,11.1,11.45,11.8,,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31.8875,32.775,33.6625,34.55,35.4375,36.325,37.2125,38.1,,,
Moldova,,,,,,,,,,,,,,,,,,,,,43.7,57.9,70,68.8,60,44.4,32.2,32.8,40.4,12.9,7.8,9.2,8.2,6.1,4.3,3.4,2.2,1.1,1.4,
Mongolia,,,,,,,,,,,,,,,,,,,38.9,46.9333,54.9667,63,56.125,49.25,42.375,35.5,30.9,26.3,21.7,17.1,12.5,11.6,10.7,9.8,7,4.5,3.85,3.2,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.2,0.6,0.5,0.6,0.8,1,2.1,2.5,0.8,,
Morocco,,,,,,,,32.9,30.6333,28.3667,26.1,23.8333,21.5667,19.3,20.4125,21.525,22.6375,23.75,24.8625,25.975,27.0875,28.2,28,27.8,26,24.2,22.4,20.6,18.8,17,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,94.4,94.0667,93.7333,93.4,93.0667,92.7333,92.4,91.75,91.1,90.45,89.8,89.15,88.5,,,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1,54.5833,53.0667,51.55,50.0333,48.5167,47,,,,,,,
Nepal,,,,,,,,,,,,,,,,,,,86.6,85.2125,83.825,82.4375,81.05,79.6625,78.275,76.8875,75.5,71.9857,68.4714,64.9571,61.4429,57.9286,54.4143,50.9,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2,,
Nicaragua,,,,,,,,,,,,,,,,,56.6,54.46,52.32,50.18,48.04,45.9,43.5333,41.1667,38.8,36.175,33.55,30.925,28.3,27,25.7,24.4,23.1,21.24,19.38,17.52,15.66,13.8,,
Niger,,,,,,,,,,,,,,,,93.9,93.85,93.8,93.5182,93.2364,92.9545,92.6727,92.3909,92.1091,91.8273,91.5455,91.2636,90.9818,90.7,90.6,90.5,88.7,86.9,85.1,83.3,81.3667,79.4333,77.5,,
Nigeria,,,,,,,,,72.1,72.8143,73.5286,74.2429,74.9571,75.6714,76.3857,77.1,78.325,79.55,80.775,82,81.7,81.4,81.1,80.8,80.5,80.2,79.9,79.5167,79.1333,78.75,78.3667,77.9833,77.6,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.4,0.3,0.3,0.1,0.1,0.1,0.2,0.3,0.2,,
Pakistan,,,,,,,,,,,87.9,87.6667,87.4333,87.2,83.2333,79.2667,75.3,71.3333,67.3667,63.4,64.7,66,68.1333,70.2667,72.4,68.4,64.4,60.4,59.4,57.35,55.3,52.8,50.3,47.8,46.4,43.05,39.7,,,
Panama,,,22.7,23.87,25.04,26.21,27.38,28.55,29.72,30.89,32.06,33.23,34.4,32.9,31.4,29.725,28.05,26.375,24.7,24,23.3,23.9,21.2,22.4,25.9,22.4,21.5,20.5,19.6,19.8,17,12.4,10,11.2,9.9,10.4,8.4,8.7,7,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,70.8,70.4,70,69.6,69.2,68.8,68.4,68,67.6,67.2,66.8,66.4,66,65.6,,,,,,,
Paraguay,,,,,,,,,,,,,,4.7,8.38,12.06,15.74,19.42,23.1,21.6,20.1,20.1,20.1,19.2,18.3,27.4,20.5,17.9,16.9,21.6,17.2,14.7,15.5,13.9,12.6,10.6,6.7,7.6,7.4,
Peru,,,,,,,,,,,,,,,,,,,,,32.8,31.6,32.8,31.4,33.8,30.5,28.4,26.4,28.4,25,21.8,18.3,16.1,13.7,12.3,11.3,10.4,9.7,9.3,
Philippines,,,,,,,,,57.6,56.8667,56.1333,55.4,54.8333,54.2667,53.7,53.0667,52.4333,51.8,48.9667,46.1333,43.3,43.2667,43.2333,43.2,42.1333,41.0667,40,40.5667,41.1333,41.7,40.2333,38.7667,37.3,37.7667,38.2333,38.7,37.0333,35.3667,33.7,
Poland,,,,,,,,,,,,,,,,,3.2,8.8333,14.4667,20.1,10.5,0.9,1,1.3,1.4,1.6,1.1,1.4,1.6,0.9,0.6,0.4,0.4,0.4,0.4,0.3,0.3,0.3,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,0.6,0.8,0.9,0.5,0.4,0.9,1.5,1.8,1.5,,
Romania,,,,,,,,,,,,,,,,,,,,,,12.6,28.6,31.1,24.8,24,20.3,16,13.1,12.8,9.8,5.6,4.3,5.3,5,4.6,4.5,,,
Russia,,,,,,,,,,,,,,,,,10.8,10.9667,11.1333,11.3,5.6,7.9,13.3,10,8.8,4.7,4.8,4.1,3.2,2.3,1.3,0.5,0.5,0.5,0.3,0.3,0.3,0.2,0.3,
Rwanda,,,,,,,,89.5,89.5375,89.575,89.6125,89.65,89.6875,89.725,89.7625,89.8,89.8375,89.875,89.9125,89.95,89.9875,90.025,90.0625,90.1,89.06,88.02,86.98,85.94,84.9,84.24,83.58,82.92,82.26,81.6,81.5667,81.5333,81.5,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,,,,64.2,64.79,65.38,65.97,66.56,67.15,67.74,68.33,68.92,69.51,70.1,,,,,,
Senegal,,,,,,,,,,,,,,,84.6,84.2,83.8,83.4,82.4571,81.5143,80.5714,79.6286,78.6857,77.7429,76.8,74.55,72.3,70.05,67.8,67.75,67.7,67.65,67.6,67.55,67.5,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,2,3.1,4.2,1.9,1.2,0.9,1.3,1.7,1.6,1.5,1.4,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,
"Sierra Leone",,,,,,,,,,,,,79.2,79.3786,79.5571,79.7357,79.9143,80.0929,80.2714,80.45,80.6286,80.8071,80.9857,81.1643,81.3429,81.5214,81.7,81.65,81.6,81.55,81.5,81.45,81.4,81.35,81.3,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,2.1,1.925,1.75,1.575,1.4,1.225,1.05,0.875,0.7,0.4,0.8,0.9,0.5,0.6,0.6,0.6,0.4,0.7,1.2,,
Slovenia,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1091,0.1182,0.1273,0.1364,0.1455,0.1545,0.1636,0.1727,0.1818,0.1909,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.6,69.125,67.65,66.175,64.7,63.225,61.75,60.275,58.8,,,
"South Africa",,,,,,,,,,,,,,,,,47.8,49.8333,51.8667,53.9,53.2,52.5,51.8,51.1,50.6,50.1,49.6,49.1,48.6,48.1,42.55,37,36.6333,36.2667,35.9,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.1,0.9,1.2,0.9,1.1,1.1,1.6,1.6,1.7,1.5,,
"Sri Lanka",,,,,,,,,45.4,44.94,44.48,44.02,43.56,43.1,42.78,42.46,42.14,41.82,41.5,40.7143,39.9286,39.1429,38.3571,37.5714,36.7857,36,32.9,29.8,26.7,23.6,21.8333,20.0667,18.3,17.5667,16.8333,16.1,,,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,63.5,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,42.8,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,91.9,88.4833,85.0667,81.65,78.2333,74.8167,71.4,70.6222,69.8444,69.0667,68.2889,67.5111,66.7333,65.9556,65.1778,64.4,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.2,0.5,0.5,0.6,0.4,0.4,0.5,0.4,0.5,0.5,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,,,,,,,,,,,,
