Country,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064,3476,3402.9375,3329.875,3256.8125,3183.75,3110.6875,3037.625,2964.5625,2891.5,2818.4375,2745.375,2672.3125,2599.25,2526.1875,2453.125,2380.0625,2307,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363,1476,,,,
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,3676,3216,3602,3645,3847,4093,4603,4941,2773,4914,4485,5907,5865,6412,7105,7098,7304,7401,7370
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,92110,104956,90307,85116,84065,80104,94002,84911,80952,76741.4444,72530.8889,68320.3333,64109.7778,59899.2222,55688.6667,51478.1111,47267.5556,43057,41320,41454,40251,39048,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024,3057,3075.3333,3093.6667,3112,3220
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5201,4884.8333,4568.6667,4252.5,3936.3333,3620.1667,3304,2987.8333,2671.6667,2355.5,2039.3333,1723.1667,1407,1083,1067.3333,1051.6667,1036,1101
Mexico,,,,,,,,,,,,,,,,,,,,,,,,559722,447884,404982,431874,407601,423505,450089,413748,387806,358784,360793,373239,387827,380405,508952,489787,506528,536322,557782,542813,527844,549542,
"New Zealand",,,,,,,,,,,,,,,,,,,,,,,25532,29168,27994,25862,20845,17032,18910,20788,22897,24575,25610,26236,26578,26887,26074,26482,22526,20229,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,31,,,,,,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,50,4732,15488,18956,10637,2318,
Philippines,,,,,,,,,,,,,,,,,,,,40240,50600,67620,72670,45610,48450,50070,44124.75,38179.5,32234.25,26289,23883.5,21478,23096,22389.25,21682.5,20975.75,20269,18935,17601,19037.5,20474,20453,20432,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83387,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,7931,7649,6512,6137,6143,6372,5942,5457,4998,4500,4582,4089,4138,3183,3050.75,2918.5,2786.25,2654,2677,3312,3289
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,319,509,975,1052,1171,973,,,,,,,,,,,,,,,,
"Saint Vincent and Grenadines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,80,95,86,64,99,91,77,102,207,,,,,,,,
Seychelles,,,,,,,,160,164,88,61,84,42,61,87,53,34,41,42,58,96,188,174,158,55,85,168,95,68,87,135,92,103,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884,3445,3738,3324,3124,3232,3355,8289,9955,11005,10764,10264,10060,11057,11842,13535,12285,12948
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8789,8469,8482,8745,9008,9304
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,8972,5785,6447,6428,5457,7630.7778,9804.5556,11978.3333,14152.1111,16325.8889,18499.6667,20673.4444,22847.2222,25021,17268,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,533529,541789,598073,621111,676080,752321,868057,931796,945570,935198,872610,869583,888987,909675,922951,802778,615996,568080,511051,407073,402718,423106,456496,
"Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142,2119,2157,1754,1492,1407,1388,1740,1755,1494,1485,1476,1467,1458,1449,1440,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30480,30319,31773,33623
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87793,90781.5,93770,94684.5,95599,96056,94709,
Taiwan,,,,,,,,,,,,,,,,,,27160,25803,24620,26603,25744,25094,24310,22183,22132,24583,27921,33059,38260,37843,35819,36087,37789,36966,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51415,50115,50085,52450,56202,56691,57085,55335,53800,26904,8,11,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,33979,32997,34447,36255,39878,41142,45326,44773,41656,43162,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101316,,
"United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192,1167,1162,1157,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34009
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,
