Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Comoros,,,,,,38.40884,38.9784,39.5479,40.1174,40.6869,41.2564,41.8259,42.3955,42.965,43.5345,44.104,44.6735,45.2431,45.8126,46.3821,46.9516,47.5211,48.0906,48.6602,49.2297,49.7992,47.4705,45.1419,42.8132,40.4845,38.1559,35.8272,33.4985,31.1698,28.8412,26.5125,24.1838,21.85516,,,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.14956,,,,,
"Costa Rica",,,,,,,,,,78.86009,79.0689,79.2776,79.4864,79.6952,79.9039,80.1127,80.3215,80.5303,80.739,80.9478,81.1566,81.3653,81.5741,81.7829,81.9917,82.20043,82.9316,83.6628,84.3941,85.1253,85.8565,86.5877,87.3189,88.0501,88.7813,89.5125,90.24373,,,,,
Croatia,,,,,,,,,,,,,,,,,94.1919,94.5594,94.9269,95.2943,95.6618,96.0293,96.3968,96.7642,97.1317,97.4992,97.86668,98.0081,98.1495,98.2908,98.4322,98.5736,98.715,98.8564,98.9978,99.1392,99.28057,,,,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.15391,99.15391,99.15391,99.15391,99.15391,99.15391,99.15391,99.15391,99.15391,99.15391,99.15391,,,,
Cyprus,,,,,,,,,,,,,,,,,,90.94925,91.3053,91.6613,92.0173,92.3733,92.7293,93.0853,93.4413,93.7973,94.15329,94.4944,94.8355,95.1766,95.5177,95.8589,96.2,96.5411,96.8822,97.2233,97.56441,,,,,
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99171,,,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,,61.72414,63.3374,64.9507,66.5639,68.1772,69.7904,71.40369,72.2463,73.089,73.9316,74.7742,75.61684,75.7032,75.7895,75.8758,75.96216
"Dominican Republic",,,,,,,41.68546,42.8859,44.0864,45.2869,46.4874,47.6879,48.8883,50.0888,51.2893,52.4898,53.6903,54.8907,56.0912,57.2917,58.4922,59.6927,60.8931,62.0936,63.2941,64.4946,65.6951,66.89553,67.9491,69.0027,70.0563,71.1099,72.16348,72.3395,72.5155,72.69156,75.46495,74.61394,77.6458,80.14107,79.7917,
Ecuador,,,,,,,,64.54383,65.3115,66.0792,66.8469,67.6145,68.3822,69.1499,69.9175,70.68522,71.2587,71.8321,72.4055,72.9789,73.5524,74.1258,74.6992,75.2727,75.8461,76.4195,76.99295,74.3255,71.6581,68.9907,66.3233,63.6559,60.98849,66.0665,71.14444,77.00397,75.02726,77.25931,79.67778,82.19744,83.59212,82.98528
Egypt,,31.45181,31.268,31.0842,30.9004,30.7166,30.5328,30.349,30.1651,29.9813,29.7975,29.61372,30.2256,30.8376,31.4495,32.0614,32.6734,33.2853,33.8972,34.5091,35.1211,35.733,39.7899,43.8468,47.9038,51.9607,56.0176,60.0745,64.1314,68.1884,72.24529,38.70128,42.1044,45.5075,48.9106,52.31374,46.7214,41.12915,57.1875,,,
"El Salvador",,,,,,,,,,,,,,,,,,50.70997,51.5035,52.2971,53.0907,53.8843,54.6778,55.4714,56.265,57.0586,57.8521,58.6457,59.4393,60.2328,61.0264,61.81999,59.02648,62.78699,63.55445,62.87855,64.63938,65.4212,66.20303,68.2242,70.24532,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,72.81106,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.68504,31.6004,31.5157,31.4311,31.3464,31.2617,31.17709,,,,,,,,
Estonia,,,,,,,,,,,,,,,99.73785,99.7388,99.7398,99.7408,99.7417,99.7427,99.7437,99.7447,99.7456,99.7466,99.7476,99.74854,99.7532,99.7579,99.7626,99.7673,99.772,99.7767,99.7814,99.7861,99.7908,99.7955,99.80015,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.641,16.5605,18.47998,,,,,,,,,
Gabon,,,,,,,,,,,,,,,,,,,19.19482,22.3006,25.4064,28.5122,31.618,34.7238,37.8296,40.9355,44.0413,47.1471,50.2529,53.3587,56.4645,59.5703,62.6761,65.7819,68.8877,71.9935,75.0993,78.20511,,,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,20.88285,20.7187,20.5545,20.3903,20.2261,20.062,19.8978,19.7336,19.5694,19.4053,19.2411,19.0769,18.9127,18.74857,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4073,99.4141,99.4209,99.4277,99.4344,99.4412,99.448,99.4548,99.4616,99.4684,99.4752,99.4819,99.48872,,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,38.42154,39.6103,40.799,41.9877,43.1764,44.3652,45.5539,46.7426,47.9313,49.12,50.30876,,,,,,
Greece,,,,,,,88.02833,88.0827,88.137,88.1913,88.2457,88.3,88.3544,88.4087,88.463,88.5174,88.57172,89.1257,89.6797,90.2337,90.7878,91.3418,91.8958,92.4498,93.0038,93.5578,94.11181,91.0595,88.0071,84.9548,81.90245,83.3227,84.74294,84.6623,84.58164,90.4041,96.2266,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
Guatemala,,,,,,,,,,,,,,,,,,,,48.00147,47.8406,47.6798,47.5189,47.3581,47.1973,47.0364,46.8756,46.71472,47.406,48.0973,48.7886,49.4799,50.1713,50.8626,51.5539,52.2452,52.9365,53.62778,53.72963,60.90364,,
Guinea,,,,,,,,,,,,,,,,,,,,,,14.99082,15.1616,15.3324,15.5031,15.6739,15.8447,16.0155,16.18625,16.0826,15.979,15.8753,15.7717,15.6681,15.5644,15.46078,16.9901,18.5194,20.0487,21.57806,,
"Guinea Bissau",,,,,10.22878,10.3468,10.4648,10.5828,10.7009,10.8189,10.9369,11.0549,11.1729,11.291,11.409,11.527,11.645,11.763,11.881,11.9991,12.1171,12.2351,12.3531,12.4711,12.5892,12.70718,14.4911,16.2751,18.0591,19.843,21.627,23.4109,25.1949,26.9788,28.7628,30.5468,32.3307,34.1147,35.8986,37.6826,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.80524,56.214,55.6228,55.0316,54.4403,53.84911,,
Haiti,,,,,,,,20.9356,21.1744,21.4132,21.6519,21.8907,22.1295,22.3683,22.607,22.8458,23.0846,23.3234,23.5621,23.8009,24.0397,24.2785,24.5173,24.756,24.9948,25.2336,25.4724,25.7111,25.94991,21.5267,17.1035,12.68022,,,,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,48.92707,49.8174,50.7078,51.5982,52.4886,53.3789,54.26931,54.0718,53.8742,53.67671,49.97258,60.16412,59.89107,62.04746,64.77856,69.79098
Hungary,,,,,,98.57431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,34.58394,35.248,35.912,36.5761,37.2401,37.9041,38.5682,39.2322,39.8963,40.5603,41.22435,42.3045,43.3847,44.4649,45.5451,46.6253,47.7055,48.7857,49.8659,50.9461,52.02624,51.9227,51.8191,51.7156,51.612,51.5085,52.6421,53.7756,54.9092,56.0428,57.17637,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.64799,76.6513,84.65466,79.6116,74.56852,77.72178,78.4948,79.26775,78.448,77.6283,76.80862,81.74557,81.94725
Iran,,16.4571,17.0862,17.7152,18.3443,18.9734,19.6024,20.2315,20.8606,21.4896,22.1187,22.74775,24.2844,25.8211,27.3577,28.8944,30.431,30.3057,30.1804,30.055,29.9297,29.80438,30.7457,31.687,32.6284,33.5697,34.511,35.4524,36.3937,37.335,38.27637,38.29595,39.311,40.32614,41.4675,42.6088,43.7501,44.89145,46.60938,46.97359,,
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,30.96061,30.9673,30.9739,30.9806,30.9873,30.9939,31.0006,31.0072,31.0139,31.0206,31.0272,31.0339,31.0405,31.0472,,,
Israel,,,,,,,,,85.49324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,,,,,,,91.44451,91.6894,91.9344,92.1793,92.4242,92.6691,92.9141,93.159,93.4039,93.6488,93.8938,94.1387,94.3836,94.6286,94.8735,95.1184,95.3633,95.6083,95.8532,96.0981,96.34304,96.4804,96.6178,96.7552,96.8925,97.0299,97.1673,97.3047,97.442,97.5794,97.71678,,,,,
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,48.61523,,,,,,,,,,,,,,,,,
Jordan,,,,,27.9304,29.4048,30.8793,32.3537,33.8282,35.3026,36.777,38.2515,39.7259,41.2004,42.6748,44.1492,45.6237,47.0981,48.5726,50.047,51.5214,52.9959,54.4703,55.9448,57.4192,58.8936,60.3681,61.8425,63.31695,64.1911,65.06529,66.7801,68.49498,70.737,72.9789,75.22091,76.00039,95.50041,,,,
Kazakhstan,,,,,,,,,,,,,,,89.7642,90.6605,91.5567,92.453,93.3492,94.2455,95.1417,96.038,96.9343,97.8305,98.72678,98.7856,98.8445,98.9033,98.9621,99.021,99.0798,99.1387,99.1975,99.2563,99.31519,99.44912,,,,,,
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,47.3029,49.5988,51.8947,54.1906,56.4865,58.7824,61.0783,63.37418,64.981,66.5878,68.1947,69.8015,71.4084,73.0152,74.62202,,
Kuwait,21.65588,23.099,24.542,25.9851,27.4282,28.87127,29.6798,30.4883,31.2968,32.1054,32.91389,34.6271,36.3403,38.0535,39.7667,41.4799,43.1931,44.9063,46.6195,48.3327,50.04592,51.9672,53.8885,55.8098,57.7311,59.6524,61.5736,63.4949,65.4162,67.3375,69.2588,71.6053,73.64069,75.48836,77.1858,78.88329,79.0534,79.22355,85.71967,86.3295,86.93925,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,94.57049,94.6857,94.8009,94.9161,95.0313,95.1464,95.2616,95.3768,95.492,95.6072,95.72239,,,,,,,
Laos,,,,,,,,,,,,,,,,,,,,,42.67338,45.2152,47.757,50.2988,52.8406,55.38244,48.47301,50.6555,52.838,55.0204,57.20291,55.1739,53.145,51.116,49.0871,47.0581,45.02912,,,,,
Latvia,,,,,,,,,,,,,,,99.18309,99.233,99.2829,99.3329,99.3828,99.4327,99.4826,99.5325,99.5825,99.6324,99.6823,99.73221,99.7507,99.7692,99.7877,99.8062,99.8247,99.8432,99.8617,99.8802,99.8988,99.9173,99.93576,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.00101,72.8904,72.77973,,,,,,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,64.54082,61.884,59.2272,56.5705,53.9137,51.2569,48.6001,45.9433,43.2865,40.62974,39.8229,39.0161,38.2093,37.4025,36.59563,,
Liberia,,,,,,,,,,9.24972,11.2459,13.2421,15.2383,17.2346,19.2308,21.227,23.2232,25.2194,27.2156,29.2118,31.208,33.2042,35.2004,37.1966,39.1928,41.189,43.1853,45.1815,47.1777,49.1739,51.1701,53.1663,55.1625,,,,,,,,,
Libya,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,95.68846,95.9979,96.3074,96.6169,96.9263,97.2358,97.5453,97.8548,98.1642,98.4737,98.7832,99.0926,99.40211,99.4445,99.4869,99.5293,99.5717,99.6141,99.6564,99.6988,99.7412,99.7836,99.826,,,,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,60.62176,60.6407,60.6596,60.6786,60.6975,60.7165,60.7354,60.7544,60.7733,60.7922,60.8112,60.8301,60.84906,,,,
Malawi,,,,,,,,,,,,,42.92714,43.7491,44.5712,45.3932,46.2152,47.0372,47.8592,48.6812,49.5032,50.3252,51.1472,51.96921,53.143,54.3167,55.4905,56.6642,57.838,59.0117,60.1855,61.3593,62.533,63.7068,64.8805,66.05427,66.5911,67.1279,67.6647,68.20148,62.16461,
Malaysia,,,,,,38.36218,39.5695,40.7768,41.9842,43.1915,44.3988,45.6062,46.8135,48.0208,49.2281,50.4355,51.6428,52.5913,53.5399,54.4884,55.437,56.3855,57.3341,58.2826,59.2312,60.17971,61.6461,63.1126,64.579,66.0454,67.5118,68.9783,70.4447,71.9111,73.3776,74.84398,,,,,,
Maldives,,,75.74919,77.0655,78.3817,79.698,81.0143,82.3306,83.6468,84.9631,86.2794,87.2354,88.1913,89.1473,90.1033,91.05923,90.9482,90.8371,90.726,90.615,90.50392,90.50392,90.50392,90.50392,90.50392,90.50392,90.8249,91.1459,91.4669,91.788,92.109,92.42997,92.5409,92.6519,92.7628,92.8738,92.9847,93.0957,93.2066,93.31756,,
Mali,,2.978,3.3529,3.7279,4.1028,4.4777,4.8527,5.2276,5.6025,5.9775,6.3524,6.7274,7.1023,7.4772,7.8522,8.2271,8.602,8.977,9.3519,9.7268,10.1018,10.4767,10.8516,11.22657,11.9252,12.6239,13.3225,14.0212,14.7199,15.4185,16.1172,16.81584,17.3258,17.8357,18.3457,18.85564,20.32392,20.5511,20.7782,21.0054,21.23257,
Malta,,,,,,,,,,,65.33141,66.1452,66.9589,67.7726,68.5864,69.4001,70.2139,71.0276,71.8413,72.6551,73.46883,74.4287,75.3887,76.3486,77.3085,78.2684,79.2283,80.1882,81.1482,82.1081,83.068,83.5235,83.979,84.4346,84.8901,85.3456,85.80114,,,,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.78689,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,42.83944,42.2456,41.6517,41.0578,40.4639,39.8701,39.2762,38.68232,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,65.79268,65.8712,65.9497,66.0283,66.1068,66.1853,66.2638,66.3424,66.4209,66.4994,66.57793,67.6534,68.7289,69.8043,70.8798,71.9553,73.0307,74.1062,75.1817,76.2571,77.3326,78.40806,,,,,
Mexico,,,,,,64.28177,64.7848,65.2879,65.791,66.2941,66.7971,67.3002,67.8033,68.3063,68.8094,69.31247,69.7501,70.1877,70.6254,71.063,71.5006,71.9383,72.3759,72.8135,73.2511,73.68878,71.0358,68.38282,68.2682,68.15359,74.23026,77.41275,78.01404,78.49448,80.13812,76.57243,76.60558,80.17614,80.37546,81.62613,81.57869,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,95.58076,95.7583,95.9359,96.1135,96.291,96.4686,96.6462,96.8237,97.0013,97.1788,97.35641,,,,,,
Montenegro,,,,,,,78.31059,79.1616,80.0126,80.8636,81.7146,82.5656,83.4166,84.2676,85.1186,85.9696,86.82065,87.7361,88.6515,89.567,90.4824,91.3978,92.3133,93.2287,94.1441,95.0596,95.975,96.8904,97.80587,97.9305,98.0551,98.1798,98.3044,98.429,98.5537,98.6783,98.80291,,,,,
Morocco,,,,,,,,13.63094,13.8225,14.014,14.2055,14.397,14.5885,14.7801,14.9716,15.1631,15.3546,15.5462,15.7377,15.9292,16.8333,17.7374,18.6415,19.5456,20.4497,21.3538,22.2579,23.162,24.0661,24.97016,26.3475,27.7248,29.1021,30.47936,30.91187,34.9061,38.90033,49.73027,,,,
Mozambique,,,,,,14.05599,14.7309,15.4057,16.0806,16.7555,17.4304,18.1053,18.7801,19.455,20.1299,20.8048,21.4796,22.1545,22.8294,23.5043,24.1791,24.854,25.5289,26.7865,28.0441,29.3016,30.5592,31.8168,33.07436,33.9518,34.8292,35.7067,36.5841,37.4615,38.33898,,,,,,,
"Burma (Myanmar)",,,,,,,,,77.6647,78.2958,78.9268,79.5579,80.1889,80.82,81.451,82.0821,82.7131,83.3442,83.9752,84.6063,85.2373,85.8684,86.4994,87.1305,87.7615,88.39257,87.2791,86.1656,85.0522,83.9387,82.8252,81.7118,80.5983,79.4848,78.3714,77.2579,76.1444,75.031,73.9175,72.804,71.6906,70.5771
Namibia,,,,,,,,,,,,,,,,,48.22161,49.799,51.3764,52.9537,54.5311,56.1085,57.6859,59.2632,60.8406,62.418,63.99536,61.0276,58.0599,55.0921,52.1244,49.1567,46.18891,49.2834,52.3779,55.4724,58.56687,,,,,
Nepal,,,,,,,16.39134,17.2026,18.0139,18.8252,19.6364,20.4477,21.259,22.0702,22.8815,23.6928,24.50406,24.803,25.1019,25.4009,25.6998,25.9988,26.2977,26.5967,26.8956,27.1945,27.49348,28.3076,29.1218,29.9359,30.7501,31.5643,32.3784,33.1926,34.0067,34.8209,35.63504,,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57122,48.9608,49.3504,49.74,50.12963,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53025,7.8243,13.1184,18.4125,23.7066,21.6241,19.5416,17.4591,15.3766,13.2941,11.2116,9.12908,,,,
Nigeria,,,,,,,,,,,,,,,,,31.14842,31.1752,31.2019,31.2287,31.2554,31.2822,31.3089,31.3357,31.3624,31.3892,31.4159,31.4427,31.46944,31.194,30.9186,30.6431,30.3677,30.09226,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.63882,24.4781,24.3174,24.1568,23.9961,23.83538,29.5554,35.27534,37.886,40.4967,43.1074,45.71811,50.79669,
Pakistan,,,,,,,18.4454,18.8781,19.3107,19.7434,20.176,20.6087,21.0413,21.474,21.9066,22.3393,22.7719,23.2046,23.6372,24.0699,24.5025,24.9352,25.3678,25.80047,26.382,26.9636,27.5452,28.1267,28.7083,29.2898,29.87139,34.37976,35.2946,36.20942,35.77518,35.77518,33.72525,36.80466,35.31457,35.70521,,
Palau,,,,,,81.36865,81.8874,82.4062,82.925,83.4438,83.9626,84.4814,85.0002,85.519,86.0378,86.5566,87.0754,87.5942,88.113,88.6318,89.1506,89.6694,90.1882,90.707,91.2258,91.7446,92.2634,92.7822,93.301,93.8198,94.3386,94.8574,95.3762,95.895,96.4138,96.9326,97.4514,97.9702,98.48901,94.0263,89.56357,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,50.8731,52.0323,53.1915,54.3507,55.5099,56.6691,57.8283,58.98746,61.7653,64.54311,65.70873,46.70939,68.22831,70.99837,69.83717,72.76703,76.14311,76.61335,79.80584,82.37489
