Country,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Trinidad and Tobago",,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,3.5,3.28,3.06,2.84,2.62,2.4,2.42,2.44,2.46,2.48,2.5,2.2,1.9,1.6,1.3,1,0.94,0.88,0.82,0.76,0.7,0.64,0.58,0.52,0.46,0.4,,,,,,
Turkey,,,,,,,,,,,0.4,0.4286,0.4571,0.4857,0.5143,0.5429,0.5714,0.6,0.55,0.5,0.45,0.4,0.35,0.3,0.25,0.2,0.8,0.3,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,
Uganda,,,,,,,,,,,,,51.9,44.1333,36.3667,28.6,27.1,25.6,24.1,22.6,23.8333,25.0667,26.3,25.7,25.1,24.5,22.8,21.1,19.4,17.85,16.3,14.75,13.2,12.2333,11.2667,10.3,,,,
Ukraine,,,,,,,,,,,,,,,,,,,1.4,1.5,1.3,1.1,0.9,0.7,0.5,0.3,0.1,0.1,,,,,,,,,,,,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0.3,0.1,0.1,0.1,,
"United States",,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.38,0.36,0.34,0.32,0.3,0.3667,0.4333,0.5,0.5333,0.5667,0.6,0.6,0.6,0.6,0.675,0.75,0.825,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,
Uruguay,,,,,,,,,,,,,0.1,0.1059,0.1118,0.1176,0.1235,0.1294,0.1353,0.1412,0.1471,0.1529,0.1588,0.1647,0.1706,0.1765,0.1824,0.1882,0.1941,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,20.1,23.6,27.1,24.75,22.4,25.3,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,
Venezuela,,,,,0.1,0.775,1.45,2.125,2.8,3.475,4.15,4.825,5.5,4.6,3.7,2.8,3.3,3.8,4.3,5.3,6.3,7.3,5.3,5.4,5.5,9.4,12.1,11.1,12.4,6.8,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,14.9,13.85,12.8,11.75,10.7,9.65,8.6,8.975,9.35,9.725,10.1,8.5,6.9,5.9,4.9,4.2,3.5,2.2,0.9,0.7,0.5,0.55,0.6,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,0.1,0.4,0.25,0.1,0.1,0.1,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,1.5,1.5429,1.5857,1.6286,1.6714,1.7143,1.7571,1.8,2.1,2.4,2.7,3,3.3,3.6,3.9,4.2,4.5,,
Zambia,,,,,,,,,,,,,,,34.7,31.2,27.7,23.7667,19.8333,15.9,16.35,16.8,16.95,17.1,17.25,17.4,22.35,27.3,28.7,30.1,30.475,30.85,31.225,31.6,31.18,30.76,30.34,29.92,29.5,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,
