Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Greece,1.4,1.6,1.9,1.6,1.4,1.4,1.3,1,1.1,1,1.2,1,1.1,1.2,1.3,1.5,
Greenland,19.8,5.4,19.7,10.7,19.6,23.1,30.1,21.2,8.8,19.3,17.5,17.5,3.5,10.5,19.2,,
Grenada,,,,,,14.8,5.9,13.7,8.8,5.9,10.7,11.6,10.6,13.5,6.7,11.5,
Guadeloupe,,,,,,,,,,5.9,5.2,5.3,6.4,7,7,,
Guam,,,,,,1.3,5.1,1.2,4.9,5.4,4.2,6.4,0.6,,,,
Guatemala,32.5,35.3,38.1,30.9,24.2,25.8,28.1,30.8,35,36.3,42,45.1,43.3,46,46.3,41.4,38.5
Guinea,,,,,,,,,,,,,,22.5,,,
"Guinea Bissau",,,,,,,,,,,,,,20.2,,,
Guyana,15,12.1,11.9,15.5,12.4,10.1,10.7,19.2,27.8,17.6,19,21.8,15.3,21,15.5,18.6,
Haiti,,,,,,,,,,,,,5.1,5,6.1,6.9,
Honduras,,,,,42.1,51.1,55,56,33.6,32,35.1,43,45.6,61.3,70.7,82.1,91.6
"Hong Kong",,,,,,,1,1,0.8,0.7,0.5,0.5,0.3,0.5,0.7,0.5,0.2
Hungary,2.9,2.6,2.8,2.8,2.5,2,2.5,2,2.3,2.1,1.6,1.7,1.5,1.5,1.4,1.3,
Iceland,,,,,0.7,1.8,0.4,1.4,1.2,1,1,0.85,0.7,0.5,0.3,,
India,4.4,4.4,4.4,4.5,4.2,4.2,4,3.9,3.5,3.6,3.5,3.5,3.4,3.4,3.4,,
Indonesia,,,,,,,,,,,,,,8.1,,,
Iran,,,,,,,,,,,,,,,3,,
Iraq,,,,,,,,,,,,,,2,,,
Ireland,1.2,1.2,1,1,1,1,1.3,1.3,1.1,0.7,1.3,1.5,1.8,1.1,1.3,1.2,
Israel,2.1,2.1,2.8,2.5,2.3,2.4,3.6,3.6,3.2,2.7,2.5,2.8,1.9,2.3,2.1,2.1,2.1
Italy,1.8,1.7,1.5,1.5,1.4,1.3,1.2,1.1,1.2,1.2,1,1.1,1.1,1,1,0.9,
Jamaica,31.7,37.2,41.4,37.6,33.2,34.4,43.7,39.8,36.8,55.2,62.4,49.7,58.4,59.5,61.6,52.2,
Japan,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.4,,
Jordan,,,,,,,,,,,1.3,1.8,,,,,
Kazakhstan,15.4,16.7,16.7,16.6,15.7,15.5,14.5,13.2,13.3,13.9,12.2,11.5,10.8,10.7,10.3,8.8,
Kenya,,,,,,,,,,,,,,20.1,,,
Kiribati,,,,,,,,,,,,,,7.3,,,
Kuwait,,,,,,,,,,4.5,2.9,1.8,3.1,2.2,2.2,,
Kyrgyzstan,11.7,11.1,9.3,8.8,8.8,8.3,7.7,8.2,8.4,8.3,9.7,8.8,8.1,8,7.9,20.1,
Laos,,,,,,,,,,,,,,4.6,,,
Latvia,14,11.7,11,11.2,10.4,9.6,10.1,9.3,9.2,8.7,5.5,5.6,4.1,4.4,4.8,3.1,
Lebanon,,,,,,,,,,3.1,3.8,2.1,2.6,6,1.9,2.2,
Lesotho,,,,,,,,,,,,,,33,33.5,35.2,
Liberia,,,,,,,,,,,,,,10.1,,,
Libya,,,,,,,,,,,,,,2.9,,,
Liechtenstein,,,,,3.1,3.06,3.02,2.98,2.94,2.9,2.875,2.85,2.825,2.8,2.8,,
Lithuania,13.8,11.2,10.9,8.8,8.8,10.6,10.1,8.5,10,10,10.9,8.5,8.2,8.9,7.5,6.6,
Luxembourg,,,,,,,,,,,,1.5,1.5,2.5,,,
Macau,,,,6.1,9.7,5.1,4.3333,3.5667,2.8,2.1,1.5,2.2,2.2,1.5,1.9,0.7,
Madagascar,,,,,,,,,,,,,,8.1,,,
Malawi,,,,,,,,,,,,,,36,,,
Malaysia,1.9,2.1,2.5,2.8,2.6,2.4,2.3,2.2,2.1,2,1.9,2.3,,,,,
Maldives,,,,,,,,,,,,,1,1.6,,,
Mali,,,,,,,,,,,,,,8,,,
Malta,,,,,,,1.5,1.5,1.6,1.7,1,1,1,1.4,1,1,
Martinique,,,,,,,,,,,4.8,5.8,5.7,4.2,4.2,,
Mauritania,,,,,,,,,,,,,,14.7,,,
Mauritius,2.2,3,2.1,2.6,1.9,2.2,2.3,2.5,2.9,2.8,2.9,3.9,3.5,3.7,2.9,2.5,
Mexico,16.9,15.5,14.2,14.1,12.4,10.7,10.2,9.8,9.7,8.9,9.3,9.7,8.1,12.7,17.7,22.7,
Micronesia,,,,,,,,,,,,,,0.9,,,
Monaco,,,,,,,,,,2.8,2.8,2.8,,,,,
Mongolia,,,,,,,,,,13.2,15.6,13,11.2,7.9,8.1,8.7,
Montenegro,,,,,,,,,3.2,2.2,3.5,4,1.6,3.7,3.5,,
Montserrat,,12.6,21.1,29.6,28.5286,27.4571,26.3857,25.3143,24.2429,23.1714,22.1,21.6,20.65,19.7,,,
Morocco,,,,,1.9,1.6,1.9,1.6,1.7,1.6,1.5,1.6,1.7,1.4,1.4,1.4,
Mozambique,,,,,,,,,,,,,8.8,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,10.2,,,
Namibia,22.6,20.8,18.7,22.6,20.5,20,18.2,17.5,17.35,17.2,,,,,,,
Nauru,,,,,,,,,,,,,,9.8,,,
Nepal,,,2.5,2.8,2.6,2.6,3.4,3.4,2.9,3.5,3.3,2.3,3.1,3.2,2.8,,
Netherlands,1.9,1.5,1.5,1.3,1.5,1.4,1.7,1.4,1.5,1.4,1.2,1,1,1.1,1.1,,
"New Zealand",1.1,1.3,1.6,1.3,1.2,1.3,1.3,1.5,1.1,1.1,1.5,1.2,1.1,1.2,1.5,1.1,0.9
Nicaragua,15.2,14,14.1,13,11.2,9.4,10.4,10.6,12,12.1,13.4,13.1,12.8,13.1,14,13.6,
Niger,,,,,,,,,,,,,,3.8,,,
Nigeria,,,,,,,,,,,,,,12.2,,,
Norway,1,1,0.9,0.9,0.8,1.1,0.8,1,1.1,0.8,0.7,0.7,0.6,0.7,0.6,0.6,
"West Bank and Gaza",1.2,4.4,1.6,1.5,1.7,1.95,2.2,2.45,2.7,4.2,4.1,,,,,,
Oman,,,,,,,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,,,
Pakistan,,6.9,6.9,7.4,6.6,6.2,6.5,6.2,6.1,6.2,6.1,6.2,6.4,7.2,7.3,7.6,7.8
Panama,14.1,9.1,11.3,9.9,9.8,10.1,10.2,12.4,10.8,9.7,11.2,11.3,13.3,19.2,23.6,21.6,
"Papua New Guinea",,,,,,,,,,,,,,13,,,
Paraguay,,,,,,,24.1,24.7,22.6,20.9,15,12.3,14.8,15.1,13.4,11.5,
Peru,,,,,,,,,,5.6,11.1,11.3,10.4,11.7,10.3,,
Philippines,,,,8,7.5,7.4,7.4,8.1,7.8,7.6,7.5,7.1,6.7,6.5,5.4,,
Poland,2.2,2.3,2.1,4.9,4.7,5.7,2,1.9,1.7,1.7,1.5,1.3,1.4,1.2,1.3,1.1,
Portugal,,1,1.1,1.2,1.1,1.1,1,1.1,1.4,1.4,1.3,1.5,1.7,1.2,1.2,1.2,
"Puerto Rico",23.3,23.3,19.3,17.2,15.6,18.2,19.6,20.5,20.7,21,20.4,19.8,19.4,21.5,23.8,26.2,
Qatar,,,,0.9,0.5,0.2,0.3333,0.4667,0.6,0.8,0.7,0.2,2.5,0.9,,,
"South Korea",,,,,,2,2.3,2.1,2.1,2.3,2.3,2.3,2.3,2.3,2.9,2.6,
Moldova,9.1,9.3,9.3,8.5,9.1,10.5,10.1,10.1,8.2,7.2,7.9,7.1,5.9,6.5,6.8,7.5,
Romania,3.3,3.2,3.1,2.5,2.5,2.6,2.7,2.6,2.5,2.4,2.1,2,1.9,2.3,2,,
Russia,,,,,,,,,,18.9,17.7,15.5,12.8,11.6,11.2,10.2,
Rwanda,,,,,,,,,,,,,,17.1,,,
"Saint Kitts and Nevis",9.3,9.2,15.8,17.8,13.2,6.5,12.8,10.6,20.9,22.7,16.3,34.1,31.7,45,52.2,38.2,
"Saint Lucia",,,,,,14.6,21.4,26.2,22.2,22.6,24.8,25.7,17.2,22.9,22.6,25.2,
"Saint Vincent and Grenadines",18.5,22.2,8.3,22.2,13,18.5,11.1,18.5,16.6,25.8,23.9,11,33,24.7,18.3,22.9,
Samoa,,,,,,,,,,,,,,1.1,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,1.9,,,
"Saudi Arabia",,,,,0.9,0.9,1.1,1.3,1.1,1.3,1.2,1,1,,,,
Senegal,,,,,,,,,,,,,,8.7,,,
Serbia,,,,,,2.2,2.4,2,1.8,1.7,1.5,1.6,1.7,1.4,1.5,1.2,
Seychelles,,,,,,,,,,,,8.3,,,,,
"Sierra Leone",,,,,,,,,,,,,,14.9,,,
Singapore,1.5,0.9,1.1,1,1,0.9,0.8,0.5,0.6,0.5,0.5,0.4,0.4,0.4,0.5,0.4,0.3
Slovakia,2.4,2.5,2.6,2.4,2.6,2.6,2.4,2.6,2.7,2.3,2,1.6,1.6,1.7,1.5,,
Slovenia,2.2,1.9,1.8,0.7,1.3,1.8,1.4,1.8,1.1,1.4,1,0.6,1.2,0.5,0.6,0.7,
"Solomon Islands",,,,,,,,,,4.4,5.5,4.8,5.2,3.7,,,
Somalia,,,,,,,,,,,,,,1.5,,,
"South Africa",64.9,60.4,57.1,57.7,51.2,48.6,47.2,46.8,42.5,39.8,38.8,39.7,37.9,36.8,33.8,31.8,
Spain,1,1,1.2,1.3,1.2,1.4,1.4,1.4,1.4,1.2,1.2,1.1,1.1,0.9,0.9,0.8,
"Sri Lanka",,,,,,,,,,,6.2,10.2,8.2,7.3,4.6,3.6,
Sudan,,,,,,,,,,,,,,24.2,,,
Suriname,,,,,,4.6,16.7,11.9,12.3,9.3,13.8,12.3,8.8,8.3,4.6,,
Swaziland,,,,,,,,,12.4,12.9,,,,,,,
Sweden,0.9,1.1,1,1.1,1.1,1,0.9,1.1,0.9,1.2,0.9,1,1.2,0.9,1,1,
Switzerland,1.2,1.2,1.2,1.1,1.2,1,1.2,1.2,1,1.1,1,0.8,0.7,0.7,0.7,0.7,
Syria,,,2,2.2,2.1,2.2,2.3,2.2,2.3,2.4,2.3,2.4,2.8,2.7,2.4,2.3,
Tajikistan,7.5,8.3,8.4,8.1,5.8,4.6,3.7,2.9,2.6,2.2,2.4,4.3,2.3,1.8,2.1,2.1,
Thailand,7.6,7.4,7.9,8.7,8.1,8.1,7.9,7,9.8,6.5,7.2,7,6.5,5.8,5.4,5.3,4.8
"Macedonia (F.Y.R.O.M.)",,,,,2.5,2.5,2.7,3,3.5,2.8,2.6,2.5,2.1,1.8,1.8,1.9,
"Timor Leste",,,,,,,,,,,,,,6.9,,,
Togo,,,,,,,,,,,,,,10.9,,,
Tonga,,,,,,,,,,,,,,1,,,
"Trinidad and Tobago",,,,,,9.3,11.6,13.1,17.5,19.8,29.3,28.1,29.5,41.1,37.9,35.2,
Tunisia,,,,,,,,,,,,,,1.1,,,
Turkey,,,,,,,,,4.3,4.3,4.9,4.6,3.6,3.3,,,
Turkmenistan,6.4,7.8,8.3,7.8,7.2,5.9,5.4,5.2,5,4.4,4.3,4.2,,,,,
"Turks and Caicos",,,,,,,,10.7,10.4,10.1,9.8,9.5,9.2,8.9,8.7,,
Uganda,,,,,,,,,,,,,,36.3,,,
Ukraine,9.4,9.6,9,9.2,9.4,9.8,10,8.9,8.5,8,7.1,6.9,6.3,5.9,5.4,5.2,
"United Arab Emirates",,,,,,,,,1.3,0.7,1.4,0.8,,,,,
"United Kingdom",1.6,1.5,1.5,1.6,1.6,1.7,1.8,2.1,1.8,1.7,1.5,1.5,1.5,1.3,1.2,,
Tanzania,,,,,,,,,,,,,,24.5,,,
"United States",,,,,,,4.9,4.9,5,4.8,5,5,4.9,4.6,4.4,4.2,
"Virgin Islands (U.S.)",,,,,24.9,22.1,25.7,37.6,28.3,33.8,31.9,39.2,39.2,,,,
Uruguay,,,,,,6.4,6.6,6.9,5.9,6,5.7,6.1,5.8,6.6,6.8,6.1,5.9
Uzbekistan,5,4.9,4.4,4.4,4.1,4.3,4.3,4.2,3.8,3.7,3.5,3.3,3.1,3.1,,,
Vanuatu,,,,,,,,,,,,,,0.9,,,
Venezuela,20.3,22,18.4,19.4,25,32.9,32.1,38.1,44.1,37.1,37.4,45.2,47.7,52,49,45.1,
Vietnam,,,,,,,,,,,,,,1.6,,,
Yemen,,,,,,,,,3.6,3.2,4.6,4.2,4.1,3.9,4.2,,
Zambia,,,,,,,,,,,,,,38,,,
Zimbabwe,,,,,,,,,,,,,,14.3,,,
