Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Eritrea,,,,,,2,6,11,17,22,28,35,41,46,52,57,59
Ethiopia,,,,,1,2,6,11,17,24,31,37,41,45,52,55,59
Fiji,,,,,7,10,13,15,18,20,22,23,34,32,34,31,32
France,62,62,63,64,64,65,66,66,67,68,68,69,69,70,73,75,78
Gabon,,,1,1,4,9,10,12,15,20,22,26,31,41,45,56,63
Gambia,,,,,,2,2,3,5,6,10,16,19,20,22,24,30
Georgia,,,,,1,4,6,7,9,10,12,14,19,22,25,28,32
Ghana,,,,,,1,2,4,7,10,13,20,24,26,29,28,34
Guatemala,,,1,14,12,12,16,23,29,30,32,35,37,38,38,36,36
Guinea,,,,1,1,2,5,5,9,14,18,20,24,24,27,28,35
"Guinea Bissau",,,,,,,1,2,5,7,9,12,16,17,21,25,33
Guyana,,,,3,10,23,29,34,41,45,46,50,52,54,55,56,58
Haiti,,,1,1,1,3,7,10,15,19,21,24,30,37,42,46,55
Honduras,,,1,6,8,13,17,21,25,29,32,36,40,43,45,48,51
India,,,,,,1,3,6,10,14,19,24,29,36,40,44,49
Indonesia,,,,,,,1,2,2,3,4,5,6,6,8,10,13
Iran,,,,,,1,1,1,2,2,3,4,6,7,9,11,14
Ireland,15,17,18,20,22,24,27,28,29,31,39,41,49,57,64,70,77
Italy,20,24,27,31,35,38,42,46,49,53,57,61,64,67,71,76,80
Jamaica,,,,,1,5,7,10,13,18,20,23,26,28,31,32,35
Jordan,,,,,25,29,32,34,37,39,40,37,40,43,47,50,55
Kazakhstan,,,,,,2,3,3,4,7,8,11,14,19,23,26,31
Kenya,,,,,2,4,8,12,17,23,29,36,40,42,48,57,64
Kuwait,51,55,66,52,65,73,69,65,53,61,56,70,69,76,74,71,80
Kyrgyzstan,,,,,,,1,2,3,4,5,7,8,13,19,28,28
Laos,,,,1,3,6,8,10,13,16,18,20,23,26,30,35,41
Latvia,,1,1,1,1,2,2,5,5,7,8,9,10,11,13,14,26
Lebanon,2,4,6,9,11,13,15,18,21,24,27,30,33,36,40,44,51
Lesotho,,,,,1,3,6,14,18,24,29,29,31,33,35,40,53
Liberia,,,,,,,2,3,4,6,10,13,12,15,16,17,19
Lithuania,,,,,,3,4,5,6,7,6,10,12,17,20,20,23
"Macedonia (F.Y.R.O.M.)",4,4,5,5,1,5,7,9,13,13,17,20,25,28,33,41,48
Madagascar,,,,,,,,1,1,1,1,2,2,2,3,4,5
Malawi,,,,,1,3,6,11,16,21,26,33,41,47,53,58,66
Malaysia,,1,2,3,5,6,7,8,9,10,12,13,14,16,21,26,37
Mali,,,,1,3,3,7,11,15,19,22,26,25,25,28,32,35
Malta,32,30,26,25,22,26,25,27,32,37,42,45,52,56,63,75,75
Mauritania,,,,,,2,4,6,8,10,12,13,14,17,18,21,23
Mexico,8,10,13,17,19,21,25,28,31,33,36,38,43,45,47,55,60
Moldova,,,,,1,2,3,6,7,10,12,15,17,19,23,26,29
Mongolia,,,,2,2,1,2,2,3,5,9,12,15,24,30,33,33
Montenegro,10,11,12,12,13,14,13,14,15,16,18,17,17,19,20,21,60
Morocco,,,,5,7,8,9,10,13,14,16,20,25,30,34,41,48
Mozambique,,,,,1,1,3,6,9,10,13,16,17,27,35,44,54
"Burma (Myanmar)",,,,,,1,2,5,6,9,13,17,23,30,38,47,55
Namibia,,,,,3,7,15,24,30,33,43,51,55,58,59,63,64
Nepal,,,,,,,1,3,6,9,13,17,21,25,30,36,40
Netherlands,42,44,47,48,49,50,51,54,57,60,63,66,68,72,75,77,80
Nicaragua,,,,,1,2,4,6,9,12,15,20,24,28,33,38,43
Niger,,,,,,1,3,4,4,11,13,17,21,23,22,26,32
Nigeria,,,,1,2,3,4,5,8,10,11,13,16,21,23,26,30
Pakistan,,1,3,5,4,1,1,2,2,2,3,3,4,3,5,5,7
Panama,9,10,12,14,16,18,20,22,24,31,32,36,37,43,45,48,54
"Papua New Guinea",,,,,,1,4,9,13,16,19,23,29,35,42,48,52
Paraguay,,,,,,4,6,8,11,15,19,19,22,25,28,30,35
Peru,,,1,3,2,5,7,12,15,22,29,31,40,41,47,53,60
Philippines,,,,,,1,4,6,7,7,8,13,15,18,22,27,32
Qatar,70,62,65,66,71,70,77,79,77,76,76,73,76,84,83,85,86
Romania,,39,45,51,56,54,61,55,60,57,55,55,56,59,63,67,68
Rwanda,,,,,3,9,17,24,33,40,47,52,60,65,68,74,80
"Saudi Arabia",44,46,46,47,47,47,47,47,47,48,49,49,50,51,53,54,60
Senegal,,1,1,1,1,1,1,17,21,24,28,30,29,33,39,44,52
Serbia,,,,32,38,43,45,47,50,56,57,58,58,62,62,63,62
"Sierra Leone",,,,,,1,2,2,4,7,11,14,14,15,17,21,26
Slovakia,6,7,7,8,23,20,26,24,22,24,25,26,30,35,37,56,59
Somalia,,,,,,,,1,2,2,3,4,6,7,8,10,11
"South Africa",,,,,1,2,4,7,10,15,20,27,34,40,45,49,56
"South Sudan",,,,,,,,,,1,1,2,2,4,6,9,10
Spain,45,50,55,56,56,57,58,58,58,65,69,70,73,75,76,79,77
"Sri Lanka",,,,,2,6,7,9,10,13,15,15,16,19,20,23,27
Sudan,,,,,,,,,3,5,5,5,5,7,8,8,10
Suriname,,,1,4,6,9,13,17,22,24,27,31,32,32,36,38,48
Swaziland,,1,1,2,3,6,10,14,19,23,33,38,44,50,60,69,79
Sweden,18,19,21,22,24,25,27,28,30,41,42,44,61,63,81,63,83
Tajikistan,,,,,,,,1,1,1,2,7,8,10,15,22,30
Tanzania,,,,,,1,4,10,11,15,18,20,33,39,48,55,62
Thailand,,1,2,4,10,18,23,28,32,36,41,45,49,53,58,61,69
Togo,,,,1,2,4,5,6,9,14,19,23,25,30,34,39,51
"Trinidad and Tobago",,1,4,8,12,16,20,24,28,35,44,47,53,58,60,63,62
Tunisia,,7,9,11,14,16,17,19,20,24,25,26,22,24,26,27,29
Uganda,,1,1,2,4,8,8,9,13,16,20,24,33,44,55,60,67
Ukraine,,,,,1,1,2,4,5,8,11,13,20,26,30,26,37
Uruguay,24,23,21,20,19,17,17,17,17,17,19,23,36,43,45,52,53
Venezuela,2,6,9,12,14,16,25,28,32,36,41,41,42,40,39,55,61
Vietnam,,,,,,1,4,8,12,17,21,26,30,34,37,43,47
Yemen,,,,,,,,1,4,5,9,9,10,11,16,15,18
Zambia,,,,2,3,6,9,17,24,29,34,40,44,50,55,64,65
Zimbabwe,,,,,1,2,5,8,12,18,29,38,44,52,61,68,75
