Country,2014,2015,2016,2017
"Burma (Myanmar)",23.33915573,28.51588561,20.65072095,29.26416369
Namibia,,23.17112161,23.17112161,23.17112161
Nepal,52.32215706,68.22638693,76.02271981,83.45203651
Netherlands,83.1775586,87.24111213,87.4059766,88.29699543
"New Zealand",69.32959935,74.09430411,75.18152808,78.55154737
Nicaragua,53.51443213,48.28030742,42.65548418,41.15169161
Niger,3.98550584,4.625931743,7.040066923,4.348223179
Nigeria,6.982351289,5.299046387,3.320602789,7.108010077
Norway,66.14368058,80.21858881,82.53388054,86.5222961
Pakistan,0.631179906,1.919883082,2.725681713,1.664634158
Panama,44.70671964,44.93264121,39.86690075,40.99494375
Paraguay,43.86241983,37.70514625,37.35281634,35.73630547
Peru,35.23525101,37.32498517,34.53759842,33.89702914
Philippines,57.6818047,62.97938422,56.91257148,61.97850579
Poland,20.52798216,24.68053661,26.82320459,16.98180544
Portugal,53.38748228,57.03883286,51.57481814,52.00077781
Romania,18.91199544,19.62138815,20.96712958,15.27022651
Russia,11.644271,8.604184278,12.50925036,8.88123812
Rwanda,6.215730632,6.215730632,7.322519457,6.761885577
Senegal,1.041059117,1.432114272,0.986706663,1.474349277
Serbia,10.91261678,21.02937933,19.62027063,20.72253073
"Sierra Leone",7.80958065,6.478091361,12.097264,5.687124942
Slovakia,31.88275443,31.72632902,29.14619506,25.90422942
Slovenia,40.33628241,42.09208215,45.57412793,46.34128597
"South Africa",48.51668329,50.88404984,56.41648739,52.56742018
Spain,78.58588535,86.98927614,87.37955154,83.47057856
"Sri Lanka",5.732534694,5.040309515,2.836440252,2.836440252
Swaziland,17.9796576,17.9796576,17.9796576,17.9796576
Sweden,69.166864,77.67534093,78.38751947,78.81525816
Switzerland,64.72967246,73.06554513,72.90188352,78.20650844
Tajikistan,1.1198636,1.1198636,1.1198636,
Tanzania,8.661190305,5.007113703,5.406940582,8.994026955
Thailand,20.54366648,37.10443606,37.10443606,32.35138911
Togo,8.385065227,3.551811327,6.246598762,7.051224861
Tunisia,4.193508894,4.193508894,4.193508894,4.193508894
Turkey,10.65592932,19.29351067,19.67600456,22.95662631
Uganda,1.807054375,12.17826258,22.38151055,33.41575
Ukraine,10.63880754,10.68354482,7.995183572,11.61589923
"United Kingdom",76.91359829,76.88008246,82.82700656,75.76189743
"United States",70.06931255,71.32914278,73.53464573,71.34098418
Uruguay,71.28319048,78.81476607,81.62834272,73.54632399
Uzbekistan,4.838181032,,,
Zimbabwe,5.103484042,4.156099912,6.269413895,8.14490455
Belize,,21.79432034,21.79432034,21.79432034
Bhutan,,16.69378077,16.37786988,16.37786988
"Bosnia and Herzegovina",10.45371159,6.826426862,8.305991118,7.132025545
Burundi,2.727628633,3.466666225,3.466666225,3.466666225
Comoros,8.00474883,8.00474883,8.00474883,8.00474883
"Congo (Kinshasa)",11.28526175,10.88961774,8.363320971,10.14972737
Djibouti,5.293624101,5.293624101,5.293624101,5.293624101
Gabon,5.170711606,6.378229446,3.411026472,5.653194371
Haiti,14.57051876,18.35620441,16.08610743,14.01795674
Iraq,9.509008863,9.509008863,9.509008863,9.509008863
Luxembourg,50.15993864,78.75071789,81.16516273,78.1562935
Malta,71.83750157,72.05788661,75.80115018,81.72304311
Singapore,24.9498319,24.83185695,23.96805271,25.4035653
Sudan,6.75090408,6.75090408,6.75090408,6.75090408
Suriname,36.14275983,36.14275983,36.14275983,36.14275983
"Trinidad and Tobago",26.95596704,26.95596704,26.95596704,26.95596704
Vietnam,20.70842796,29.9082312,25.4156703,20.48585776
"West Bank and Gaza",5.96002647,5.96002647,5.96002647,5.96002647
Zambia,10.47390083,11.66281109,5.481028756,9.336368904
"Hong Kong",57.15552432,57.68163507,57.68163507,60.79701912
"Puerto Rico",,72.91573,72.91573,72.91573
"South Sudan",,7.534782211,1.8305594,5.03353403
Taiwan,38.8433713,42.25080117,45.84217445,44.92760058
Venezuela,46.85786646,36.85417046,40.56853743,46.621814
Kosovo,7.446618684,6.420041312,8.530214576,4.303988313
Somaliland,2.012453461,2.012453461,,
Syria,36.05711796,,,
