Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Eritrea,,,,,,,,,,,,,,49,61,68,75,83,90,97,88,91,94,97,99,99,97,95,98,96,96,99,97,97,97,98,97
Estonia,,,,,,,,,,,,,,90,92,94,96,96,97,98,96,99,99,99,98,99,98,98,97,97,96,96,96,96,95,94,94
Ethiopia,,21,21,22,22,25,27,39,39,51,73,45,35,53,80,80,78,78,61,44,47,50,52,55,58,61,64,67,71,74,77,80,82,84,86,86,86
Fiji,87,88,84,93,91,87,88,96,98,98,98,99,98,98,98,98,98,95,96,96,97,97,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99
Finland,97,97,97,97,98,98,98,98,99,96,96,98,99,99,99,99,99,99,99,99,99,99,99,98,98,99,99,99,99,99,99,99,99,99,99,99,99
France,92,92,95,96,97,98,98,96,92,98,97,97,97,97,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Gabon,,,,36,46,56,66,76,86,96,96,94,92,88,85,81,78,75,72,69,69,69,69,69,69,69,69,86,85,81,82,82,86,80,77,87,83
Gambia,89,87,91,88,91,90,93,95,96,96,98,96,97,99,99,99,99,98,98,97,97,97,96,97,96,95,98,98,96,98,99,99,99,99,98,99,99
Georgia,,,,,,,,,,,,,80,77,80,91,90,88,87,88,89,97,96,95,88,91,99,99,99,99,99,98,94,99,99,97,97
Germany,,98,98,97,97,93,96,93,93,93,93,93,95,83,90,92,94,95,95,99,95,95,95,99,98,98,98,98,98,98,95,95,95,95,95,95,95
Ghana,27,46,47,47,42,46,60,67,72,75,80,82,83,86,88,88,88,88,87,86,96,81,84,87,88,88,87,96,96,96,96,94,92,94,99,97,94
Greece,89,98,94,89,82,77,93,94,94,77,77,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,99,99,99,99,99,99,99,99,99,99,99
Grenada,50,68,79,87,91,82,98,93,85,95,93,95,96,96,97,98,93,98,99,96,99,98,99,99,87,99,97,98,99,99,99,98,99,99,97,94,98
Guatemala,68,67,70,69,72,45,62,39,72,74,86,84,86,91,88,91,86,90,94,91,94,93,93,96,98,97,95,88,99,94,96,94,96,97,89,99,96
Guinea,,,37,37,37,37,37,37,39,40,40,61,76,77,77,77,72,72,72,57,61,64,68,71,75,75,75,76,64,76,86,76,76,76,60,63,65
"Guinea Bissau",,,,45,57,57,88,87,95,86,82,84,86,89,90,70,77,83,76,69,73,76,79,81,84,86,88,89,91,92,94,95,95,95,95,95,95
Guyana,60,70,77,79,88,91,84,86,84,91,94,93,92,97,96,95,94,96,97,97,97,98,96,93,97,93,95,96,94,99,99,97,99,98,99,96,97
Haiti,21,36,35,29,36,42,48,53,72,74,66,70,72,73,75,75,75,66,69,71,73,75,77,79,81,83,84,85,86,86,87,88,87,86,72,80,78
Honduras,53,59,71,76,66,80,83,80,90,95,94,97,97,97,97,97,97,96,99,98,98,98,98,97,98,99,95,94,96,99,99,99,99,99,99,99,99
Hungary,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Iceland,99,99,98,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,95,96,97,99,95,97,97,99,99,98,99,97,97,96,96,96
India,25,25,33,36,39,41,44,55,65,74,88,80,79,82,86,88,86,82,78,74,74,75,75,76,77,82,81,81,81,84,86,89,89,90,90,90,91
Indonesia,,18,18,25,35,52,72,74,77,80,82,83,84,86,87,87,89,90,88,86,84,82,83,84,84,85,86,87,92,94,97,98,97,96,95,95,95
Iran,57,54,66,58,58,75,80,80,96,94,97,96,98,99,98,98,99,99,99,99,99,96,99,99,99,97,98,99,99,99,99,99,99,98,99,99,99
Iraq,36,35,41,39,81,98,98,98,98,97,93,90,86,82,84,86,88,89,79,93,92,90,89,87,86,84,76,68,81,88,86,90,87,82,77,73,73
Ireland,59,61,68,67,70,70,69,69,68,85,85,86,87,88,88,90,90,90,94,95,95,94,94,95,96,96,97,97,97,98,98,98,98,98,98,98,98
Israel,94,97,97,96,95,95,97,97,97,97,97,97,98,98,98,98,97,95,95,95,95,95,95,95,95,93,95,95,94,96,95,94,94,96,95,95,94
Italy,,,,,,,,,,,94,98,98,98,98,98,98,98,98,98,95,97,97,98,98,98,98,99,98,98,98,98,99,98,98,97,97
Jamaica,48,64,59,75,80,82,90,93,94,95,95,95,95,97,97,96,97,96,92,96,97,99,99,98,99,99,96,97,97,91,98,94,98,97,97,97,99
Japan,82,91,93,93,94,94,94,95,95,95,96,97,95,95,93,90,99,88,88,88,88,98,98,99,99,99,99,99,99,99,99,99,99,98,98,98,99
Jordan,55,93,91,91,93,95,96,96,97,97,97,97,97,93,95,99,99,99,99,86,91,99,96,98,96,98,99,99,98,98,98,98,98,99,98,99,99
Kazakhstan,,,,,,,,,,,,,93,91,91,97,98,98,99,98,98,96,96,99,85,99,99,97,99,98,99,99,99,99,96,99,93
Kenya,,,,,80,88,89,91,92,92,92,92,96,96,96,96,96,96,93,89,83,84,90,89,87,85,90,89,90,92,93,98,98,95,97,96,96
Kiribati,68,54,77,65,41,62,62,61,84,92,98,88,95,99,88,82,92,97,96,96,95,85,82,78,75,93,98,99,97,90,97,99,94,95,83,81,82
Kuwait,86,92,94,96,96,96,97,97,97,97,88,93,96,98,99,99,99,98,98,97,98,99,99,99,99,99,99,99,99,99,98,99,99,99,97,99,99
Kyrgyzstan,,,,,,,,,,,,,94,84,94,97,98,98,98,99,99,99,99,99,99,98,96,98,99,98,99,97,96,98,96,99,97
Laos,,27,27,27,24,22,24,31,40,45,41,46,47,50,72,77,80,82,82,83,83,59,64,72,66,68,68,59,73,76,81,83,87,89,94,93,85
Latvia,,,,,,,,,,,,,95,97,99,99,99,99,99,98,99,99,99,98,99,99,98,98,94,98,99,95,92,96,93,98,99
Lebanon,17,20,22,22,22,40,55,71,84,92,94,95,96,97,97,97,97,97,95,92,90,88,85,83,83,83,84,84,84,84,84,84,84,84,84,84,84
Lesotho,75,75,79,83,88,92,91,89,90,91,91,92,93,94,94,95,94,93,92,90,87,83,89,95,95,95,96,96,96,96,97,97,98,98,98,98,98
Liberia,,,,,,,,,,,,,,,,,,,,84,80,76,73,69,65,75,75,80,85,90,80,86,92,97,74,77,99
Libya,82,86,89,92,93,93,94,94,94,95,94,95,96,98,98,98,98,98,98,97,97,96,97,99,99,98,98,98,98,98,98,99,99,98,96,98,98
Lithuania,,,,,,,,,,,,,92,94,94,96,97,96,97,98,99,98,98,98,94,98,98,99,96,98,98,95,97,97,97,97,97
Luxembourg,,,,91,87,91,95,98,96,96,96,97,97,97,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Madagascar,,,37,47,42,47,55,60,67,70,71,77,85,86,86,80,73,73,73,73,74,75,76,79,82,88,93,92,84,80,78,80,80,80,83,79,84
Malawi,80,86,84,84,80,78,80,92,94,95,95,95,95,97,94,96,96,98,98,98,98,99,94,99,99,99,99,96,97,97,97,98,99,96,97,93,89
Malaysia,86,86,90,71,67,68,73,78,76,92,95,93,92,91,95,98,98,98,99,99,99,98,98,98,98,98,98,99,99,99,98,98,99,99,99,99,99
Maldives,22,18,18,35,48,53,67,67,95,97,97,98,99,93,98,99,98,98,98,99,98,99,98,98,98,99,98,99,99,99,97,97,99,99,99,99,99
Mali,,,,,,28,28,28,41,51,67,59,63,71,64,73,77,79,73,67,61,76,82,85,86,87,86,86,85,82,81,80,81,85,92,82,86
Malta,,,,,74,62,95,95,95,72,84,95,94,94,96,97,97,97,97,97,97,98,95,96,92,94,85,84,88,91,97,99,99,99,99,98,97
"Marshall Islands",,,,,,,,,97,97,97,88,94,79,86,88,92,92,95,85,64,99,90,90,71,89,90,99,99,99,99,99,97,97,97,95,87
Mauritania,,41,44,44,45,52,57,55,62,63,69,65,76,82,88,93,89,69,56,70,73,76,96,91,83,85,85,92,88,79,82,91,95,95,88,87,87
Mauritius,96,94,97,96,95,96,95,94,95,95,95,97,96,96,96,97,96,96,93,91,88,92,96,99,98,99,99,97,99,99,99,99,99,99,97,98,97
Mexico,69,68,65,66,76,65,75,83,82,85,77,96,96,94,97,97,98,98,98,99,99,99,99,99,99,99,99,99,98,98,96,99,99,90,95,99,99
Micronesia,,,,,,,,80,95,98,95,92,97,92,93,94,92,91,91,92,92,90,87,97,81,98,83,86,87,97,90,96,97,98,97,95,95
Monaco,,,,,,,,,99,99,99,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Mongolia,91,92,92,92,91,93,93,93,94,94,94,93,93,93,92,96,96,97,96,95,95,95,99,98,99,99,99,95,98,95,98,99,99,98,99,99,99
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,95,98,98,96,97,98,98,98,97,96,97
Morocco,,,57,66,70,75,84,95,94,93,93,93,95,90,92,94,91,99,99,93,98,97,98,94,99,99,99,98,99,99,99,99,99,99,99,99,99
Mozambique,,79,68,63,57,54,57,64,63,72,71,71,74,73,74,75,76,78,80,82,84,86,88,89,88,87,86,85,87,89,91,91,91,93,92,90,90
"Burma (Myanmar)",22,24,29,32,33,39,44,47,53,74,96,94,95,96,91,94,96,96,92,87,87,81,81,80,86,76,86,89,88,93,93,88,89,90,92,94,94
Namibia,,,,,,,,,,,,87,88,90,92,90,88,86,88,90,90,88,86,87,88,93,91,88,88,87,87,88,89,94,92,98,98
Nauru,,,,,86,86,82,78,86,91,90,88,86,84,82,79,77,74,78,81,85,98,99,97,93,90,98,99,99,99,99,99,98,99,99,98,98
Nepal,28,39,41,47,52,57,63,71,70,69,68,71,73,75,77,77,85,92,92,91,84,84,84,82,88,81,93,85,84,94,85,96,90,94,94,94,92
Netherlands,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,98,98,99,99,99,99,99,99,99,98,98,98
"New Zealand",91,89,90,90,94,89,88,86,87,93,96,93,93,94,94,96,96,95,93,91,96,96,90,91,91,92,92,91,91,94,95,95,94,93,93,93,92
Nicaragua,39,47,52,48,58,64,70,75,72,87,88,91,93,93,93,93,93,93,94,96,97,92,88,86,80,92,94,94,99,99,99,99,99,99,99,99,99
Niger,,25,25,24,24,22,24,27,29,35,46,36,38,39,41,42,44,45,44,43,46,48,51,53,56,58,63,68,76,81,83,86,87,87,89,85,87
Nigeria,,,,,29,39,46,54,61,72,79,64,68,54,69,59,51,70,48,41,42,42,43,45,46,48,49,52,63,73,60,56,51,58,64,64,64
Niue,27,28,44,56,68,83,93,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,94,99,98,99,99,99,99,99,99,99,99,99
Norway,,,,96,96,95,94,93,94,94,95,98,98,97,97,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Oman,41,42,48,56,70,82,94,96,96,98,98,98,99,98,98,99,99,99,99,99,99,99,99,99,99,99,98,99,99,99,99,99,99,99,99,99,99
Pakistan,20,21,24,37,47,55,59,61,63,65,77,74,67,62,64,73,62,65,67,70,72,75,77,77,75,81,89,89,84,88,88,84,79,79,79,79,79
Palau,,,,,,,98,93,99,92,99,98,97,96,86,99,98,97,96,96,98,98,99,99,99,98,98,99,99,99,99,99,99,99,99,99,99
Panama,72,92,82,82,81,90,88,89,91,88,95,94,91,94,94,95,97,98,99,96,99,99,99,99,98,95,96,97,93,95,96,98,99,93,96,96,96
"Papua New Guinea",57,57,54,52,59,65,69,69,72,77,97,93,82,93,91,97,80,87,85,82,84,77,81,88,81,80,85,76,70,80,80,83,85,88,87,83,87
Paraguay,40,53,59,70,86,80,77,80,79,82,86,86,90,86,88,87,89,91,88,85,95,96,95,95,94,97,99,99,96,94,96,96,96,93,98,99,99
Peru,39,44,47,47,53,72,74,68,82,80,89,88,94,95,95,96,97,96,94,99,99,91,98,98,93,94,96,93,97,97,97,94,99,97,98,97,94
Philippines,72,77,77,78,80,81,86,90,92,95,96,96,91,86,81,76,82,90,91,91,92,92,84,86,92,91,90,90,94,89,81,92,91,93,78,69,87
Poland,98,98,98,98,98,97,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Portugal,90,91,92,92,92,89,93,94,93,96,96,98,97,97,98,97,98,97,98,98,99,99,98,99,98,94,99,99,99,97,99,97,99,99,99,99,99
Qatar,82,68,62,73,82,88,89,89,87,93,94,95,96,96,97,97,97,97,95,94,92,95,96,96,99,99,99,96,97,99,98,94,95,99,99,99,99
"South Korea",,82,82,87,91,91,91,80,80,96,90,92,94,96,97,99,96,93,94,96,97,97,97,97,95,98,98,95,95,96,96,99,99,99,99,99,98
Moldova,,,,,,,,,,,,,94,88,95,98,98,98,99,99,98,97,99,99,99,98,97,95,96,88,93,96,97,96,94,88,94
Romania,,,,,,98,96,97,98,98,98,98,98,97,98,98,98,99,99,99,99,99,99,99,99,99,99,98,98,98,98,96,97,97,98,96,96
Russia,,,,,,,,,,,,,89,92,96,92,94,96,96,97,97,97,97,97,97,99,99,99,99,99,97,97,97,97,97,97,97
Rwanda,,40,63,81,78,74,95,96,93,94,94,97,95,94,47,94,96,90,92,93,93,94,95,97,94,95,99,99,97,98,98,98,99,99,99,99,99
"Saint Kitts and Nevis",79,86,97,96,98,97,99,98,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,99,99,99,99,99,98,99,99,99,99,96,99
"Saint Lucia",79,84,92,93,94,95,92,95,92,97,96,98,98,98,97,98,96,98,91,96,76,99,99,90,99,99,94,99,99,99,98,99,99,99,99,99,95
"Saint Vincent and Grenadines",51,57,86,93,95,96,98,98,98,98,98,99,99,99,99,98,99,99,99,98,99,99,99,99,99,99,99,99,99,99,99,98,98,99,99,99,99
Samoa,54,86,95,96,98,96,97,97,96,86,96,92,97,97,97,97,98,98,98,97,97,99,99,96,91,87,80,85,48,86,91,91,88,89,88,89,95
"San Marino",,,,99,99,99,99,99,99,99,99,99,99,99,96,99,99,99,99,99,97,96,96,98,99,98,98,92,89,95,80,90,98,72,82,77,78
"Saint Thomas and Principe",,67,59,51,73,72,85,89,91,84,97,95,87,82,94,92,87,90,89,90,89,97,94,98,99,99,99,99,99,99,98,98,98,99,98,98,97
"Saudi Arabia",66,77,83,86,91,93,95,96,96,98,97,97,97,97,98,98,97,94,95,94,95,99,97,96,96,97,97,97,98,98,98,99,98,98,99,98,98
Senegal,,,,,,,77,80,81,72,75,75,77,80,80,93,88,81,79,78,79,79,70,81,95,97,99,97,94,94,96,97,96,96,94,94,96
Serbia,,,,,,,,,,,,,94,95,95,96,97,97,97,97,97,95,98,91,91,99,97,98,98,98,97,98,97,98,97,98,97
Seychelles,,35,78,98,98,95,97,96,97,98,99,98,98,98,98,98,99,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99,99,99,98
"Sierra Leone",,,,,,,,,,,,,,,,,,,,68,64,58,89,90,82,80,79,77,84,94,95,97,98,98,88,95,97
Singapore,94,95,94,94,91,92,97,98,96,96,95,97,96,97,95,98,94,98,98,98,98,98,98,96,96,96,96,98,98,98,98,97,98,98,98,98,98
Slovakia,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Slovenia,,,,,,,,,,,,,98,98,98,98,98,97,97,96,96,96,96,98,98,98,99,99,99,98,98,98,98,98,98,98,98
"Solomon Islands",71,60,47,52,70,63,67,86,87,86,91,91,88,85,87,87,89,89,88,96,95,84,82,86,91,93,99,96,90,94,97,99,99,99,95,99,99
Somalia,,20,24,24,31,46,40,50,51,41,42,44,45,46,47,46,45,42,51,59,57,57,60,65,50,50,40,59,40,52,55,52,52,52,52,52,52
"South Africa",,,,90,91,91,88,89,88,88,89,93,92,93,90,89,90,93,90,88,85,82,80,77,80,83,82,83,81,81,80,80,72,81,85,83,78
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,71,57,49,37,35
Spain,,,,,98,92,96,91,97,97,95,95,94,95,96,96,96,98,98,98,98,98,99,99,99,98,99,98,99,98,99,99,99,98,99,99,99
"Sri Lanka",71,70,80,84,86,88,91,91,94,95,95,95,96,96,96,97,97,98,97,99,99,99,99,99,98,99,99,99,99,97,99,99,99,99,99,99,99
"West Bank and Gaza",,,,,,,,,,,,,,97,98,99,98,98,99,96,95,97,99,99,99,99,99,99,99,99,99,99,98,99,99,99,99
Sudan,18,18,20,21,22,28,36,52,65,82,83,83,77,75,71,72,79,78,71,66,75,79,75,83,82,88,91,95,96,92,99,97,97,97,98,97,97
Suriname,50,52,82,95,93,94,93,88,84,89,94,91,90,91,90,94,93,95,93,90,90,90,86,81,92,93,94,96,95,91,99,90,94,91,91,90,92
Swaziland,,55,64,68,74,82,90,95,96,96,96,92,97,96,98,94,94,94,94,94,94,95,95,95,95,95,95,95,96,95,95,98,97,99,99,96,96
Sweden,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Switzerland,,,,,,,96,96,96,96,96,93,93,93,93,93,93,93,93,95,95,95,95,95,95,95,95,95,95,95,95,98,98,98,98,99,99
Syria,35,36,37,45,50,54,90,71,83,99,93,95,95,98,97,96,96,95,94,93,90,90,92,90,89,88,88,88,88,89,89,86,68,55,65,62,61
Tajikistan,,,,,,,,,,,,,89,84,93,86,80,85,87,88,88,89,92,92,93,92,92,88,92,96,95,98,96,98,98,97,98
Thailand,73,76,73,73,77,83,86,91,93,96,97,96,95,96,97,98,97,98,98,99,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,96,96,98,97,98,98,98,98,95,99,99,96,99,95,95,96,96,97,97,98,99,98,98,97
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,68,65,65,64,71,76,85,77,76,70,84,88,83,82,95
Togo,,29,36,41,32,48,59,92,84,93,90,87,83,80,77,74,70,67,74,81,80,63,75,83,83,91,91,94,92,93,97,94,94,94,91,92,93
Tonga,65,62,76,84,75,97,91,99,97,97,97,96,99,98,96,98,99,98,98,99,99,99,94,96,95,94,92,91,90,87,86,86,81,86,86,86,83
"Trinidad and Tobago",51,83,77,82,85,91,88,92,94,91,94,94,95,93,95,96,96,96,94,92,90,91,98,93,98,98,93,90,91,95,96,96,97,94,93,98,97
Tunisia,,,,83,86,88,89,94,97,97,97,97,98,97,97,97,98,98,97,99,99,99,96,96,97,98,99,99,99,99,98,98,99,99,98,98,99
Turkey,67,84,80,79,79,78,70,95,95,92,94,89,91,91,95,86,89,92,93,92,92,95,82,76,86,92,92,98,97,97,98,98,97,99,97,98,99
