Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cyprus,80000,80000,80000,80000,80000,80000,80000,80000,80000,95000,90476,80952,86957,91304,83333,84000,82692,82090,89552,85973,83700,81851,68862,71856,82988,83700,83700,80000,83333,85000,80000,126667,95309,86667,92636,90000,93603,87500,92867,93160,93486,93920,88571,88095,87500,105128,110526,101321,100208,99818,103000,102381,102439,100000,99597,99590
Ecuador,202357,282418,226306,196792,146146,156175,152461,121811,72835,63860,92464,46618,54067,39009,41360,63627,47144,54783,52952,35391,45682,51381,53228,40829,55152,54144,59540,73810,96248,98742,47297,45454,51277,51450,53804,53060,59381,52214,50869,50000,51271,47961,54964,31927,32137,32163,32721,32609,33117,32129,30803,29661,28272,26882,25492,24102
Egypt,,,,,,,,,,,,,,,,,,61400,91895,92921,119785,140000,127778,120000,120000,120833,116800,113077,148148,169118,171429,172414,175676,166667,173438,169697,175595,176471,180233,180233,133067,147239,147239,148810,147368,145455,152000,161429,165621,140985,167197,122565,135858,143524,141137,141572
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60000,61538,61631,62191,63636,60000,61323,60606,61556,61802,61812,61743,61713,61546,60909,58947,64243,66520,68752,73786,74000,72959,69725,69167
"French Guiana",,,,,,,,,,,,,,,25000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,16129,19355,21651,25682,24851,27291,29731,32171,34611,37051,39491,41931,44292,46650,49011.3333,51372.6667,53734,56095,58454,60814,63173,65534,67896,70257,72614
"French Polynesia",187500,187500,187500,187500,187500,187500,187500,187500,187500,166667,166667,161111,155556,145000,150000,141667,159167,183333,166667,140000,180000,172000,168000,166000,167143,172000,156000,165333,150000,135294,187500,196000,201180,196800,258000,236603,251818,219500,227222,225000,200000,203662,197333,214000,208000,201200,196800,197727,198500,199524,202479,203507,203366,202771,202175,201580
Gabon,41667,41667,41667,41667,41667,41667,41667,41667,41667,41667,41667,41667,41667,42857,42857,42857,43750,43750,43750,44444,44444,44444,44737,44000,45000,45000,46000,46500,46500,42696,47580,47293,47006,46719,45804,45275,45238,45260,45455,45569,45691,45809,45921,46006,45704,45953,45652,46895,47826,51724,53191,54167,54155,53217,53354,53458
Greece,16300,14350,13700,10975,11675,10475,8600,11625,14550,15325,12475,16675,18625,19250,13125,29550,17250,15425,11475,22050,14025,13825,20000,18300,123922,138431,126353,140769,135509,147055,134615,120000,123304,140950,135200,131500,230000,209600,353500,337300,221333,232174,254500,197658,100459,109450,106000,110000,92857,78759,67166,56816,52007,48356,45527,43279
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,78261,78261,79130,79130,80000,80000,79487,79487,79661,80085,79832,80000,80000,80000,75385,75385,75385,74815,74815,74815,74815,74074,75000,73333,72509,73186,73188,73016,72845,72674,72502,72331
Guatemala,60167,60000,60145,60260,59583,59888,59681,60638,60115,59651,59140,60000,59813,60000,59836,58333,60000,60000,60000,200000,110000,90000,80000,90000,90000,140000,200000,200000,130000,136364,32794,34234,35781,33399,30000,38257,40814,43102,45144,50000,50000,48680,49438,49552,49670,50000,50000,50000,50000,50000,50000,53846,52593,53030,51392,50834
Guinea,46000,44444,44138,43333,44444,46875,46440,46012,45455,45045,44577,44118,43655,43215,42784,42373,43541,42737,42219,42433,42014,42986,43119,40783,40919,40800,40789,40000,50263,50000,50000,51111,50000,51136,51220,51250,51190,51288,51363,51220,51543,51654,51770,51886,51807,52144,52278,52491,52658,52818,53363,53333,53210,53260,53265,53340
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,49276,49240,49925,49771,50000,50000,50000,48391,50000,46686,43965,41494,38673,35356,22581,28156,37187,37522,36816
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,35000,32500,34211,34091,34211,35714,33333,33333,33898,33407,33232,32421,32008,31470,30000,31108,30400,30400,32083,32083,31200,31200,30769,30388,30769,30435,30000,25000,26118,28313,28165,28040
India,125000,100000,100000,104000,104000,104000,108000,106000,90000,100000,100000,100000,85714,100000,100000,93333,83333,73333,93333,100000,100000,100000,93750,100000,100000,114286,113333,105263,125000,126866,121613,100000,126761,126667,130814,135040,138686,142145,178667,150000,135521,132347,125000,125000,125000,124065,125774,125138,125089,124095,125319,125584,125735,130789,130250,128007
Iran,56250,55294,55556,57895,60000,64286,66667,69565,69231,71429,71667,71875,69444,70270,70513,72500,73810,74419,69767,72093,76744,81395,85366,85417,89815,87692,89474,84884,91954,85073,118177,132731,136583,154651,171286,175488,219128,215440,219096,226512,226519,218878,211329,219905,233214,223602,199196,196567,192513,202466,208020,213264,223063,234749,243140,229735
Israel,,,,,,,,,,,,,41000,41000,41000,54167,60667,67200,55000,55500,38000,50000,51667,70000,70000,64800,131000,61000,60667,52250,21887,56678,33333,48176,40000,55556,75000,78740,326964,263617,200000,202381,74453,96266,153341,218271,197923,175799,186569,93465,109725,67919,46145,56195,49647,109019
Italy,143872,132108,168036,162594,116312,148670,133698,125058,114242,126369,93096,91689,111124,119197,129268,103623,127956,135508,138883,129378,122289,107640,129127,81587,127357,138273,146702,66062,145407,91892,145188,165935,157054,81018,97241,100714,107143,62867,190256,109104,172804,172001,155982,199508,199774,234518,100651,179333,170789,174873,194925,222464,226867,237780,197666,245377
Japan,92449,82013,75802,92602,88352,61379,141570,179303,147866,162104,158160,183875,192972,212281,223348,193353,202214,198113,205671,176536,151036,180050,183955,158902,177315,172212,197527,183443,184529,181872,161854,195349,157946,185028,162943,192577,197193,215385,198462,213333,211159,183774,172460,190131,167437,150278,188993,193333,179661,181981,184235,183603,183199,182794,182390,181985
Jordan,,,,,,158000,101538,166667,116465,66263,16061,20000,62083.5,104167,23333,53499.75,83666.5,113833.25,144000,191111,178947,170000,170000,170000,170000,19726,54637,93000,51314,72572,72425,41293,92509,96391,96738,96597,98189.8182,99782.6364,101375.4545,102968.2727,104561.0909,106153.9091,107746.7273,109339.5455,110932.3636,112525.1818,114118,64646,111616,91550.5,71485,61398,31558,63239,104488,83387
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,100000,89870,85289,81544,50000,88817,100000,116291,150000,100000,100000,150000,140000,160000,155186,147130
Kenya,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,58824,58333,59259,60000,62500,63889,69126,78572,101011,108667,109721,97648,98675,88323,97874,92953,91929,77295,66994,67500,74441,80345,80000,79212,75842,75793,75058,74323,73589,72854,72119,71385
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,20000,100000,120000,160000,260000,200000,200000,400000,266667,200000,200000,200000,260000,240000,300000,200000,200000,220000,230000,240000,240000,250000,295618
Malawi,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,48333,50000,53333,54839,56250,57576,60606,63636,66667,69697,70381,23417,24897,26376,27855,29334,30813,32293,33772,35251,36730,38209,39689,41168,42518,43868,45218,45845,46307,48000,50813,53000,54000,55198,57239,57514,58864
Malaysia,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,35714,30000,30909,30000,30000,57692,57692,57692,57692,57692,58161,51769,52005,52241,52477,52713,52949,53045,56256,57143,55556,54823,54545,53464,52328,50000,48214,45714,60000,60000,60000,60000,59030.5,58061,58610,58952,59294
Malta,,,,,,,,,,,,,,,,,,,,,,,,,128571,135714,121429,107143,128571,125000,84142,84313,84484,85641,86452,111111,93539,92696,91857,91023,90194,89373,88560,87509,86469,85441,84428,83429,75000,76923,75806,87273,82147,81578,81675,81470
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,74603,93191,84681,79545,85714,74074,76412,72000,79024,80571,81554,84231,107500,82000,88519,89772,88889,88889,93243,93905,92872,93103,93335,93567,93798,94030,94261,94493,94725,94956,95188,95420
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,41667,41667,46667,46667,45455,45455,42857,45455,42857,44444,43750,45000,41304,44032,42800,42105,41837,40932,40344,39779,39170,38603,37726,37047,36368,35637,34982,34237,32353,33333,32378,32135,31625
Mexico,,,,,,,,,,,,,,,,,,,,,,,50204,75102,100000,111335,148586,173992,93579,111968,119135,60676,67182,87054,81711,100294,79743,51887,51163,50725,51136,50397,50633,50602,50575,50400,50467,50123,49645,50443,50417,50690,46923,46650,47842,47391
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,122222,106667,97778,88889,66667,92308,92559,92576,92589,92642,92857,92105,92593,91954,91398,91837,92233,90909,90421,89815,88421,88333,87360,88737,90000,89220,88711,88684,88531,88378,88225,88072
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66667,79055,66667,74286,100917,120000,72059,81524,79245,79018,74583,86344,116935,86614,79084,80000,79621,79612,62336,62569,62555,57465,58395,68678,78899,72011,84223
"New Zealand",18000,13333,12667,12000,13750,17593,15616,31250,27015,43312,50852,62600,56484,71438,61463,62396,62282,95869,109172,144153,107474,94034,94118,88889,91111,88183,88028,89127,88512,89869,92308,92663,92857,94655,97330,99527,101749,104702,106250,106277,106667,106250,105909,104762,103925,102943,102525,101176,98864,97413,95946,94253,93184,92927,91667,90489
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,30026,30000,33333,30886,30000,32500,31111,28889,32500,30000,30000,31429,31429,33333,33333,31034,31034,32000,32000,29167,29167,30208,30699,30563,30383,30333
Nigeria,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,33333,32727,32727,32727,32727,35088,35088,35088,35088,35088,35088,35017,35914,39683,42308,43706,41422,42273,43379,44000,44366,44384,44698,44856,44959,45174,45313,45183,45661,45423,47168,48718,48101,47799,48750,47799,47851,48737,48504
Niue,27500,32500,30000,30000,28571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225692,75319,253985,241739,241970,240526,117850,140000,178571,211667,42500,134000,107000,116000,108571,106231,108595,107183,102192,97202,92359,89043,85727
Peru,,,,,,,,,,88571,87088,85883,85983,87967,86363,89193,85447,87205,90718,91414,85973,82230,74552,74779,77498,78825,73671,72080,72916,72647,71306,70990,73162,110345,103898,104281,108717,164744,159493,161204,196351,177368,180000,180769,181481,185714,181818,182143,176667,181340,180980,178777,178703,178629,178555,178481
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104822,98673,102501,94787,94559,95130,94814,87402,94471,94805,93132,92407,91501,90702,89452,99366,97070,98135,95283,91903,89741,86349,85730,80985,80110,81366,59649
Qatar,,,,,,,,,,,,,,,,,44444,48649,43678,46875,45045,45455,46584,47746,43855,46076,47059,44972,45708,45000,44950,44857,44828,44870,44758,45099,44908,45455,45882,44444,48667,58107,69991,87027,116997,115613,107119,88889,57471,31982,28020,23684,23556,24390,25160,24861
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,33333,25641,20000,14925,9091,8530,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706,64706
Samoa,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,49524,51635,50000,49991,50000,49947,50000,49903,50000,49847,49812,49775,49689,49636,49582,49522,49454,49379,49286,49165,49055,48942,48827,48276,48598,48849,48976,48943
"Saudi Arabia",58000,58095,58182,57826,57917,58000,58140,58015,57955,57895,57778,58136,102613,80871,54851,59701,60735,74766,74150,78933,63237,65238,59330,56610,54471,53537,76008,68205,65763,61839,67269,63643,57146,58255,62417,59817,64566,74949,80416,85833,144421,135256,136635,153882,144202,118632,118123,101039,94430,80920,87325,89795,89781,88142,78339,73688
"Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,52308,53846,53846,56538,59385,49022,56766,56779,56792,56805,56819,56818,56879,57037,57143,56955,56940,56945,56667,56129,56250,56790,57317,57576,57647,57176,57052,56667,56820,57045,57039,57040
"South Africa",,,,,,,,,,,,,,,,,,,,180000,180000,180000,180000,180000,191176,191176,191176,191176,191176,170989,184211,217096,233101,244569,253696,261920,269846,277696,285546,293425,301344,309306,317314,322203,327143,332134,337180,342283,347444,352665,357950,407407,361863,346852,326727,328551
Spain,,,,,,,,,,,,,,,,,105670,123252,121628,128085,131765,126800,109778,78971,96970,64857,140000,159655,67705,125000,75563,78483,135148,172572,155410,107929,201978,101808,175433,249065,169764,165455,167692,40000,35556,44857,34056,21481,65680,61002,57987,44525,44009,49119,51149,51465
Suriname,,,,,,,,,,,,,,,,,,,28642,34353,34629,26149,27273,40000,36403,32298,50431,47564,46229,42451,36795,44590,62162,76517,67840,67184,76560,80383,98008,75504,84308,81314,74420,68140,65055,72024,73678,109269,103333,118762,154240,125789,168000,102238,104189,128627
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,56667,50000,50000,50000,50000,51354,51408,51464,50000,51706,51889,52071,53750,52534,54762,52760,52522,52277,52294
Syria,,,,,,34000,36000,21393,33993,27650,54041,62440,79377,81941,55403,67718,80191,86478,86506,85557,87886,82516,82121,71429,68406,112105,115685,121757,160460,160538,199975,104557,193996,221340,215796,243058,265259,229951,299342,327706,308758,292625,260429,316133,312133,301935,282788,304727,303083,287597,277621,235794,290599,293664,281798,277085
Thailand,,,,,,,,,,,,,,,,,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,24286,25385,32000,32500,31250,32800,35000,34444,40000,38000,38182,39286,38659,38667,38076,36875,37037,38235,38000,39128,39510,41091,41995,42871,44444,44444,44246,43853,43654
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,73333,75556,77778,80000,80000,91811,58079,58417,58756,59855,63783,68370,73155,77355,81645,82609,82979,82292,81224,80000,80769,82898,84870,88250,91218,94302,97312,103448,102503,87350,80371,74719
Tunisia,,,,,,,,,,,,,,,,,,,,,,90909,93750,90909,92593,90909,92105,93023,93750,94683,93684,94884,95000,95714,95116,95106,95517,94286,94444,94828,99545,98406,98889,98451,98171,98352,97882,97209,97347,101448,106973,105973,105195,104111,104560,104803
Turkey,33799,26940,16752,14322,30687,28189,29895,69300,62458,62865,64935,60904,57021,64516,72000,92000,96667,90023,90023,117994,117994,132304,152672,167939,132813,136364,132450,118203,126183,108992,125000,114286,120588,130000,122896,123453,103448,118601,127341,91286,127119,147783,130542,125000,142857,147044,165111,181765,161167,149427,141830,139608,155210,109543,112368,118421
"United Arab Emirates",,,,,,,,,,,,,,,,,,83889,28571,31418,49450,85217,57330,116058,96236,115132,115716,97020,86358,117856,122660,122439,140425,146458,147181,147683,152249,167073,152582,152813,150471,153731,133198,133784,104201,142878,174016,115673,160000,176875,159500,80340,64085,86784,124386,124032
Tanzania,11667,13333,15000,11227,13787,15770,14961,9781,10996,6472,11325,19213,21429,24167,27000,27778,30096,31429,34266,35714,38571,40000,41429,40972,41667,43056,44444,45833,47222,46980,59471,58316,57161,56007,54852,53697,53983,53440,52055,50414,48905,47405,45916,44436,42972,41526,40102,38701,37326,35833,34734,33846,33846,33700,30824,29540
"United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396875,150833,448148,560494,223457,112346,350000,414967,223855,286858,228212,293203,224211,195557,201176,285171,258701,249053,231656,232736
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,99928,99826,99842,99859,99996,100000,100000,100000,100000,100000,100000,120000,130000,130000,136512,150000,170000,190000,166667,102062,64171,80000,110000,139981
Yemen,,,,,,,,,,,,,,,,,,,9524,9091,10000,10500,11000,12500,12500,15000,18000,20909,24615,24615,26538,27692,27692,27692,30010,32074,34196,36667,38532,40679,42823,44965,47109,49249,51390,53534,55683,57837,59998,62167,64346,67143,68571,70567,72770,70790
Zimbabwe,,,,,,,,,,,,,,,,25000,25000,28000,26000,27429,44444,37500,37500,40000,37778,37778,44444,50000,37500,34217,32152,27273,34131,35514,36872,38202,39565,46154,41600,44706,43158,43994,45455,45208,45193,45000,44887,44649,41667,44444,44444,47500,47500,44950,44282,43701
