Country,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lesotho,,,,,,,,,,90.6,89.1,87.6,87.02,86.44,85.86,85.28,84.7,86.125,87.55,88.975,90.4,90.68,90.96,91.24,91.52,91.8,92.48,93.16,93.84,94.52,95.2,,
Liberia,,,82.9,83.0071,83.1143,83.2214,83.3286,83.4357,83.5429,83.65,83.7571,83.8643,83.9714,84.0786,84.1857,84.2929,84.4,83.6714,82.9429,82.2143,81.4857,80.7571,80.0286,79.3,82.0667,84.8333,87.6,90.3667,93.1333,95.9,,,
Libya,,,,,,,,,,,,80.8,81.8167,82.8333,83.85,84.8667,85.8833,86.9,87.9167,88.9333,89.95,90.9667,91.9833,93,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,100,93.6667,87.3333,81,83.85,86.7,89.55,92.4,95.25,98.1,98.2,98.3,98.4,98.5,98.6,,,,,
Madagascar,,,,,,,,,78.2,77.92,77.64,77.36,77.08,76.8,74.9333,73.0667,71.2,73.375,75.55,77.725,79.9,81.18,82.46,83.74,85.02,86.3,85.25,84.2,83.15,82.1,83.7333,85.3667,87
Malawi,,,,,,,,,89.7,89.9125,90.125,90.3375,90.55,90.7625,90.975,91.1875,91.4,92.85,94.3,93.2,92.1,92,91.9,92.6,93.3,94,94.7,95.05,95.4,95.75,96.1,95.45,94.8
Malaysia,,,,,,,,,,,,,,,,,,,,73.6,76.2,78.8,81.775,84.75,87.725,90.7,94.05,97.4,96.52,98.03,,,
Maldives,,,,,,,,,,,,,,,,,,81,85.6667,90.3333,95,95.82,96.64,97.46,98.28,99.1,,,,,,,
Mali,,,,31.4,33.1222,34.8444,36.5667,38.2889,40.0111,41.7333,43.4556,45.1778,46.9,48.88,50.86,52.84,54.82,56.8,59.52,62.24,64.96,67.68,70.4,71.45,72.5,73.55,74.6,74.4667,74.3333,74.2,,,
Malta,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,81.2,,,,,,,,,
Mauritania,,,,,,,,48,49.59,51.18,52.77,54.36,55.95,57.54,59.13,60.72,62.31,63.9,65.8167,67.7333,69.65,71.5667,73.4833,75.4,77.6,79.8,82,84.2,,,,,
Mexico,,,,77.5,78.575,79.65,80.725,81.8,82.875,83.95,85.025,86.1,87.1545,88.2091,89.2636,90.3182,91.3727,92.4273,93.4818,94.5364,95.5909,96.6455,97.7,97.0667,96.4333,95.8,96.3933,96.9867,97.58,,,,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,
Moldova,,,,,,,,,,,,,,98.8,98.7,98.6,98.5,98.4,98.3,98.2,98.1,98,98.1143,98.2286,98.3429,98.4571,98.5714,98.6857,98.8,,,,
Mongolia,,,,,,,,,,,,,,,89.8,93.25,96.7,97.2,97.7,98.2,98.55,98.9,99.1,99.3,99.5,99.25,99,98.925,98.85,98.775,98.7,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,97.4,96.5857,95.7714,94.9571,94.1429,93.3286,92.5143,91.7,,,
Morocco,,,,24.7,26.22,27.74,29.26,30.78,32.3,36.4333,40.5667,44.7,43.35,42,45.6857,49.3714,53.0571,56.7429,60.4286,64.1143,67.8,69.1286,70.4571,71.7857,73.1143,74.4429,75.7714,77.1,,,,,
Mozambique,,,,,,,,,,,,,,71.4,72.8667,74.3333,75.8,78.7,81.6,84.5,86.06,87.62,89.18,90.74,92.3,91.7333,91.1667,90.6,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,75.8,75.75,75.7,75.65,75.6,76.3,77,77.7,78.4,79.1,79.8,80.9,82,83.1,,,,,,
Namibia,,,,,,,,,87.2,87.625,88.05,88.475,88.9,89.325,89.75,90.175,90.6,91.1714,91.7429,92.3143,92.8857,93.4571,94.0286,94.6,94.9333,95.2667,95.6,95.9333,96.2667,96.6,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,94.5,,,,,,,,,
Nepal,,,,,,,,15.4,17.04,18.68,20.32,21.96,23.6,24.45,25.3,26.15,27,27.9,31.06,34.22,37.38,40.54,43.7,46.62,49.54,52.46,55.38,58.3,61.6333,64.9667,68.3,,
"New Zealand",,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,,,,,,,,,,71.5,73.5,75.5,77.5,79.5,81.5,82.8333,84.1667,85.5,86.2833,87.0667,87.85,88.6333,89.4167,90.2,91.1,92,92.9,93.8,94.7,,,,
Niger,,,,,,,,,30.1,31.6333,33.1667,34.7,36.2333,37.7667,39.3,40.15,41,41.85,42.7,43.55,44.4,45.25,46.1,52.2167,58.3333,64.45,70.5667,76.6833,82.8,,,,
Nigeria,,,78.8,73.225,67.65,62.075,56.5,57.2889,58.0778,58.8667,59.6556,60.4444,61.2333,62.0222,62.8111,63.6,62.2,60.8,59.4,58,57.94,57.88,57.82,57.76,57.7,60.5333,63.3667,66.2,63.4,60.6,61.6,62.6,
Oman,,,,88,89.275,90.55,91.825,93.1,94.375,95.65,96.925,98.2,97.4667,96.7333,96,96,99.6,99.375,99.15,98.925,98.7,98.475,98.25,98.025,97.8,99,98.92,98.84,98.76,98.68,98.6,,
Pakistan,,,,,,,,25.6,25.7333,25.8667,26,26.1333,26.2667,26.4,25.6,24.8,34.05,43.3,41.475,39.65,37.825,36,48.45,60.9,56,58.6667,61.3333,64,68,73.1,,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,90.3,,,,,,
Panama,,,,,,,,,,,,,,,72.2,74.3455,76.4909,78.6364,80.7818,82.9273,85.0727,87.2182,89.3636,91.5091,93.6545,95.8,95.2,94.6,94,93.4,,,
"Papua New Guinea",,,,,,,,,,,,,76.7,76.91,77.12,77.33,77.54,77.75,77.96,78.17,78.38,78.59,78.8,,,,,,,,,,
Paraguay,,,,,,,83.9,84.7,85.5,86.3,87.1,87.9,88.7,88.85,89,89.8667,90.7333,91.6,92.4667,93.3333,94.2,94.725,95.25,95.775,96.3,,,,,,,,
Peru,,,55.7,57.0667,58.4333,59.8,61.1667,62.5333,63.9,64.75,65.6,66.45,67.3,71.425,75.55,79.675,83.8,85.625,87.45,89.275,91.1,91.05,91,92.1,93.2,94.3,94.7,95.4,96,96.45,96.9,,
Philippines,,,,,,,,,,83.1,83.62,84.14,84.66,85.18,85.7,85.8,85.9,86.4667,87.0333,87.6,88.3,89,89.7,90.4,91.1,92.2333,93.3667,94.5,94.95,95.4,,,
Portugal,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,
Qatar,,,,94,94.2727,94.5455,94.8182,95.0909,95.3636,95.6364,95.9091,96.1818,96.4545,96.7273,97,97.2727,97.5455,97.8182,98.0909,98.3636,98.6364,98.9091,99.1818,99.4545,99.7273,100,96.9333,93.8667,90.8,,,,
Romania,,,,,,,,,,,,,,,,,,,,,93.5,,,,,,,,,,,,
Rwanda,,,,,,,,,94.4,94.0375,93.675,93.3125,92.95,92.5875,92.225,91.8625,91.5,92.08,92.66,93.24,93.82,94.4,94.8667,95.3333,95.8,96.9,98,98.2,98.4,98.6,98.8,99,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,93,93.06,93.12,93.18,93.24,93.3,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,90.6,91.7167,92.8333,93.95,95.0667,96.1833,97.3,97.5,97.7,97.9,97.82,97.74,97.66,97.58,97.5,,
"Saudi Arabia",,,,,,,,,,,,,90,90.5833,91.1667,91.75,92.3333,92.9167,93.5,94.0833,94.6667,95.25,95.8333,96.4167,97,,,,,,,,
Senegal,,,62.5,64.0857,65.6714,67.2571,68.8429,70.4286,72.0143,73.6,75.725,77.85,79.975,82.1,81.0667,80.0333,79,80.68,82.36,84.04,85.72,87.4,88.3833,89.3667,90.35,91.3333,92.3167,93.3,93.9,94.5,96.2,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,98.2,98.4,98.6,98.8,99,98.825,98.65,98.475,98.3,,
"Sierra Leone",,,,,,,,,,,,,,,,,67.9,70.54,73.18,75.82,78.46,81.1,83.0333,84.9667,86.9,89.95,93,94.3667,95.7333,97.1,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,96.9,,,,,,,,,,,,
Slovenia,,,,,,,,,98,98.125,98.25,98.375,98.5,98.625,98.75,98.875,99,99.125,99.25,99.375,99.5,,,,,,,,,,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,73.9,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,32.3,31.4143,30.5286,29.6429,28.7571,27.8714,26.9857,26.1,,,,,,,,,,
"South Africa",,,,,,,,,,,,89,90.7333,92.4667,94.2,93.74,93.28,92.82,92.36,91.9,92.94,93.98,95.02,96.06,97.1,,,,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,26.2,29.725,33.25,36.775,40.3,47.5,54.7,61.9,,,
"Sri Lanka",,,,,,,,,,80.2,82.2429,84.2857,86.3286,88.3714,90.4143,92.4571,94.5,95.2,95.9,96.6,97.3,98,98.7,99.4,,,,,,,,,
"Saint Kitts and Nevis",,,,,,,100,98.2,96.4,94.6,92.8,91,89.2,87.4,85.6,83.8,82,80.2,78.4,71.3,100,100,100,100,,,,,,,,,
"Saint Lucia",,,,,,,100,94.78,89.56,84.34,79.12,73.9,68.68,63.46,58.24,53.02,47.8,60.65,73.5,86.35,99.2,99.2,99.2,99.2,98.74,98.28,97.82,97.36,96.9,,,,
"Saint Vincent and Grenadines",,,,,,,,,,,,,,,,91.8,99,99,99,99,99,95,96.5,98,99.5,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,60,62.35,64.7,67.05,69.4,71.75,74.1,74.15,74.2,74.25,74.3,75.5,76.7,77.9,79.1,,
Suriname,,,,,,,,,,,,,91,91,91,90.8,90.6,90.3,90,90,90,89.95,89.9,90.15,90.4,90.65,90.9,,,,,,
Swaziland,,,,,,,,,,,,,,,,,86.6,88.2,89.8,88.8,87.8,86.8,85.8,84.8,88.8,92.8,96.8,97.225,97.65,98.075,98.5,,
Sweden,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,
Syria,,,,,,,,,,51,53.8857,56.7714,59.6571,62.5429,65.4286,68.3143,71.2,73.3333,75.4667,77.6,79.7333,81.8667,84,85.2333,86.4667,87.7,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,71.3,74.6,78.2,80.5,75.7,77.1,78.4,88.8,79.8,79.55,79.3,79.05,78.8,,,,
Tanzania,,,,,,,,,62.2,59.025,55.85,52.675,49.5,49.2667,49.0333,48.8,53.7,58.6,63.5,68.4,73.3,78.2,77.4,76.6,75.8,81.8,87.8,89.5,91.2,92.9,94.6,96.3,98
Thailand,,,,80,80.6556,81.3111,81.9667,82.6222,83.2778,83.9333,84.5889,85.2444,85.9,87.375,88.85,90.325,91.8,92.425,93.05,93.675,94.3,96.05,97.8,98.2333,98.6667,99.1,98.7667,98.4333,98.1,,,,
"Timor Leste",,,,,,,,,,,,,,70.9,65.22,59.54,53.86,48.18,42.5,60.5,63.9143,67.3286,70.7429,74.1571,77.5714,80.9857,84.4,,,,,,
Togo,,,,,42.7,46.63,50.56,54.49,58.42,62.35,66.28,70.21,74.14,78.07,82,77.45,72.9,76.8667,80.8333,84.8,84.5667,84.3333,84.1,80.975,77.85,74.725,71.6,71.875,72.15,72.425,72.7,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,99,98.45,97.9,98.45,99,,,,
"Trinidad and Tobago",,,,97.6,93.91,90.22,86.53,82.84,79.15,75.46,71.77,68.08,64.39,60.7,76.85,93,92.4,90.4,95.8,95.4,94.4,95.05,95.7,,,,,,,,,,
Tunisia,,,,,57.6,60.6571,63.7143,66.7714,69.8286,72.8857,75.9429,79,81.5,84,86.5,89,91.5,92.25,93,93.75,94.5,95.25,96,96.35,96.7,97.05,97.4,97.75,98.1,,,,
Turkey,,,,,,,,,,62.3,63.34,64.38,65.42,66.46,67.5,70.18,72.86,75.54,78.22,80.9,83,85.1,87.2,89.3,92,95,95.475,95.95,96.425,96.9,,,
Turkmenistan,,,,,,,,,,,,,,,,,98.1,98.2667,98.4333,98.6,98.7667,98.9333,99.1,,,,,,,,,,
"Turks and Caicos",,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,97.4,,,,,,,,,
Uganda,,,,,,86.7,87.45,88.2,88.95,89.7,90.45,91.2,91.4,91.6,91.8,92,92.2,92.4,92.62,92.84,93.06,93.28,93.5,93.46,93.42,93.38,93.34,93.3,93.825,94.35,94.875,95.4,
Ukraine,,,,,,,,,,,,,,,,,,,,,,98.8,98.65,98.5,98.52,98.54,98.56,98.58,98.6,,,,
