Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48,6.32,6.57,6.44,5.49,5.53,5.29,5.28,5.39,5.31,5.33
Botswana,6.44,5.908,5.376,4.844,4.312,3.78,3.748,3.716,3.684,3.652,3.62,3.652,3.684,3.716,3.748,3.78,3.972,4.164,4.356,4.548,4.74,4.65,4.56,4.47,4.38,4.29,4.384,4.478,4.572,4.666,4.76,4.76,4.76,4.54,4.54,5.54,5.54,5.33,4.42,4.39,5.55,6.23,6.79,6.76,6.11,6
Brazil,6.13,5.974,5.818,5.662,5.506,5.35,5.334,5.318,5.302,5.286,5.27,5.232,5.194,5.156,5.118,5.08,5.278,5.476,5.674,5.872,6.07,6.082,6.094,6.106,6.118,6.13,6.1,6.07,6.04,6.01,5.98,5.97,6.35,6.44,6.46,6.73,6.45,6.98,7.29,6.73,6.99,6.75,5.81,5.38,5.28,5.25
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5
Bulgaria,,,,,,,,,,,,,,,,6.74,5.9,5.06,4.22,3.38,2.54,2.838,3.136,3.434,3.732,4.03,4.126,4.222,4.318,4.414,4.51,5.09,5.81,5.44,5.74,6.3,6.45,6.46,6.91,6.73,6.46,7.14,6.99,6.99,7,7.01
"Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,5.84,5.09,4.97,4.89,4.82,5.05,5.1,5.07,5.61,5.56
Burundi,4.39,4.36,4.33,4.3,4.27,4.24,4.298,4.356,4.414,4.472,4.53,4.56,4.59,4.62,4.65,4.68,4.618,4.556,4.494,4.432,4.37,4.652,4.934,5.216,5.498,5.78,5.784,5.788,5.792,5.796,5.8,5.44,5.67,5.33,5.07,4.98,5.65,4.67,4.54,5.32,4.41,3.81,4.24,5.91,5.99,6.14
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.88,7.88,7.85,7.87,7.86,7.87
Cameroon,4.75,4.976,5.202,5.428,5.654,5.88,6.378,6.876,7.374,7.872,8.37,7.802,7.234,6.666,6.098,5.53,5.472,5.414,5.356,5.298,5.24,5.508,5.776,6.044,6.312,6.58,6.642,6.704,6.766,6.828,6.89,6.8,6.92,6.95,7.05,7.04,6.52,5.97,5.85,5.8,7.97,7.98,8,8,7.98,7.99
Canada,4.89,4.958,5.026,5.094,5.162,5.23,5.258,5.286,5.314,5.342,5.37,5.344,5.318,5.292,5.266,5.24,5.354,5.468,5.582,5.696,5.81,5.808,5.806,5.804,5.802,5.8,5.834,5.868,5.902,5.936,5.97,5.98,6.15,6.64,6.12,6.38,6.35,6.13,6.04,5.92,5.92,6.2,6.16,6.26,6.82,5.87
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,6.35,5.48,4.79,4.88,5.13
"Central African Republic",2.66,3.224,3.788,4.352,4.916,5.48,5.152,4.824,4.496,4.168,3.84,4.188,4.536,4.884,5.232,5.58,5.404,5.228,5.052,4.876,4.7,4.526,4.352,4.178,4.004,3.83,4.12,4.41,4.7,4.99,5.28,5.21,4.18,6.24,6.32,3.95,5.32,6.93,7.06,7.06,6.49,5.99,6,8.36,7.32,6.56
Chad,,,,,,,,,,,,,,,,4.3,4.678,5.056,5.434,5.812,6.19,6.218,6.246,6.274,6.302,6.33,6.354,6.378,6.402,6.426,6.45,8.78,9.15,8.39,7.92,7.87,7.6,6.8,5.96,7.4,8.13,5.9,5.51,5.96,6.06,6.94
Chile,5.05,4.832,4.614,4.396,4.178,3.96,4.168,4.376,4.584,4.792,5,5.142,5.284,5.426,5.568,5.71,5.87,6.03,6.19,6.35,6.51,6.668,6.826,6.984,7.142,7.3,7.064,6.828,6.592,6.356,6.12,7.11,7.09,7.28,7.34,7.43,7.5,7.95,7.88,7.78,7.91,8,8,8.03,7.94,7.91
China,,,,,,,,,,,2.63,2.886,3.142,3.398,3.654,3.91,3.858,3.806,3.754,3.702,3.65,3.724,3.798,3.872,3.946,4.02,3.902,3.784,3.666,3.548,3.43,3.33,4.54,4.57,4.53,4.54,4.5,4.5,4.51,4.43,4.48,4.99,5,5,5.08,5.08
Colombia,6.22,6.368,6.516,6.664,6.812,6.96,6.638,6.316,5.994,5.672,5.35,5.468,5.586,5.704,5.822,5.94,6.198,6.456,6.714,6.972,7.23,7.15,7.07,6.99,6.91,6.83,6.392,5.954,5.516,5.078,4.64,4.78,4.73,4.85,5.29,4.45,4.9,5.57,5.79,6.29,6.16,6.2,6.06,6.32,6.09,6.14
"Congo (Kinshasa)",3.6,3.864,4.128,4.392,4.656,4.92,4.936,4.952,4.968,4.984,5,4.942,4.884,4.826,4.768,4.71,4.916,5.122,5.328,5.534,5.74,5.718,5.696,5.674,5.652,5.63,5.994,6.358,6.722,7.086,7.45,7.45,7.95,7.3,7.19,7.16,7.02,7.38,6.99,5.73,5.33,5.79,5.8,6.09,5.5,5.42
"Congo (Brazzaville)",7.82,7.036,6.252,5.468,4.684,3.9,3.692,3.484,3.276,3.068,2.86,2.762,2.664,2.566,2.468,2.37,2.858,3.346,3.834,4.322,4.81,5.088,5.366,5.644,5.922,6.2,5.868,5.536,5.204,4.872,4.54,4.93,4.9,4.77,5.15,4.66,4.14,3.85,5,5.07,5.25,4.69,4.06,4.49,4.37,4.64
"Costa Rica",7.76,7.54,7.32,7.1,6.88,6.66,6.472,6.284,6.096,5.908,5.72,5.618,5.516,5.414,5.312,5.21,5.608,6.006,6.404,6.802,7.2,7.122,7.044,6.966,6.888,6.81,6.874,6.938,7.002,7.066,7.13,7.02,6.72,7.08,7.05,8.57,8.76,8.8,8.12,7.94,7.85,7.83,7.62,7.59,7.62,7.61
"Ivory Coast",5.07,4.786,4.502,4.218,3.934,3.65,3.998,4.346,4.694,5.042,5.39,5.316,5.242,5.168,5.094,5.02,4.83,4.64,4.45,4.26,4.07,4.246,4.422,4.598,4.774,4.95,5.642,6.334,7.026,7.718,8.41,8.64,7.76,8.54,8.53,8.04,6.14,6.23,6.29,6.24,6.35,6.44,5.14,5.66,5.67,5.55
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,5.03,4.78,4.53,4.28,4.03,4.15,4.85,4.93,4.75,4.55,4.31,4.56,5.17,5.13,4.65,4.78,4.84,4.73,4.73,4.72
Cyprus,9.54,8.976,8.412,7.848,7.284,6.72,6.582,6.444,6.306,6.168,6.03,5.994,5.958,5.922,5.886,5.85,5.758,5.666,5.574,5.482,5.39,5.554,5.718,5.882,6.046,6.21,6.206,6.202,6.198,6.194,6.19,6.11,6.94,6.87,6.96,7.45,7.45,7.32,7.32,7.26,7.2,7,6.92,7.06,7.22,7.21
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,2.81,3.216,3.622,4.028,4.434,4.84,4.72,4.65,4.51,4.4,4.45,4.49,5.24,5.27,4.88,5.21,5.25,5.75,5.81,5.22,5.19
Denmark,,,,,,3.63,3.516,3.402,3.288,3.174,3.06,3.076,3.092,3.108,3.124,3.14,3.146,3.152,3.158,3.164,3.17,3.15,3.13,3.11,3.09,3.07,3.302,3.534,3.766,3.998,4.23,3.9,3.6,4.15,4.2,3.81,4.39,4.42,4.28,3.41,3.73,4.03,3.79,3.81,4.06,4.07
"Dominican Republic",7.83,7.408,6.986,6.564,6.142,5.72,5.718,5.716,5.714,5.712,5.71,5.808,5.906,6.004,6.102,6.2,6.296,6.392,6.488,6.584,6.68,6.972,7.264,7.556,7.848,8.14,8.288,8.436,8.584,8.732,8.88,8.35,7.57,7.52,8.09,8.43,7.78,7.82,7.71,8.15,7.93,8,7.91,7.92,7.85,7.77
Ecuador,5,5.028,5.056,5.084,5.112,5.14,5.202,5.264,5.326,5.388,5.45,5.378,5.306,5.234,5.162,5.09,5.722,6.354,6.986,7.618,8.25,8.244,8.238,8.232,8.226,8.22,8.362,8.504,8.646,8.788,8.93,8.99,8.94,9,8.1,8.03,8.03,7.28,6.22,6.2,5.63,5.43,5.39,5.31,5.3,5.33
Egypt,2.85,2.864,2.878,2.892,2.906,2.92,3.126,3.332,3.538,3.744,3.95,4.068,4.186,4.304,4.422,4.54,4.506,4.472,4.438,4.404,4.37,4.442,4.514,4.586,4.658,4.73,5.01,5.29,5.57,5.85,6.13,6.62,5.78,5.66,5.63,6.34,6.36,7.12,6.97,5.92,6.58,6.52,6.96,6.35,5.84,5.85
"El Salvador",9.06,8.81,8.56,8.31,8.06,7.81,7.566,7.322,7.078,6.834,6.59,6.554,6.518,6.482,6.446,6.41,6.506,6.602,6.698,6.794,6.89,7.23,7.57,7.91,8.25,8.59,8.606,8.622,8.638,8.654,8.67,8.69,8.73,8.67,9.18,8.58,8.96,9.15,8.59,8.47,8.46,8.41,8.42,8.42,8.43,8.41
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5.362,5.504,5.646,5.788,5.93,5.97,6.04,6.46,6.69,6.99,7.03,6.59,6.27,5.46,5.94,6.09,5.91,5.97,5.95,6.04
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,6.11,6.36,6.46,6.22,5.87,5.94,6.84,6.71,6.11,6.62
Fiji,5.28,5.322,5.364,5.406,5.448,5.49,5.342,5.194,5.046,4.898,4.75,4.844,4.938,5.032,5.126,5.22,5.114,5.008,4.902,4.796,4.69,4.936,5.182,5.428,5.674,5.92,6.048,6.176,6.304,6.432,6.56,6.33,6.09,6.11,6.67,8.02,7.49,8.05,8.24,7.5,7.51,7.94,7.45,5.99,5.5,5.45
Finland,6.39,6.17,5.95,5.73,5.51,5.29,5.166,5.042,4.918,4.794,4.67,4.618,4.566,4.514,4.462,4.41,4.358,4.306,4.254,4.202,4.15,3.858,3.566,3.274,2.982,2.69,3.052,3.414,3.776,4.138,4.5,4.99,4.5,4.46,4.42,4.47,5.03,5.22,5.15,4.45,4.48,4.52,4.44,4.39,4.46,4.23
France,5.45,5.286,5.122,4.958,4.794,4.63,4.548,4.466,4.384,4.302,4.22,4.002,3.784,3.566,3.348,3.13,3.21,3.29,3.37,3.45,3.53,3.468,3.406,3.344,3.282,3.22,3.288,3.356,3.424,3.492,3.56,3.84,3.96,3.94,4.06,4.11,4.11,4.98,4.93,4.72,4.66,4.44,4.22,4.26,4.19,4.2
Gabon,3.75,3.732,3.714,3.696,3.678,3.66,3.916,4.172,4.428,4.684,4.94,5.138,5.336,5.534,5.732,5.93,5.96,5.99,6.02,6.05,6.08,5.972,5.864,5.756,5.648,5.54,5.954,6.368,6.782,7.196,7.61,5.95,5.98,6.21,6.24,5.77,5.89,6.19,6.18,5.86,5.02,4.94,4.9,4.99,5.56,6.19
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43,6.24,6.32,7.57,7.56,7.6
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.67,7.15,7.38,7.42,6.5,6.28,5.48,6.59,6.76,7.11,7.6,7.75,7.79
Germany,4.43,4.302,4.174,4.046,3.918,3.79,3.9,4.01,4.12,4.23,4.34,4.324,4.308,4.292,4.276,4.26,4.438,4.616,4.794,4.972,5.15,4.992,4.834,4.676,4.518,4.36,4.48,4.6,4.72,4.84,4.96,5.22,5.24,5.37,5.52,5.74,5.82,5.65,5.64,5.41,5.46,5.49,5.38,5.58,5.55,5.54
Ghana,4.73,4.814,4.898,4.982,5.066,5.15,5.26,5.37,5.48,5.59,5.7,5.64,5.58,5.52,5.46,5.4,5.284,5.168,5.052,4.936,4.82,4.978,5.136,5.294,5.452,5.61,5.706,5.802,5.898,5.994,6.09,6.71,6.01,7.01,6.5,6.49,6.68,6.69,6.7,7.15,7.3,7.28,6.56,7.23,7.04,6.97
Greece,8.04,7.79,7.54,7.29,7.04,6.79,6.584,6.378,6.172,5.966,5.76,5.356,4.952,4.548,4.144,3.74,3.954,4.168,4.382,4.596,4.81,4.894,4.978,5.062,5.146,5.23,5.174,5.118,5.062,5.006,4.95,4.88,5.22,6.65,6.71,6.77,6.32,6.38,5.89,5.61,5.72,5.4,5.1,4.92,3.95,3.42
Guatemala,9,8.966,8.932,8.898,8.864,8.83,8.608,8.386,8.164,7.942,7.72,7.59,7.46,7.33,7.2,7.07,7.27,7.47,7.67,7.87,8.07,8.28,8.49,8.7,8.91,9.12,9.002,8.884,8.766,8.648,8.53,8.41,8.27,8.55,8.94,8.08,8.09,8.09,8.11,7.75,7.75,8,8.46,9.49,9.46,9.49
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.4,6.4
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,4.32,4.446,4.572,4.698,4.824,4.95,4.872,4.794,4.716,4.638,4.56,4.53,4.77,3.98,3.53,2.87,3.46,3.44,3.74,4.25,3.83,6.62,7.41,6.28,5.5,5.62
Guyana,,,,,,,,,,,,,,,,3.48,3.592,3.704,3.816,3.928,4.04,4.108,4.176,4.244,4.312,4.38,4.274,4.168,4.062,3.956,3.85,3.06,2.63,2.36,2.74,3.79,4.21,4.99,5.7,4.81,4.25,4.86,4.75,4.07,5.47,6.54
Haiti,8.37,8.588,8.806,9.024,9.242,9.46,9.222,8.984,8.746,8.508,8.27,7.844,7.418,6.992,6.566,6.14,6.282,6.424,6.566,6.708,6.85,6.656,6.462,6.268,6.074,5.88,6.372,6.864,7.356,7.848,8.34,8.51,8.58,9.73,9.9,8.73,8.73,8.42,8.37,7.9,7.47,7.45,6.84,6.81,7.28,7.63
Honduras,7.26,7.344,7.428,7.512,7.596,7.68,7.43,7.18,6.93,6.68,6.43,6.24,6.05,5.86,5.67,5.48,5.66,5.84,6.02,6.2,6.38,6.406,6.432,6.458,6.484,6.51,6.832,7.154,7.476,7.798,8.12,8.03,8.29,8.25,8.31,8.46,8.94,8.71,8.87,8.11,8.21,8.78,8.81,8.32,8.75,8.77
"Hong Kong",9.62,9.53,9.44,9.35,9.26,9.17,9.286,9.402,9.518,9.634,9.75,9.578,9.406,9.234,9.062,8.89,8.974,9.058,9.142,9.226,9.31,9.342,9.374,9.406,9.438,9.47,9.446,9.422,9.398,9.374,9.35,9.32,9,8.96,9.11,9.08,9.25,9.3,9.41,9.35,8.88,8.93,8.89,8.83,8.56,8.55
Hungary,3.67,3.672,3.674,3.676,3.678,3.68,3.698,3.716,3.734,3.752,3.77,3.6,3.43,3.26,3.09,2.92,2.924,2.928,2.932,2.936,2.94,3.098,3.256,3.414,3.572,3.73,4.254,4.778,5.302,5.826,6.35,5.74,4.52,5.13,4.67,4.64,4.24,4.65,5.1,5.01,4.94,5.64,5.72,5.49,5.32,5.3
Iceland,6.84,6.856,6.872,6.888,6.904,6.92,6.56,6.2,5.84,5.48,5.12,5.166,5.212,5.258,5.304,5.35,5.486,5.622,5.758,5.894,6.03,5.968,5.906,5.844,5.782,5.72,5.79,5.86,5.93,6,6.07,5.86,5.46,5.61,6.23,6.9,7.06,7.01,6.12,5.01,4.83,4.98,5.07,5.17,5.18,5.17
India,4.23,4.36,4.49,4.62,4.75,4.88,4.904,4.928,4.952,4.976,5,4.9,4.8,4.7,4.6,4.5,4.576,4.652,4.728,4.804,4.88,5.156,5.432,5.708,5.984,6.26,6.374,6.488,6.602,6.716,6.83,6.88,6.64,6.73,6.26,7.42,7.14,7.56,7.21,7.08,7.18,7.53,7.69,7.83,7.76,7.82
Indonesia,6.81,6.744,6.678,6.612,6.546,6.48,6.238,5.996,5.754,5.512,5.27,5.486,5.702,5.918,6.134,6.35,6.506,6.662,6.818,6.974,7.13,7.296,7.462,7.628,7.794,7.96,7.882,7.804,7.726,7.648,7.57,7.53,7.36,7.25,7.18,7.59,7.62,7.61,7.45,7.58,7.9,7.79,7.72,7.73,7.73,7.7
Iran,5.48,5.33,5.18,5.03,4.88,4.73,4.696,4.662,4.628,4.594,4.56,4.514,4.468,4.422,4.376,4.33,4.476,4.622,4.768,4.914,5.06,5.118,5.176,5.234,5.292,5.35,5.264,5.178,5.092,5.006,4.92,6.54,6.7,6.49,6.41,6.32,6.29,6.89,6.76,6.95,6.68,6.83,7.21,7.91,5.41,5.29
Ireland,6.48,5.916,5.352,4.788,4.224,3.66,3.862,4.064,4.266,4.468,4.67,4.588,4.506,4.424,4.342,4.26,4.52,4.78,5.04,5.3,5.56,5.6,5.64,5.68,5.72,5.76,5.834,5.908,5.982,6.056,6.13,5.62,5.47,5.4,5.85,6.64,6.48,5.91,5.43,5.22,4.92,5.21,5.61,5.74,5.8,6
Israel,4,3.732,3.464,3.196,2.928,2.66,2.492,2.324,2.156,1.988,1.82,2.004,2.188,2.372,2.556,2.74,2.936,3.132,3.328,3.524,3.72,3.596,3.472,3.348,3.224,3.1,3.41,3.72,4.03,4.34,4.65,4.58,5.28,4.2,5.78,5.84,5.83,6,6.33,6.06,6.17,6.37,6.48,6.38,6.32,6.3
Italy,6.14,5.942,5.744,5.546,5.348,5.15,4.94,4.73,4.52,4.31,4.1,3.872,3.644,3.416,3.188,2.96,3.034,3.108,3.182,3.256,3.33,3.414,3.498,3.582,3.666,3.75,4.124,4.498,4.872,5.246,5.62,5.59,5.68,5.57,5.6,5.92,5.99,5.77,5.71,4.77,5.23,5.3,5.4,5.33,5.12,5.41
Jamaica,3.67,3.816,3.962,4.108,4.254,4.4,3.966,3.532,3.098,2.664,2.23,3.166,4.102,5.038,5.974,6.91,7.026,7.142,7.258,7.374,7.49,7.564,7.638,7.712,7.786,7.86,7.992,8.124,8.256,8.388,8.52,8.58,8.71,8.68,8.68,8.66,8.49,8.77,8.81,8.74,7.62,7.7,7.62,7.64,7.69,7.71
Japan,9.27,8.65,8.03,7.41,6.79,6.17,6.096,6.022,5.948,5.874,5.8,5.83,5.86,5.89,5.92,5.95,5.926,5.902,5.878,5.854,5.83,5.654,5.478,5.302,5.126,4.95,5.152,5.354,5.556,5.758,5.96,5.9,5.51,6.12,5.72,5.72,6.23,6.21,6.07,5.39,5.3,5.26,5.77,4.75,4.99,4.71
Jordan,,,,,,1.53,2.178,2.826,3.474,4.122,4.77,4.736,4.702,4.668,4.634,4.6,4.904,5.208,5.512,5.816,6.12,6.038,5.956,5.874,5.792,5.71,5.784,5.858,5.932,6.006,6.08,6.08,5.39,5.3,5.31,6.27,6.03,6.37,6.3,5.98,7.35,7.6,8.16,8.3,8.2,7.38
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,8.33,8.01,7.58,7.83,7.84,7.81,7.47,7.61,7.48,7.5
Kenya,4.8,4.686,4.572,4.458,4.344,4.23,4.142,4.054,3.966,3.878,3.79,3.82,3.85,3.88,3.91,3.94,4.118,4.296,4.474,4.652,4.83,5.004,5.178,5.352,5.526,5.7,5.978,6.256,6.534,6.812,7.09,7.44,7.41,7.47,7.48,8.57,8.1,7.82,7.77,7.66,7.75,7.76,7.8,7.82,7.82,7.79
"South Korea",8.11,7.808,7.506,7.204,6.902,6.6,6.474,6.348,6.222,6.096,5.97,6.024,6.078,6.132,6.186,6.24,6.29,6.34,6.39,6.44,6.49,6.476,6.462,6.448,6.434,6.42,6.388,6.356,6.324,6.292,6.26,6.25,6.38,6.81,6.74,6.66,6.62,6.98,6.92,6.57,6.85,6.84,6.56,6.57,6.94,6.9
Kuwait,,,,,,,,,,,2.97,2.614,2.258,1.902,1.546,1.19,1.582,1.974,2.366,2.758,3.15,3.486,3.822,4.158,4.494,4.83,5.138,5.446,5.754,6.062,6.37,6.35,6.6,6.42,6.27,6.72,6.27,6.77,5.48,6.44,6.18,6.33,6.25,6.27,6.38,6.4
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,8.04,8.22,8.23,8.07,7.36,7.67,7.71,7.84,7.64,7.55
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,8.51
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,5.364,5.318,5.272,5.226,5.18,5.21,5.96,5.91,6.02,6.35,6.5,5.9,5.73,5.33,5.4,5.74,6.5,6.68,6.64,6.61
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.22,9.13,8.55,8.25,8.22,8.31
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63,4.82,4.35,5.68,4.9,4.85,5,4.91,4.92,5.2,5.04
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,8.11
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,4.75,4.75
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,5.602,5.564,5.526,5.488,5.45,5.63,5.16,5.43,6.58,6.28,6.67,6.96,6.92,6.73,6.79,6.97,7.11,7.2,7.23,7.19
Luxembourg,6.52,6.545,6.57,6.595,6.62,6.645,6.67,6.695,6.72,6.745,6.77,6.894,7.018,7.142,7.266,7.39,6.858,6.326,5.794,5.262,4.73,4.664,4.598,4.532,4.466,4.4,4.476,4.552,4.628,4.704,4.78,4.88,4.64,4.34,4.58,4.35,4.76,4.76,4.79,4.29,4.03,3.94,4.03,4.56,4.72,4.17
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,5.19,5.71,5.64,5.73,5.88,5.83,5.82,6.33,6.72,6.25,6.28,6.25
Madagascar,5.53,5.272,5.014,4.756,4.498,4.24,4.218,4.196,4.174,4.152,4.13,4.19,4.25,4.31,4.37,4.43,4.812,5.194,5.576,5.958,6.34,6.376,6.412,6.448,6.484,6.52,6.658,6.796,6.934,7.072,7.21,7.62,7.64,6.82,6.88,7.66,6.82,8.11,7.68,8.59,8.81,8.27,9.05,8.67,8.32,8.8
