Country,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"South Korea",-7.8,6.1,28.3,4.9,4,-1.7,4.9,2.3,0.7,-1.3,1.6,-0.1,5.6,5.6,3.4,9.3,4.8,10.2,12.6,6.2,7.6,5.3,15,6.8,4.9,10,8.6,7.7,5.7,-4.2,4.6,5.9,9.9,7.3,5.5,10.5,10.4,10.2,5.3,8.4,8.5,4.6,5.2,7.8,8,6.3,5,-6.4,9.9,8,3.8,6.8,2.5,4.5,3.6,4.9,5.2,2.6,0.4,6.2,3.4,2.1,2.8,3.1,3
Spain,9,7.2,-1.2,6.6,3.1,7.2,2.3,3.4,-3.2,0.7,11.9,10.6,9.3,8.8,5.5,6.2,5.4,4.8,7.9,4.8,4.7,7.3,7.9,6.4,2.4,3,2.7,2.2,0.5,1.5,-0.2,1.2,2,1,1.6,2.8,5.2,5,4.8,4.1,2.3,0.7,-1.2,2.2,4.8,2.5,3.5,3.9,4,4.4,2.8,1.4,1.5,1.5,2.1,2.5,2,-0.4,-4.4,-0.4,-1.1,-2.7,-1.9,0.6,1.3
"Sri Lanka",3.2,1.5,-1.1,-0.2,3.1,-1.9,-1.1,0.3,-1.2,0.8,-0.7,0.9,-0.5,2.3,0.7,-3.5,6.6,5,1.7,2.6,-2.8,0.2,2.2,1.7,0.7,1.2,4.8,4.3,4.5,3.6,4.6,3.3,3.7,3.6,2.9,3.5,-0.5,1.2,1.2,5.1,3.9,3.2,5.4,4.1,4.2,2.6,5.2,3.6,3,4.6,-2.5,2.9,4.7,4.3,5.3,6.6,5.8,5,2.6,7,7.2,5.4,6.3,6.4,6.1
Sudan,2,2.1,1.9,2,2,7.6,-4,1.3,8.9,-0.9,-2.7,4.1,-5.5,-3.6,4.2,-3.8,-5.7,3.3,3.4,-6.9,3.9,-4.9,-11.2,6.8,9.3,14.7,11.6,-4.9,-13.7,-2.6,-1.2,9,-4.4,-8.1,-9.3,1.1,0.1,-0.5,5.6,-10.5,2.6,0.7,-2.4,3.9,3.9,3.8,4,6.1,2.2,6.3,8.6,3.9,5.3,3.1,6.9,4.5,3.7,0.1,6.3,4.8,-3.7,-13.7,3.1,1.8,1.5
Sweden,3.1,-0.1,1,4.2,1.9,3,2.5,1.9,3.9,5.2,5.1,4,4.4,6,4,2.1,3.1,3.6,4.2,3.8,1.7,2.3,3.6,3.3,0.6,1.7,-1.8,-0.4,3,0.6,-0.7,1.1,1.7,3,1.6,2.4,2.8,2.3,2.4,0.4,-1.9,-1.7,-2.6,3.4,3.5,1.4,2.8,4.2,4.4,4.6,1.3,1.7,2,3.9,2.4,4.1,2.6,-1.3,-6,5.1,1.9,-1,0.5,1.3,2.4
Switzerland,6.8,-0.6,2.2,4.5,5.6,5.3,2.3,-3.5,5.1,4.9,5.2,1.9,2.7,3.5,2.2,1.5,1.9,2.4,4.3,5.4,2.8,2.3,2.4,1.2,-6.5,-0.3,2.7,0.2,2.2,4,0.9,-2.1,0.25,2.6,2.9,1,1.65,2.3,3.4,2.6,-2.1,-1.1,-1,0.5,-0.1,0.3,2.1,2.7,1.3,3.4,1,-0.4,-0.4,2.4,2.6,3.6,3.4,1.2,-3.2,1.9,0.8,0.1,1,1.1,0.4
Syria,-6,23.1,10.7,12,-12,15.4,3.4,-16.2,0.8,-1.3,4.8,19.8,-3.2,-1,-3.4,-10.6,4.9,0.4,15,-6.9,6.2,20.9,-11.6,20,15.5,7.3,-4.5,5.1,0.2,8.3,5.9,-1.5,-2.2,-7.5,2.4,-8.2,-1.6,9.5,-11.9,4,4.3,10.2,2.3,4.3,4.2,6.9,2.3,4,-6,-1.8,1.2,5.3,-1.8,4.4,3.8,0.9,-0.3,0.4,3.8,1.4,-4.8,-19.5,-20.3,-9.2,-7.4
Taiwan,3.6,8.3,5.5,5.6,3.8,1.6,3.8,2.9,3,1.8,3.3,4.4,5.9,8.7,7.8,5.8,8.1,5.6,6.8,8.7,10.5,11,10.7,-0.8,2.9,11.3,8.1,11.4,6,5.2,4.4,1.9,6.9,9.1,3.7,10.6,15,3.5,7.2,4.2,6.8,6.5,5.7,6.5,5.4,4.7,4.6,2.5,5.1,5,-2.3,4.7,3.2,5.8,4.3,5,5.6,0.4,-2.1,10.5,3.9,1,2.2,3.5,3.3
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2,-2.2,0.9,-1.4,-1.9,-0.8,-5.2,9.4,-10,-3.2,-10.5,-33.2,-17,-22.1,-7.2,-23.8,-10.3,3.2,1.5,6.2,7.7,8.9,9.1,8.3,4.7,4.6,5.6,5.6,2.1,4.6,0.5,5.6,5.5,4.8,2.6
Tanzania,10,-0.4,-5.9,5.5,-0.2,-1.4,-0.3,-1.8,2.1,1.2,-3.9,6,3.2,2.4,0.6,9.5,0.9,2.1,-1.2,2.6,1.1,3.3,-0.1,-0.8,2.1,4.1,-0.2,-0.1,-1.6,-2,-3.9,-1.6,-3.3,-0.5,-3.2,0.2,1.8,0.9,0.3,0.6,2.8,0.6,0.8,-0.8,0.3,2.4,1.1,0.8,1.8,1.8,2.9,4,3.7,4.7,4.3,3.7,4.1,3.7,1.1,3,6.3,2.1,5.1,4.3,4.1
Thailand,3.9,2.4,7.6,-3.9,5.2,-1.6,-2.1,0.4,8.6,8.7,2,4.5,4.8,3.6,4.7,8,5.2,5.1,4.8,3.6,1.8,1.4,7.2,1.9,2.6,6.8,7.6,7.7,3.1,2.3,3.9,3.4,3.7,4,3,3.9,7.9,11.7,10.6,9.7,7,7.8,7.3,6.7,6.8,4.6,-3.8,-8.6,3.6,3.6,2.6,5.3,6.4,5.6,3.6,4.3,4.9,1.1,-1.3,7,0.2,6.6,2.5,0.3,2.8
"Trinidad and Tobago",6,1.2,0.3,-1,10.3,17.2,5.7,4.9,2.4,8.9,1.9,2.2,3.1,1.2,3.4,2.9,1.3,4.9,2.8,4.4,0.3,4.3,0.7,4.2,0.7,8,4.6,9.9,2.9,6.3,2.9,-7.5,-9.5,4.1,-5.7,-4.8,-5.9,-4.9,-1.6,1,2.3,-1.9,-1.6,3.6,4,7.2,7.9,8.3,8.3,7.1,4.4,8.2,14.7,8.2,5.6,14.6,4.6,3.5,-4.3,0.3,-2.5,1.3,1.7,1.2,1.3
Tunisia,-0.8,10.3,2,0.4,-6.8,5.1,-5.3,11.4,-5.8,10.3,6.9,-3.9,12.8,2.1,4,0.1,-3,8.1,1.4,3.8,8.5,15.4,-2.9,5.5,4.4,5,0.9,4.2,4.1,4.7,2.9,-2.4,2.8,0.9,3.1,-3.9,4.2,-2,1.7,5.9,2,5.9,0.4,1.5,0.8,5.7,4.1,3.7,4.9,3.2,3.7,0.6,4.4,4.9,3,4.6,5.2,3.4,2.1,1.9,-2.9,2.9,1.3,1.5,1.4
Turkey,9.9,9.1,8.3,-5.5,5,0.2,4.6,1.3,1.3,-0.2,-1.2,3.4,6.8,1.7,0.3,9.2,2.2,4.4,2.9,2.5,6.6,4,1.9,5.4,6.3,6.2,2.1,0.7,-2.9,-2.7,1.6,2.3,1.1,3.2,2.7,4.7,6.4,1.8,-0.9,7.1,-1,4,6.1,-7.1,5.3,5.2,5.7,1.4,-4.9,5.1,-7.2,4.5,3.7,7.7,6.8,5.4,3.2,-0.7,-6.1,7.8,7.4,0.9,2.9,1.7,1.8
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.4,-0.6,-3.4,-2,0.3,-0.2,6.6,-10.4,-2,-6.9,-16.9,-0.8,-19.1,-8.9,5.1,-12.6,5.5,14.8,4,3,-1,2.1,3.8,11.7,9.7,9.8,13.4,4.9,8,11.8,9.8,8.9,8.9,8.5
"Soviet Union",-1.3,4.7,2.6,3.1,6.7,7.7,0.3,5.6,-2.9,7.5,3.9,1,-3.7,11.4,4.4,3.7,3.3,4.8,0.4,6.7,1.7,-0.4,7.4,1.9,-0.7,3.7,1.4,1.6,-1.3,-0.7,0.1,1.6,2.3,0.3,1.75,3.2,0.4,1.3,1,-3.1,-6.8,-14.8,-9.9,-13.8,-5.2,-2.8,2.1,,,,,,,,,,,,,,,,,,
Uganda,-6.5,3.4,1.6,-4,3.7,2.7,1.5,-2.1,2.2,1.8,-3.8,1.1,8.3,4.5,-0.8,3.1,2.3,-0.5,7.7,-1.5,0.2,-1.5,-2.5,-2.1,-4.6,-1.8,-1.1,-7.9,-13.1,-5.6,1.3,5.3,4.3,-11.4,-1.4,-3.2,2.2,2.9,3.1,0.3,2,1,3.2,6.8,6.3,3.3,2.4,6.4,3,1.1,5.4,3.7,2.8,2.4,6.5,3.6,4.7,7.1,2,6.2,1,1.05,1.1,1.5,2.9
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.7,4,2,-0.9,0.2,2.6,0.6,3.9,-4.7,-8.9,-10.2,-14.2,-22.6,-11.5,-9.3,-2.1,-1.1,0.8,6.9,10.4,6.2,10.5,13,3.5,8.1,8.7,3,-14.2,4.8,5.8,0.9,0.6,-5.1,-4.4
"United Arab Emirates",5.8,3.2,6.8,8,-1,3.5,-0.5,0.4,5.2,4.7,3.3,4.6,3.2,2.6,1.9,1.2,0.5,-0.9,-3.3,-3.7,1,0.65,0.3,14.3,-10.5,0.5,2.7,-14.3,10,11.7,-3.9,-13.7,-10.6,-1.8,-8,-25.8,-2.1,-5.9,4.2,5.6,-4.9,-2.7,-4.7,2.3,2.1,0.1,2.8,-3.7,-1,6.5,-3.7,-2.5,3.7,4.6,0.3,5.2,-1,-0.8,-8.7,-2,1.4,1.4,2.1,1.4,0.5
"United Kingdom",2.7,-0.5,3.6,3.7,3.3,0.8,1.1,-0.6,3.4,4.9,2.4,0.1,3.2,4.6,1.9,1.4,1.7,3.6,1.4,2,1.6,3.2,6.5,-1.4,-0.1,2.3,2.2,3.6,2.6,-1.8,-1.4,1.6,3.5,2.4,3.2,4.1,4.4,4.7,1.9,0.1,-1.5,0.2,2.4,3.8,2.2,2.4,2.3,3.2,2.7,3.4,2.3,2.1,3.9,1.9,2.2,2.4,1.9,-1,-4.9,1.3,1.1,0.1,1.1,2.3,1.8
"United States",5.8,2,2.9,-2.4,5.2,0.2,0.1,-2.7,5.6,0.9,0.6,4.4,2.8,4.3,5.1,5.3,1.4,3.7,2.1,-1,1.8,4.2,4.7,-1.2,-1.3,4.2,3.5,4.6,2.3,-1.1,1.5,-2.8,3.2,6.4,3,2.5,2.6,3.3,2.5,0.6,-1.4,2.1,1.4,2.8,1.5,2.6,3.2,3.2,3.5,2.9,1.85,0.8,1.9,2.8,2.4,1.7,0.8,-1.2,-3.6,1.7,0.9,1.6,1.4,1.6,1.5
Uruguay,6.3,5,3.7,4.9,-0.7,0.2,-0.5,1.3,-10,2.1,1.5,-3.5,-0.8,0.8,1.6,2.4,-5.1,0.6,5.1,3.9,-1,-3.6,0.6,3,5.7,3.4,0.5,4.6,5.5,5.5,4.9,-13.1,-6.5,-1.7,1.3,8.2,7.3,-0.6,0.6,0.2,3.1,7.5,2.3,6.8,-1.9,5.1,4.5,4,-3.2,-1.8,-3.7,-11.3,1.9,11.6,6.4,3.9,6.3,6.9,2.1,8.2,7.1,3.4,4.1,3.2,2.5
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9,1,-6.3,-0.1,-3.9,-3.2,6.3,-0.1,-4.3,-3,-13.5,-4.6,-7.2,-2.9,-0.3,3.3,2.6,2.8,2.4,2.8,2.7,3,6.6,5.9,6.2,8.4,7.9,7.1,7.5,7.3,7.2,7,7,6.8
Venezuela,2.7,4.3,-0.4,5.8,3.9,4.3,10.2,-2.4,1.8,-3.5,-6.7,0.6,0.8,4.7,2.9,-1.7,2.5,3.3,0.1,4,-2.1,-1.9,3.7,-1.1,-0.3,4.4,2.9,-0.8,-2.2,-7.1,-2.9,-4.9,-6.5,-1.4,-1.2,2.4,0.9,3.1,-10.9,2.7,7.1,3.7,-1.9,-4.4,1.9,-2.1,4.5,-1.4,-7.5,2.1,1.9,-10.2,-9.1,16.6,8.7,8.3,7.2,3.7,-4.6,-3,2.6,4.1,-0.1,-6.5,-6.3
Vietnam,2.8,2.6,2.7,2.8,2.5,1.8,1.5,1.2,0.8,0.9,1.6,9,-0.3,1.5,-2.1,-2,-15,-4.3,5.7,-0.5,2.6,6.4,4.2,-6.3,-9.4,14,1.1,-1.5,-1.3,-4.8,1.3,5.7,3.1,6.5,3.6,0.6,1.3,3.7,2,2.9,3.8,6.6,6.1,6.9,7.7,7.6,6.6,4.3,3.4,5.4,5.5,5.7,6,6.4,7.1,5.7,5.8,4.4,4.2,5.2,5.1,4.1,4.1,4.6,5.1
"West Germany",8.6,8.5,7.8,6.6,10.9,6.4,4.6,3.1,6.6,7.6,3.1,3.4,1.8,5.6,4.2,1.9,-0.5,5.2,6.4,4.1,1.9,3.6,4.4,0.1,-1,5.9,3.1,3.1,4,0.7,-0.1,-0.9,2.1,3.2,2.3,2.3,1.5,3.1,2.6,3.3,4.1,0.5,-3,1.6,0.4,0.6,1.9,,,,,,,,,,,,,,,,,,
Yemen,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.5,0.6,0.6,0.9,0.5,0.8,1.1,1.1,0.9,1.2,18.2,15,5.7,9.7,3.4,5.2,12.3,7.9,5.5,2.7,-2.2,3.2,-1.1,2.8,0.9,-3.7,-0.9,0.8,0.9,0.1,-3.4,-3.3,1.1,0.2,-1.4,13.2,17,2.2,1.6,1.4,4.4,2.8,1.9,2.7,1.6,2,1.5,0.4,1,1.1,2.7,-15.3,-1,1.8,-2.9,-4.7
Yugoslavia,2.6,-9,13.4,4.2,5,-3.1,15.7,3.3,11.2,5.3,3.5,0.9,9.3,8.6,1.7,4.4,0.8,1.3,10.3,4,10.6,2.5,2.5,11.9,-0.9,2.1,6.3,4.6,6,4.2,1.2,0.1,0.3,2,0.3,3.6,-1.6,-1.8,-1.7,-8.8,-13.6,-18.2,-15.7,4.2,5.4,9.8,10,,,,,,,,,,,,,,,,,,
Zambia,4,4,3.9,3.9,-4.7,9.2,1.8,-5.1,17.9,4.9,-2.3,-3.5,-0.4,10.5,15.2,-7.9,4.8,-1.4,-3.3,1.6,-2.9,6,-3.9,4.9,-6.6,2.9,-7.6,-2.3,-5.9,-1.55,2.8,-6.3,-5.6,-3.8,-1.6,-2.8,-0.9,2.9,-2,5.8,-4.6,-4.4,4,-11,-4.9,3.9,0.4,-4.6,-0.6,0.6,1.7,0.6,2.6,2.9,2.7,3.4,3.3,2.8,3.5,4.6,3.8,4.3,3.5,2.4,3.4
Zimbabwe,3,0.4,4.9,1.7,4.7,10.3,3.6,-1.9,2.1,1.4,1.9,-1.7,-4,5.8,3.2,-1.6,4.9,-1.5,8.7,18.1,5.5,5.2,0.6,-0.3,-1.8,-3.2,-10,0.9,-1.7,7,8.6,-0.2,-2.2,-5.6,3,-1,-4.9,5.4,3.2,-0.9,2.7,-9.5,-0.3,4.8,-0.5,8.2,0.1,-0.7,-4.6,-8.8,-0.6,-5.9,-7.1,-3,-3.3,-2.8,-2.4,-4,55,8.9,7.9,5.9,2.35,-1.2,-0.2
