Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Latvia,,,,,,,,,,,,0.4,0.375,0.35,0.325,0.3,
Lebanon,,0.5,0.5625,0.625,0.6875,0.75,0.8125,0.875,0.9375,1,,,,,,,
Lithuania,,,,,,,,,1,0.8,0.6,0.4,0.2,,,,
Luxembourg,,,,,,,0.71,0.6525,0.595,0.5375,0.48,,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,0.75,0.7329,0.7157,0.6986,0.6814,0.6643,0.6471,0.63,
Malaysia,,,,0.44,,,,,,,,,,,,,
Malta,,,,,,,,,,,,0.86,,,,,
Mexico,,,,,,,,,,,,0.1,,,,,
Moldova,,,,,,,,,0.32,0.21,0.1,,,,,,
Montenegro,,,,,,,,,,,,0.86,0.87,0.88,0.89,0.9,
Netherlands,,,,,,,,,,1.4,1.62,1.84,2.06,2.28,2.5,,
"New Zealand",,,,,,,,,2.6,2.48,2.36,2.24,2.12,2,,,
Nicaragua,,,,,,,0.01,,,,,,,,,,
Norway,,,,,,,,,,,,,,,0.1,0.6,
Panama,,,,0.4,0.37,0.34,0.31,0.28,0.25,0.22,0.19,0.16,0.13,0.1,0.07,0.04,
Paraguay,,,,,,0.09,,,,,,,,,,,
Peru,,,,,,,0.04,0.04,0.04,0.04,0.04,,,,,,
Philippines,,,,,0.18,0.25,0.32,0.39,0.46,0.53,0.6,0.67,0.74,,,,
Poland,,,,,,,,,,,,,0.1,0.2,0.3,,
Portugal,,,,,,,,0.4,0.38,0.36,0.34,0.32,0.3,,,,
"Puerto Rico",,,,,,0.42,,,,,,,,,,,
Romania,,,,,,,,,,,0.2,0.2333,0.2667,0.3,,,
Russia,,,,,,,,0.68,,,,,,,,,
"Saint Lucia",,,,,,,,,,,0.17,,,,,,
Serbia,,,,,,,,,0.63,0.5417,0.4533,0.365,0.2767,0.1883,0.1,,
Slovakia,,,,,,,,,,,0.46,0.488,0.516,0.544,0.572,0.6,
Slovenia,,,,,,,,,0.46,0.42,0.38,0.34,0.3,,,,
"South Africa",,,,,0.4,0.3871,0.3743,0.3614,0.3486,0.3357,0.3229,0.31,,,,,
Spain,,,,,,,,,,,,0.7,0.7,0.7,,,
Suriname,,,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,
Sweden,,,,,,,,0.25,0.1,,,,,,,,
Switzerland,,,,,,,,,,,,,,0.22,0.265,0.31,
Taiwan,,,,,,0.52,,,,,,,,,,,
Thailand,,,,,,,,0.3,,,,,,,,,
"Trinidad and Tobago",,,,,,,0.13,0.1325,0.135,0.1375,0.14,,,,,,
Turkey,,,,0.26,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,0.93,0.84,0.75,0.66,0.57,
"England and Wales",,,,,,,,,,,,,,,1.7,1.5,
"Northern Ireland",,,,,,,,,,,,1.1,1,0.9,0.8,,
Scotland,,,,,,,,,,,,,1.7,1.7,1.7,,
"United States",,,,,,,,,,,,,,,1.1,1.2,
Uruguay,,,,,,,,,,,,0.2,0.2667,0.3333,0.4,,
Venezuela,,,,,,0.04,0.055,0.07,0.085,0.1,0.115,0.13,,,,,
Vietnam,,,,0.22,,,,,,,,,,,,,
Zambia,,,,0.3,,,,,,,,,,,,,
