Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Indonesia,560,576,266,266,266,266,266,259,259,253.5,234,221
Iran,344,344,344,344,344,344,344,344,344,344,344,344
Iraq,312,312,312,312,312,312,312,312,312,312,312,312
Ireland,76,76,76,76,76,76,76,80,80,80,82,82
Israel,230,230,230,230,230,235,235,235,235,235,235,235
Italy,340,340,340,314,314,285,285,269,269,269,269,240
Jamaica,324,324,324,324,324,324,324,278,278,278,280,268
Japan,315,350,350,355,355,355,221,221,221,221,204,175
Jordan,136,136,136,136,136,136,145,145,145,145,145,145
Kazakhstan,261,261,261,261,261,261,178,178,178,178,178,178
Kenya,384,444,444,429,429,405,405,352,319.5,213.5,213.5,195.5
Kiribati,120,120,120,120,120,120,120,120,120,120,156,168
"South Korea",290,290,290,250,250,250,225,207,187,187,188,188
Kosovo,,,,,163,163,164,164,161.5,155,155,155
Kuwait,98,98,98,98,98,98,98,98,98,98,98,98
Kyrgyzstan,222,222,222,222,222,222,230,226,226,225,225,225
Laos,672,672,672,560,362,362,362,362,362,362,362,362
Latvia,280,280,239,239,239,253,250,224,224,193,193,168.5
Lebanon,180,180,180,180,180,180,180,180,180,183,183,181
Lesotho,564,564,342,324,324,324.3,324,324,324,324,324,324
Liberia,,150,150,150,150,150,150.5,150.5,143,143,139.5,139.5
Libya,,,,,,,,889,889,889,889,889
Lithuania,166,166,166,166,166,175,175,175,175,171,171,171
Luxembourg,,59,59,59,59,59,59,59,55,55,55,55
"Macedonia (F.Y.R.O.M.)",192,192,192,150,150,119,119,119,119,119,119,119
Madagascar,400,304,238,238,201,201,201,201,183,183,183,183
Malawi,370,370,370,292,157,157,157,174.5,174.5,174.5,174.5,177.5
Malaysia,190,190,166,145,145,145,133,133,133,133,118,164
Maldives,,,,,,,,252,413,413,394.5,405.5
Mali,270,270,270,270,270,270,270,270,270,270,270,270
Malta,,,,,,,139,139,139,139,139,139
"Marshall Islands",128,128,128,128,128,128,128,128,128,120,120,120
Mauritania,696,696,696,696,696,696,696,696,696,734,734,724
Mauritius,161,161,161,161,161,161,161,161,152,152,152,152
Mexico,560,560,485,548.9,516.5,404,347,337,334,334,286,286
Micronesia,128,128,128,128,128,128,128,128,128,128,128,128
Moldova,234,232,234,234,228,228,228,220,181,185,186,181
Mongolia,204,204,204,204,192,192,192,192,192,148,148,148
Montenegro,,372,372,372,372,372,372,320,320,320,314,300
Morocco,358,358,358,358,358,358,238,238,232,232,211,211
Mozambique,230,230,230,230,230,230,230,230,230,230,217,200
"Burma (Myanmar)",,,,,,,,240.5,240.5,240.5,274,282
Namibia,339,339,339,339,339,339,339,314,314,314,302,302
Nepal,408,408,408,408,338,338,326,326,334,334,334,339
Netherlands,250,250,180,180,164,131,124,124,120,120,120,119
"New Zealand",172,172,172,172,172,172,172,152,152,152,152,152
Nicaragua,240,240,240,240,240,222,207,207,207,207,207,201
Niger,270,270,270,270,270,270,270,270,270,270,270,270
Nigeria,1120,1120,1120,938,938,938,938,956,907.9,907.9,907.9,907.9
Norway,87,87,87,87,87,87,87,87,83,83,83,83
Oman,52,52,62,62,62,62,62,62,68,68,68,68
Pakistan,560,560,560,560,560,560,307,307,307,307,307,311.5
Palau,128,128,128,128,128,128,128,142,142,142,142,142
Panama,560,560,482,482,482,482,482,431,417,417,417,417
"Papua New Guinea",205.5,205.5,205.5,193.5,193.5,194,194,207,207,207,207,207
Paraguay,328,328,328,328,328,311,387,387,384,378,378,378
Peru,424,424,424,424,380,380,309,293,293,293,260,260
Philippines,195,195,195,195,195,195,195,193,193,193,191,185.6
Poland,420,420,420,420,397,327,298,288,288,288,271,271
Portugal,328,328,328,328,328,298,275,275,275,275,275,243
"Puerto Rico",140,140,140,218,218,218,218,218,218,218,218,218
Qatar,,,36,36,36,36,36,48,41,41,41,41
Romania,192,195,204,204,204,230,224,218,202,161,161,161
Russia,448,448,448,448,320,320,290,177,177,168,168,168
Rwanda,168,168,168,160,160,148,148,134,123,119,109,124
"Saint Thomas and Principe",424,424,424,424,424,424,424,424,424,424,424,424
Samoa,224,224,224,224,224,224,224,224,224,224,224,224
"San Marino",,,,,,,,52,52,52,52,52
"Saudi Arabia",69,79,79,79,79,79,79,72,72,64,64,67
Senegal,696,696,696,666,666,666,666,666,644,620,620,441
Serbia,279,279,279,279,279,279,279,279,279,279,244.3,225.5
Seychelles,76,76,76,76,76,76,76,76,76,88,85,85
"Sierra Leone",383,383,383,383,341,341,341,341,337,337,337,343
Singapore,49,49,49,84,85.5,85.5,85.5,83.5,83.5,83.5,83.5,66.5
Slovakia,325,325,325,325,257,257,231,207,207,207,188,192
Slovenia,260,246,246,246,246,245,245,245,245,245,245,245
"Solomon Islands",80,80,80,80,80,80,80,80,80,80,80,80
Somalia,,,,,,,,,,,NA,NA
"South Africa",346,346,346,196,196,196,197,198,198,198,198,203
"South Sudan",,,,,,,,218,218,218,210,210
Spain,298,298,298,234,213,197,187,167,167,167,158,152
"Sri Lanka",268,268,268,268,268,268,268,266,221.5,179,179,179
"Saint Kitts and Nevis",172,172,172,172,154.5,155,203,203,203,203,203,203
"Saint Lucia",71,71,71,61,92,92,92,92,96.5,110,110,110
"Saint Vincent and Grenadines",76,76,76,116.8,110.8,111,111,111,108,108,108,108
Sudan,180,180,180,180,180,180,180,180,180,180,180,180
Suriname,199,199,199,199,199,199,199,199,199,199,199,199
Swaziland,116,116,116,116,116,116,116,116,122,122,122,122
Sweden,122,122,122,122,122,122,122,122,122,122,122,122
Switzerland,63,63,63,63,63,63,63,63,63,63,63,63
Syria,336,336,336,336,336,336,336,336,336,336,336,336
Taiwan,340,340,340,340,280.5,269,245,221,221,221,221,221
Tajikistan,296,296,296,296,296,296,296,296,296,281,276,258
Tanzania,172,172,172,172,172,172,172,172,185,181,183,195
Thailand,264,264,264,264,264,264,264,264,264,264,264,266
"Timor Leste",640,640,640,640,276,276,276,276,276,276,276,276
Togo,270,270,270,270,270,270,270,270,270,270,270,216
Tonga,164,164,164,164,164,164,164,164,182,200,200,200
"Trinidad and Tobago",210,210,210,210,210,210,210,210,210,210,210,210
Tunisia,268,268,268,228,228,144,144,144,144,144,144,144
Turkey,254,254,223,223,223,226,226,226,226,226,226,216.5
Uganda,237,237,237,222,161,161,213,213,209,209,209,195
Ukraine,2079,2079,2079,854,730,651,657,488,386,346,346,355.5
"United Arab Emirates",12,12,12,12,12,12,12,12,12,12,12,12
"United Kingdom",105,105,105,105,110,110,110,110,110,110,110,110
"United States",325,325,325,187,187,187,187,175,175,175,175,175
Uruguay,304,304,304,336,336,336,336,310,310,312,277,271
Uzbekistan,196,196,196,205.2,205.2,205,205,205,205,192.5,192.5,192.5
Vanuatu,120,120,120,120,120,120,120,120,120,120,120,120
Venezuela,864,864,864,864,864,864,864,792,792,792,792,792
Vietnam,1050,1050,1050,1050,1050,941,941,872,872,872,770,540
"West Bank and Gaza",170,170,170,170,170,170,170,170,170,162,162,162
Yemen,248,248,248,248,248,248,248,248,248,248,248,248
Zambia,183,183,183,183,183,183,183,183,183,177,191,185.5
Zimbabwe,216,216,256,256,270,242,242,242,242,242,242,242
