Country,2010,2011,2012,2013,2014,2015,2016
Kenya,64,59,64,65,67,70,76
Kosovo,20,39,42,45,57,53,54
Kuwait,67,49,56.25,63.5,70.75,78,74
Kyrgyzstan,31,46,43,47,41,55,46
Laos,53,53,51,49,,,
Latvia,34,34,40,35,38,33,28
Lebanon,57,52,50,50,49,42,46
Lesotho,,,69,68.5,68,67.5,67
Liberia,76,81,81,77,73,72,75
Libya,,,,,,79,
Lithuania,33,38,36,37,38,44,28
Luxembourg,41,47,41,44,31,35,37
"Macedonia (F.Y.R.O.M.)",,,,,,,49
Madagascar,18,18,21,25,27,28,27
Malawi,58,58,54,56,58,74,69
Malaysia,30,30,26,33,63,48,
Mali,44,40,55,42,45,59,50
Malta,40,44,43,46,43,47,45
Mauritania,55,51,43,42,36,37,39
Mauritius,,,43,42,41,40,39
Mexico,50,49,46,38,44,47,46
Moldova,,,,,,37,40
Mongolia,32,40,32,48,43,46,49
Montenegro,31,31,23,34,29,35,40
Morocco,44,58,42,47,56,54,43
Mozambique,35,35,36,41.6667,47.3333,53,
Namibia,49,49,,,,,
Nepal,36,40,25,50,52,46,44
Netherlands,46,51,51,57,54,55,51
"New Zealand",63,69,68,67,69,61,65
Nicaragua,39,38,36,40,43,42,38
Niger,57,48,47,49,57,47,45
Nigeria,61,71,57,66,63,68,69
"Northern Cyprus",,,,,65,59,53
Norway,45,45,49,53,52.5,52,49
Oman,,,72,,,,
Pakistan,20,47,42,51,48,44,49
"West Bank and Gaza",,,,,,,41
Panama,43,42,40,44,45,60,58
Paraguay,28,43,61,39,41,32,29
Peru,42,42,40,45,45,60,52
Philippines,48,57,58,60,57,55,51
Poland,35,45,36,37,35,42,37
Portugal,33,34,29,45,46,50,46
"Puerto Rico",55,55,,,,,
Qatar,53,69,71,73,,,
"South Korea",38,44,45,44,43,,
Romania,28,38,34,38,40,57,60
Russia,,,,,,35,30
Rwanda,21,21,20,27,37,36,44
"Saudi Arabia",45,49,44,58,69,73,71
Senegal,52,71,50,68,57,61,59
Serbia,21,29,29,31,35,28,21
"Sierra Leone",75,72,71,67,63,73,81
Singapore,35,33,24,24,37,50,41
Slovakia,31,33,31,30,32,32,33
Slovenia,40,48,44,45,47,52,40
Somalia,56,60,62,59,68,77,68
"South Africa",57,53,55,54,64,65,72
"South Sudan",,,,,,59,56
Spain,44,49,49,50,53,48,51
"Sri Lanka",50,55,55,54,56,61,
Sudan,69,70,67,63,,,
Suriname,,,,47,,,
Swaziland,,,58,,,,
Sweden,47,52,47,51,51,59,53
Switzerland,60,49,51.5,54,53.5,53,39
Syria,62,55,57,65,65,62,
Taiwan,,,,,,,54
Tajikistan,48,48,46,44,51,49,45
Tanzania,,,,,,64,53
Thailand,36,50,40,37,38,44,51
Togo,33,33,21,31.6667,42.3333,53,45
"Trinidad and Tobago",60,60,62,68.5,75,,
Tunisia,61,55,59,55,48,51,60
Turkey,35,40,31,34,38,,
Turkmenistan,62,62,56,53,56,49,43
Uganda,59,65,66,61,68,72,73
Ukraine,19,37,36,36,35,36,42
"United Arab Emirates",54,54,55,61.6667,68.3333,75,71
"United Kingdom",58,63,56,65,61,61,58
"United States",,,,,,73,73
Uruguay,43,38,39,55,51,61,59
Uzbekistan,41,51,54,50,58,67,55
Venezuela,37,40,38,45,30,40,45
Vietnam,32,31,46,38,52,55,37
Yemen,53,50,37,41,36,41,31
Zambia,59,61,69,63,71,67,69
Zimbabwe,53,52,60,49,48,52,66
