Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Tonga,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95
"Trinidad and Tobago",242.06,241.519,240.978,240.437,239.896,239.355,238.814,238.273,237.732,237.191,236.65,236.226,235.802,235.378,234.954,234.53,234.106,233.682,233.258,232.834,232.41,231.986,231.562,231.138,230.714,230.29,229.87,229.45,229.03,228.61,228.19
Tunisia,643.98,646.367,648.754,651.141,653.528,655.915,658.302,660.689,663.076,665.463,667.85,669.808,671.766,673.724,675.682,677.64,679.598,681.556,683.514,685.472,687.43,688.96,690.49,692.02,693.55,695.08,696.61,698.14,699.67,701.2,702.73
Turkey,19783.48,19819.967,19856.454,19892.941,19929.428,19965.915,20002.402,20038.889,20075.376,20111.863,20148.35,20241.823,20335.296,20428.769,20522.242,20615.715,20709.188,20802.661,20896.134,20989.607,21083.08,21192.524,21301.968,21411.412,21520.856,21630.3,21630.3,21752.46,21908.36,22064.36,22220.36
Turkmenistan,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127,4127
"Turks and Caicos",10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52
Tuvalu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uganda,3575.47,3534.218,3492.966,3451.714,3410.462,3369.21,3327.958,3286.706,3245.454,3204.202,3162.95,3121.697,3080.444,3039.191,2997.938,2956.685,2915.432,2874.179,2832.926,2791.673,2750.42,2709.168,2667.916,2626.664,2585.412,2544.16,2502.91,2461.66,2420.41,2379.15,2337.9
Ukraine,9274,9297.6,9321.2,9344.8,9368.4,9392,9415.6,9439.2,9462.8,9486.4,9510,9513.8,9517.6,9521.4,9525.2,9529,9532.8,9536.6,9540.4,9544.2,9548,9569.8,9591.6,9613.4,9635.2,9657,9664,9671,9678,9684,9690
"United Arab Emirates",245,251.443,257.886,264.329,270.772,277.215,283.658,290.101,296.544,302.987,309.43,310.217,311.004,311.791,312.578,313.365,314.152,314.939,315.726,316.513,317.3,317.3,317.3,317.3,317.3,317.3,317.3,317.3,317.3,317.3,317.3
"United Kingdom",2778,2795.6,2813.2,2830.8,2848.4,2866,2883.6,2901.2,2918.8,2936.4,2954,2964.5,2975,2985.5,2996,3006.5,3017,3027.5,3038,3048.5,3059,3078.2,3097.4,3116.6,3135.8,3155,3159,3164,3173,3182,3190
Tanzania,57390.01,57018.01,56646.01,56274.01,55902.01,55530.01,55158.01,54786.01,54414.01,54042.01,53670.01,53298.01,52926.01,52554.01,52182.01,51810.01,51438.01,51066.01,50694.01,50322.01,49950.01,49578.008,49206.006,48834.004,48462.002,48090,47621,47152,46683,46214,45745
"Virgin Islands (U.S.)",24.54,24.133,23.726,23.319,22.912,22.505,22.098,21.691,21.284,20.877,20.47,20.266,20.062,19.858,19.654,19.45,19.246,19.042,18.838,18.634,18.43,18.576,18.722,18.868,19.014,19.16,19.31,19.46,19.61,19.76,19.91
"United States",302450,302558.6,302667.2,302775.8,302884.4,302993,303101.6,303210.2,303318.8,303427.4,303536,304054.4,304572.8,305091.2,305609.6,306128,306646.4,307164.8,307683.2,308201.6,308720,308995,309270,309545,309820,310095,310095,309795,309795,309795,309795
Uruguay,798,855.1,912.2,969.3,1026.4,1083.5,1140.6,1197.7,1254.8,1311.9,1369,1405.23,1441.46,1477.69,1513.92,1550.15,1586.38,1622.61,1658.84,1695.07,1731.3,1769.04,1806.78,1844.52,1882.26,1920,1947,1968,1989,2010,2031
Uzbekistan,2549.37,2590.579,2631.788,2672.997,2714.206,2755.415,2796.624,2837.833,2879.042,2920.251,2961.46,3000.274,3039.088,3077.902,3116.716,3155.53,3194.344,3233.158,3271.972,3310.786,3349.6,3389.56,3429.52,3469.48,3509.44,3549.4,3586.3,3612.14,3637.98,3663.82,3689.66
Vanuatu,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3,442.3
Venezuela,52026,51738.5,51451,51163.5,50876,50588.5,50301,50013.5,49726,49438.5,49151,48986.4,48821.8,48657.2,48492.6,48328,48163.4,47998.8,47834.2,47669.6,47505,47340.6,47176.2,47011.8,46847.4,46683,46543.26,46428.18,46337.76,46272,46230.9
Vietnam,9375.96,9616.774,9857.588,10098.402,10339.216,10580.03,10820.844,11061.658,11302.472,11543.286,11784.1,11944.496,12104.892,12265.288,12425.684,12586.08,12746.476,12906.872,13067.268,13227.664,13388.06,13522.82,13657.58,13792.34,13927.1,14061.86,14377.68,14415.39,14491.29,14567.19,14643.09
"Wallis and Futuna",5.8,5.801,5.802,5.803,5.804,5.805,5.806,5.807,5.808,5.809,5.81,5.811,5.812,5.813,5.814,5.815,5.816,5.817,5.818,5.819,5.82,5.822,5.824,5.826,5.828,5.83,5.83,5.83,5.83,5.83,5.83
"Western Sahara",665.1,665.521,665.942,666.363,666.784,667.205,667.626,668.047,668.468,668.889,669.31,668.89,668.47,668.05,667.63,667.21,666.79,666.37,665.95,665.53,665.11,665.028,664.946,664.864,664.782,664.7,665.11,664.7,665.14,665.05,665.07
Yemen,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549
Zambia,47412,47376.2,47340.4,47304.6,47268.8,47233,47197.2,47161.4,47125.6,47089.8,47054,47018.2,46982.4,46946.6,46910.8,46875,46839.2,46803.4,46767.6,46731.8,46696,46507.82,46319.64,46131.46,45943.28,45755.1,45566.8,45378.67,45190.46,45002.24,44814.03
Zimbabwe,18826.68,18780.61,18734.54,18688.47,18642.4,18596.33,18550.26,18504.19,18458.12,18412.05,18365.98,18319.91,18273.84,18227.77,18181.7,18135.63,18089.56,18043.49,17997.42,17951.35,17905.28,17859.21,17813.14,17767.07,17721,17674.93,17628.86,17582.79,17536.72,17490.65,17444.58
