Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Aruba,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
Australia,133882.2,133675.39,133468.58,133261.77,133054.96,132848.15,132641.34,132434.53,132227.72,132020.91,131814.1,131587.3,131360.5,131133.7,130906.9,130680.1,130453.3,130226.5,129999.7,129772.9,129546.1,130255.78,130965.46,131675.14,132384.82,133094.5,134037.2,134017.4,134005.1,134005.1,134005.1
Austria,3775.67,3781.917,3788.164,3794.411,3800.658,3806.905,3813.152,3819.399,3825.646,3831.893,3838.14,3840.646,3843.152,3845.658,3848.164,3850.67,3853.176,3855.682,3858.188,3860.694,3863.2,3866.798,3870.396,3873.994,3877.592,3881.19,3884.79,3888.38,3891.97,3895.56,3899.15
Azerbaijan,944.74,948.988,953.236,957.484,961.732,965.98,970.228,974.476,978.724,982.972,987.22,991.747,996.274,1000.801,1005.328,1009.855,1014.382,1018.909,1023.436,1027.963,1032.49,1041.57,1050.65,1059.73,1068.81,1077.89,1087.48,1097.18,1108.71,1120.24,1131.77
Bahamas,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86,509.86
Bahrain,0.22,0.235,0.25,0.265,0.28,0.295,0.31,0.325,0.34,0.355,0.37,0.385,0.4,0.415,0.43,0.445,0.46,0.475,0.49,0.505,0.52,0.536,0.552,0.568,0.584,0.6,0.62,0.64,0.66,0.68,0.7
Bangladesh,1920.33,1920.33,1920.33,1920.33,1920.33,1920.33,1920.33,1920.33,1920.33,1920.33,1920.33,1917.131,1913.932,1910.733,1907.534,1904.335,1901.136,1897.937,1894.738,1891.539,1888.34,1887.352,1886.364,1885.376,1884.388,1883.4,1883.4,1883.4,1883.4,1883.4,1883.4
Barbados,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Belarus,7780,7829.3,7878.6,7927.9,7977.2,8026.5,8075.8,8125.1,8174.4,8223.7,8273,8308.7,8344.4,8380.1,8415.8,8451.5,8487.2,8522.9,8558.6,8594.3,8630,8630.7,8631.4,8632.1,8632.8,8633.5,8709.6,8724.1,8738.6,8753.1,8767.6
Belgium,677.4,676.39,675.38,674.37,673.36,672.35,671.34,670.33,669.32,668.31,667.3,669.557,671.814,674.071,676.328,678.585,680.842,683.099,685.356,687.613,689.87,689.756,689.642,689.528,689.414,689.3,689.3,689.3,689.3,689.3,689.3
Belize,1600.03,1585.957,1571.884,1557.811,1543.738,1529.665,1515.592,1501.519,1487.446,1473.373,1459.3,1452.509,1445.718,1438.927,1432.136,1425.345,1418.554,1411.763,1404.972,1398.181,1391.39,1379.678,1367.966,1356.254,1344.542,1332.83,1321.68,1310.52,1299.37,1288.21,1277.05
Benin,4835.15,4765.15,4695.15,4625.15,4555.15,4485.15,4415.15,4345.15,4275.15,4205.15,4135.15,4085.15,4035.15,3985.15,3935.15,3885.15,3835.15,3785.15,3735.15,3685.15,3635.15,3585.15,3535.15,3485.15,3435.15,3385.15,3335.15,3285.15,3235.15,3185.15,3135.15
Bermuda,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bhutan,2506.72,2516.648,2526.576,2536.504,2546.432,2556.36,2566.288,2576.216,2586.144,2596.072,2606,2615.929,2625.858,2635.787,2645.716,2655.645,2665.574,2675.503,2685.432,2695.361,2705.29,2707.268,2709.246,2711.224,2713.202,2715.18,2717.16,2719.14,2721.12,2723.1,2725.08
Bolivia,57804.72,57534.387,57264.054,56993.721,56723.388,56453.055,56182.722,55912.389,55642.056,55371.723,55101.39,54899.852,54698.314,54496.776,54295.238,54093.7,53892.162,53690.624,53489.086,53287.548,53086.01,52874.252,52662.494,52450.736,52238.978,52027.22,51750.68,51492.22,51253.24,51033.76,50833.76
"Bosnia and Herzegovina",2210,2200.165,2190.33,2180.495,2170.66,2160.825,2150.99,2141.155,2131.32,2121.485,2111.65,2110.751,2109.852,2108.953,2108.054,2107.155,2106.256,2105.357,2104.458,2103.559,2102.66,2114.228,2125.796,2137.364,2148.932,2160.5,2176.51,2187.91,2187.91,2187.91,2187.91
Botswana,18803.7,18685.4,18567.1,18448.8,18330.5,18212.2,18093.9,17975.6,17857.3,17739,17620.7,17502.4,17384.1,17265.8,17147.5,17029.2,16910.9,16792.6,16674.3,16556,16437.7,16319.4,16201.1,16082.8,15964.5,15846.2,15727.9,15609.6,15491.3,15373,15254.7
Brazil,588898,585117.06,581336.12,577555.18,573774.24,569993.3,566212.36,562431.42,558650.48,554869.54,551088.6,547137.81,543187.02,539236.23,535285.44,531334.65,527383.86,523433.07,519482.28,515531.49,511580.7,510041.52,508502.34,506963.16,505423.98,503884.8,502082.1,500091.6,499051.4,497798.5,496619.6
"British Virgin Islands",3.71,3.706,3.702,3.698,3.694,3.69,3.686,3.682,3.678,3.674,3.67,3.667,3.664,3.661,3.658,3.655,3.652,3.649,3.646,3.643,3.64,3.636,3.632,3.628,3.624,3.62,3.62,3.62,3.62,3.62,3.62
Brunei,413,411.4,409.8,408.2,406.6,405,403.4,401.8,400.2,398.6,397,395.3,393.6,391.9,390.2,388.5,386.8,385.1,383.4,381.7,380,380,380,380,380,380,380,380,380,380,380
Bulgaria,3327,3331.8,3336.6,3341.4,3346.2,3351,3355.8,3360.6,3365.4,3370.2,3375,3411.2,3447.4,3483.6,3519.8,3556,3592.2,3628.4,3664.6,3700.8,3737,3756.2,3775.4,3794.6,3813.8,3833,3841,3854,3867,3880,3893
"Burkina Faso",7716.6,7666.59,7616.58,7566.57,7516.56,7466.55,7416.54,7366.53,7316.52,7266.51,7216.5,7166.5,7116.5,7066.5,7016.5,6966.5,6916.5,6866.5,6816.5,6766.5,6716.5,6666.48,6616.46,6566.44,6516.42,6466.4,6416.4,6366.4,6316.4,6266.4,6216.4
Burundi,276.48,268.226,259.972,251.718,243.464,235.21,226.956,218.702,210.448,202.194,193.94,193.94,193.94,193.94,193.94,193.94,193.94,193.94,193.94,193.94,193.94,211.08,228.22,245.36,262.5,279.64,279.64,279.64,279.64,279.64,279.64
"Cape Verde",15.38,17.814,20.248,22.682,25.116,27.55,29.984,32.418,34.852,37.286,39.72,40.02,40.32,40.62,40.92,41.22,41.52,41.82,42.12,42.42,42.72,43.02,43.32,43.62,43.92,44.22,44.52,44.82,45.12,45.42,45.72
Cambodia,11004.79,10982.411,10960.032,10937.653,10915.274,10892.895,10870.516,10848.137,10825.758,10803.379,10781,10761.823,10742.646,10723.469,10704.292,10685.115,10665.938,10646.761,10627.584,10608.407,10589.23,10240.748,9892.266,9543.784,9195.302,8846.82,8691.13,8535.44,8379.75,8224.06,8068.37
Cameroon,22500,22409.749,22319.498,22229.247,22138.996,22048.745,21958.494,21868.243,21777.992,21687.741,21597.49,21527.789,21458.088,21388.387,21318.686,21248.985,21179.284,21109.583,21039.882,20970.181,20900.48,20844.48,20788.48,20732.48,20676.48,20620.48,20564.48,20508.48,20452.48,20396.48,20340.48
Canada,348272.93,348225.834,348178.738,348131.642,348084.546,348037.45,347990.354,347943.258,347896.162,347849.066,347801.97,347753.994,347706.018,347658.042,347610.066,347562.09,347514.114,347466.138,347418.162,347370.186,347322.21,347280.91,347239.61,347198.31,347157.01,347115.71,347076.04,347039.05,347002.07,346965.08,346928.1
"Cayman Islands",13.13,13.11,13.09,13.07,13.05,13.03,13.01,12.99,12.97,12.95,12.93,12.909,12.888,12.867,12.846,12.825,12.804,12.783,12.762,12.741,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.81,12.72,12.72
"Central African Republic",23203,23173,23143,23113,23083,23053,23023,22993,22963,22933,22903,22873,22843,22813,22783,22753,22723,22693,22663,22633,22603,22573,22543,22513,22483,22453,22423,22393,22363,22333,22303
Chad,6730,6692.3,6654.6,6616.9,6579.2,6541.5,6503.8,6466.1,6428.4,6390.7,6353,6270.7,6188.4,6106.1,6023.8,5941.5,5859.2,5776.9,5694.6,5612.3,5530,5402,5274,5146,5018,4890,4769,4651,4535,4422,4313
Chile,15246.05,15303.151,15360.252,15417.353,15474.454,15531.555,15588.656,15645.757,15702.858,15759.959,15817.06,15907.88,15998.7,16089.52,16180.34,16271.16,16361.98,16452.8,16543.62,16634.44,16725.26,16899.424,17073.588,17247.752,17421.916,17596.08,17719.01,17841.94,17964.87,18087.8,18210.7
China,157140.59,159126.586,161112.582,163098.578,165084.574,167070.57,169056.566,171042.562,173028.558,175014.554,177000.55,179361.533,181722.516,184083.499,186444.482,188805.465,191166.448,193527.431,195888.414,198249.397,200610.38,202547.154,204483.928,206420.702,208357.476,210294.25,212459.87,214339.47,216219.04,218098.61,219978.18
Colombia,64958.14,64735.876,64513.612,64291.348,64069.084,63846.82,63624.556,63402.292,63180.028,62957.764,62735.5,62542.729,62349.958,62157.187,61964.416,61771.645,61578.874,61386.103,61193.332,61000.561,60807.79,60673.164,60538.538,60403.912,60269.286,60134.66,59959.49,59739.77,59540.48,59341.2,59141.91
Comoros,46.06,45.622,45.184,44.746,44.308,43.87,43.432,42.994,42.556,42.118,41.68,41.242,40.804,40.366,39.928,39.49,39.052,38.614,38.176,37.738,37.3,36.862,36.424,35.986,35.548,35.11,34.67,34.23,33.8,33.36,32.92
"Congo (Brazzaville)",22315,22303,22291,22279,22267,22255,22243,22231,22219,22207,22195,22183,22171,22159,22147,22135,22123,22111,22099,22087,22075,22063,22051,22039,22027,22015,22003,21991,21976,21961,21946
"Cook Islands",14.91,14.976,15.042,15.108,15.174,15.24,15.306,15.372,15.438,15.504,15.57,15.572,15.574,15.576,15.578,15.58,15.582,15.584,15.586,15.588,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59,15.59
"Costa Rica",2907.4,2902.382,2897.364,2892.346,2887.328,2882.31,2877.292,2872.274,2867.256,2862.238,2857.22,2858.618,2860.016,2861.414,2862.812,2864.21,2865.608,2867.006,2868.404,2869.802,2871.2,2887.566,2903.932,2920.298,2936.664,2953.03,2969.4,2985.77,3002.13,3018.5,3034.87
"Ivory Coast",7850.86,7575.219,7299.578,7023.937,6748.296,6472.655,6197.014,5921.373,5645.732,5370.091,5094.45,4981.563,4868.676,4755.789,4642.902,4530.015,4417.128,4304.241,4191.354,4078.467,3965.58,3852.694,3739.808,3626.922,3514.036,3401.15,3288.26,3175.37,3062.48,2949.6,2836.71
Croatia,1850,1853.5,1857,1860.5,1864,1867.5,1871,1874.5,1878,1881.5,1885,1888.5,1892,1895.5,1899,1902.5,1906,1909.5,1913,1916.5,1920,1920.4,1920.8,1921.2,1921.6,1922,1924.12,1931.61,1934.11,1936.61,1939.11
Cuba,2058,2095.7,2133.4,2171.1,2208.8,2246.5,2284.2,2321.9,2359.6,2397.3,2435,2484.7,2534.4,2584.1,2633.8,2683.5,2733.2,2782.9,2832.6,2882.3,2932,2982.4,3032.8,3083.2,3133.6,3184,3241,3242,3242,3242,3242
Curacao,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Cyprus,161.11,162.16,163.21,164.26,165.31,166.36,167.41,168.46,169.51,170.56,171.61,171.733,171.856,171.979,172.102,172.225,172.348,172.471,172.594,172.717,172.84,172.814,172.788,172.762,172.736,172.71,172.61,172.59,172.57,172.55,172.53
"Czech Republic",2629.42,2630.207,2630.994,2631.781,2632.568,2633.355,2634.142,2634.929,2635.716,2636.503,2637.29,2639.299,2641.308,2643.317,2645.326,2647.335,2649.344,2651.353,2653.362,2655.371,2657.38,2659.582,2661.784,2663.986,2666.188,2668.39,2669.85,2671.66,2673.47,2675.28,2677.09
"North Korea",6912.03,6866.296,6820.562,6774.828,6729.094,6683.36,6637.626,6591.892,6546.158,6500.424,6454.69,6433.46,6412.23,6391,6369.77,6348.54,6327.31,6306.08,6284.85,6263.62,6242.39,6221.16,6199.93,6178.7,6157.47,6136.24,6115.01,6093.78,6072.55,6051.32,6030.09
"Congo (Kinshasa)",150629,149956,149283,148610,147937,147264,146591,145918,145245,144572,143899,143226,142553,141880,141207,140534,139861,139188,138515,137842,137169,136067.624,134966.248,133864.872,132763.496,131662.12,130560.74,129459.37,128357.99,127256.61,126155.24
Denmark,531.44,535.456,539.472,543.488,547.504,551.52,555.536,559.552,563.568,567.584,571.6,573.089,574.578,576.067,577.556,579.045,580.534,582.023,583.512,585.001,586.49,594.128,601.766,609.404,617.042,624.68,624.66,625.6,626.56,627.5,628.44
Djibouti,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.61,5.64,5.7,5.8
Dominica,50.31,50.066,49.822,49.578,49.334,49.09,48.846,48.602,48.358,48.114,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87,47.87
"Dominican Republic",1594.89,1632.648,1670.406,1708.164,1745.922,1783.68,1821.438,1859.196,1896.954,1934.712,1972.47,1982.535,1992.6,2002.665,2012.73,2022.795,2032.86,2042.925,2052.99,2063.055,2073.12,2079.226,2085.332,2091.438,2097.544,2103.65,2111.74,2119.83,2127.92,2136.01,2144.1
Ecuador,14632.21,14542.039,14451.868,14361.697,14271.526,14181.355,14091.184,14001.013,13910.842,13820.671,13730.5,13660.269,13590.038,13519.807,13449.576,13379.345,13309.114,13238.883,13168.652,13098.421,13028.19,12986.388,12944.586,12902.784,12860.982,12819.18,12754.91,12690.64,12626.37,12562.1,12497.83
Egypt,43.81,45.35,46.89,48.43,49.97,51.51,53.05,54.59,56.13,57.67,59.21,59.853,60.496,61.139,61.782,62.425,63.068,63.711,64.354,64.997,65.64,62.196,58.752,55.308,51.864,48.42,44.98,44.98,44.98,44.98,44.98
"El Salvador",718.88,714.38,709.88,705.38,700.88,696.38,691.88,687.38,682.88,678.38,673.88,669.38,664.88,660.38,655.88,651.38,646.88,642.38,637.88,633.38,628.88,624.38,619.88,615.38,610.88,606.38,601.88,597.38,592.88,588.38,583.88
"Equatorial Guinea",2699.15,2690.793,2682.436,2674.079,2665.722,2657.365,2649.008,2640.651,2632.294,2623.937,2615.58,2607.223,2598.866,2590.509,2582.152,2573.795,2565.438,2557.081,2548.724,2540.367,2532.01,2523.652,2515.294,2506.936,2498.578,2490.22,2481.86,2473.5,2465.14,2456.78,2448.42
Eritrea,1150.06,1146.9,1143.74,1140.58,1137.42,1134.26,1131.1,1127.94,1124.78,1121.62,1118.46,1115.3,1112.14,1108.98,1105.82,1102.66,1099.5,1096.34,1093.18,1090.02,1086.86,1083.7,1080.54,1077.38,1074.22,1071.06,1067.9,1064.74,1061.58,1058.42,1055.26
Estonia,2205.9,2209.199,2212.498,2215.797,2219.096,2222.395,2225.694,2228.993,2232.292,2235.591,2238.89,2248.603,2258.316,2268.029,2277.742,2287.455,2297.168,2306.881,2316.594,2326.307,2336.02,2353.018,2370.016,2387.014,2404.012,2421.01,2421.25,2438.4,2438.4,2438.4,2438.4
Swaziland,461.14,462.354,463.568,464.782,465.996,467.21,468.424,469.638,470.852,472.066,473.28,474.495,475.71,476.925,478.14,479.355,480.57,481.785,483,484.215,485.43,486.644,487.858,489.072,490.286,491.5,492.72,493.93,495.14,496.35,497.56
Ethiopia,19258.5,19185.5,19112.5,19039.5,18966.5,18893.5,18820.5,18747.5,18674.5,18601.5,18528.5,18455.5,18382.5,18309.5,18236.5,18163.5,18090.5,18017.5,17944.5,17871.5,17798.5,17725.5,17652.5,17579.5,17506.5,17433.5,17360.5,17287.5,17214.5,17141.5,17068.5
"Faroe Islands",0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Fiji,939.69,946.368,953.046,959.724,966.402,973.08,979.758,986.436,993.114,999.792,1006.47,1013.147,1019.824,1026.501,1033.178,1039.855,1046.532,1053.209,1059.886,1066.563,1073.24,1079.916,1086.592,1093.268,1099.944,1106.62,1113.3,1119.98,1126.66,1133.34,1140.02
Finland,21875.33,21932.361,21989.392,22046.423,22103.454,22160.485,22217.516,22274.547,22331.578,22388.609,22445.64,22425.276,22404.912,22384.548,22364.184,22343.82,22323.456,22303.092,22282.728,22262.364,22242,22275.4,22308.8,22342.2,22375.6,22409,22409,22409,22409,22409,22409
France,14436,14521.2,14606.4,14691.6,14776.8,14862,14947.2,15032.4,15117.6,15202.8,15288,15401.1,15514.2,15627.3,15740.4,15853.5,15966.6,16079.7,16192.8,16305.9,16419,16502.4,16585.8,16669.2,16752.6,16836,16919.4,17002.8,17086.2,17169.6,17253
"French Polynesia",144.43,144.842,145.254,145.666,146.078,146.49,146.902,147.314,147.726,148.138,148.55,148.641,148.732,148.823,148.914,149.005,149.096,149.187,149.278,149.369,149.46,149.46,149.46,149.46,149.46,149.46,149.46,149.46,149.46,149.46,149.46
Gabon,23761.62,23755.458,23749.296,23743.134,23736.972,23730.81,23724.648,23718.486,23712.324,23706.162,23700,23694.941,23689.882,23684.823,23679.764,23674.705,23669.646,23664.587,23659.528,23654.469,23649.41,23637.528,23625.646,23613.764,23601.882,23590,23578.12,23566.24,23554.36,23542.48,23530.6
Gambia,414.66,408.927,403.194,397.461,391.728,385.995,380.262,374.529,368.796,363.063,357.33,351.597,345.864,340.131,334.398,328.665,322.932,317.199,311.466,305.733,300,294.268,288.536,282.804,277.072,271.34,265.6,259.87,254.14,248.4,242.67
Georgia,2752.3,2753.13,2753.96,2754.79,2755.62,2756.45,2757.28,2758.11,2758.94,2759.77,2760.6,2766.78,2772.96,2779.14,2785.32,2791.5,2797.68,2803.86,2810.04,2816.22,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4,2822.4
Germany,11300,11305.4,11310.8,11316.2,11321.6,11327,11332.4,11337.8,11343.2,11348.6,11354,11359.5,11365,11370.5,11376,11381.5,11387,11392.5,11398,11403.5,11409,11411,11413,11415,11417,11419,11419,11419,11419,11419,11419
Ghana,9924.26,9816.695,9709.13,9601.565,9494,9386.435,9278.87,9171.305,9063.74,8956.175,8848.61,8758.042,8667.474,8576.906,8486.338,8395.77,8305.202,8214.634,8124.066,8033.498,7942.93,7930.432,7917.934,7905.436,7892.938,7880.44,7922.24,7964.04,7971.26,7978.48,7985.71
Greece,3298.55,3328.718,3358.886,3389.054,3419.222,3449.39,3479.558,3509.726,3539.894,3570.062,3600.23,3630.387,3660.544,3690.701,3720.858,3751.015,3781.172,3811.329,3841.486,3871.643,3901.8,3901.8,3901.8,3901.8,3901.8,3901.8,3901.8,3901.8,3901.8,3901.8,3901.8
Greenland,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
Grenada,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7
Guadeloupe,73.17,73.08,72.99,72.9,72.81,72.72,72.63,72.54,72.45,72.36,72.27,72.198,72.126,72.054,71.982,71.91,71.838,71.766,71.694,71.622,71.55,71.684,71.818,71.952,72.086,72.22,72.16,72.1,72.04,71.98,71.92
Guam,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24.2,24.4,24.6,24.8,25,28,28,28,28,28
Guatemala,4781.2,4724,4666.8,4609.6,4552.4,4495.2,4438,4380.8,4323.6,4266.4,4209.2,4160.54,4111.88,4063.22,4014.56,3965.9,3917.24,3868.58,3819.92,3771.26,3722.6,3695.24,3667.88,3640.52,3613.16,3585.8,3574.2,3562.6,3551,3539.4,3527.8
Guinea,7276,7241.3,7206.6,7171.9,7137.2,7102.5,7067.8,7033.1,6998.4,6963.7,6929,6893,6857,6821,6785,6749,6713,6677,6641,6605,6569,6533,6497,6461,6425,6389,6349,6309,6269,6229,6189
"Guinea Bissau",2233.33,2224.885,2216.44,2207.995,2199.55,2191.105,2182.66,2174.215,2165.77,2157.325,2148.88,2140.435,2131.99,2123.545,2115.1,2106.655,2098.21,2089.765,2081.32,2072.875,2064.43,2055.986,2047.542,2039.098,2030.654,2022.21,2013.77,2005.33,1996.89,1988.45,1980.01
Guyana,18602.15,18598.357,18594.564,18590.771,18586.978,18583.185,18579.392,18575.599,18571.806,18568.013,18564.22,18559.779,18555.338,18550.897,18546.456,18542.015,18537.574,18533.133,18528.692,18524.251,18519.81,18508.12,18496.43,18484.74,18473.05,18461.36,18452.16,18442.95,18433.75,18424.54,18415.34
Haiti,382.92,382.693,382.466,382.239,382.012,381.785,381.558,381.331,381.104,380.877,380.65,380.423,380.196,379.969,379.742,379.515,379.288,379.061,378.834,378.607,378.38,375.274,372.168,369.062,365.956,362.85,359.74,356.63,353.52,350.41,347.3
Honduras,6987.78,6966.829,6945.878,6924.927,6903.976,6883.025,6862.074,6841.123,6820.172,6799.221,6778.27,6757.99,6737.71,6717.43,6697.15,6676.87,6656.59,6636.31,6616.03,6595.75,6575.47,6553.142,6530.814,6508.486,6486.158,6463.83,6443.05,6422.11,6401.16,6380.21,6359.26
Hungary,1813.9,1824.627,1835.354,1846.081,1856.808,1867.535,1878.262,1888.989,1899.716,1910.443,1921.17,1933.692,1946.214,1958.736,1971.258,1983.78,1996.302,2008.824,2021.346,2033.868,2046.39,2049.276,2052.162,2055.048,2057.934,2060.82,2058.73,2057.27,2055.92,2054.47,2053.01
Iceland,17.07,18.346,19.622,20.898,22.174,23.45,24.726,26.002,27.278,28.554,29.83,31.314,32.798,34.282,35.766,37.25,38.734,40.218,41.702,43.186,44.67,45.368,46.066,46.764,47.462,48.16,48.66,49.38,50.04,50.69,51.35
India,63938,64303.3,64668.6,65033.9,65399.2,65764.5,66129.8,66495.1,66860.4,67225.7,67591,67781.5,67972,68162.5,68353,68543.5,68734,68924.5,69115,69305.5,69496,69762.4,70028.8,70295.2,70561.6,70828,71094.4,71360.8,71627.2,71893.6,72160
Indonesia,118545,116818.5,115092,113365.5,111639,109912.5,108186,106459.5,104733,103006.5,101280,101117.92,100955.84,100793.76,100631.68,100469.6,100307.52,100145.44,99983.36,99821.28,99659.2,98732.94,97806.68,96880.42,95954.16,95027.9,95271.8,93949.8,93344.27,92738.73,92133.2
Iran,9076.06,9101.02,9125.98,9150.94,9175.9,9200.86,9225.82,9250.78,9275.74,9300.7,9325.66,9462.292,9598.924,9735.556,9872.188,10008.82,10145.452,10282.084,10418.716,10555.348,10691.98,10691.98,10691.98,10691.98,10691.98,10691.98,10702.08,10710.59,10727.03,10743.47,10751.87
Iraq,804,805.4,806.8,808.2,809.6,811,812.4,813.8,815.2,816.6,818,818.7,819.4,820.1,820.8,821.5,822.2,822.9,823.6,824.3,825,825,825,825,825,825,825,825,825,825,825
Ireland,461.64,478.512,495.384,512.256,529.128,546,562.872,579.744,596.616,613.488,630.36,639.362,648.364,657.366,666.368,675.37,684.372,693.374,702.376,711.378,720.38,727.238,734.096,740.954,747.812,754.67,762.35,770.02,774.02,778.02,782.02
"Isle of Man",3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46
Israel,132,134.1,136.2,138.3,140.4,142.5,144.6,146.7,148.8,150.9,153,153.1,153.2,153.3,153.4,153.5,153.6,153.7,153.8,153.9,154,156.2,158.4,160.6,162.8,165,140,140,140,140,140
Italy,7589.75,7667.7,7745.65,7823.6,7901.55,7979.5,8057.45,8135.4,8213.35,8291.3,8369.25,8435.129,8501.008,8566.887,8632.766,8698.645,8764.524,8830.403,8896.282,8962.161,9028.04,9081.848,9135.656,9189.464,9243.272,9297.08,9350.89,9404.7,9458.51,9512.32,9566.13
