Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Belarus,,,,,,,,,,,,,,,,,,0.2,0.2,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198,0.198
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067
Benin,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0199,0.0199,0.0199,0.027,0.0289,0.0289,0.00821,0.00821,0.00821,0.00821,0.00821,0.00821,0.00821,0.00821,0.00821,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008
Bolivia,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.131931,0.131931,0.3965,0.4405,0.4405,0.4405,0.4405,0.4405,0.44,0.465,0.465,0.465,0.465,0.2098,0.2098,0.2098,0.21145,0.21145,0.21145
Brazil,1.2,1.3,1.3,1.8,1.8,2,2.1,2.3,2.3,2.6,2.8,2.8,2.8,3,3.6,3.8,4.2,4.8,4.8,7.106196,7.357476,8.1,8.464744,8.3217,8.5,10.6,11.2433,11.77264,12.18162,12.6239,12.8015,12.857,13.98671,13.1542,15.0499,15.5444,16.1841,12.9998
Brunei,1.8,1.7,1.6,1.2,1.4,1.4,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Bulgaria,,,,,,,,,,,,,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
"Burma (Myanmar)",0.025,0.03,0.028,0.032,0.03,0.028,0.0655,0.058,0.058,0.054,0.0513,0.051,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.139
Canada,6.8,6.4,7.3,7,6.7,7.1,6.5,6.9,6.8,6.8,6.1,5.8,5.6,5.3,5.1,5,4.9,4.9,4.8,4.930827,4.930827,4.706104,4.858,180.021,178.893,178.8,178.7924,179.21,178.592,178.092,175.214,175.214,173.625225,173.105194,173.2,172.4809,170.863,169.708702
Cameroon,0.1,0.2,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
China,20,21,20,19,19,19,18,18,18,24,24,24,24,24,24,24,24,24,24,24,24,24,24,18.25,18.25,18.25,18.25,16,16,16,20.35,20.35,20.35,23.7168,24.3756,24.648842,25.132122,25.62
Chile,0.4,0.4,0.8,0.8,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Colombia,0.7,0.8,0.5,0.5,0.6,0.6,1.2,1.3,1.6,2,2.1,2,1.9,1.9,1.9,3.4,3.5,2.8,2.8,2.5772,2.5772,1.972,1.75,1.84229,1.84229,1.542,1.542,1.453,1.506,1.355,1.355,1.9,1.9876,2.2,2.377,2.445,2.308,2.002
"Congo (Brazzaville)",0.4,0.7,1.3,1.6,0.4,0.5,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,1.5,1.5,1.5,1.505913,1.505913,1.505913,1.505913,1.50591,1.50591,1.50591,1.5059,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
"Congo (Kinshasa)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09617,0.09612,0.05564,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.187,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
"Ivory Coast",,0.05,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Croatia,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.055111,0.055111,0.099168,0.092196,0.092196,0.092196,0.092196,0.075276,0.075275,0.069144,0.07432,0.07915,0.0793,0.07335,0.071,0.071,0.071,0.071,0.071,0.071,0.071
Cuba,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2835,0.2835,0.2835,0.75,0.75,0.75,0.75,0.75,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124,0.124
"Czech Republic",,,,,,,,,,,,,,,,,0.006,0.006,0.006,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Denmark,0.4,0.5,0.5,0.5,0.3,0.4,0.5,0.4,0.4,0.9,0.8,0.8,0.8,0.7,0.8,0.7,1,1,0.9,0.943477,1.069268,1.069268,1.1133,1.347,1.277,1.32,1.328,1.277,1.188,1.06,1.06,0.812,0.9,0.805,0.805094,0.611,0.551,0.490604
Ecuador,1.1,1.1,0.9,1.4,1.7,1.4,1.7,1.7,1.6,1.4,1.5,1.4,1.6,1.6,2,2,2.1,2.1,2.1,2.115,2.115,2.115,2.115,4.6296,4.6296,4.6296,4.6296,4.517,4.517,4.66,6.5,6.51,7.21,8.24,8.24,8.832,8.273,8.273
Egypt,3.1,2.9,2.9,3.3,3.5,3.2,3.9,3.6,4.3,4.3,4.5,4.5,4.5,6.2,6.3,3.3,3.9,3.7,3.8,3.5,2.94756,2.94756,2.94756,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,4.4,4.4,4.4,4.4,4.4,4.4,4.4
"Equatorial Guinea",,,,,,,,,,,,,,0.0036,0.0036,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Ethiopia,,,,,,,,,,,,,,,,,,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428,0.000428
Czechoslovakia,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,
"Serbia and Montenegro",,,,,,,,,,,,,,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,,,,,,,,,,,,
"Soviet Union",67,63,63,63,63,63,61,59,59,59,58,57,57,57,57,57,57,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,0.3,0.3,0.29,0.28,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
France,0.05,0.04,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.107047,0.107047,0.14517,0.14004,0.148473,0.14847,0.14649,0.1584,0.1215,0.1198,0.1033,0.10115,0.091625,0.090012,0.085175,0.089573,0.084075,0.078431,0.072347
Gabon,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,1.3,1.3,1.3,2.5,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2.499,2,2,2,2,2,2,2,2,2,2,2
Georgia,,,,,,,,,,,,,,,,,,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
Germany,,,,,,,,,,,,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.38849,0.356971,0.379694,0.3643,0.342311,0.442,0.394354,0.3672,0.367,0.367,0.276,0.276,0.276,0.276,0.25416,0.23256,0.14688,0.13248,0.14544
Ghana,0.007,0.0063,0.00231,0.0054,0.0038,0.0038,0.0038,0.00235,0.001,0.001,0.001,0.0005,0.0005,0.0005,0.0005,0.0005,0.016,0.01651,0.01651,0.01651,0.01651,0.01651,0.01651,0.01651,0.01651,0.01651,0.0165,0.015,0.015,0.015,0.015,0.66,0.66,0.66,0.66,0.66,0.66,0.66
Greece,0.2,0.2,0.073,0.05978,0.051,0.051,0.0346,0.026,0.0216,0.02,0.0725,0.03,0.041,0.041,0.041,0.041,0.014,0.012,0.01,0.01,0.01,0.01,0.009,0.009,0.006,0.007,0.007,0.005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Guatemala,0.016,0.02,0.055,0.05,0.048,0.5,0.05,0.023,0.0415,0.08083,0.0416,0.036205,0.034797,0.2,0.2,0.5,0.5,0.2,0.2,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.08307,0.08307,0.08307,0.08307,0.08307,0.08307,0.08307,0.08307,0.08307,0.08307,0.08307
Hungary,,,,,,,,,,,,,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.131376,0.109716,0.109716,0.110919,0.102484,0.102484,0.10248,0.10248,0.02018,0.02018,0.02018,0.026566,0.026566,0.031722,0.027321,0.027188,0.022,0.0286,0.0251
India,2.6,2.6,2.7,3.4,3.5,3.5,3.7,4.2,4.3,6.4,7.5,8,6.1,6,5.9,5.8,5.8,4.3,4.3,3.971993,4.8378,4.72785,4.84015,5.367173,5.3712,5.41687,5.84784,5.62464,5.62464,5.62464,5.62464,5.682,5.60635,5.476138,5.642794,5.674786,4.72879,4.621058
Indonesia,9.6,9.5,9.8,9.6,9.1,8.7,8.5,8.3,8.4,8.3,8.2,11,6.6,5.8,5.8,5.8,5.2,5,5,4.97971,4.97971,4.97971,5,5,4.7,4.7,4.301,4.3,4.37,3.99,3.99,3.99,3.88534,4.03,3.74133,3.74133,3.6925,3.23
Iran,58,58,57,55,51,49,48,49,93,93,93,93,93,93,93,89,88,93,93,89.7,89.7,89.7,89.7,89.7,125.8,125.8,132.46,136.27,138.4,136.15,137.62,137.01,151.17,154.58,157.3,157.8,157.53,158.4
Iraq,31,30,30,41,43,45,44,47,100,100,100,100,100,100,100,100,100,112,113,112.5,112.5,112.5,112.5,112.5,115,115,115,115,115,115,115,115,143.1,141.35,140.3,144.211,143.069,142.503
Israel,0.001,0.001,0.00095,0.000893,0.0008,0.00075,0.00071,0.0007,0.0007,0.001619,0.001483,0.0014,0.001289,0.003418,0.003351,0.003295,0.004107,0.00409,0.00403,0.00393,0.0039,0.00387,0.00384,0.00381,0.00378,0.002,0.002,0.00196,0.00194,0.00194,0.00194,0.00194,0.0118,0.0115,0.013885,0.013953,0.013953,0.01273
Italy,0.6,0.6,0.6,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.621763,0.621763,0.621763,0.621763,0.6217,0.6217,0.6217,0.6217,0.6,0.4065,0.4065,0.423678,0.476445,0.52315,0.52128,0.560504,0.544522,0.579232,0.55672
Japan,0.055,0.052,0.07,0.06,0.058,0.056,0.062,0.057,0.05679,0.0545,0.060818,0.063019,0.059753,0.05985,0.054243,0.049329,0.048873,0.050407,0.060189,0.060189,0.058577,0.058577,0.058577,0.0585,0.0585,0.0585,0.0585,0.0585,0.044115,0.044115,0.044115,0.044115,0.044115,0.044115,0.044115,0.044115,0.044115,0.044115
Jordan,,,,,,,,,0.012,0.005,0.005,0.02,0.005,0.004,0.001,0.0003,0.0003,0.0003,0.0003,0.0003,0.0009,0.00089,0.00089,0.00089,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Kazakhstan,,,,,,,,,,,,,,,,,,5.4,5.4,5.417,5.417,5.417,5.417,9,9,9,9,30,30,30,30,30,30,30,30,30,30,30
Kuwait,69,68,68,67,67,93,92,95,95,95,97,97,97,97,97,97,97,97,97,96.5,96.5,96.5,96.5,96.5,99,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5
Kyrgyzstan,,,,,,,,,,,,,,,,,,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Libya,24,23,23,22,21,21,21,21,21,22,23,23,23,23,23,23,30,30,30,29.5,29.5,29.5,29.5,29.5,36,39,39.126,41.464,41.464,43.66,44.27,46.42,47.1,48.01,48.47,48.363,48.363,48.363
Lithuania,,,,,,,,,,,,,,,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Malaysia,2.8,3,2.8,3.3,3,3,3.1,2.8,2.9,2.9,3,2.9,3,3.7,4.3,4.3,4.3,4,3.9,3.9,3.9,3.9,3,3,3,3,3,3,4,4,4,4,4,4,4,3.8,3.6,3.6
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02
Mexico,31,44,57,48,48,49,49,55,49,54,56,52,51,51,51,51,50,49,40,47.822,28.399,28.26,26.941,12.622,15.674,14.6,12.8822,12.352,11.65,10.5012,10.404,10.42,10.3591,10.2639,10.073,9.812,9.711,7.64
Morocco,0.0001,0.000075,0.00032,0.00029,0.00022,0.00025,0.00025,0.0003,0.0027,0.0026,0.0025,0.002,0.002139,0.001604,0.001063,0.001736,0.00119,0.00119,0.001966,0.001966,0.001904,0.0018,0.0018,0.0016,0.0016,0.0016,0.001069,0.000988,0.000836,0.000752,0.000752,0.000684,0.000684,0.000684,0.000684,0.000684,0.000684,0.000684
Netherlands,0.06,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.088057,0.1,0.125796,0.106927,0.106927,0.106927,0.106,0.106,0.106,0.106,0.1,0.1,0.1,0.1,0.31,0.2874,0.243858,0.149697,0.144665,0.140892,0.113216
"New Zealand",0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.127,0.127,0.127,0.089533,0.1897,0.0545,0.05148,0.053,0.053,0.055,0.06,0.06,0.1125,0.0961,0.0814,0.0784,0.0672,0.0641,0.0569
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.15,0.15,0.15
Nigeria,17,17,17,17,17,17,17,16,16,16,16,17,18,18,18,18,21,16,17,22.5,22.5,22.5,24,24,25,35.255,35.876,36.22,36.22,36.22,37.2,37.2,37.2,37.2,37.14,37.07,37.07,37.062
Norway,5.8,5.5,7.6,6.8,7.7,8.3,11,11,15,10,12,7.6,7.6,8.8,9.3,9.4,8.4,11,10,10.91282,10.787024,9.44729,9.44729,10.265,10.44737,8.5,7.705,7.8493,6.865325,6.68,6.68,5.67,5.32,5.366,5.825,5.497285,5.138767,6.61058
Oman,2.4,2.3,2.6,2.7,2.8,3.5,4,4,4,4.1,4.3,4.3,4.3,4.5,4.7,4.8,5.1,5.1,5.2,5.283,5.283,5.506,5.506,5.506,5.506,5.506,5.506,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.9743,5.151,5.306,5.373
Pakistan,0.2,0.2,0.2,0.2,0.0829,0.082,0.1,0.096,0.096,0.2,0.1,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.208,0.208,0.208,0.298237,0.310443,0.288675,0.288675,0.289202,0.289202,0.289202,0.339,0.313,0.313,0.280647,0.24753,0.341932,0.371,0.3535,0.35063
"Papua New Guinea",,,,,,0.05,0.05,0.065,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.4,0.3,0.3,0.333,0.333,0.3598,0.238345,0.24,0.24,0.24,0.24,0.24,0.088,0.088,0.088,0.088,0.182,0.15426,0.185934,0.175179,0.180249,0.15942
Peru,0.7,0.7,0.8,0.8,0.8,0.7,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,0.323521,0.355,0.31,0.323393,0.323393,0.2853,0.9528,0.9296,0.9296,0.382866,0.415769,0.447382,0.53266,0.58203,0.5792,0.632906,0.741219,0.682681,0.473
Philippines,0.025,0.02,0.023,0.0356,0.0163,0.0163,0.0163,0.0169,0.016,0.0158,0.015,0.038688,0.038,0.1,0.3,0.2,0.2,0.2,0.2,0.228,0.289,0.289,0.17806,0.152,0.152,0.152,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385,0.1385
Poland,,,,,,,,,,,,,0.03,0.042208,0.036793,0.03531,0.031334,0.040057,0.040057,0.114883,0.114883,0.114883,0.114883,0.096375,0.096375,0.096375,0.096375,0.096375,0.096375,0.096375,0.096375,0.096375,0.155,0.15652,0.153553,0.142945,0.137752,0.137752
Qatar,3.8,3.6,3.4,3.4,3.3,3.4,3.3,3.2,3.2,3.2,4.5,4.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,13.157,15.207,15.207,15.207,15.207,15.207,15.207,15.207,15.21,25.41,25.38,25.38,25.38,25.24,25.244,25.244,25.244
Romania,,,,,,,,,,,,1.2,1.2,1.6,1.6,1.6,1.6,1.6,1.6,1.42614,1.42614,1.42614,0.95562,0.95562,0.95562,0.95562,0.95562,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Russia,,,,,,,,,,,,,,,,,,49,49,48.573,48.573,48.573,48.573,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80
"Saudi Arabia",166,168,168,165,169,172,171,169,170,173,258,260,260,260,261,261,261,262,262,261.5,263.5,261.7,261.75,261.8,261.9,261.9,264.31,264.209,264.251,264.21,264.21,264.4,264.52,265.41,265.85,265.789,266.578,266.455
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775,0.0775
Slovakia,,,,,,,,,,,,,,,,,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.009
"South Africa",,,,0.1,0.1,0.1,0.0934,0.0869,0.0803,0.0738,0.0672,0.0607,0.0541,0.0476,0.041,0.0404,0.0267,0.0267,0.029362,0.029362,0.029362,0.029362,0.01568,0.01568,0.01568,0.01568,0.01568,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
Spain,0.2,0.4,0.1,0.1,0.2,0.1,0.09,0.0282,0.0386,0.025955,0.025,0.02,0.021389,0.022518,0.022518,0.020242,0.02,0.03,0.03,0.013999,0.013999,0.021009,0.021009,0.157626,0.157626,0.157626,0.157626,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
Sudan,,,0.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2621,0.2621,0.2621,0.563,0.563,0.563,0.563,0.563,5,5,5,5,5,5,5,5,5,5,5
Suriname,,,,,,,0.001,0.001,0.027,0.0287,0.0282,0.0273,0.0376,0.0492,0.0562,0.0819,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.17,0.111,0.111,0.111,0.111,0.088,0.0796,0.0796,0.0789,0.072,0.0768,0.0925,0.0925,0.09998,0.08398
Syria,2,1.9,1.9,1.5,1.5,1.5,1.4,1.4,1.8,1.7,1.7,1.7,1.7,1.7,1.7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Taiwan,0.0102,0.009,0.008,0.0067,0.0062,0.0057,0.0055,0.0054,0.0054,0.005,0.0046,0.0045,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238,0.00238
Tajikistan,,,,,,,,,,,,,,,,,,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Thailand,,,,0.1,0.045,0.2,0.1,0.1,0.099,0.0852,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.29625,0.29625,0.351635,0.51569,0.58335,0.58335,0.58335,0.291,0.29,0.46,0.441,0.43,0.435,0.442,0.45327,0.44878,0.46095,0.40489,0.39636
"Trinidad and Tobago",0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.6,0.534,0.605,0.686,0.716,0.716,0.99,0.99,0.99,0.7283,0.7283,0.7283,0.7283,0.7283,0.7283,0.7283,0.7283,0.7283,0.7283,0.242982
Tunisia,2.3,1.7,1.7,1.9,1.8,1.5,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,0.4,0.4,0.3,0.3,0.30756,0.30756,0.30756,0.30756,0.30756,0.30756,0.30756,0.30756,0.4,0.4,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425,0.425
Turkey,0.1,0.1,0.3,0.3,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3172,0.29865,0.29576,0.29576,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2622,0.270433,0.270433,0.270433,0.294826,0.296,0.312,0.3885
Turkmenistan,,,,,,,,,,,,,,,,,,0.5,0.5,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.546,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2.5,2.5,2.5,2.5,2.5
Ukraine,,,,,,,,,,,,,,,,,,0.4,0.4,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395,0.395
"United Arab Emirates",29,30,32,32,32,32,33,33,98,98,98,98,98,98,98,98,98,98,98,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8,97.8
"United Kingdom",15,15,15,14,13,14,13,9,5.2,5.2,4.3,3.8,4,4.1,4.6,4.5,4.3,4.5,5,5.19087,5.153255,5.002795,4.93,4.715,4.665,4.487,4.02948,3.875,3.6,3.41,3.08448,2.85768,2.82744,3.12228,2.979081,2.982142,2.754685,2.564053
"United States",31,31,31,29,29,30,30,28,29,28,28,28,26,25,24,24,24,23,24,22.37,23.168,23.517,23.844,24.023,23.106,22.592,23.019,22.311,22.812,20.554,22.315,25.181,28.95,33.403,36.52,39.933,35.23,
Uzbekistan,,,,,,,,,,,,,,,,,,0.6,0.6,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594
