Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Aruba,38.068,38.267,38.964,40.148,41.76,43.724,45.933,48.241,50.497,52.531,54.211,55.438,56.225,56.695,57.032,57.36,57.715,58.055,58.386,58.726,59.063,59.44,59.84,60.243,60.528,60.657,60.586,60.366,60.103,59.98,60.096,60.567,61.345,62.201,62.836,63.026,62.644,61.833,61.079,61.032,62.149,64.622,68.235,72.504,76.7,80.324,83.2,85.451,87.277,89.005,90.853,92.898,94.992,97.017,98.737,100.031,100.832,101.22,101.353,101.453,101.669,102.053,102.577,103.187,103.795,104.341,104.822,105.264,105.67,106.053,106.438,106.797,107.147,107.484,107.804,108.116,108.411,108.682,108.936,109.172,109.377,109.545,109.687,109.789,109.855,109.885,109.866,109.822,109.73,109.606,109.442,109.246,109.013,108.759,108.488,108.191,107.882,107.557,107.232,106.913,106.595,106.29,105.993,105.708,105.444,105.195,104.96,104.753,104.556,104.372,104.205,104.058,103.911,103.78,103.659,103.535,103.424,103.307,103.19,103.07,102.948,102.818,102.68,102.533,102.382,102.217,102.04,101.859,101.668,101.462,101.252,101.03,100.797,100.557,100.306,100.052,99.801,99.542,99.269,99.009,98.747,98.479,98.215,97.948,97.693,97.436,97.185,96.925,96.676,96.433,96.194
Australia,8177.342,8412.604,8620.97,8816.902,9011.19,9210.908,9419.268,9635.828,9856.949,10076.741,10289.707,10493.555,10691.689,10894.27,11115.211,11363.313,11643.451,11949.357,12265.087,12568.3,12842.907,13084.157,13296.872,13486.438,13662.048,13831.206,13994.623,14152.065,14309.298,14473.242,14649.114,14838.494,15041.065,15257.358,15487.214,15729.643,15986.164,16254.935,16527.43,16792.294,17041.431,17271.874,17485.948,17687.479,17882.737,18076.743,18271.685,18467.588,18665.045,18864.112,19065.837,19268.533,19475.191,19696.972,19948.429,20238.903,20573.606,20946.664,21342.493,21739.04,22120.064,22479.799,22821.849,23150.729,23474.668,23799.556,24125.848,24450.561,24772.247,25088.636,25398.177,25700.455,25996.287,26286.687,26573.232,26857.068,27138.61,27417.603,27693.68,27966.193,28234.742,28499.354,28760.433,29018.332,29273.531,29526.448,29777.258,30026.101,30273.354,30519.42,30764.641,31009.076,31252.803,31496.058,31739.106,31982.056,32225.028,32467.814,32709.66,32949.581,33186.818,33421.076,33652.432,33880.899,34106.656,34329.789,34550.281,34767.994,34982.925,35195.073,35404.457,35611.058,35814.913,36016.123,36214.816,36411.095,36604.991,36796.486,36985.644,37172.476,37357.006,37539.281,37719.288,37896.886,38071.907,38244.21,38413.784,38580.707,38745.05,38906.94,39066.484,39223.699,39378.635,39531.465,39682.43,39831.668,39979.245,40125.12,40269.29,40411.716,40552.333,40691.076,40827.875,40962.609,41095.166,41225.397,41353.126,41478.159,41600.256,41719.156,41834.586
Austria,6936.439,6931.338,6931.196,6935.142,6942.619,6953.406,6967.625,6985.724,7008.424,7036.55,7070.766,7111.142,7156.833,7205.994,7256.091,7305.158,7352.24,7397.171,7439.579,7479.346,7516.239,7550.34,7581.117,7607.065,7626.29,7637.689,7640.749,7636.576,7627.759,7617.884,7609.752,7604.513,7602.181,7603.102,7607.293,7614.868,7625.393,7639.352,7658.84,7686.572,7723.949,7772.701,7830.933,7892.086,7947.209,7990.121,8017.863,8032.876,8041.05,8051.113,8069.276,8097.748,8134.412,8175.852,8216.805,8253.65,8284.735,8311.783,8338.453,8370.038,8409.949,8459.864,8517.548,8577.782,8633.22,8678.657,8712.137,8735.453,8751.82,8766.201,8782.21,8800.683,8820.467,8840.866,8860.572,8878.617,8895,8910.093,8923.73,8935.707,8945.882,8954.175,8960.62,8965.35,8968.574,8970.477,8971.097,8970.431,8968.62,8965.812,8962.11,8957.572,8952.219,8946.033,8938.992,8931.07,8922.32,8912.733,8902.223,8890.624,8877.857,8863.925,8848.914,8832.948,8816.153,8798.684,8780.593,8761.977,8743.04,8724.044,8705.193,8686.586,8668.264,8650.293,8632.729,8615.63,8599.031,8582.925,8567.216,8551.786,8536.493,8521.347,8506.325,8491.374,8476.367,8461.262,8446.029,8430.717,8415.36,8400.046,8384.848,8369.778,8354.897,8340.347,8326.285,8312.877,8300.149,8288.127,8276.821,8266.279,8256.496,8247.466,8239.147,8231.488,8224.44,8217.908,8211.802,8206.029,8200.448,8194.942,8189.358
Azerbaijan,2927.921,2987.267,3060.011,3142.813,3233.166,3329.387,3430.66,3537.027,3649.191,3768.331,3895.396,4030.32,4171.425,4315.128,4456.689,4592.61,4721.525,4843.87,4960.235,5071.93,5180.025,5284.532,5385.267,5483.084,5579.077,5674.137,5768.724,5863.134,5957.929,6053.645,6150.738,6249.32,6349.558,6452.076,6557.585,6666.455,6778.633,6893.5,7010.036,7126.891,7242.77,7357.956,7471.933,7581.761,7683.709,7775.426,7855.553,7925.669,7989.904,8054.125,8122.741,8197.279,8277.015,8361.359,8448.882,8538.606,8630.195,8724.304,8821.908,8924.407,9032.457,9146.379,9264.917,9385.293,9503.771,9617.484,9725.376,9827.589,9923.914,10014.575,10099.743,10179.146,10252.564,10320.433,10383.416,10442.074,10496.551,10546.995,10593.977,10638.202,10680.202,10720.233,10758.354,10794.574,10828.788,10860.905,10891.006,10919.1,10944.978,10968.335,10988.92,11006.695,11021.665,11033.792,11043.035,11049.38,11052.844,11053.445,11051.298,11046.509,11039.198,11029.44,11017.348,11003.094,10986.923,10969.019,10949.509,10928.488,10906.056,10882.343,10857.437,10831.458,10804.472,10776.506,10747.569,10717.685,10686.902,10655.31,10622.976,10589.951,10556.306,10522.113,10487.432,10452.343,10416.916,10381.219,10345.317,10309.297,10273.278,10237.397,10201.788,10166.491,10131.541,10097.028,10063.011,10029.543,9996.656,9964.305,9932.453,9900.997,9869.855,9838.941,9808.216,9777.614,9747.07,9716.498,9685.794,9654.824,9623.435,9591.438,9558.619
Bahamas,79.085,79.985,81.426,83.371,85.773,88.617,91.897,95.603,99.769,104.405,109.528,115.108,121.083,127.333,133.698,140.054,146.366,152.609,158.627,164.248,169.354,173.863,177.839,181.488,185.099,188.882,192.902,197.111,201.513,206.032,210.661,215.396,220.275,225.187,230.015,234.687,239.131,243.393,247.579,251.849,256.336,261.116,266.134,271.165,275.895,280.15,283.79,286.97,290.06,293.572,297.89,303.135,309.157,315.746,322.526,329.249,335.83,342.328,348.676,354.856,360.832,366.568,372.039,377.24,382.169,386.838,391.232,395.361,399.285,403.095,406.839,410.556,414.225,417.836,421.345,424.732,427.995,431.152,434.193,437.109,439.896,442.558,445.094,447.498,449.791,451.97,454.048,456.009,457.876,459.657,461.356,462.992,464.554,466.055,467.495,468.871,470.201,471.466,472.678,473.82,474.894,475.887,476.815,477.67,478.466,479.187,479.854,480.447,480.991,481.468,481.894,482.265,482.58,482.841,483.047,483.218,483.327,483.392,483.409,483.378,483.291,483.163,482.979,482.76,482.492,482.181,481.832,481.444,481.019,480.568,480.07,479.556,479.009,478.438,477.847,477.245,476.629,476.004,475.366,474.727,474.094,473.458,472.818,472.181,471.538,470.897,470.254,469.605,468.953,468.288,467.615
Bahrain,115.611,116.832,119.586,123.489,128.253,133.585,139.268,145.109,150.982,156.777,162.427,167.894,173.144,178.14,182.887,187.431,191.78,196.063,200.653,206.043,212.605,220.312,229.155,239.527,251.911,266.543,283.752,303.175,323.473,342.798,359.888,374.12,385.95,396.454,407.227,419.43,433.482,448.973,465.202,481.09,495.931,509.765,523.087,536.213,549.588,563.699,578.668,594.93,613.702,636.545,664.614,697.549,735.148,778.711,829.848,889.168,958.414,1035.891,1114.59,1185.029,1240.862,1278.269,1300.217,1315.411,1336.397,1371.855,1425.171,1492.584,1566.993,1637.896,1697.765,1744.295,1780.088,1808.443,1834.61,1862.403,1892.624,1923.911,1955.379,1985.491,2013.135,2038.23,2061.334,2082.715,2102.822,2121.977,2140.273,2157.659,2174.245,2190.078,2205.227,2219.779,2233.764,2247.214,2260.119,2272.49,2284.352,2295.744,2306.658,2317.118,2327.108,2336.662,2345.765,2354.459,2362.761,2370.681,2378.234,2385.422,2392.228,2398.63,2404.625,2410.2,2415.358,2420.088,2424.38,2428.211,2431.599,2434.509,2436.94,2438.877,2440.312,2441.242,2441.646,2441.516,2440.846,2439.618,2437.825,2435.465,2432.537,2429.038,2424.974,2420.343,2415.149,2409.406,2403.093,2396.24,2388.85,2380.93,2372.522,2363.66,2354.367,2344.66,2334.599,2324.206,2313.527,2302.61,2291.493,2280.254,2268.919,2257.565,2246.258
Bangladesh,37894.681,38705.076,39491.056,40300.362,41169.065,42121.524,43169.927,44314.819,45546.484,46847.445,48199.747,49592.802,51030.137,52532.417,54129.1,55834.038,57672.99,59620.669,61579.473,63417.394,65047.77,66424.744,67597.47,68691.185,69884.42,71305.923,72999.136,74925.896,77033.846,79236.776,81470.86,83721.268,86007.331,88338.242,90732.362,93199.865,95742.431,98343.809,100975.32,103599.23,106188.64,108727.43,111221.94,113695.14,116182.27,118706.87,121269.65,123854.64,126447.97,129029.69,131581.24,134107.16,136600.67,139019,141307.49,143431.1,145368,147139.19,148805.81,150454.71,152149.1,153911.92,155727.05,157571.29,159405.28,161200.89,162951.56,164669.75,166368.15,168065.92,169775.31,171499.64,173229.21,174947.41,176631.13,178262.91,179836.36,181353.36,182814.8,184224.43,185584.81,186894.66,188151.24,189354.35,190504.06,191600.52,192643.39,193632.75,194569.93,195456.69,196294.31,197083.47,197823.88,198514.78,199154.93,199743.52,200280.56,200766.71,201202.57,201589.02,201926.82,202216.43,202458.2,202652.69,202800.47,202902.15,202958.33,202969.67,202936.79,202860.3,202740.91,202579.35,202376.38,202132.81,201849.52,201527.37,201167.12,200769.64,200336.04,199867.5,199365.09,198829.89,198262.66,197663.91,197033.95,196373.33,195682.91,194963.91,194217.58,193445.34,192648.56,191828.44,190986.11,190122.84,189239.97,188338.82,187420.69,186486.92,185538.78,184577.52,183604.47,182621.01,181628.59,180628.71,179622.88,178612.62,177599.48,176584.98,175570.65,174558.04,173548.67
Barbados,210.992,215.703,219.636,222.809,225.26,227.073,228.35,229.212,229.83,230.349,230.939,231.678,232.586,233.587,234.547,235.374,236.044,236.621,237.199,237.913,238.848,240.035,241.441,242.976,244.539,246.034,247.444,248.784,250.032,251.177,252.194,253.08,253.841,254.518,255.193,255.924,256.736,257.611,258.527,259.458,260.374,261.275,262.184,263.089,264.015,264.959,265.942,266.945,267.95,268.922,269.847,270.685,271.478,272.258,273.091,274.009,275.039,276.15,277.319,278.47,279.569,280.601,281.585,282.509,283.385,284.217,284.996,285.719,286.388,287.01,287.568,288.071,288.529,288.928,289.261,289.538,289.757,289.908,290.004,290.04,290.01,289.938,289.791,289.599,289.355,289.05,288.698,288.296,287.854,287.367,286.843,286.293,285.708,285.095,284.46,283.799,283.124,282.438,281.733,281.024,280.31,279.604,278.886,278.176,277.482,276.792,276.122,275.451,274.789,274.155,273.535,272.931,272.344,271.773,271.22,270.677,270.149,269.638,269.134,268.649,268.169,267.7,267.249,266.799,266.357,265.926,265.497,265.071,264.65,264.234,263.812,263.395,262.969,262.549,262.128,261.706,261.282,260.853,260.436,259.998,259.565,259.126,258.695,258.253,257.804,257.357,256.921,256.465,256.028,255.58,255.126
Belarus,7745.002,7717.072,7710.087,7723.232,7755.061,7803.537,7865.984,7939.122,8019.184,8102.198,8184.631,8264.142,8340.236,8414.515,8489.93,8568.454,8650.318,8734.042,8817.942,8899.691,8977.639,9051.218,9120.964,9187.675,9252.678,9316.955,9380.452,9443.001,9505.452,9568.883,9633.888,9700.245,9767.26,9834.424,9901.045,9966.154,10030.068,10091.633,10146.632,10189.615,10216.846,10226.493,10219.918,10200.51,10173.355,10142.308,10109.072,10073.061,10033.061,9986.933,9933.609,9872.961,9807.132,9740.054,9676.902,9621.543,9575.043,9536.864,9507.331,9486.239,9473.071,9468.5,9471.73,9478.902,9484.851,9485.772,9480.042,9468.338,9452.113,9433.874,9415.431,9397.05,9377.93,9357.681,9335.64,9311.38,9284.893,9256.512,9226.508,9195.266,9163.118,9130.206,9096.649,9062.76,9028.926,8995.426,8962.43,8930.01,8898.297,8867.377,8837.337,8808.218,8780.024,8752.613,8725.793,8699.407,8673.379,8647.68,8622.15,8596.611,8570.898,8544.963,8518.766,8492.247,8465.358,8438.076,8410.386,8382.316,8353.916,8325.295,8296.549,8267.719,8238.874,8210.118,8181.588,8153.4,8125.627,8098.349,8071.646,8045.662,8020.485,7996.166,7972.771,7950.305,7928.786,7908.253,7888.687,7870.107,7852.509,7835.884,7820.208,7805.45,7791.577,7778.517,7766.185,7754.505,7743.421,7732.864,7722.738,7712.938,7703.356,7693.915,7684.553,7675.213,7665.835,7656.366,7646.753,7636.906,7626.752,7616.19,7605.14
Belgium,8637.519,8680.166,8727.986,8779.273,8832.697,8887.274,8942.404,8997.841,9053.636,9110.067,9167.365,9225.407,9283.54,9340.415,9394.292,9443.939,9488.753,9529.042,9565.595,9599.651,9632.18,9663.324,9692.846,9720.761,9747.02,9771.586,9794.777,9816.696,9836.814,9854.377,9868.995,9880.592,9889.824,9897.88,9906.371,9916.578,9928.542,9942.289,9959.02,9980.176,10006.544,10039.445,10078.101,10118.674,10155.919,10186.305,10208.275,10223.789,10237.299,10255.16,10282.033,10319.019,10364.885,10419.032,10480.117,10546.886,10619.567,10697.835,10779.173,10860.29,10938.739,11013.083,11083.55,11151.512,11219.161,11287.94,11358.379,11429.336,11498.519,11562.784,11619.972,11669.155,11711.336,11748.557,11783.859,11819.487,11856.107,11893.179,11930.295,11966.633,12001.594,12035.2,12067.775,12099.35,12129.97,12159.663,12188.44,12216.266,12243.125,12269.006,12293.88,12317.742,12340.605,12362.469,12383.341,12403.243,12422.194,12440.194,12457.232,12473.248,12488.233,12502.201,12515.235,12527.427,12538.866,12549.705,12559.984,12569.767,12579.191,12588.375,12597.441,12606.449,12615.469,12624.568,12633.826,12643.295,12653.016,12663.015,12673.268,12683.746,12694.403,12705.265,12716.324,12727.512,12738.769,12750.022,12761.26,12772.487,12783.703,12794.949,12806.236,12817.566,12828.916,12840.293,12851.692,12863.112,12874.544,12885.972,12897.379,12908.76,12920.1,12931.362,12942.529,12953.534,12964.355,12974.911,12985.164,12995.064,13004.548,13013.559,13022.033
Belize,68.919,71.241,73.427,75.56,77.687,79.87,82.141,84.509,86.956,89.49,92.064,94.703,97.384,100.164,103.069,106.119,109.347,112.692,116.061,119.261,122.182,124.793,127.15,129.294,131.307,133.26,135.147,136.989,138.965,141.305,144.155,147.566,151.5,155.822,160.347,164.921,169.568,174.32,179.028,183.469,187.552,191.126,194.317,197.616,201.674,206.963,213.676,221.606,230.284,239.026,247.315,254.984,262.206,269.13,276.089,283.277,290.747,298.407,306.165,313.929,321.608,329.192,336.701,344.181,351.694,359.288,366.954,374.681,382.444,390.231,398.007,405.765,413.509,421.21,428.847,436.398,443.865,451.221,458.472,465.64,472.702,479.672,486.544,493.312,499.968,506.511,512.945,519.274,525.489,531.605,537.621,543.534,549.358,555.077,560.702,566.238,571.685,577.033,582.273,587.415,592.42,597.316,602.081,606.717,611.225,615.599,619.85,623.962,627.937,631.773,635.466,639.004,642.406,645.652,648.759,651.732,654.568,657.263,659.819,662.247,664.545,666.701,668.739,670.656,672.44,674.107,675.666,677.109,678.443,679.675,680.814,681.864,682.819,683.681,684.467,685.176,685.796,686.352,686.835,687.244,687.598,687.891,688.116,688.29,688.401,688.454,688.456,688.406,688.299,688.142,687.935
Benin,2255.226,2258.476,2264.871,2274.476,2287.385,2303.587,2323.056,2345.717,2371.453,2400.127,2431.622,2465.867,2502.896,2542.859,2585.965,2632.356,2682.159,2735.307,2791.59,2850.661,2912.34,2976.572,3043.567,3113.675,3187.412,3265.165,3347.173,3433.439,3523.938,3618.526,3717.165,3820.128,3927.714,4039.949,4156.819,4278.501,4404.506,4535.263,4672.852,4820.016,4978.496,5149.499,5331.803,5521.763,5714.22,5905.558,6094.259,6281.639,6470.265,6664.098,6865.951,7076.733,7295.394,7520.555,7750.004,7982.225,8216.896,8454.791,8696.916,8944.706,9199.259,9460.802,9729.16,10004.451,10286.712,10575.952,10872.298,11175.692,11485.674,11801.595,12122.985,12449.613,12781.511,13118.725,13461.351,13809.467,14162.973,14521.715,14885.608,15254.549,15628.437,16007.138,16390.564,16778.622,17171.208,17568.229,17969.567,18375.045,18784.441,19197.485,19613.944,20033.64,20456.429,20882.131,21310.569,21741.574,22174.967,22610.581,23048.329,23488.116,23929.846,24373.388,24818.542,25265.096,25712.796,26161.405,26610.714,27060.566,27510.929,27961.798,28413.096,28864.707,29316.363,29767.686,30218.228,30667.609,31115.56,31561.943,32006.601,32449.448,32890.347,33329.135,33765.583,34199.421,34630.379,35058.195,35482.662,35903.626,36321.062,36734.926,37145.176,37551.659,37954.195,38352.559,38746.538,39135.904,39520.51,39900.236,40274.841,40644.077,41007.74,41365.702,41717.89,42064.272,42404.839,42739.575,43068.481,43391.504,43708.64,44019.833,44325.028
Bermuda,37.26,37.814,38.478,39.198,39.966,40.755,41.562,42.394,43.233,44.075,44.946,45.834,46.725,47.603,48.435,49.209,49.914,50.558,51.147,51.72,52.286,52.856,53.43,53.978,54.508,54.99,55.431,55.849,56.236,56.616,56.992,57.371,57.746,58.134,58.525,58.92,59.324,59.731,60.14,60.538,60.93,61.312,61.677,62.034,62.381,62.696,62.986,63.259,63.511,63.767,64.028,64.323,64.61,64.87,65.065,65.13,65.063,64.892,64.625,64.303,63.956,63.581,63.179,62.771,62.382,62.003,61.666,61.349,61.07,60.833,60.639,60.472,60.354,60.256,60.154,60.045,59.915,59.778,59.621,59.451,59.273,59.084,58.89,58.686,58.451,58.225,57.974,57.718,57.447,57.158,56.866,56.556,56.221,55.895,55.546,55.196,54.843,54.479,54.117,53.74,53.378,53.013,52.655,52.309,51.968,51.633,51.316,51.002,50.702,50.406,50.115,49.844,49.588,49.339,49.092,48.854,48.626,48.399,48.191,47.976,47.764,47.553,47.345,47.136,46.925,46.712,46.497,46.281,46.068,45.849,45.629,45.403,45.178,44.957,44.736,44.512,44.283,44.052,43.834,43.609,43.384,43.161,42.947,42.737,42.524,42.316,42.116,41.917,41.719,41.52,41.336
Bhutan,176.797,180.825,184.79,188.816,193.011,197.457,202.174,207.165,212.384,217.773,223.288,228.918,234.706,240.778,247.325,254.464,262.244,270.622,279.515,288.774,298.301,308.053,318.045,328.312,338.943,349.982,361.455,373.324,385.384,397.39,409.172,420.38,431.05,441.847,453.72,467.178,482.952,500.437,517.273,530.257,537.28,537.284,531.525,523.117,516.503,514.877,519.282,528.754,542.155,557.543,573.416,589.6,606.399,623.434,640.282,656.639,672.228,686.958,700.95,714.458,727.641,740.51,752.967,764.961,776.448,787.386,797.765,807.61,817.054,826.229,835.245,844.152,852.909,861.502,869.835,877.866,885.608,893.058,900.219,907.107,913.697,920.013,926.035,931.797,937.288,942.541,947.543,952.313,956.838,961.15,965.239,969.113,972.767,976.219,979.449,982.468,985.267,987.846,990.201,992.324,994.203,995.848,997.251,998.393,999.275,999.896,1000.243,1000.328,1000.154,999.7,998.991,998.022,996.8,995.32,993.604,991.645,989.456,987.042,984.42,981.62,978.656,975.519,972.237,968.825,965.284,961.627,957.871,954.014,950.08,946.068,942,937.886,933.721,929.523,925.295,921.051,916.79,912.517,908.232,903.962,899.686,895.427,891.155,886.911,882.677,878.472,874.276,870.106,865.966,861.845,857.736
Bolivia,3089.646,3140.336,3193.289,3248.461,3305.836,3365.36,3427.002,3490.684,3556.36,3623.965,3693.449,3764.813,3838.097,3913.395,3990.857,4070.59,4152.668,4237.125,4324.064,4413.59,4505.778,4600.591,4698.083,4798.509,4902.168,5009.257,5119.833,5233.677,5350.322,5469.123,5589.575,5711.599,5835.182,5959.96,6085.496,6211.55,6337.893,6464.732,6592.787,6723.046,6856.244,6992.521,7131.707,7273.825,7418.861,7566.714,7717.443,7870.855,8026.254,8182.712,8339.512,8496.375,8653.345,8810.42,8967.741,9125.409,9283.334,9441.444,9599.855,9758.748,9918.242,10078.343,10239.004,10400.264,10562.159,10724.705,10887.882,11051.6,11215.674,11379.861,11543.982,11707.9,11871.548,12034.817,12197.607,12359.8,12521.289,12681.951,12841.692,13000.43,13158.072,13314.514,13469.646,13623.258,13775.145,13925.118,14073.053,14218.881,14362.574,14504.068,14643.343,14780.322,14914.944,15047.177,15177.004,15304.402,15429.333,15551.747,15671.597,15788.85,15903.46,16015.391,16124.589,16231.016,16334.63,16435.396,16533.279,16628.238,16720.182,16809.022,16894.692,16977.149,17056.386,17132.392,17205.154,17274.698,17341.012,17404.099,17463.988,17520.73,17574.36,17624.902,17672.396,17716.871,17758.362,17796.923,17832.589,17865.393,17895.413,17922.708,17947.326,17969.33,17988.758,18005.659,18020.052,18031.991,18041.528,18048.694,18053.535,18056.079,18056.386,18054.478,18050.419,18044.24,18036.02,18025.788,18013.601,17999.513,17983.572,17965.819,17946.304
"Bosnia and Herzegovina",2661.296,2710.651,2764.713,2821.308,2878.849,2936.309,2993.271,3049.919,3106.894,3165.191,3225.668,3288.602,3353.226,3417.574,3478.995,3535.64,3586.634,3632.669,3675.452,3717.466,3760.527,3805.285,3851.151,3897.255,3942.223,3985.103,4025.265,4063.191,4100.35,4138.819,4179.855,4222.511,4265.31,4308.106,4350.746,4392.13,4435.504,4478.519,4508.056,4506.653,4463.422,4371.603,4239.154,4087.999,3948.816,3843.712,3780.378,3752.431,3750.485,3759.118,3766.706,3771.284,3775.807,3779.247,3781.287,3781.53,3779.468,3774,3763.599,3746.561,3722.084,3688.865,3648.2,3604.999,3566.002,3535.961,3516.816,3507.017,3503.554,3501.774,3498.21,3492.068,3484.272,3475.209,3465.71,3456.355,3447.047,3437.33,3427.113,3416.294,3404.781,3392.547,3379.602,3365.918,3351.518,3336.402,3320.576,3304.067,3286.939,3269.285,3251.17,3232.655,3213.757,3194.583,3175.21,3155.712,3136.147,3116.537,3096.969,3077.486,3058.143,3038.972,3019.986,3001.179,2982.526,2964.034,2945.69,2927.489,2909.373,2891.286,2873.153,2854.98,2836.747,2818.429,2800.032,2781.521,2762.912,2744.2,2725.398,2706.525,2687.595,2668.631,2649.643,2630.669,2611.762,2592.972,2574.311,2555.816,2537.504,2519.414,2501.573,2484,2466.72,2449.754,2433.111,2416.819,2400.877,2385.303,2370.123,2355.324,2340.932,2326.936,2313.346,2300.14,2287.297,2274.815,2262.666,2250.836,2239.301,2228.038,2217.029
Botswana,412.531,425.265,437.169,448.442,459.238,469.74,480.148,490.626,501.398,512.647,524.552,537.249,550.84,565.353,580.799,597.19,614.613,633.154,652.843,673.64,695.597,718.639,742.835,768.512,796.095,825.84,857.855,891.926,927.585,964.166,1001.158,1038.397,1075.889,1113.539,1151.292,1189.114,1226.81,1264.314,1301.818,1339.624,1377.912,1416.731,1455.833,1494.693,1532.622,1569.094,1604.06,1637.635,1669.625,1699.862,1728.34,1754.935,1779.953,1804.339,1829.33,1855.852,1884.238,1914.414,1946.351,1979.882,2014.866,2051.339,2089.315,2128.507,2168.573,2209.197,2250.26,2291.661,2333.201,2374.636,2415.766,2456.456,2496.655,2536.346,2575.556,2614.316,2652.576,2690.295,2727.485,2764.2,2800.433,2836.201,2871.485,2906.315,2940.691,2974.633,3008.144,3041.2,3073.802,3105.935,3137.601,3168.771,3199.418,3229.517,3259.013,3287.868,3316.051,3343.538,3370.292,3396.262,3421.404,3445.682,3469.099,3491.627,3513.25,3533.966,3553.754,3572.621,3590.561,3607.581,3623.686,3638.884,3653.198,3666.648,3679.278,3691.108,3702.169,3712.492,3722.108,3731.067,3739.405,3747.155,3754.339,3760.996,3767.141,3772.825,3778.051,3782.845,3787.205,3791.135,3794.632,3797.715,3800.377,3802.605,3804.412,3805.764,3806.675,3807.143,3807.171,3806.742,3805.86,3804.523,3802.727,3800.503,3797.852,3794.78,3791.303,3787.444,3783.201,3778.587,3773.608
Brazil,53974.729,55619.224,57307.476,59030.858,60784.892,62569.196,64387.823,66248.946,68164.042,70146.513,72207.554,74351.763,76573.248,78854.019,81168.654,83498.02,85837.799,88191.378,90557.064,92935.072,95326.793,97728.961,100143.6,102584.28,105069.37,107612.1,110213.08,112867.87,115577.67,118342.63,121159.76,124030.91,126947.37,129882.32,132800.68,135676.28,138499.46,141273.49,144001.54,146691.98,149352.14,151976.58,154564.28,157132.68,159705.12,162296.61,164913.31,167545.16,170170.64,172759.24,175287.59,177750.67,180151.02,182482.15,184738.46,186917.36,189012.41,191026.64,192979.03,194896,196796.27,198686.69,200560.98,202408.63,204213.13,205962.11,207652.86,209288.28,210867.95,212392.72,213863.05,215277.9,216635.95,217937.21,219181.98,220370.55,221502.81,222578.67,223598.52,224562.88,225472.21,226326.82,227126.88,227872.68,228564.48,229202.58,229787.48,230319.64,230799.26,231226.48,231601.66,231925.07,232197.51,232420.42,232595.54,232724.28,232807.38,232845.13,232837.78,232785.37,232688.04,232546.32,232360.63,232130.79,231856.5,231537.61,231174.51,230767.87,230318.31,229826.56,229293.39,228719.64,228106.12,227453.77,226763.55,226036.56,225274.02,224477.27,223647.63,222786.47,221895.31,220975.62,220029.17,219058.27,218065.47,217053.16,216023.3,214977.58,213917.83,212845.73,211763.07,210671.5,209572.94,208469.62,207363.92,206257.96,205153.33,204051.32,202953.33,201860.68,200774.51,199695.83,198625.51,197564.24,196512.64,195471.14,194440.11,193419.74,192410.14,191411.29,190423.05
"British Virgin Islands",7.44,7.508,7.565,7.608,7.648,7.684,7.735,7.787,7.849,7.932,8.033,8.155,8.298,8.452,8.627,8.814,9.007,9.218,9.424,9.621,9.803,9.97,10.125,10.264,10.379,10.476,10.543,10.591,10.662,10.792,11.002,11.315,11.712,12.188,12.731,13.304,13.938,14.589,15.266,15.9,16.461,16.934,17.344,17.703,18.052,18.427,18.833,19.27,19.722,20.188,20.645,21.085,21.529,22,22.541,23.168,23.905,24.731,25.604,26.447,27.224,27.901,28.509,29.056,29.588,30.113,30.661,31.196,31.719,32.206,32.634,33.006,33.322,33.603,33.861,34.115,34.365,34.606,34.846,35.075,35.287,35.49,35.676,35.855,36.023,36.186,36.33,36.469,36.595,36.72,36.829,36.933,37.034,37.128,37.207,37.287,37.363,37.426,37.48,37.532,37.577,37.618,37.648,37.665,37.675,37.683,37.686,37.685,37.676,37.657,37.637,37.611,37.575,37.542,37.509,37.467,37.424,37.382,37.34,37.296,37.25,37.204,37.151,37.103,37.053,37.008,36.952,36.896,36.838,36.778,36.721,36.663,36.6,36.534,36.477,36.41,36.347,36.28,36.215,36.154,36.084,36.02,35.943,35.877,35.805,35.737,35.666,35.588,35.513,35.443,35.367
