Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
"El Salvador",2199.898,2236.576,2278.307,2324.559,2374.972,2429.333,2487.586,2549.826,2616.277,2687.233,2762.899,2843.24,2927.857,3015.887,3106.186,3197.863,3290.411,3383.701,3477.742,3572.707,3668.595,3765.166,3861.931,3958.323,4053.713,4147.525,4239.675,4329.964,4417.516,4501.316,4580.704,4655.364,4725.72,4792.903,4858.532,4923.86,4988.943,5053.714,5119.035,5185.943,5254.984,5326.657,5400.331,5474,5544.945,5611.115,5671.925,5727.755,5778.706,5825.187,5867.626,5905.962,5940.303,5971.535,6000.775,6028.961,6056.478,6083.475,6110.301,6137.276,6164.626,6192.56,6221.246,6250.777,6281.189,6312.478,6344.722,6377.853,6411.558,6445.405,6479.066,6512.324,6545.173,6577.561,6609.535,6641.077,6672.171,6702.612,6731.997,6759.778,6785.583,6809.174,6830.667,6850.432,6869.026,6886.84,6904.012,6920.362,6935.627,6949.436,6961.52,6971.811,6980.404,6987.377,6992.86,6996.962,6999.686,7001.019,7001.03,6999.809,6997.41,6993.87,6989.179,6983.296,6976.177,6967.763,6958.062,6947.074,6934.767,6921.094,6906.033,6889.562,6871.704,6852.455,6831.846,6809.916,6786.661,6762.082,6736.184,6708.992,6680.505,6650.734,6619.704,6587.412,6553.848,6519.018,6482.966,6445.712,6407.274,6367.667,6326.918,6285.067,6242.195,6198.375,6153.732,6108.37,6062.356,6015.776,5968.743,5921.387,5873.823,5826.148,5778.44,5730.77,5683.188,5635.784,5588.619,5541.76,5495.322,5449.384,5404.065
"Equatorial Guinea",225.537,230.717,233.853,235.883,237.547,239.375,241.67,244.553,247.932,251.601,255.323,258.947,262.59,266.598,271.457,277.396,284.868,293.44,301.353,306.233,306.515,301.666,292.585,281.021,269.426,259.747,252.194,246.677,244.485,247.078,255.325,270.063,290.617,314.475,338.086,358.896,376.024,390.173,402.326,414.138,426.846,440.624,455.148,470.61,487.14,504.871,523.999,544.636,566.673,589.938,614.323,639.762,666.407,694.611,724.817,757.317,792.217,829.327,868.418,909.111,951.104,994.29,1038.593,1083.746,1129.424,1175.389,1221.49,1267.689,1313.894,1360.104,1406.28,1452.35,1498.287,1544.203,1590.279,1636.622,1683.298,1730.26,1777.358,1824.393,1871.22,1917.787,1964.178,2010.61,2057.392,2104.728,2152.689,2201.208,2250.162,2299.375,2348.714,2398.149,2447.695,2497.32,2546.981,2596.652,2646.294,2695.886,2745.462,2795.078,2844.744,2894.47,2944.196,2993.886,3043.453,3092.849,3142.031,3190.988,3239.66,3287.993,3335.951,3383.481,3430.556,3477.168,3523.281,3568.873,3613.926,3658.407,3702.286,3745.52,3788.094,3829.976,3871.16,3911.644,3951.429,3990.517,4028.902,4066.584,4103.552,4139.809,4175.349,4210.173,4244.286,4277.679,4310.397,4342.414,4373.775,4404.439,4434.425,4463.733,4492.376,4520.335,4547.616,4574.218,4600.126,4625.356,4649.879,4673.7,4696.819,4719.218,4740.885
Eritrea,1142.148,1159.798,1179.537,1201.124,1224.384,1249.193,1275.534,1303.42,1332.953,1364.276,1397.491,1432.64,1469.645,1508.273,1548.187,1589.179,1631.147,1674.204,1718.525,1764.343,1811.878,1861.199,1912.302,1965.16,2019.717,2075.965,2133.723,2193.068,2254.45,2318.495,2385.54,2454.766,2525.521,2598.41,2674.289,2753.151,2837.111,2924.349,3006.361,3071.771,3113.311,3127.297,3118.582,3099.047,3085.443,3090.159,3116.379,3161.35,3224.223,3302.263,3392.801,3497.124,3614.639,3738.265,3858.623,3969.007,4066.648,4153.332,4232.636,4310.334,4390.84,4474.69,4560.977,4650.998,4746.045,4846.976,4954.645,5068.831,5187.948,5309.659,5432.216,5555.141,5678.798,5803.376,5929.298,6056.88,6186.016,6316.482,6448.451,6582.129,6717.687,6855.107,6994.25,7135.034,7277.273,7420.805,7565.543,7711.344,7857.969,8005.125,8152.54,8300.073,8447.599,8594.901,8741.756,8887.988,9033.461,9178.086,9321.828,9464.689,9606.664,9747.675,9887.684,10026.695,10164.756,10301.88,10438.046,10573.202,10707.355,10840.49,10972.592,11103.618,11233.513,11362.223,11489.663,11615.75,11740.447,11863.684,11985.32,12105.203,12223.199,12339.236,12453.286,12565.299,12675.271,12783.154,12888.925,12992.537,13094.022,13193.371,13290.621,13385.742,13478.715,13569.555,13658.246,13744.78,13829.153,13911.361,13991.41,14069.275,14144.954,14218.451,14289.753,14358.866,14425.792,14490.515,14553.043,14613.381,14671.525,14727.455,14781.199
Estonia,1100.995,1113.247,1125.24,1136.904,1148.213,1159.231,1170.101,1181.019,1192.253,1204.108,1216.819,1230.499,1245.076,1260.213,1275.437,1290.396,1304.987,1319.245,1333.176,1346.818,1360.202,1373.306,1386.068,1398.471,1410.467,1422.042,1433.178,1443.889,1454.273,1464.416,1474.436,1483.873,1492.641,1501.42,1511.199,1522.397,1536.033,1551.208,1564.192,1569.971,1565.242,1548.215,1520.81,1488.059,1457.093,1433.024,1417.736,1409.674,1406.35,1403.789,1399.112,1391.729,1382.732,1372.909,1363.565,1355.648,1349.297,1344.072,1339.712,1335.83,1332.102,1328.449,1324.934,1321.56,1318.359,1315.321,1312.442,1309.632,1306.788,1303.798,1300.559,1297.038,1293.233,1289.139,1284.758,1280.134,1275.23,1270.08,1264.718,1259.199,1253.59,1247.907,1242.16,1236.396,1230.662,1225.001,1219.434,1213.952,1208.55,1203.224,1197.944,1192.713,1187.539,1182.371,1177.191,1171.949,1166.655,1161.291,1155.854,1150.337,1144.747,1139.057,1133.283,1127.422,1121.474,1115.451,1109.354,1103.177,1096.946,1090.654,1084.309,1077.928,1071.509,1065.082,1058.661,1052.261,1045.889,1039.568,1033.297,1027.095,1020.969,1014.935,1008.992,1003.157,997.439,991.838,986.37,981.04,975.843,970.786,965.871,961.105,956.476,951.982,947.647,943.45,939.392,935.462,931.661,927.96,924.38,920.873,917.439,914.077,910.758,907.471,904.194,900.908,897.589,894.218,890.759
Ethiopia,18128.034,18466.968,18819.7,19184.292,19560.016,19947.292,20347.813,20764.45,21201.034,21661.996,22151.278,22671.19,23221.389,23798.429,24397.024,25013.626,25641.376,26281.208,26946.079,27654.161,28415.077,29245.207,30132.58,31025.115,31851.708,32566.821,33146.891,33622.39,34068.316,34590.226,35264.898,36120.288,37136.848,38285.883,39518.801,40800.343,42120.73,43493.283,44932.064,46458.913,48086.516,49821.083,51647.768,53532.956,55431.123,57309.88,59155.148,60976.45,62794.151,64640.054,66537.331,68492.257,70497.192,72545.144,74624.405,76727.083,78850.689,81000.409,83184.892,85416.253,87702.67,90046.756,92444.183,94887.724,97366.774,99873.033,102403.2,104957.44,107534.88,110135.63,112759.07,115403.33,118065.23,120741.32,123427.62,126120.68,128817.98,131517.87,134218.92,136920.11,139620.18,142317.59,145010.28,147695.9,150371.88,153036.02,155686.42,158322.01,160942.55,163548.4,166139.39,168714.42,171271.65,173809.29,176325.27,178817.64,181284.9,183725.64,186137.98,188519.93,190869.63,193185.55,195466.26,197710.27,199916.17,202082.56,204208.15,206291.69,208332.02,210328.01,212278.59,214182.83,216039.8,217848.51,219608.05,221317.58,222976.39,224583.93,226139.95,227644.31,229096.85,230497.43,231845.71,233141.13,234383.04,235571.07,236705.09,237785.42,238812.77,239788.13,240712.37,241586.17,242409.84,243183.42,243906.79,244580.16,245204.07,245779.68,246308.65,246793.01,247234.53,247634.56,247994.07,248313.82,248594.55,248837.22,249042.98,249213.27,249349.82,249454.61,249529.92
"Faroe Islands",31.503,31.538,31.672,31.881,32.159,32.496,32.882,33.295,33.743,34.192,34.661,35.115,35.57,36.014,36.454,36.9,37.334,37.768,38.2,38.646,39.083,39.537,40.009,40.486,40.955,41.407,41.848,42.275,42.693,43.101,43.514,43.917,44.307,44.7,45.122,45.573,46.077,46.621,47.117,47.466,47.594,47.457,47.101,46.64,46.25,46.04,46.058,46.251,46.58,46.937,47.258,47.526,47.769,47.974,48.143,48.285,48.383,48.448,48.485,48.517,48.55,48.608,48.666,48.747,48.842,48.965,49.117,49.29,49.489,49.692,49.896,50.103,50.304,50.507,50.715,50.932,51.151,51.383,51.608,51.841,52.067,52.296,52.525,52.745,52.964,53.166,53.361,53.542,53.715,53.881,54.026,54.169,54.298,54.416,54.53,54.631,54.722,54.802,54.879,54.961,55.022,55.091,55.15,55.223,55.286,55.353,55.424,55.493,55.564,55.642,55.72,55.805,55.883,55.969,56.059,56.152,56.24,56.334,56.419,56.514,56.602,56.692,56.777,56.86,56.944,57.015,57.085,57.161,57.221,57.283,57.323,57.374,57.41,57.449,57.471,57.494,57.512,57.522,57.523,57.521,57.52,57.502,57.484,57.457,57.426,57.393,57.355,57.31,57.269,57.226,57.189
"Falkland Islands",2.259,2.249,2.24,2.219,2.21,2.204,2.185,2.18,2.165,2.152,2.15,2.125,2.115,2.109,2.087,2.078,2.058,2.036,2.026,2.008,2.001,1.971,1.969,1.939,1.935,1.917,1.903,1.886,1.876,1.865,1.848,1.853,1.843,1.847,1.85,1.855,1.865,1.881,1.906,1.941,1.989,2.063,2.142,2.236,2.333,2.435,2.538,2.637,2.736,2.815,2.882,2.924,2.947,2.951,2.954,2.939,2.921,2.907,2.885,2.867,2.852,2.856,2.858,2.87,2.887,2.898,2.91,2.91,2.922,2.921,2.925,2.926,2.928,2.929,2.934,2.932,2.933,2.934,2.931,2.927,2.925,2.921,2.921,2.915,2.911,2.905,2.904,2.898,2.892,2.89,2.888,2.884,2.876,2.871,2.869,2.862,2.86,2.855,2.849,2.847,2.839,2.834,2.83,2.823,2.815,2.811,2.802,2.798,2.793,2.787,2.777,2.773,2.767,2.764,2.756,2.752,2.746,2.738,2.732,2.726,2.718,2.715,2.71,2.703,2.697,2.691,2.686,2.681,2.681,2.679,2.675,2.669,2.664,2.659,2.653,2.646,2.646,2.643,2.634,2.625,2.62,2.615,2.613,2.607,2.605,2.6,2.597,2.593,2.593,2.584,2.579
Fiji,288.988,296.209,304.814,314.351,324.482,334.976,345.744,356.82,368.319,380.451,393.386,407.156,421.577,436.208,450.45,463.883,476.324,487.913,498.892,509.658,520.529,531.601,542.814,554.107,565.388,576.595,587.52,598.259,609.345,621.538,635.255,650.955,668.198,685.391,700.366,711.661,718.548,721.725,722.917,724.624,728.628,735.473,744.531,755.026,765.667,775.498,784.476,792.86,800.315,806.494,811.223,814.218,815.691,816.628,818.354,821.817,827.411,834.812,843.34,851.967,859.95,867.086,873.596,879.715,885.806,892.149,898.76,905.502,912.241,918.757,924.915,930.655,936.021,941.061,945.843,950.43,954.819,958.985,962.953,966.711,970.27,973.64,976.826,979.803,982.586,985.15,987.513,989.652,991.583,993.298,994.801,996.089,997.158,998.019,998.661,999.087,999.293,999.277,999.088,998.711,998.19,997.526,996.715,995.77,994.678,993.452,992.073,990.562,988.922,987.158,985.264,983.24,981.109,978.862,976.511,974.052,971.501,968.867,966.132,963.317,960.421,957.465,954.429,951.325,948.15,944.901,941.587,938.198,934.748,931.245,927.692,924.092,920.454,916.76,913.006,909.192,905.325,901.391,897.403,893.366,889.281,885.156,880.98,876.766,872.504,868.221,863.905,859.563,855.206,850.827,846.454
Finland,4008.294,4050.492,4096.554,4144.297,4191.979,4238.275,4282.379,4323.921,4362.913,4399.674,4434.59,4467.773,4498.817,4526.746,4550.239,4568.598,4581.115,4588.656,4594.024,4601.033,4612.366,4629.38,4651.172,4675.456,4698.779,4718.749,4734.437,4746.932,4758.252,4771.345,4788.243,4809.813,4835.1,4862.178,4888.204,4911.22,4930.341,4946.373,4961.087,4977.115,4996.222,5019.125,5044.925,5071.789,5097.097,5119.005,5136.979,5151.746,5164.242,5175.926,5187.954,5200.479,5213.373,5227.103,5242.185,5258.927,5277.57,5298.014,5319.902,5342.646,5365.782,5389.242,5412.98,5436.616,5459.717,5481.966,5503.132,5523.231,5542.517,5561.389,5580.127,5598.77,5617.163,5635.162,5652.535,5669.119,5684.877,5699.824,5713.891,5726.992,5739.095,5750.172,5760.268,5769.43,5777.716,5785.214,5791.952,5798.018,5803.536,5808.657,5813.529,5818.217,5822.791,5827.357,5832.073,5837.028,5842.305,5847.919,5853.826,5859.994,5866.35,5872.906,5879.682,5886.658,5893.822,5901.156,5908.636,5916.254,5924.009,5931.886,5939.874,5947.958,5956.108,5964.293,5972.455,5980.556,5988.586,5996.497,6004.264,6011.795,6019.077,6026.06,6032.751,6039.138,6045.197,6050.929,6056.331,6061.402,6066.192,6070.762,6075.168,6079.421,6083.529,6087.5,6091.327,6095.031,6098.608,6102.07,6105.43,6108.7,6111.888,6114.998,6118.017,6120.952,6123.798,6126.553,6129.189,6131.718,6134.132,6136.42,6138.57
France,41879.605,42070.919,42365.579,42724.223,43117.846,43527.762,43946.212,44375.735,44827.61,45319.11,45865.396,46470.824,47121.382,47781.402,48402.837,48952.255,49411.387,49791.935,50127.143,50466.394,50843.829,51273.47,51739.837,52212.314,52646.198,53010.73,53295.791,53516.213,53696.453,53872.444,54070.817,54298.045,54547.688,54817.832,55102.743,55397.482,55704.494,56024.508,56348.214,56663.204,56960.835,57237.702,57496.974,57744.82,57990.661,58241.791,58499.689,58763.395,59034.921,59316.107,59608.201,59911.252,60225.076,60550.097,60886.607,61233.9,61592.884,61960.95,62329.567,62687.521,63026.74,63343.577,63639.873,63919.917,64190.638,64457.201,64720.69,64979.548,65233.271,65480.71,65721.165,65954.741,66182.378,66405.223,66624.723,66841.951,67057.171,67270.163,67480.85,67689.001,67894.271,68096.621,68295.673,68490.279,68678.97,68860.56,69034.688,69201.204,69359.408,69508.594,69648.311,69778.363,69899,70010.835,70114.775,70211.636,70301.774,70385.563,70463.968,70538.132,70608.998,70677.25,70743.274,70807.346,70869.589,70930.256,70989.694,71048.444,71107.175,71166.642,71227.445,71289.926,71354.276,71420.764,71489.622,71561.003,71635.042,71711.723,71790.922,71872.375,71955.834,72041.181,72128.233,72216.704,72306.248,72396.525,72487.375,72578.538,72669.439,72759.401,72847.892,72934.56,73019.377,73102.602,73184.667,73265.876,73346.156,73425.247,73502.919,73578.863,73652.809,73724.553,73793.939,73860.834,73925.107,73986.579,74045.009,74100.112,74151.533,74198.874,74241.659
"French Guiana",25.472,26.247,26.892,27.465,27.987,28.49,29.027,29.621,30.303,31.095,32.032,33.121,34.377,35.765,37.287,38.892,40.623,42.443,44.31,46.153,47.93,49.629,51.269,52.88,54.52,56.223,57.995,59.872,61.931,64.281,66.977,70.029,73.42,77.233,81.562,86.439,91.939,97.978,104.226,110.263,115.784,120.681,125.083,129.163,133.189,137.4,141.767,146.273,151.17,156.735,163.165,170.596,178.904,187.619,196.079,203.826,210.673,216.785,222.452,228.134,234.181,240.654,247.463,254.503,261.623,268.691,275.713,282.731,289.763,296.847,303.982,311.201,318.472,325.814,333.234,340.733,348.323,355.988,363.74,371.567,379.463,387.423,395.445,403.53,411.65,419.826,428.02,436.246,444.482,452.729,460.974,469.201,477.421,485.621,493.795,501.94,510.055,518.142,526.196,534.205,542.161,550.082,557.946,565.773,573.557,581.32,589.05,596.745,604.412,612.063,619.685,627.283,634.862,642.419,649.946,657.446,664.901,672.322,679.705,687.044,694.341,701.574,708.764,715.886,722.946,729.935,736.846,743.694,750.455,757.131,763.73,770.233,776.649,782.965,789.183,795.291,801.303,807.189,812.969,818.632,824.19,829.636,834.963,840.178,845.286,850.287,855.17,859.95,864.633,869.209,873.69
"French Polynesia",60.266,62.085,63.87,65.593,67.252,68.854,70.429,72.06,73.827,75.806,78.076,80.703,83.651,86.837,90.132,93.438,96.732,100.029,103.386,106.857,110.495,114.313,118.279,122.356,126.486,130.619,134.748,138.864,143.032,147.296,151.708,156.243,160.888,165.613,170.396,175.204,180.075,184.95,189.738,194.252,198.375,202.016,205.266,208.345,211.579,215.196,219.283,223.731,228.376,232.952,237.258,241.273,245.006,248.499,251.775,254.886,257.832,260.594,263.179,265.581,267.82,269.843,271.703,273.528,275.484,277.69,280.208,283.007,285.859,288.506,290.744,292.488,293.834,294.95,296.101,297.475,299.127,300.983,302.959,304.927,306.76,308.445,310.025,311.503,312.896,314.233,315.498,316.697,317.816,318.861,319.836,320.739,321.569,322.323,323.008,323.632,324.183,324.659,325.075,325.434,325.713,325.933,326.095,326.196,326.239,326.227,326.169,326.059,325.894,325.693,325.44,325.152,324.829,324.462,324.049,323.617,323.143,322.64,322.096,321.528,320.927,320.294,319.635,318.947,318.235,317.48,316.706,315.893,315.061,314.193,313.312,312.393,311.446,310.484,309.493,308.482,307.447,306.408,305.34,304.264,303.179,302.084,300.98,299.868,298.751,297.629,296.504,295.37,294.244,293.113,291.986
Gabon,473.298,475.865,477.711,479.237,480.767,482.56,484.782,487.536,490.87,494.751,499.184,504.167,509.806,516.265,523.789,532.511,542.557,553.823,565.873,578.108,590.118,601.731,613.123,624.621,636.696,649.716,663.77,678.774,694.732,711.533,729.159,747.587,766.855,787.013,808.083,830.085,853.027,876.863,901.458,926.622,952.212,978.223,1004.676,1031.504,1058.663,1086.137,1113.994,1142.324,1171.224,1200.773,1231.122,1262.259,1294.409,1328.146,1364.205,1403.126,1444.844,1489.193,1536.411,1586.754,1640.21,1697.101,1756.817,1817.271,1875.713,1930.175,1979.786,2025.137,2067.561,2109.099,2151.289,2194.488,2238.282,2282.534,2326.901,2371.137,2415.315,2459.617,2504.065,2548.693,2593.514,2638.542,2683.764,2729.214,2774.89,2820.808,2866.951,2913.301,2959.83,3006.498,3053.264,3100.094,3146.962,3193.804,3240.543,3287.137,3333.54,3379.697,3425.558,3471.063,3516.141,3560.758,3604.886,3648.482,3691.507,3733.944,3775.764,3816.942,3857.494,3897.426,3936.753,3975.451,4013.545,4051.034,4087.941,4124.301,4160.094,4195.328,4230.012,4264.168,4297.786,4330.873,4363.416,4395.41,4426.825,4457.644,4487.871,4517.477,4546.456,4574.8,4602.495,4629.531,4655.881,4681.536,4706.457,4730.636,4754.058,4776.706,4798.559,4819.604,4839.822,4859.186,4877.726,4895.418,4912.281,4928.318,4943.536,4957.934,4971.534,4984.324,4996.323
Gambia,271.377,272.72,276.773,283.505,292.713,304.029,316.907,330.6,344.265,356.968,367.928,376.737,383.523,389.072,394.553,400.861,408.18,416.339,425.51,435.798,447.285,460.194,474.539,489.861,505.512,521.07,536.409,551.817,567.831,585.157,604.369,625.411,648.21,673.238,701.104,732.096,766.589,804.125,843.05,881.138,916.808,949.493,979.718,1008.358,1036.829,1066.223,1096.708,1128.169,1160.944,1195.42,1231.844,1270.495,1311.349,1354.194,1398.573,1444.204,1491.021,1539.116,1588.572,1639.56,1692.149,1746.363,1802.125,1859.324,1917.852,1977.59,2038.501,2100.568,2163.765,2228.075,2293.493,2359.954,2427.423,2495.903,2565.346,2635.74,2707.043,2779.225,2852.248,2926.075,3000.667,3075.997,3151.996,3228.62,3305.795,3383.475,3461.606,3540.115,3618.924,3697.953,3777.102,3856.32,3935.557,4014.728,4093.762,4172.601,4251.178,4329.458,4407.399,4484.972,4562.152,4638.898,4715.155,4790.919,4866.138,4940.793,5014.835,5088.254,5160.997,5233.04,5304.345,5374.891,5444.629,5513.532,5581.573,5648.736,5714.972,5780.241,5844.49,5907.669,5969.719,6030.593,6090.268,6148.691,6205.814,6261.599,6316.008,6369.016,6420.602,6470.716,6519.349,6566.465,6612.063,6656.156,6698.744,6739.862,6779.507,6817.672,6854.338,6889.48,6923.093,6955.181,6985.756,7014.859,7042.518,7068.758,7093.622,7117.142,7139.33,7160.207,7179.802
Georgia,3527.008,3555.87,3588.619,3625.601,3667.064,3713.121,3763.763,3818.847,3878.127,3941.233,4007.713,4077.069,4148.73,4222.142,4296.656,4371.521,4446.824,4521.709,4593.305,4658,4713.322,4758.145,4793.55,4822.16,4847.853,4873.619,4900.179,4927.244,4955.501,4985.563,5017.818,5051.225,5085.514,5122.384,5164.137,5211.441,5266.826,5327.228,5380.909,5412.147,5410.372,5370.649,5298.086,5204.634,5107.674,5020.061,4945.566,4881.248,4825.186,4773.169,4722.059,4672.162,4624.88,4579.082,4533.329,4486.547,4438.896,4390.535,4340.514,4287.696,4231.661,4171.256,4107.719,4045.91,3992.346,3951.524,3925.405,3912.061,3907.131,3904.204,3898.529,3888.72,3875.91,3860.783,3844.853,3829.218,3813.765,3797.879,3781.626,3765.09,3748.35,3731.428,3714.369,3697.215,3680.013,3662.822,3645.651,3628.501,3611.354,3594.175,3576.93,3559.615,3542.228,3524.684,3506.9,3488.799,3470.363,3451.615,3432.545,3413.224,3393.665,3373.875,3353.882,3333.72,3313.411,3292.996,3272.498,3251.961,3231.422,3210.933,3190.547,3170.278,3150.162,3130.223,3110.502,3091.026,3071.823,3052.884,3034.212,3015.801,2997.646,2979.725,2962.066,2944.645,2927.464,2910.505,2893.768,2877.237,2860.926,2844.812,2828.914,2813.215,2797.699,2782.365,2767.239,2752.272,2737.48,2722.844,2708.362,2694.021,2679.812,2665.71,2651.709,2637.784,2623.9,2610.049,2596.204,2582.321,2568.388,2554.381,2540.252
Germany,69966.243,70299.358,70619.499,70929.259,71233.131,71537.537,71850.98,72183.916,72548.042,72955.244,73414.427,73928.048,74489.142,75080.047,75676.011,76255.926,76816.337,77352.662,77841.435,78254.626,78572.984,78786.608,78901.707,78936.165,78917.22,78866.498,78794.496,78701.801,78589.311,78454.848,78300.65,78126.104,77944.848,77790.08,77704.336,77717.431,77837.5,78054.086,78354.017,78715.61,79118.326,79564.454,80046.157,80520.088,80931.041,81240.604,81426.337,81499.866,81499.232,81481.612,81487.757,81535.848,81611.868,81686.495,81715.659,81671.234,81540.353,81344.457,81130.944,80965.612,80894.785,80933.98,81066.228,81265.139,81489.66,81707.789,81914.672,82114.224,82293.457,82438.639,82540.45,82590.869,82591.766,82556.732,82506.139,82455.044,82407.574,82359.998,82310.176,82253.517,82186.736,82110.139,82025.793,81934.057,81835.396,81730.117,81618.342,81499.881,81374.31,81241.016,81099.557,80949.943,80792.26,80626.348,80452.01,80269.191,80078.254,79879.592,79673.303,79459.474,79238.486,79010.818,78777.564,78540.532,78301.963,78063.809,77826.955,77592.211,77361.376,77136.415,76918.85,76709.335,76507.989,76314.983,76130.217,75953.38,75784.532,75623.098,75467.311,75314.85,75163.796,75013.549,74863.77,74713.179,74560.401,74404.477,74244.994,74082.155,73916.588,73749.314,73581.317,73412.769,73244.157,73077.133,72913.783,72755.692,72603.523,72457.323,72317.318,72183.56,72055.949,71934.381,71818.66,71708.493,71603.441,71502.897,71406.08,71311.986,71219.433,71127.058,71033.283
Ghana,4980.875,5068.436,5191.219,5339.182,5504.254,5680.41,5863.686,6052.159,6245.646,6445.283,6652.287,6866.539,7085.464,7303.432,7513.289,7710.549,7890.992,8057.444,8221.02,8397.347,8596.983,8827.273,9083.573,9350.111,9604.276,9831.407,10023.472,10189.89,10354.499,10550.777,10802.028,11117.605,11488.106,11895.125,12311.158,12716.228,13104.296,13481.406,13854.214,14233.874,14628.26,15039.514,15463.854,15896.432,16330.174,16760.467,17185.608,17608.812,18036.494,18477.612,18938.762,19421.605,19924.522,20446.782,20986.536,21542.009,22113.425,22700.212,23298.64,23903.831,24512.104,25121.796,25733.049,26346.251,26962.563,27582.821,28206.728,28833.629,29463.643,30096.97,30733.755,31374.052,32017.825,32665.069,33315.708,33969.758,34627.161,35287.968,35952.49,36621.087,37294.019,37971.309,38652.767,39338.139,40027.113,40719.336,41414.511,42112.439,42813.023,43516.217,44221.824,44929.545,45638.788,46348.729,47058.334,47766.708,48473.345,49177.795,49879.254,50576.874,51269.943,51957.995,52640.729,53317.97,53989.616,54655.603,55315.682,55969.713,56617.789,57260.151,57896.929,58528.042,59153.361,59772.916,60386.781,60994.934,61597.278,62193.611,62783.647,63367.021,63943.441,64512.656,65074.418,65628.347,66173.992,66710.967,67238.954,67757.691,68266.951,68766.527,69256.2,69735.85,70205.197,70663.721,71110.753,71545.859,71968.787,72379.686,72778.876,73166.895,73544.161,73910.929,74267.216,74613.028,74948.365,75273.295,75588.035,75892.946,76188.555,76475.504,76754.605
Gibraltar,22.039,22.292,22.494,22.63,22.72,22.775,22.816,22.863,22.959,23.129,23.394,23.786,24.284,24.848,25.454,26.041,26.612,27.174,27.694,28.159,28.56,28.869,29.104,29.278,29.427,29.578,29.742,29.902,30.049,30.177,30.272,30.334,30.381,30.383,30.325,30.207,30.004,29.744,29.469,29.262,29.164,29.212,29.379,29.623,29.895,30.147,30.382,30.594,30.801,30.991,31.18,31.374,31.544,31.72,31.896,32.085,32.296,32.51,32.732,32.956,33.189,33.405,33.623,33.831,34.038,34.228,34.408,34.571,34.733,34.879,35,35.124,35.233,35.327,35.417,35.501,35.588,35.671,35.748,35.821,35.897,35.964,36.033,36.099,36.166,36.229,36.283,36.347,36.41,36.466,36.526,36.591,36.65,36.707,36.76,36.819,36.874,36.918,36.975,37.017,37.053,37.09,37.13,37.164,37.192,37.216,37.233,37.255,37.258,37.267,37.283,37.283,37.287,37.296,37.293,37.291,37.286,37.288,37.285,37.283,37.282,37.281,37.287,37.289,37.29,37.291,37.3,37.298,37.307,37.303,37.306,37.316,37.319,37.323,37.323,37.325,37.329,37.334,37.334,37.338,37.336,37.332,37.336,37.323,37.321,37.316,37.31,37.299,37.295,37.279,37.272
Greece,7668.794,7743.251,7814.593,7882.997,7948.525,8011.124,8070.644,8126.805,8179.268,8227.654,8271.788,8311.808,8348.332,8382.605,8416.193,8450.504,8486.428,8524.555,8565.665,8610.472,8659.795,8712.683,8769.758,8835.139,8914.176,9009.917,9124.755,9255.38,9392.113,9521.672,9634.504,9727.724,9804.166,9867.161,9922.431,9974.739,10023.374,10068.281,10115.853,10174.169,10248.537,10341.892,10451.417,10569.422,10684.818,10789.375,10880.912,10961.123,11030.393,11090.266,11142.119,11184.398,11216.799,11243.567,11270.476,11301.204,11338.77,11380.897,11419.647,11443.828,11446.005,11422.805,11378.257,11321.3,11264.726,11217.8,11183.716,11159.773,11142.161,11124.603,11102.572,11075.319,11044.663,11011.602,10977.842,10944.624,10912.058,10879.692,10847.537,10815.536,10783.625,10751.812,10720.084,10688.329,10656.384,10624.074,10591.302,10557.942,10523.758,10488.487,10451.869,10413.781,10374.132,10332.689,10289.221,10243.564,10195.638,10145.435,10092.986,10038.342,9981.568,9922.741,9861.949,9799.382,9735.242,9669.776,9603.125,9535.445,9467.039,9398.232,9329.295,9260.454,9191.847,9123.649,9056.007,8989.058,8922.938,8857.808,8793.859,8731.337,8670.399,8611.162,8553.663,8497.902,8443.833,8391.429,8340.685,8291.595,8244.111,8198.15,8153.652,8110.556,8068.783,8028.199,7988.647,7949.986,7912.137,7875.056,7838.545,7802.427,7766.564,7730.905,7695.415,7660.144,7625.124,7590.424,7556.082,7522.134,7488.593,7455.49,7422.817
