Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Nicaragua,0.2,0.317,0.434,0.551,0.668,0.785,0.902,1.019,1.136,1.253,1.37,1.736,2.102,2.468,2.834,3.2,3.566,3.932,4.298,4.664,5.03,5.03,5.03,5.03,5.03,5.03
Niger,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Norway,0.96,0.896,0.832,0.768,0.704,0.64,0.576,0.512,0.448,0.384,0.32,0.306,0.292,0.278,0.264,0.25,0.236,0.222,0.208,0.194,0.18,0.174,0.168,0.162,0.156,0.15
Panama,2.42,2.409,2.398,2.387,2.376,2.365,2.354,2.343,2.332,2.321,2.31,2.189,2.068,1.947,1.826,1.705,1.584,1.463,1.342,1.221,1.1,1.096,1.092,1.088,1.084,1.08
Peru,45.21,43.237,41.264,39.291,37.318,35.345,33.372,31.399,29.426,27.453,25.48,24.677,23.874,23.071,22.268,21.465,20.662,19.859,19.056,18.253,17.45,15.212,12.974,10.736,8.498,6.26
Portugal,,,,,,,,,,,,,,,,,,,,,26.5,,,,,
Moldova,0.43,0.868,1.306,1.744,2.182,2.62,3.058,3.496,3.934,4.372,4.81,4.356,3.902,3.448,2.994,2.54,2.086,1.632,1.178,0.724,0.27,0.288,0.306,0.324,0.342,0.36
Romania,1.13,1.293,1.456,1.619,1.782,1.945,2.108,2.271,2.434,2.597,2.76,2.594,2.428,2.262,2.096,1.93,1.764,1.598,1.432,1.266,1.1,0.976,0.852,0.728,0.604,0.48
Serbia,1.67,1.753,1.836,1.919,2.002,2.085,2.168,2.251,2.334,2.417,2.5,2.29,2.08,1.87,1.66,1.45,1.24,1.03,0.82,0.61,0.4,0.394,0.388,0.382,0.376,0.37
Slovakia,2.09,1.901,1.712,1.523,1.334,1.145,0.956,0.767,0.578,0.389,0.2,0.186,0.172,0.158,0.144,0.13,0.116,0.102,0.088,0.074,0.06,0.072,0.084,0.096,0.108,0.12
"South Africa",218,199.9,181.8,163.7,145.6,127.5,109.4,91.3,73.2,55.1,37,33.9,30.8,27.7,24.6,21.5,18.4,15.3,12.2,9.1,6,5.4,4.8,4.2,3.6,3
Spain,133.78,124.479,115.178,105.877,96.576,87.275,77.974,68.673,59.372,50.071,40.77,37.765,34.76,31.755,28.75,25.745,22.74,19.735,16.73,13.725,10.72,9.508,8.296,7.084,5.872,4.66
Sweden,8.87,9.165,9.46,9.755,10.05,10.345,10.64,10.935,11.23,11.525,11.82,12.593,13.366,14.139,14.912,15.685,16.458,17.231,18.004,18.777,19.55,18.25,16.95,15.65,14.35,13.05
Switzerland,0.08,0.079,0.078,0.077,0.076,0.075,0.074,0.073,0.072,0.071,0.07,,,,,,,,,,,,,,,
Thailand,26.7,36.58,46.46,56.34,66.22,76.1,85.98,95.86,105.74,115.62,125.5,122.15,118.8,115.45,112.1,108.75,105.4,102.05,98.7,95.35,92,,,,,
Togo,1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2,2,2,2,2,2
Tunisia,6.71,6.669,6.628,6.587,6.546,6.505,6.464,6.423,6.382,6.341,6.3,5.965,5.63,5.295,4.96,4.625,4.29,3.955,3.62,3.285,2.95,2.78,2.61,2.44,2.27,2.1
Turkey,22.65,26.676,30.702,34.728,38.754,42.78,46.806,50.832,54.858,58.884,62.91,64.155,65.4,66.645,67.89,69.135,70.38,71.625,72.87,74.115,75.36,76.328,77.296,78.264,79.232,80.2
Uganda,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84,9.84
Ukraine,8,7.6,7.2,6.8,6.4,6,5.6,5.2,4.8,4.4,4,5.05,6.1,7.15,8.2,9.25,10.3,11.35,12.4,13.45,14.5,12.8,11.1,9.4,7.7,6
"United States",59.73,79.657,99.584,119.511,139.438,159.365,179.292,199.219,219.146,239.073,259,257.8,256.6,255.4,254.2,253,251.8,250.6,249.4,248.2,247,,,,,
Uruguay,,,,,,,,,,,35,33.34,31.68,30.02,28.36,26.7,25.04,23.38,21.72,20.06,18.4,,,,,
Uzbekistan,35.4,35.66,35.92,36.18,36.44,36.7,36.96,37.22,37.48,37.74,38,36.51,35.02,33.53,32.04,30.55,29.06,27.57,26.08,24.59,23.1,23.86,24.62,25.38,26.14,26.9
Venezuela,16.35,16.654,16.958,17.262,17.566,17.87,18.174,18.478,18.782,19.086,19.39,19.238,19.086,18.934,18.782,18.63,18.478,18.326,18.174,18.022,17.87,17.87,17.87,17.87,17.87,17.87
Vietnam,117.46,117.351,117.242,117.133,117.024,116.915,116.806,116.697,116.588,116.479,116.37,120.795,125.22,129.645,134.07,138.495,142.92,147.345,151.77,156.195,160.62,148.004,135.388,122.772,110.156,97.54
