Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Morocco,43.55,44.019,44.488,44.957,45.426,45.895,46.364,46.833,47.302,47.771,48.24,48.533,48.826,49.119,49.412,49.705,49.998,50.291,50.584,50.877,51.17,51.286,51.402,51.518,51.634,51.75,51.8,51.89,51.97,52.5,52.14
Mozambique,128.12,128.12,128.12,128.12,128.12,128.12,128.12,128.12,128.12,128.12,128.12,128.121,128.122,128.123,128.124,128.125,128.126,128.127,128.128,128.129,128.13,128.132,128.134,128.136,128.138,128.14,128.14,128.14,128.14,128.14,128.14
"Burma (Myanmar)",163.3,163.32,163.34,163.36,163.38,163.4,163.42,163.44,163.46,163.48,163.5,163.311,163.122,162.933,162.744,162.555,162.366,162.177,161.988,161.799,161.61,132.686,103.762,74.838,45.914,16.99,16.89,16.81,16.77,16.73,16.69
Namibia,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27,86.27
Nepal,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63,229.63
Netherlands,41,41.7,42.4,43.1,43.8,44.5,45.2,45.9,46.6,47.3,48,49,50,51,52,53,54,55,56,57,58,59.046,60.092,61.138,62.184,63.23,63.82,64.41,65.1,65.61,66.21
"New Caledonia",179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
"New Zealand",348.97,348.783,348.596,348.409,348.222,348.035,347.848,347.661,347.474,347.287,347.1,316.027,284.954,253.881,222.808,191.735,160.662,129.589,98.516,67.443,36.37,102.172,167.974,233.776,299.578,365.38,366.31,366.71,367.37,367.63,366.92
Nicaragua,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86,112.86
Niger,51.55,46.968,42.386,37.804,33.222,28.64,24.058,19.476,14.894,10.312,5.73,5.667,5.604,5.541,5.478,5.415,5.352,5.289,5.226,5.163,5.1,14,22.9,31.8,40.7,49.6,49.51,49.42,49.33,49.23,49.14
Nigeria,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43,163.43
Niue,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46,134.46
"Macedonia (F.Y.R.O.M.)",98.58,98.492,98.404,98.316,98.228,98.14,98.052,97.964,97.876,97.788,97.7,97.368,97.036,96.704,96.372,96.04,95.708,95.376,95.044,94.712,94.38,93.81,93.24,92.67,92.1,91.53,9.95,9.96,9.96,9.96,9.96
Norway,54.39,55.129,55.868,56.607,57.346,58.085,58.824,59.563,60.302,61.041,61.78,62.869,63.958,65.047,66.136,67.225,68.314,69.403,70.492,71.581,72.67,73.53,74.39,75.25,76.11,76.97,77.83,78.67,79.53,8.38,81.24
Oman,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,133.3,134.91,135.81,136.77,137.82,137.82
Pakistan,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2
Palau,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,528.59,,,,,
Panama,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57,175.57
"Papua New Guinea",198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
Paraguay,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48,95.48
Peru,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98,3.98
Philippines,256.91,258.37,259.83,261.29,262.75,264.21,265.67,267.13,268.59,270.05,271.51,273.171,274.832,276.493,278.154,279.815,281.476,283.137,284.798,286.459,288.12,286.488,284.856,283.224,281.592,279.96,278.37,276.8,275.25,273.7,272.18
Poland,112,113.6,115.2,116.8,118.4,120,121.6,123.2,124.8,126.4,128,132.7,137.4,142.1,146.8,151.5,156.2,160.9,165.6,170.3,175,177.2,179.4,181.6,183.8,186,188,191,194,197,199
Portugal,,,,,,,,,,,,,,,,,,,,,52.77,52.762,52.754,52.746,52.738,52.73,,,,,
"Puerto Rico",63.69,63.69,63.69,63.69,63.69,63.69,63.69,63.69,63.69,63.69,63.69,66.187,68.684,71.181,73.678,76.175,78.672,81.169,83.666,86.163,88.66,89.154,89.648,90.142,90.636,91.13,93.59,96.5,98.52,1.98,13.45
"South Korea",41.12,44.74,48.36,51.98,55.6,59.22,62.84,66.46,70.08,73.7,77.32,82.562,87.804,93.046,98.288,103.53,108.772,114.014,119.256,124.498,129.74,134.288,138.836,143.384,147.932,152.48,156.88,161.19,165.41,169.53,173.57
Moldova,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,122.18,122.86,123.54,124.22,124.9,125.58,126.26,126.94,127.62,128.3,128.3,128.3,128.3,128.3,128.3,128.2,128.2,128.2,128.29,128.2
Reunion,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Romania,128,127.9,127.8,127.7,127.6,127.5,127.4,127.3,127.2,127.1,127,127,127,127,127,127,127,127,127,127,127,106.524,86.048,65.572,45.096,24.62,249.5,249.5,249.5,249.5,249.5
Russia,88.24,80.409,72.578,64.747,56.916,49.085,41.254,33.423,25.592,17.761,9.93,18.495,27.06,35.625,44.19,52.755,61.32,69.885,78.45,87.015,95.58,96.124,96.668,97.212,97.756,98.3,98.42,98.81,99.18,99.56,99.94
Rwanda,176.32,176.638,176.956,177.274,177.592,177.91,178.228,178.546,178.864,179.182,179.5,179.815,180.13,180.445,180.76,181.075,181.39,181.705,182.02,182.335,182.65,182.82,182.99,183.16,183.33,183.5,183.18,183.25,183.31,183.38,183.44
"Saint Bartholomew",159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36,159.36
"Saint Kitts and Nevis",269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
"Saint Lucia",243.46,247.574,251.688,255.802,259.916,264.03,268.144,272.258,276.372,280.486,284.6,288.312,292.024,295.736,299.448,303.16,306.872,310.584,314.296,318.008,321.72,325.806,329.892,333.978,338.064,342.15,346.24,35.32,354.41,358.5,362.59
"Saint Pierre and Miquelon",36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6,36.6
"Saint Vincent and Grenadines",271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72,271.72
Samoa,126.26,126.252,126.244,126.236,126.228,126.22,126.212,126.204,126.196,126.188,126.18,126.173,126.166,126.159,126.152,126.145,126.138,126.131,126.124,126.117,126.11,126.208,126.306,126.404,126.502,126.6,126.5,126.4,126.2,126.1,126
"San Marino",85.29,86.618,87.946,89.274,90.602,91.93,93.258,94.586,95.914,97.242,98.57,99.903,101.236,102.569,103.902,105.235,106.568,107.901,109.234,110.567,111.9,112.904,113.908,114.912,115.916,116.92,116.92,116.92,116.92,116.92,116.92
"Saint Thomas and Principe",21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5
"Saudi Arabia",35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24,35.24
Senegal,59.67,59.653,59.636,59.619,59.602,59.585,59.568,59.551,59.534,59.517,59.5,59.333,59.166,58.999,58.832,58.665,58.498,58.331,58.164,57.997,57.83,57.798,57.766,57.734,57.702,57.67,57.63,57.6,57.58,57.55,57.53
Serbia,127.17,127.184,127.198,127.212,127.226,127.24,127.254,127.268,127.282,127.296,127.31,133.736,140.162,146.588,153.014,159.44,165.866,172.292,178.718,185.144,191.57,192.086,192.602,193.118,193.634,194.15,194.74,193.77,193.95,194.11,194.1
Seychelles,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28,214.28
"Sierra Leone",98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4
Singapore,126.97,127.043,127.116,127.189,127.262,127.335,127.408,127.481,127.554,127.627,127.7,116.347,104.994,93.641,82.288,70.935,59.582,48.229,36.876,25.523,14.17,43.296,72.422,101.548,130.674,159.8,162.99,162.99,162.99,162.99,162.99
Slovakia,142.87,130.336,117.802,105.268,92.734,80.2,67.666,55.132,42.598,30.064,17.53,35.121,52.712,70.303,87.894,105.485,123.076,140.667,158.258,175.849,193.44,159.588,125.736,91.884,58.032,24.18,25.34,25.33,25.33,25.33,25.33
Slovenia,212.7,216.399,220.098,223.797,227.496,231.195,234.894,238.593,242.292,245.991,249.69,227.839,205.988,184.137,162.286,140.435,118.584,96.733,74.882,53.031,31.18,32.422,33.664,34.906,36.148,37.39,37.45,37.66,36.44,38.12,39.43
"Solomon Islands",158.25,157.403,156.556,155.709,154.862,154.015,153.168,152.321,151.474,150.627,149.78,149.435,149.09,148.745,148.4,148.055,147.71,147.365,147.02,146.675,146.33,150.504,154.678,158.852,163.026,167.2,165.41,144.47,127.95,134.46,115.1
Somalia,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.2,131.199,131.198,131.197,131.196,131.195,131.194,131.193,131.192,131.191,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19,131.19
"South Africa",15.66,15.679,15.698,15.717,15.736,15.755,15.774,15.793,15.812,15.831,15.85,15.935,16.02,16.105,16.19,16.275,16.36,16.445,16.53,16.615,16.7,16.596,16.492,16.388,16.284,16.18,16.2,16.21,16.24,16.26,16.29
Spain,,,,,,,,,,,,,,,,,,,,,75.43,75.672,75.914,76.156,76.398,76.64,78.43,78.67,78.68,78.69,78.7
"Sri Lanka",1.49,1.492,1.494,1.496,1.498,1.5,1.502,1.504,1.506,1.508,1.51,1.519,1.528,1.537,1.546,1.555,1.564,1.573,1.582,1.591,1.6,1.564,1.528,1.492,1.456,1.42,1.42,1.41,1.41,1.41,1.41
Sudan,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.66,71.659,71.658,71.657,71.656,71.655,71.654,71.653,71.652,71.651,71.65,71.65,71.65,71.65,71.65,71.65,71.65,71.65,71.65,71.65,71.65
Suriname,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13,449.13
Sweden,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.65,88.975,89.3,89.625,89.95,90.275,90.6,90.925,91.25,91.575,91.9,92.482,93.064,93.646,94.228,94.81,95.2,95.61,96.2,96.43,96.84
Switzerland,,,,,,,,,,,235.4,235.837,236.274,236.711,237.148,237.585,238.022,238.459,238.896,239.333,239.77,240.208,240.646,241.084,241.522,241.96,242.39,242.83,243.26,243.71,244.14
Syria,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.1,65.12,65.14,65.16,65.18,65.2,65.2,65.2,65.1,65.1,65
Thailand,175.73,175.747,175.764,175.781,175.798,175.815,175.832,175.849,175.866,175.883,175.9,175.964,176.028,176.092,176.156,176.22,176.284,176.348,176.412,176.476,176.54,176.592,176.644,176.696,176.748,176.8,176.79,176.78,176.77,176.74,176.73
"Timor Leste",192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
Togo,155.79,155.751,155.712,155.673,155.634,155.595,155.556,155.517,155.478,155.439,155.4,155.293,155.186,155.079,154.972,154.865,154.758,154.651,154.544,154.437,154.33,154.26,154.19,154.12,154.05,153.98,153.88,153.82,153.76,153.96,153.88
Tonga,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11,241.11
"Trinidad and Tobago",114.86,114.92,114.98,115.04,115.1,115.16,115.22,115.28,115.34,115.4,115.46,115.33,115.2,115.07,114.94,114.81,114.68,114.55,114.42,114.29,114.16,114.092,114.024,113.956,113.888,113.82,113.7,113.59,113.48,113.37,113.25
Tunisia,66.4,66.926,67.452,67.978,68.504,69.03,69.556,70.082,70.608,71.134,71.66,65.361,59.062,52.763,46.464,40.165,33.866,27.567,21.268,14.969,8.67,19.648,30.626,41.604,52.582,63.56,8.81,77.63,78.93,78.76,78.5
Turkey,43.57,43.952,44.334,44.716,45.098,45.48,45.862,46.244,46.626,47.008,47.39,48.003,48.616,49.229,49.842,50.455,51.068,51.681,52.294,52.907,53.52,54.516,55.512,56.508,57.504,58.5,61.17,61.17,61.17,61.17,61.17
Turkmenistan,5.81,5.815,5.82,5.825,5.83,5.835,5.84,5.845,5.85,5.855,5.86,5.934,6.008,6.082,6.156,6.23,6.304,6.378,6.452,6.526,6.6,6.6,6.6,6.6,6.6,6.6,,,,,
"Turks and Caicos",169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29,169.29
Uganda,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
Ukraine,19,31,43,55,67,79,91,103,115,127,139,126.7,114.4,102.1,89.8,77.5,65.2,52.9,40.6,28.3,16,45.8,75.6,105.4,135.2,165,167,169,169,17,171
"United Arab Emirates",16.29,16.293,16.296,16.299,16.302,16.305,16.308,16.311,16.314,16.317,16.32,16.315,16.31,16.305,16.3,16.295,16.29,16.285,16.28,16.275,16.27,16.188,16.106,16.024,15.942,15.86,15.86,15.86,15.86,15.86,15.86
"United Kingdom",11,22,33,44,55,66,77,88,99,110,121,123.1,125.2,127.3,129.4,131.5,133.6,135.7,137.8,139.9,142,143.2,144.4,145.6,146.8,148,15,152,154,155,156
Tanzania,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8,68.8
"Virgin Islands (U.S.)",32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,30,27.24,24.48,21.72,18.96,16.2,13.44,10.68,7.92,5.16,14.984,24.808,34.632,44.456,54.28,58.4,62.53,66.65,7.77,74.9
"United States",94.21,86.003,77.796,69.589,61.382,53.175,44.968,36.761,28.554,20.347,12.14,12.75,13.36,13.97,14.58,15.19,15.8,16.41,17.02,17.63,18.24,36.952,55.664,74.376,93.088,111.8,112.72,113.53,114.31,114.31,114.31
Uruguay,18,28,38,48,58,68,78,88,98,108,118,118.9,119.8,120.7,121.6,122.5,123.4,124.3,125.2,126.1,127,126.8,126.6,126.4,126.2,126,125,125,124,123,121
Uzbekistan,65.17,64.417,63.664,62.911,62.158,61.405,60.652,59.899,59.146,58.393,57.64,59.036,60.432,61.828,63.224,64.62,66.016,67.412,68.808,70.204,71.6,71.204,70.808,70.412,70.016,69.62,,,,,
Venezuela,258.88,258.702,258.524,258.346,258.168,257.99,257.812,257.634,257.456,257.278,257.1,256.949,256.798,256.647,256.496,256.345,256.194,256.043,255.892,255.741,255.59,255.164,254.738,254.312,253.886,253.46,253.42,253.4,253.38,253.36,253.36
Vietnam,69.82,72.222,74.624,77.026,79.428,81.83,84.232,86.634,89.036,91.438,93.84,92.176,90.512,88.848,87.184,85.52,83.856,82.192,80.528,78.864,77.2,77.68,78.16,78.64,79.12,79.6,78.55,89.71,79.6,79.28,79.38
"Wallis and Futuna",236.89,236.622,236.354,236.086,235.818,235.55,235.282,235.014,234.746,234.478,234.21,233.941,233.672,233.403,233.134,232.865,232.596,232.327,232.058,231.789,231.52,231.202,230.884,230.566,230.248,229.93,229.93,229.93,229.93,229.93,229.93
"Western Sahara",43.55,44.019,44.488,44.957,45.426,45.895,46.364,46.833,47.302,47.771,48.24,48.533,48.826,49.119,49.412,49.705,49.998,50.291,50.584,50.877,51.17,51.286,51.402,51.518,51.634,51.75,51.8,51.89,51.97,52.5,52.14
Yemen,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Zambia,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3,56.3
Zimbabwe,134.39,134.399,134.408,134.417,134.426,134.435,134.444,134.453,134.462,134.471,134.48,134.472,134.464,134.456,134.448,134.44,134.432,134.424,134.416,134.408,134.4,134.38,134.36,134.34,134.32,134.3,134.55,121.61,121.6,121.59,121.58
