Country,2009,2010,2011,2012,2013,2014,2015,2016
Burundi,2.479858,2.615551366,2.474748765,2.373814659,2.483143208,2.909282578,2.909282578,2.724185586
"Cape Verde",,3.22441,3.594717524,3.74692112,3.525731017,3.417216577,3.356669144,3.366103947
Cambodia,3.635039,3.754621521,3.956035932,4.161241744,3.471369044,2.693304038,2.595593512,2.7355635
Cameroon,3.140239,3.101162946,3.213579937,3.303395097,3.046105575,3.311668594,3.399684412,3.442956268
Canada,4.843561,4.904398632,5.072681916,5.056136598,4.782427928,4.799580246,5.040346058,4.810378612
Chad,2.802868,2.992946307,2.993412848,2.802623914,2.172846345,1.966101292,2.578787324,2.722563557
Chile,4.459568,4.6032611,4.617893777,4.631737951,4.380692025,4.051192314,4.004849201,3.822335689
China,3.878914,3.972141207,3.997542023,3.940078486,3.829050381,3.604786362,3.492110921,3.822531913
Colombia,3.460469,3.446632484,3.366324043,3.324308302,3.201116308,3.095534527,3.015578914,2.896295212
"Congo (Kinshasa)",,,,,,,,2.621052742
"Costa Rica",4.220213,4.2156876,3.959960796,3.981142713,4.004816369,4.08852194,4.254988553,3.875891224
"Ivory Coast",2.68544,2.815732977,2.618197267,2.839356584,3.166997216,3.587264906,4.10716279,3.557469292
Croatia,2.599827,2.626233996,2.67030825,2.654622105,2.516922513,2.1494916,2.342944413,2.376341808
Cyprus,4.587087,4.710065337,4.649510381,4.693387474,4.361169477,4.060810122,3.925501639,3.416402934
"Czech Republic",3.473437,3.28213604,2.902259691,2.873982609,2.690937945,2.701340433,3.380387214,3.056933814
Denmark,5.44351,5.216747583,5.203669837,4.633712292,3.994850528,3.710533839,4.126057789,4.214146659
"Dominican Republic",2.661348,2.781049462,2.875637635,2.854461062,3.01251709,3.438522606,2.936416302,2.513717208
Ecuador,2.55195,2.363503962,2.368235085,2.458989,3.069868429,2.5567,2.043478251,1.997657001
Egypt,3.668841,3.54172225,3.235107573,3.174532497,3.194775444,3.238268896,3.427471082,3.427471082
"El Salvador",3.326344,3.038757785,2.883105264,2.913715368,2.978367049,3.394346266,2.975317806,2.681298407
Estonia,3.979708,4.191218868,4.306132975,4.196704037,4.228536376,4.335102214,4.474423449,4.529026239
Ethiopia,3.145201,3.494983579,3.576914492,3.546823712,2.862210678,2.427931806,3.098336689,3.701960314
Finland,5.236336,5.547137025,5.697236021,5.8637242,5.861499021,5.568492978,5.842037546,5.767460893
France,4.816384,4.9109026,4.797315521,4.509700177,4.295809841,4.182359787,4.391200879,4.520671774
Gabon,,,,3.953239,3.263683419,2.986774959,2.960479457,3.001580034
Gambia,4.302467,4.245907772,4.351249277,4.517686224,3.860458612,3.30280058,3.732050232,3.63953886
Georgia,2.868549,3.068597877,3.134199048,3.062226,3.0300401,3.231100648,3.695562849,3.705831443
Germany,5.16819,5.28226773,5.005386223,5.020592961,4.909238075,4.791927573,5.187062135,5.039997312
Ghana,3.409393,3.783727946,3.763684925,3.514905993,3.524370166,3.444343961,3.84867023,3.85165298
Greece,3.164512,3.120631708,2.764785226,2.565915083,2.596846611,2.702650335,3.253264084,3.171370158
Guatemala,3.021771,2.994073047,2.885452888,3.193000446,3.45504505,3.485990324,3.318711048,3.112546044
Guinea,,,,2.798777,2.855350055,2.395096623,2.395096623,
Guyana,2.696151,2.976747154,3.1892375,3.239479347,3.58462859,3.473639133,3.429935577,
Haiti,,,2.052032,2.117944363,2.300630549,2.176446544,2.215871016,
Honduras,3.136851,3.391128889,3.526355557,3.525278215,3.146342204,3.454357511,3.665948922,2.972683753
"Hong Kong",5.568755,5.769031893,5.512380942,5.371160287,5.591272679,5.399871938,5.559713212,5.559713212
Hungary,2.939877,2.845429841,2.775635988,2.511205715,2.374115842,2.511507649,2.665292617,2.786615582
Iceland,4.974555,4.994588506,4.648513745,4.491809119,4.488229406,4.523406447,5.075378379,5.279385827
India,4.705743,4.215863796,3.89933514,3.94029187,3.751487614,3.765812975,4.085658909,4.43765391
Indonesia,3.932636,3.858803049,3.76713625,3.763165428,3.746154983,3.849343939,3.87970424,3.879321428
Iran,,2.857364,2.954244253,3.128035731,2.733688489,2.346619407,2.875314901,3.012032692
Ireland,4.593131,4.50674539,4.484553709,4.477856561,4.564486626,4.697938695,5.023780522,4.938443154
Israel,4.64,4.143931284,3.928573739,3.914196476,4.098098941,3.969790139,4.247885338,4.37501678
Italy,2.625347,2.73082011,2.690674607,2.624366239,2.486988351,2.248567232,2.422217244,2.526855021
Jamaica,3.205922,3.314363479,3.318055874,3.315134248,3.35110146,3.487309897,3.461162241,3.426687477
Japan,4.155262,4.306072907,4.326184486,3.975137465,4.078670409,4.402911191,4.584457619,4.620827971
Jordan,4.32719,3.97874378,3.621447179,4.049342305,4.359118,4.358439194,4.307326552,4.004619088
Kazakhstan,3.381534,3.253826343,3.148477,3.542039089,3.566194526,3.455431518,3.743422706,3.638420752
Kenya,2.598078,2.976530924,3.397853468,3.648603667,3.6624582,3.776538605,3.959619985,3.776676782
"South Korea",3.499065,3.228383662,3.061534239,3.237267867,3.049262511,2.750750653,3.386444449,3.630045509
Kuwait,4.364008,4.16482895,3.917626908,3.689458617,3.750391554,3.706593582,4.144639296,4.143985879
Kyrgyzstan,2.479618,2.62047135,2.529747354,2.49715085,2.51333077,2.61417037,3.016307098,3.108301565
Laos,,,,,2.90335,2.842159846,3.446416535,3.742005053
Latvia,2.844273,2.796731158,3.044643452,3.292594085,3.13555181,3.043422228,3.3346957,3.000015711
Lebanon,,2.361481,2.525348051,2.734703953,2.267218112,2.139892757,2.836848996,2.858189795
Lesotho,2.494181,2.69450944,2.747897158,2.962947728,3.396703312,3.452722167,3.556086458,3.543466906
Liberia,,,,4.199604,3.654005332,3.8395,4.025000095,3.686438445
Libya,3.723328,3.544123702,3.4376,3.331075,2.888098467,2.367202791,,
Lithuania,3.227878,3.167265258,3.743272805,4.027497141,3.232495023,2.808427748,3.148283563,2.985789496
Luxembourg,5.647442,5.577545384,5.393962677,5.29868215,5.1568819,5.116081925,5.413107262,5.388950547
"Macedonia (F.Y.R.O.M.)",2.965146,2.954632029,3.001775298,3.057216095,2.925905093,3.063164592,3.223814307,3.058528768
Madagascar,2.980431,2.976987639,2.849515814,2.759353731,2.798617283,2.686976698,2.440248652,2.497815186
Malawi,4.030198,3.946982309,3.978017953,3.949926968,3.877820609,3.574550639,3.370810244,3.323437195
Malaysia,4.193187,4.381572193,4.87409416,5.08498188,4.714638081,4.783996779,5.038558532,4.905146503
Mali,3.576518,3.603007336,3.589851047,3.451598601,3.312076159,3.462544709,3.660321202,3.480527295
Malta,4.033021,3.9907766,3.837328067,3.678804309,3.68490137,3.556868545,3.811757215,3.833280674
Mauritania,2.729226,3.283001608,3.58743554,3.569283801,2.820698735,2.12908728,2.297261684,2.344311328
Mauritius,4.248104,4.423347814,4.32474474,4.487273827,4.395189563,4.080743139,4.281829272,4.379261533
Mexico,3.28076,3.377474191,3.347197541,3.388668909,3.335238442,3.14186354,3.011611939,2.95735351
Moldova,,3.05679,3.033008518,2.955279864,2.475236614,2.266535116,2.27222794,2.149231465
Mongolia,2.960671,2.852266362,2.852233945,2.95161482,2.600463543,2.484065568,3.017638958,3.510100901
Montenegro,3.947873,4.197294258,4.30010148,3.937930292,3.538825018,3.240835526,3.281293169,3.332315948
Morocco,3.928241,3.907421164,3.889584,3.847034281,3.410947272,3.324062836,3.521204435,3.556444257
Mozambique,3.342753,3.358753215,3.103705525,3.0241994,2.860375108,2.757141632,2.880180718,2.612752819
"Burma (Myanmar)",,,,,2.227606,2.365558992,2.565677013,
Namibia,4.791942,4.914527403,4.550649815,4.125937999,3.926638258,3.944841331,4.353622704,4.529741855
Nepal,2.612676,2.724546872,3.06216829,3.352021692,3.038691,2.895096969,3.101967901,3.119625524
Netherlands,5.125167,5.14232663,5.3203443,5.586174377,5.35107197,5.164793798,5.463384065,5.48093545
"New Zealand",5.643015,5.325537233,5.330257762,5.535616996,5.556282333,5.513713188,5.484062252,5.544117731
Nicaragua,2.555561,2.3385629,2.217927491,2.741598735,3.117957236,2.631207223,2.060669533,2.060669533
Nigeria,3.15922,3.337295605,3.802087931,3.717985384,3.217726142,2.872996491,3.166772007,3.152423503
Norway,5.152234,5.26562369,5.161162842,5.260372765,5.112646705,4.846299205,5.423136448,5.410085482
Oman,4.503582,4.690827949,4.566013213,4.462896668,4.652516,3.908744639,3.733996799,4.073648623
Pakistan,2.861761,3.109394569,3.355049555,3.1969913,3.002647475,3.111145586,3.013445459,2.975391654
Panama,3.308325,3.247736911,3.098579668,3.473841273,3.601412859,3.392238215,3.235635934,3.043777203
Paraguay,2.568516,2.539209345,2.692903222,2.742410211,3.094561125,3.210907278,2.630862061,2.490581344
Peru,3.032445,3.126473209,3.187799108,3.118084215,3.000838711,2.806048127,2.685034365,2.751626731
Philippines,2.767561,2.833021962,2.781977269,3.165475533,3.481926652,3.47537535,3.344827604,3.177494253
Poland,2.836696,3.113706327,3.260267217,3.163726406,2.935183171,2.794382875,3.052348423,2.967441511
Portugal,3.079143,2.964424843,2.832548425,3.169106559,3.266590981,3.267225019,3.417176219,3.090132573
"Puerto Rico",4.379425,4.34260675,4.189877575,4.593302382,4.791772728,4.387782584,,
Qatar,4.396153,4.306950961,4.231554,4.949028944,5.244728349,5.27634844,5.659788269,5.365384028
Romania,2.957493,2.926630907,2.860828419,2.660778457,2.608603884,3.056955561,3.292563788,2.617480628
Russia,2.716233,2.834854486,2.697102569,2.68890419,2.80576863,2.915021977,2.915021977,3.072356961
Rwanda,,4.150029,4.511079004,4.779066,4.492826688,4.32809,4.957063096,5.126531846
"Saudi Arabia",4.031593,4.395646759,4.641526,4.565110492,4.357983595,4.116851774,4.394799031,4.321969114
Senegal,2.87585,3.303116443,3.191444368,3.415714715,3.590396133,3.65028212,4.061926711,4.067080384
Serbia,2.634011,2.689644972,2.648389984,2.5562694,2.478437749,2.348308582,2.558783896,2.712755108
Seychelles,,,,4.229958,3.963481949,3.381618968,3.381618968,
"Sierra Leone",,,,2.987046,2.7179365,2.293216185,2.471281478,2.53693403
Singapore,5.589562,5.336116707,5.266212946,5.462366812,4.900992709,4.378056606,5.194176322,5.303590729
Slovakia,2.508892,2.36474015,2.366892486,2.392617823,2.244997345,2.243892135,2.393867352,2.340247855
Slovenia,3.72743,3.351686131,3.030752,2.922001782,2.589929563,2.269254359,2.95237172,3.096753959
"South Africa",4.704634,4.722758954,4.7184596,4.797506679,4.871484578,4.862037289,4.994430359,5.306079101
Spain,3.628625,3.715589643,3.771133225,3.787534803,3.49240266,3.193488085,3.506883457,3.571854046
"Sri Lanka",3.859984,4.052046901,4.29514949,4.361796,3.982978829,3.251247467,3.74975358,3.811224449
Suriname,,,2.645556,2.92397718,3.046408641,2.887876569,,
Swaziland,,3.766956,3.375404779,3.047592527,3.487200111,3.45848085,3.148639143,
Sweden,5.753164,5.807022693,5.660872062,5.474875022,5.363224691,4.738424386,5.081077103,5.212585912
Switzerland,5.285992,5.395075316,5.509088187,5.606608289,5.290351537,4.937950674,5.591401888,5.846186218
Syria,2.780686,2.743439959,2.827645196,,,,,
Tajikistan,3.451748,3.733376485,3.970127405,4.052794318,3.7683,3.483870983,3.787000286,4.013890722
Tanzania,3.577464,3.468908414,3.70119562,3.620013382,3.319927147,3.25149274,3.414394975,3.684280636
Thailand,3.95878,4.020557634,3.850891204,3.560291954,3.548448566,3.329372881,3.668902943,3.566528085
"Timor Leste",3.15,3.1840659,3.11133823,3.449023202,3.256875906,2.784238286,,
"Trinidad and Tobago",3.986149,3.898227698,3.518763248,3.268054052,3.268204957,3.1069585,3.145458191,3.025295438
Tunisia,4.49563,4.842978549,4.426572555,3.968,3.509332823,3.448160889,3.551336667,3.530386825
Turkey,3.465805,3.439395623,3.610151457,3.920575756,3.850828223,3.50089301,3.202490557,2.677712442
Uganda,3.635242,3.743160965,3.822407532,3.888849613,3.516424774,3.215462432,3.596701254,3.455093003
Ukraine,2.231537,2.264220463,2.3969,2.430881945,2.155105277,2.316291628,2.618035698,2.519702942
"United Arab Emirates",4.89608,4.511165326,4.187100954,4.537809068,4.759365,4.706640203,4.706640203,4.723303662
"United Kingdom",4.923368,4.913110456,4.884917,5.072214069,5.170968091,5.101538933,5.292389112,5.327491523
"United States",4.334799,4.268020974,4.23188649,4.203923945,4.32232305,4.417583153,4.792056837,4.903178981
Uruguay,3.927308,4.271310836,4.268514745,4.016439217,3.964331304,3.841640934,4.237622476,4.09823544
Venezuela,1.606492,1.4720976,1.571933043,1.735955975,1.466681484,1.21921159,1.250934294,1.228282833
Vietnam,3.976408,3.781370252,3.57527856,3.5536284,3.333179439,3.246332181,3.351105621,3.463467095
Yemen,,,2.188879,2.647549629,2.663883784,2.474144174,2.5758,2.677480344
Zambia,3.316998,3.619553552,3.810353183,3.935868422,3.735928045,3.340796481,3.848217604,3.633663447
Zimbabwe,2.091589,2.432255433,2.544594233,2.556016833,2.791092602,2.520115472,2.653669429,2.728431296
