Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
France,14436,14521.3,14606.6,14691.9,14777.2,14862.5,14947.8,15033.1,15118.4,15203.7,15289,15403.4,15517.8,15632.2,15746.6,15861,15973.6,16086.2,16198.8,16311.4,16424,16537,16650,16763,16876
"French Guiana",8218,8214.4,8210.8,8207.2,8203.6,8200,8196.4,8192.8,8189.2,8185.6,8182,8179.2,8176.4,8173.6,8170.8,8168,8162,8156,8150,8144,8138,8136.4,8134.8,8133.2,8131.6
"French Polynesia",55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,155,155,155,155
Gabon,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22200,22400,22600,22800
Gambia,442,443.9,445.8,447.7,449.6,451.5,453.4,455.3,457.2,459.1,461,463,465,467,469,471,472.8,474.6,476.4,478.2,480,481.6,483.2,484.8,486.4
Georgia,,,2753.96,2754.79,2755.62,2756.45,2757.28,2758.11,2758.94,2759.77,2760.6,2762.98,2765.36,2767.74,2770.12,2772.5,2782.48,2792.46,2802.44,2812.42,2822.4,2822.4,2822.4,2822.4,2822.4
Germany,11300,11305.4,11310.8,11316.2,11321.6,11327,11332.4,11337.8,11343.2,11348.6,11354,11360,11366,11372,11378,11384,11389,11394,11399,11404,11409,11411,11413,11415,11417
Ghana,8627,8655.2,8683.4,8711.6,8739.8,8768,8796.2,8824.4,8852.6,8880.8,8909,8937.8,8966.6,8995.4,9024.2,9053,9081.4,9109.8,9138.2,9166.6,9195,9223.4,9251.8,9280.2,9308.6
Greece,3299,3329.2,3359.4,3389.6,3419.8,3450,3480.2,3510.4,3540.6,3570.8,3601,3631.2,3661.4,3691.6,3721.8,3752,3782.2,3812.4,3842.6,3872.8,3903,3933.2,3963.4,3993.6,4023.8
Greenland,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
Grenada,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99
Guadeloupe,74.37,74.35,74.34,74.32,74.3,74.29,74.27,74.25,74.24,74.22,74.2,74.17,74.14,74.11,74.07,74.04,73.8,73.56,73.32,73.08,72.84,72.8,72.76,72.72,72.68
Guam,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Guatemala,4748,4694,4640,4586,4532,4478,4424,4370,4316,4262,4208,4154,4100,4046,3992,3938,3894.8,3851.6,3808.4,3765.2,3722,3685.6,3649.2,3612.8,3576.4
Guinea,7264,7228,7192,7156,7120,7084,7048,7012,6976,6940,6904,6868,6832,6796,6760,6724,6688,6652,6616,6580,6544,6508,6472,6436,6400
"Guinea Bissau",2216,2206.4,2196.8,2187.2,2177.6,2168,2158.4,2148.8,2139.2,2129.6,2120,2110.4,2100.8,2091.2,2081.6,2072,2062,2052,2042,2032,2022,2012,2002,1992,1982
Guyana,16660,16656.2,16652.4,16648.6,16644.8,16641,16637.2,16633.4,16629.6,16625.8,16622,16618,16614,16610,16606,16602,16596.8,16591.6,16586.4,16581.2,16576,16566,16556,16546,16536
Haiti,116,115.3,114.6,113.9,113.2,112.5,111.8,111.1,110.4,109.7,109,108.2,107.4,106.6,105.8,105,104.2,103.4,102.6,101.8,101,100.2,99.4,98.6,97.8
Honduras,8136,7961.6,7787.2,7612.8,7438.4,7264,7089.6,6915.2,6740.8,6566.4,6392,6272,6152,6032,5912,5792,5672,5552,5432,5312,5192,5072,4952,4832,4712
Hungary,1801,1812.6,1824.2,1835.8,1847.4,1859,1870.6,1882.2,1893.8,1905.4,1917,1930.2,1943.4,1956.6,1969.8,1983,1995.6,2008.2,2020.8,2033.4,2046,2050.6,2055.2,2059.8,2064.4
Iceland,16.1,17.37,18.64,19.91,21.18,22.45,23.72,24.99,26.26,27.53,28.8,30.34,31.88,33.42,34.96,36.5,37.74,38.98,40.22,41.46,42.7,44,45.3,46.6,47.9
India,63939,64084.1,64229.2,64374.3,64519.4,64664.5,64809.6,64954.7,65099.8,65244.9,65390,65853.8,66317.6,66781.4,67245.2,67709,68125.2,68541.4,68957.6,69373.8,69790,69968.4,70146.8,70325.2,70503.6
Indonesia,118545,116631.4,114717.8,112804.2,110890.6,108977,107063.4,105149.8,103236.2,101322.6,99409,99098.6,98788.2,98477.8,98167.4,97857,97172,96487,95802,95117,94432,93747.6,93063.2,92378.8,91694.4
Iran,9076.06,9101.02,9125.98,9150.94,9175.9,9200.86,9225.82,9250.78,9275.74,9300.7,9325.66,9598.92,9872.19,10145.45,10418.72,10691.98,10691.98,10691.98,10691.98,10691.98,10691.98,10691.98,10691.98,10691.98,10691.98
Iraq,804,805.4,806.8,808.2,809.6,811,812.4,813.8,815.2,816.6,818,819.4,820.8,822.2,823.6,825,825,825,825,825,825,825,825,825,825
Ireland,465,482,498.99,515.99,532.98,549.98,566.97,583.97,600.96,617.96,634.95,646.93,658.9,670.88,682.86,694.84,701,707.15,713.32,719.48,725.63,731.31,736.99,742.66,748.34
"Isle of Man",3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46
Israel,132,134.1,136.2,138.3,140.4,142.5,144.6,146.7,148.8,150.9,153,153.4,153.8,154.2,154.6,155,154.8,154.6,154.4,154.2,154,156.2,158.4,160.6,162.8
Italy,7590,7667.9,7745.8,7823.7,7901.6,7979.5,8057.4,8135.3,8213.2,8291.1,8369,8447,8525,8603,8681,8759,8812.8,8866.6,8920.4,8974.2,9028,9081.8,9135.6,9189.4,9243.2
Jamaica,344.6,344.23,343.86,343.49,343.12,342.75,342.38,342.01,341.64,341.27,340.9,340.56,340.22,339.88,339.54,339.2,338.78,338.36,337.94,337.52,337.1,336.72,336.34,335.96,335.58
Japan,24950,24942.6,24935.2,24927.8,24920.4,24913,24905.6,24898.2,24890.8,24883.4,24876,24887.8,24899.6,24911.4,24923.2,24935,24941.2,24947.4,24953.6,24959.8,24966,24964.4,24962.8,24961.2,24959.6
Jordan,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5,97.5
Kazakhstan,,,3410.6,3404.9,3399.2,3393.5,3387.8,3382.1,3376.4,3370.7,3365,3359.4,3353.8,3348.2,3342.6,3337,3331.4,3325.8,3320.2,3314.6,3309,3309,3309,3309,3309
Kenya,4724,4607.3,4490.6,4373.9,4257.2,4140.5,4023.8,3907.1,3790.4,3673.7,3557,3655,3753,3851,3949,4047,4083.6,4120.2,4156.8,4193.4,4230,4266.6,4303.2,4339.8,4376.4
Kiribati,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15
Kuwait,3.45,3.59,3.73,3.87,4.01,4.15,4.29,4.43,4.57,4.71,4.85,4.99,5.13,5.27,5.41,5.55,5.69,5.83,5.97,6.11,6.25,6.25,6.25,6.25,6.25
Kyrgyzstan,,,840.78,842.97,845.16,847.35,849.54,851.73,853.92,856.11,858.3,860.5,862.7,864.9,867.1,869.3,830.84,792.38,753.92,715.46,677,669,661,653,645
Laos,17644.9,17533.01,17421.12,17309.23,17197.34,17085.45,16973.55,16861.66,16749.77,16637.88,16525.99,16594.73,16663.48,16732.22,16800.97,16869.71,17058.88,17248.05,17437.22,17626.39,17815.56,18004.73,18193.9,18383.07,18572.24
Latvia,,,3186.6,3193.4,3200.2,3207,3213.8,3220.6,3227.4,3234.2,3241,3252.2,3263.4,3274.6,3285.8,3297,3308.4,3319.8,3331.2,3342.6,3354,3354.4,3354.8,3355.2,3355.6
Lebanon,131,131,131,131,131,131,131,131,131,131,131,132.1,133.2,134.3,135.4,136.5,136.58,136.66,136.74,136.82,136.9,136.98,137.06,137.14,137.22
Lesotho,40,40.2,40.4,40.6,40.8,41,41.2,41.4,41.6,41.8,42,42.2,42.4,42.6,42.8,43,43.2,43.4,43.6,43.8,44,45,46,47,48
Liberia,4929,4899,4869,4839,4809,4779,4749,4719,4689,4659,4629,4599,4569,4539,4509,4479,4449,4419,4389,4359,4329,4299,4269,4239,4209
Libya,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217
Liechtenstein,6.5,6.54,6.58,6.62,6.66,6.7,6.74,6.78,6.82,6.86,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Lithuania,,,1960,1967.5,1975,1982.5,1990,1997.5,2005,2012.5,2020,2040.2,2060.4,2080.6,2100.8,2121,2130.8,2140.6,2150.4,2160.2,2170,2172,2174,2176,2178
Luxembourg,,,,,,,,,,,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7,86.7
Madagascar,13692,13625.1,13558.2,13491.3,13424.4,13357.5,13290.6,13223.7,13156.8,13089.9,13023,12986,12949,12912,12875,12838,12781,12724,12667,12610,12553,12537,12521,12505,12489
Malawi,3896,3863.1,3830.2,3797.3,3764.4,3731.5,3698.6,3665.7,3632.8,3599.9,3567,3534,3501,3468,3435,3402,3369,3336,3303,3270,3237,3219,3201,3183,3165
Malaysia,22376,22297.5,22219,22140.5,22062,21983.5,21905,21826.5,21748,21669.5,21591,21450.8,21310.6,21170.4,21030.2,20890,21136.8,21383.6,21630.4,21877.2,22124,22138.2,22152.4,22166.6,22180.8
Maldives,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mali,6690,6611,6532,6453,6374,6295,6216,6137,6058,5979,5900,5821,5742,5663,5584,5505,5426,5347,5268,5189,5110,5031,4952,4873,4794
Malta,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
"Marshall Islands",,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64,12.64
Martinique,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5,48.5
Mauritania,415,405.2,395.4,385.6,375.8,366,356.2,346.4,336.6,326.8,317,307,297,287,277,267,262,257,252,247,242,238.5,235,231.5,228
Mauritius,41.1,41.18,41.26,41.34,41.42,41.5,41.58,41.66,41.74,41.82,41.9,41.16,40.42,39.68,38.94,38.2,38.24,38.28,38.32,38.36,38.4,38.44,38.48,38.52,38.56
Mayotte,10.67,10.48,10.28,10.09,9.89,9.7,9.51,9.31,9.12,8.92,8.73,8.54,8.34,8.15,7.95,7.76,7.57,7.37,7.18,6.98,6.79,6.6,6.4,6.21,6.01
Mexico,69760,69569.6,69379.2,69188.8,68998.4,68808,68617.6,68427.2,68236.8,68046.4,67856,67701.4,67546.8,67392.2,67237.6,67083,66966,66849,66732,66615,66498,66406.4,66314.8,66223.2,66131.6
Micronesia,,63.61,63.64,63.67,63.69,63.72,63.75,63.77,63.8,63.83,63.86,63.88,63.91,63.94,63.97,63.99,64.02,64.05,64.07,64.1,64.13,64.16,64.18,64.21,64.24
Mongolia,12536,12454.1,12372.2,12290.3,12208.4,12126.5,12044.6,11962.7,11880.8,11798.9,11717,11635.2,11553.4,11471.6,11389.8,11308,11654.24,12000.48,12346.72,12692.96,13039.2,12941.92,12844.64,12747.36,12650.08
Montenegro,,,,,,,,,,,,,,,,,666.2,706.4,746.6,786.8,827,827,827,827,827
Montserrat,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Morocco,4954,4957.9,4961.8,4965.7,4969.6,4973.5,4977.4,4981.3,4985.2,4989.1,4993,5074.6,5156.2,5237.8,5319.4,5401,5455.2,5509.4,5563.6,5617.8,5672,5664,5656,5648,5640
Mozambique,43378,43159,42940,42721,42502,42283,42064,41845,41626,41407,41188,40966.2,40744.4,40522.6,40300.8,40079,39857.6,39636.2,39414.8,39193.4,38972,38765.6,38559.2,38352.8,38146.4
"Burma (Myanmar)",39218,38783,38348,37913,37478,37043,36608,36173,35738,35303,34868,34558.6,34249.2,33939.8,33630.4,33321,33011.4,32701.8,32392.2,32082.6,31773,31226.6,30680.2,30133.8,29587.4
