Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
Comoros,14.7995,13.2775,13.3713,10.5198,9.58901,11.7324,11.2008,11.6702,13.1086,11.9679,12.0622,12.3352,11.6893,12.5982,10.991,12.0317,12.7788,12.3353,11.1565,10.4083,9.97075,9.71739,9.7249,9.54355,9.38297,9.23474,9.08418,8.90875,8.78112,8.67084,8.61716,8.58984,8.58809,8.57163
"Congo (Brazzaville)",3.3204,3.00409,4.43814,3.23235,3.1458,3.53553,4.46395,4.82837,4.76706,4.65185,4.07205,4.04162,4.54057,4.12604,4.14671,2.68947,2.45473,2.98125,3.52933,3.91322,3.86642,3.92527,4.00869,4.05774,4.2761,4.38633,4.48392,4.57275,4.64975,4.63869,4.60847,4.56537,4.5114,4.44567
"Ivory Coast",3.15505,3.88057,5.04159,4.79378,4.80091,5.44879,6.27436,5.74906,5.21102,5.28227,5.58553,5.66602,6.21475,5.75874,5.4581,5.44731,6.24855,6.57254,7.63179,7.61579,9.00788,8.32415,8.28937,8.3027,8.25723,8.19534,8.12552,8.06155,8.01692,7.97767,7.95404,7.93754,7.91924,7.91236
Egypt,11.5301,12.809,13.8202,11.8908,13.9533,14.0937,14.1205,14.5968,16.5297,19.0914,19.0505,19.0077,19.5201,18.9617,17.114,16.7094,12.7737,11.9153,9.17241,9.1403,8.68559,7.30393,10.9867,10.9449,11.0071,10.9469,10.8745,10.8145,10.7608,10.7877,10.867,10.9485,11.0181,11.0872
Ethiopia,4.37771,4.15165,4.77718,5.12838,5.29438,6.69023,7.33724,7.87943,7.95828,8.38141,8.21984,11.2113,11.613,10.5254,9.18446,11.8502,12.5719,9.82005,9.85858,8.57239,8.03013,7.17615,6.79454,6.72046,6.76595,6.67759,6.53889,6.41404,6.34809,6.2595,6.18517,6.15368,6.13313,6.13639
Gabon,5.34155,4.71038,5.70415,5.86456,6.57712,5.19795,5.02242,4.42291,4.52559,4.41129,4.16445,4.02175,3.38941,3.45683,3.90795,3.29515,2.48849,2.591,2.84226,3.17223,2.93334,2.94587,2.9011,2.95515,2.93529,2.88203,2.85628,2.83864,2.83352,2.82854,2.82618,2.82274,2.82817,2.8262
Gambia,7.39462,11.3302,14.4094,12.9817,12.8875,12.0601,13.0312,13.7254,16.3246,14.3112,15.6713,19.156,20.1034,19.0036,17.4791,17.1846,20.4614,22.978,17.8671,22.639,21.553,19.6481,20.0995,20.1629,20.1149,20.1823,20.3647,20.5509,20.7509,20.8643,20.9433,21.1136,21.2086,21.3411
Ghana,4.99928,4.84267,5.5598,3.51282,3.83199,6.66288,8.73545,8.17552,7.17394,7.68794,9.01233,9.91547,9.17913,8.46062,8.38419,6.80756,7.38033,8.64373,7.86942,7.51143,6.91922,6.40173,6.24579,6.15419,6.12342,6.06236,6.00763,5.93542,5.88117,5.81815,5.76295,5.71338,5.67177,5.65145
Guinea,1.15252,1.56611,1.56003,1.70474,1.72558,2.49165,3.60352,3.27516,3.67862,3.98389,4.56533,4.32114,5.14971,4.55274,4.96038,5.18994,5.45698,5.64208,5.38865,5.56488,5.22403,5.21406,5.32035,5.32923,5.31305,5.29975,5.31247,5.32028,5.32822,5.33203,5.32835,5.33264,5.34461,5.35753
Kenya,14.0613,11.8703,13.6883,14.2147,15.397,9.58196,8.65796,7.96461,10.3909,12.737,13.5789,13.1786,13.0876,11.7438,10.3746,11.1404,11.4159,11.4081,10.4789,10.206,9.74923,9.33863,9.66244,9.64439,9.5488,9.47027,9.41979,9.38843,9.34518,9.30013,9.24792,9.19989,9.14601,9.0882
Lesotho,1.16947,0.935559,1.18316,1.48088,3.07637,13.8081,12.3668,15.4372,15.2582,13.9104,10.15,10.3639,10.2522,10.5104,16.4776,11.4649,12.6556,12.5113,12.8142,12.1118,14.0168,14.6805,13.7653,13.6526,13.6948,13.9094,14.0395,13.9312,13.6709,13.418,13.1618,12.9883,12.8927,12.8762
Libya,3.78283,3.96457,4.7875,4.774,4.78634,5.26725,4.39233,5.87222,6.81233,6.39597,6.31498,3.13399,3.07491,2.55523,5.53838,4.53956,6.87418,4.07924,3.79159,9.17962,7.33483,6.84642,5.11903,5.20867,5.55586,5.41231,5.22201,5.09289,4.96714,4.9147,4.88867,4.88044,4.87641,4.87474
Madagascar,6.11876,4.41273,5.84908,6.71475,6.44504,6.48646,6.99807,7.03701,5.87758,10.3796,8.73812,11.3778,12.5078,10.6082,10.2598,11.3662,11.53,12.9274,12.5221,13.8999,14.8017,16.9405,16.5725,16.1899,15.843,15.645,15.6161,15.5553,15.5945,15.5688,15.5567,15.4521,15.2907,15.0986
Malawi,2.82956,2.75849,3.1145,3.12381,4.90607,7.36321,7.84293,5.39773,3.88278,4.13229,7.00038,6.90423,7.65499,7.12938,8.12956,7.87025,7.2695,7.16317,7.34805,7.22867,7.50848,7.72272,7.69656,7.59323,7.61952,7.67711,7.60455,7.53281,7.46395,7.39666,7.36155,7.32463,7.27897,7.23692
Mali,6.71541,7.17719,7.44857,6.88906,7.27408,8.27247,6.93072,6.72436,6.99761,7.74912,8.43622,8.88716,8.08293,9.43902,8.09708,9.71079,8.91268,7.86291,8.06303,8.98708,8.49477,8.64641,8.6871,8.72694,8.68731,8.61006,8.52243,8.43525,8.35633,8.25901,8.18682,8.09374,7.96368,7.84679
Mauritius,21.9901,23.8209,22.7283,24.4036,23.7044,24.4317,26.5775,25.7625,25.5523,27.7956,28.6449,27.5493,31.7289,30.3343,25.0767,24.6695,24.53,23.8286,21.4383,21.7058,22.9092,23.7508,23.7517,23.4286,23.3717,23.7555,24.0314,24.1767,24.4234,24.6767,24.8544,25.0317,25.5344,26.1255
Morocco,8.75115,9.75503,9.87007,10.9551,11.3393,11.8678,14.4479,14.3709,14.3413,15.8204,17.9397,20.1796,21.6307,20.4372,19.0309,19.0918,19.2714,19.2102,18.1733,18.7553,18.1308,18.454,18.6401,18.6011,18.4635,18.26,18.1356,17.9944,17.9279,17.8953,17.9688,18.1236,18.2784,18.4678
Mozambique,3.76706,3.11281,4.63018,4.22803,3.78174,4.0446,4.13206,4.13318,4.45794,4.52,6.20082,6.38743,6.70968,6.687,7.48367,7.72841,7.20567,8.23966,9.16946,9.5207,9.19663,9.02785,8.79254,8.97529,8.97057,8.85571,8.73363,8.42058,7.91514,7.69399,7.49846,7.36799,7.24445,7.11675
Namibia,12.9551,13.6236,14.385,14.3562,11.1023,6.14133,9.84069,11.3941,12.673,10.8475,8.96997,14.2463,13.9782,13.0199,13.5503,13.6082,14.6535,14.7433,15.151,15.6692,16.4572,14.6343,13.8126,14.1481,14.3526,14.6476,14.8086,14.9917,15.1334,15.2425,15.2789,15.368,15.4647,15.645
Niger,2.75252,2.52699,2.65026,2.31424,2.53866,2.88169,3.62954,3.35326,3.27298,3.98565,4.25245,4.76936,4.80093,4.62137,4.58277,5.1975,5.06133,4.20356,4.45577,4.44737,4.70095,4.96323,4.94068,4.93409,4.85185,4.71937,4.59013,4.4849,4.35307,4.23927,4.1384,4.07375,4.0114,3.94338
Nigeria,4.80144,6.29205,5.37877,5.04482,2.94793,4.82031,4.26738,4.95171,4.50789,6.29584,6.5254,3.86874,5.56693,6.43412,5.09396,3.95452,3.57919,3.91939,4.56963,4.58905,4.49544,5.16369,5.08019,5.04543,5.09607,5.13471,5.1819,5.21779,5.24921,5.2749,5.29771,5.31866,5.33594,5.35969
Reunion,8.52977,9.5211,8.61069,8.52234,8.62385,13.479,11.439,10.2378,11.7269,11.1468,11.0484,9.85072,9.29453,9.46976,10.3248,9.6244,10.033,10.021,10.0858,10.9762,11.1537,10.8862,10.9288,10.9931,11.0296,11.0163,11.0333,11.0363,11.0345,11.0501,11.0833,11.1217,11.1673,11.2398
Rwanda,0.39879,1.11707,1.79208,2.41552,3.12318,4.729,5.30405,4.89581,5.22072,6.28433,6.26416,8.80947,11.3874,11.0265,9.72797,8.88819,9.59916,11.0508,11.8429,11.9719,12.9313,12.8312,12.7306,12.7744,12.7565,12.5943,12.4968,12.3694,12.2871,12.2553,12.2419,12.2416,12.388,12.5197
"South Africa",5.65625,6.6471,7.16353,7.24471,7.30545,7.35264,7.95465,8.83303,8.84404,8.83,9.40841,10.1031,9.8467,9.45755,9.31297,9.04982,8.55577,9.08308,9.15146,9.29469,9.11343,9.23906,8.93298,9.03801,9.08611,9.19909,9.30864,9.37357,9.48263,9.57108,9.70485,9.83271,9.99862,10.0972
Senegal,7.39882,7.32617,8.60028,8.70246,8.65151,9.09657,9.61351,10.7777,10.3154,10.173,11.2994,11.7393,14.9367,12.3556,11.3861,11.0171,11.329,10.9359,10.792,10.813,10.3888,10.4831,10.3825,10.105,9.93073,9.70474,9.54659,9.37152,9.26518,9.16151,9.12031,9.10063,9.13921,9.16291
Seychelles,60.0826,51.7493,57.0814,56.5141,54.3301,54.6212,47.4791,58.4209,51.9803,52.1098,54.886,60.4998,68.3087,67.388,69.4094,64.2066,65.4976,67.5031,62.7035,60.7082,60.88,61.4706,65.3113,64.1676,63.8859,63.091,62.8065,62.0927,61.5991,61.2668,60.5386,60.0097,60.148,60.3288
"Sierra Leone",7.11331,4.31644,4.16271,4.0039,5.31073,4.29613,5.15978,5.84734,7.87464,8.81996,9.1993,7.41004,7.76425,6.70394,6.55747,7.10324,7.30764,4.71377,3.92932,2.93938,3.78739,4.32526,4.13651,4.07671,3.99449,3.9041,3.81945,3.74981,3.717,3.71156,3.6993,3.66031,3.61413,3.53435
"Saint Thomas and Principe",6.04346,5.59825,6.5828,7.39421,15.7744,18.437,12.2114,12.4926,11.0555,10.9522,9.87627,11.2412,10.1563,10.9979,12.1103,13.2306,15.5818,13.6974,17.7582,22.2184,27.5221,27.8325,24.337,24.1113,23.8812,23.5252,23.1533,22.8327,22.5035,22.3628,22.2049,22.0563,21.7898,21.5158
Sudan,2.31441,1.25437,2.06659,2.67152,3.45181,3.42936,3.34724,4.41362,3.58476,4.26447,4.58957,4.10072,4.56825,4.32711,4.44969,3.99056,3.25762,4.38386,5.12756,5.90654,5.92516,5.41612,5.36472,5.33999,5.33847,5.33226,5.33989,5.34731,5.34877,5.34603,5.3705,5.37023,5.38305,5.39775
Swaziland,3.00938,2.2884,3.04598,4.74816,2.74718,5.61768,5.34678,7.87138,6.71263,7.09464,4.92413,5.39132,3.98928,5.3687,4.52952,4.01748,3.34992,5.36701,6.50966,6.99534,6.73814,6.90443,6.93431,7.08827,7.13132,7.31807,7.28942,7.37593,7.39235,7.38967,7.36543,7.30499,7.29324,7.26566
Tanzania,12.7491,11.7413,8.75889,8.57777,8.83602,8.3371,11.4438,11.7581,12.1315,13.3758,11.5953,12.0292,12.5858,10.4202,10.7724,9.7215,10.5843,10.9469,11.4096,11.3941,11.4188,10.0193,9.0381,9.22357,10.1113,10.0047,9.89031,9.79329,9.71535,9.7172,9.76045,9.81367,9.93223,10.0699
Togo,2.03004,1.11017,1.62865,1.48972,1.18101,2.25362,2.736,3.49974,3.63359,4.17247,4.53564,4.3369,4.8656,4.57692,5.22969,6.33875,7.80791,7.93128,9.26345,8.65868,8.73588,8.64364,8.66901,8.37227,8.34244,8.20198,8.05991,7.89287,7.74058,7.57463,7.35909,7.10733,6.87372,6.61623
Tunisia,17.6946,18.5345,18.0074,17.7761,18.1668,19.4037,19.7531,17.6222,18.0638,19.432,21.5314,21.5222,21.4101,21.2575,20.4184,20.0241,16.1313,17.4393,16.6923,17.1777,13.789,13.6551,14.1954,14.3589,14.354,14.2624,14.0746,13.8913,13.6943,13.5328,13.4212,13.2612,13.09,12.9295
Uganda,2.65245,3.85042,4.1835,3.62078,4.23048,7.35821,6.34365,6.53681,6.40841,6.37554,7.70637,7.08024,6.83203,7.09849,7.22468,7.56492,8.16298,8.69338,9.34372,6.6822,8.8984,7.1326,7.27797,7.25926,7.31434,7.30077,7.25225,7.2145,7.19416,7.17032,7.1199,7.09268,7.0704,7.05358
"Congo (Kinshasa)",2.68577,5.76392,2.69255,2.64714,3.22333,0.778038,1.80883,1.67673,2.26169,2.37516,2.11844,1.63851,1.56483,1.54227,2.3204,1.57031,1.29111,2.2032,2.01905,1.84553,1.61691,1.75436,1.75775,1.80122,1.86452,1.86956,1.85467,1.84792,1.82854,1.80509,1.81154,1.83194,1.86341,1.8742
Zambia,3.04131,4.07179,3.89124,3.67565,3.80138,4.95087,5.98937,5.54757,5.33592,4.89931,10.6141,8.02924,8.64418,7.49448,7.73569,6.79951,6.20622,5.24707,5.17941,5.79191,7.57607,7.6718,7.29362,7.316,7.35639,7.39285,7.3802,7.34717,7.26268,7.1604,7.09036,7.05236,7.03497,7.05499
Zimbabwe,5.47901,6.35463,6.16249,5.65368,7.95367,6.99824,6.9626,12.1348,7.10783,11.7619,10.4278,18.0655,16.3081,21.8407,9.36672,6.75192,7.33438,6.94405,7.19102,7.01193,7.18727,7.32533,7.1075,7.19828,7.2959,7.45692,7.65537,7.71039,7.69026,7.64552,7.60437,7.59204,7.60586,7.60141
Anguilla,62.2826,66.5462,71.7971,66.2029,59.9777,55.2545,56.6503,50.6453,51.327,45.9952,49.6565,48.0935,42.5772,41.0177,45.7289,50.9661,54.8132,56.8488,61.0464,61.9488,59.4422,59.5731,61.5888,60.3211,61.8489,63.7491,65.922,67.7046,69.7654,71.8004,74.3106,76.8534,79.1858,81.297
"Antigua and Barbuda",73.9959,79.5108,83.3557,74.3857,68.0657,59.9663,61.2451,62.8946,61.331,64.4201,57.9973,58.6539,59.1123,65.8025,71.313,65.651,62.1312,60.7736,59.5136,58.1208,56.1966,53.7729,51.8374,52.418,54.257,54.9565,55.584,56.2367,57.2545,58.3662,59.5295,60.8772,62.3655,63.8886
Argentina,9.15859,9.08101,9.67127,9.72175,9.87789,9.75165,9.78442,12.3367,10.6586,11.8133,13.932,14.4646,14.6157,13.3722,12.9246,11.9289,11.2039,10.6486,10.2743,9.99388,9.55704,10.1034,10.2544,10.2939,10.1848,10.1051,10.0895,10.0681,10.0565,10.0575,10.072,10.0922,10.113,10.1425
Aruba,42.5006,61.0173,63.4503,64.0021,59.8351,60.9237,57.0944,57.0964,55.914,57.4756,59.8032,60.1685,62.6221,64.6012,70.8383,78.9112,71.9823,81.9696,85.2772,88.7835,88.6834,89.9234,86.5184,85.6,86.5954,87.6131,88.6402,89.2964,90.1745,90.1796,90.9745,91.2307,91.0139,91.6512
Bahamas,65.8216,57.902,54.3211,46.2152,47.1957,41.5106,39.2842,39.3574,39.5597,42.9839,43.1149,42.5316,41.8646,41.7176,42.5383,45.3395,44.9676,45.3635,44.5332,45.3449,47.6757,48.4616,47.8318,48.2514,48.7799,49.6808,50.5622,51.3862,52.5061,53.5171,54.746,56.0095,57.5583,58.9582
Barbados,37.1582,40.7616,39.975,37.6568,34.4239,34.3628,33.8149,32.9189,36.303,34.7313,40.8699,42.1253,40.6265,41.6141,39.0621,37.4092,36.388,33.6778,34.4625,36.2829,37.338,39.4013,40.6047,41.2343,41.4088,41.8025,42.5823,43.2341,44.1983,45.2373,46.5874,48.3349,49.8949,51.4752
Belize,18.9634,22.2937,22.4577,23.0228,22.3816,22.4732,21.2672,20.9095,24.3495,27.1211,32.2042,35.4364,37.8884,36.2374,34.7017,33.8861,29.8033,33.9124,37.4603,38.8246,38.5823,39.9818,41.3356,41.8419,42.5405,43.5466,44.6866,45.8154,47.0998,48.3027,49.8302,50.943,52.3578,53.9722
Bermuda,26.9155,23.7921,22.2466,21.6365,19.402,16.5475,13.0319,15.0299,10.8043,14.3657,13.4652,14.0284,16.1554,13.6084,13.0179,15.3774,18.8565,16.9984,16.2294,16.2856,15.4527,16.3434,17.1332,17.3218,17.7274,18.1535,18.5722,18.9827,19.4958,19.9895,20.5322,21.2962,22.0001,22.6875
Bolivia,4.69722,4.89025,6.2457,6.36939,6.41546,5.36126,6.38295,7.02583,8.29671,9.28526,10.0974,9.4352,8.73987,7.11343,6.81108,6.22363,6.71288,7.20199,6.11755,6.40602,7.05125,7.09041,7.11358,7.04241,6.98948,6.97723,6.9952,7.02144,7.0362,7.03969,7.04769,7.0342,7.01289,7.00347
Brazil,9.37323,9.09662,8.94874,8.78767,9.36751,9.10178,9.49267,10.5045,10.8629,10.5737,9.94927,9.19676,9.00325,8.62359,8.88939,8.34251,8.178,8.005,7.9517,8.25376,8.44261,8.38023,7.901,7.9068,7.97518,8.02408,8.04033,8.0471,8.06683,8.08874,8.12466,8.14351,8.1626,8.18178
Canada,4.84518,4.82437,4.6475,4.8402,4.94601,6.19744,6.23532,6.28807,5.99937,6.38376,6.18754,6.21628,6.20984,6.18631,6.0275,6.04881,6.02529,6.09495,6.08486,6.07278,6.2328,6.40058,6.49323,6.53269,6.62066,6.70801,6.77623,6.83665,6.9124,6.99255,7.07499,7.1734,7.24006,7.30431
"Cayman Islands",46.6695,41.1017,48.8684,42.8744,40.9787,39.7283,38.3902,40.1012,34.4533,30.3702,19.2705,21.2921,20.3971,20.7573,19.5163,21.1009,22.2629,25.881,26.6875,25.6443,27.7422,28.3421,29.4752,30.1776,30.768,31.4244,32.2003,32.9717,33.9304,34.9966,36.1832,37.275,38.1816,39.0248
Chile,7.42074,7.94866,9.0639,9.07209,8.76951,7.99598,8.62029,8.63349,7.98356,7.95125,8.09455,7.41362,7.94107,8.26681,9.03446,8.14548,8.47935,8.1987,9.43032,9.84704,10.1136,10.2689,10.4371,10.5067,10.6487,10.7312,10.7859,10.8418,10.902,10.9511,11.0088,11.0617,11.0992,11.137
Colombia,5.08582,5.40788,5.35552,5.22074,5.26377,5.44271,5.6341,6.01183,6.08888,6.22633,6.29777,6.45436,6.14204,5.63262,5.84288,5.6787,5.14187,5.39697,5.21114,5.2862,5.69863,5.88393,5.80006,5.82225,5.88128,5.9094,5.91675,5.93021,5.95856,5.9928,6.03882,6.05919,6.08068,6.11405
"Costa Rica",10.8465,11.5447,12.0103,12.5223,13.3577,15.1067,14.1126,13.1418,14.5076,14.8389,16.5074,15.6574,15.3435,15.0225,13.0649,12.1214,11.3998,10.9937,12.3616,11.9313,12.0031,12.5677,12.8747,13.1298,13.186,13.0958,13.1423,13.2176,13.3751,13.5773,13.8572,14.1678,14.4576,14.7227
Cuba,9.23928,10.2392,11.2971,12.7663,12.8593,11.9587,12.0773,12.0167,12.2618,12.3204,13.3555,11.3659,10.1261,10.6098,9.84517,9.26368,9.5615,9.59391,9.34826,8.83918,9.96144,10.2282,10.6763,10.9746,11.0939,11.3486,11.5491,11.6884,11.8099,11.9244,12.0547,12.2363,12.4143,12.6193
"Dominican Republic",15.0759,15.297,16.3996,16.1714,16.2797,16.7898,16.7399,17.227,22.4091,21.3552,17.2072,17.7809,16.2486,15.9865,15.9966,13.5566,13.8444,14.5222,15.2717,15.8778,16.8442,17.313,17.1798,17.1838,17.011,16.9413,16.8282,16.7127,16.6804,16.6875,16.7115,16.6594,16.6551,16.6567
Dominica,20.9038,23.7892,25.9702,23.6115,24.6879,22.5803,20.9949,21.5868,22.2247,24.2158,23.376,26.8921,25.886,24.8364,24.8981,28.5316,31.3316,24.5003,30.3797,34.8765,35.5197,35.8611,37.6496,37.5967,37.9214,38.2733,38.6846,38.4889,38.524,38.5453,38.7085,39.1602,39.4357,39.6194
Ecuador,20.1207,22.783,17.2816,10.9764,8.27029,5.71772,4.70108,4.19796,3.62494,3.5587,3.44372,3.05048,3.66549,3.84871,3.85904,3.59832,3.9761,4.36916,4.71379,4.90631,5.27717,5.12341,5.41578,5.50773,5.57393,5.64456,5.72595,5.81628,5.91938,6.03427,6.0674,6.34052,6.52896,6.71398
"El Salvador",3.50877,3.01571,2.80806,3.8536,4.68061,5.76351,7.18441,7.90276,7.56988,8.26708,8.20698,8.31543,7.93967,8.41996,7.21695,7.8532,8.4401,8.56356,9.54421,11.1011,10.5998,10.209,10.1128,10.415,10.4587,10.5962,10.7304,10.8457,10.9837,11.1703,11.3722,11.5614,11.7362,11.8718
Grenada,24.5792,28.3077,28.2312,23.2479,23.0011,20.9029,18.7873,20.8005,20.1264,19.1128,14.9007,17.9582,21.6282,20.3142,20.1506,20.4055,20.0969,19.6981,20.0499,23.3575,22.4874,21.9823,23.3499,23.3108,23.5414,23.9876,24.5485,25.1889,25.9544,26.7581,27.8208,28.9782,30.1975,31.4114
Guadeloupe,15.9118,16.978,16.4677,17.8469,15.9892,17.1397,15.8983,14.8444,12.6675,11.9726,11.4335,11.3683,11.6103,11.3929,10.5424,10.051,10.5854,10.401,10.9633,10.8066,10.8087,10.731,10.8732,10.8171,10.7845,10.8219,10.8316,10.8974,10.9244,11.0449,11.1444,11.2255,11.2494,11.3277
Guatemala,4.61045,4.82363,5.3174,5.19023,5.58214,6.63873,6.79561,6.67861,7.02537,6.87729,7.67801,9.0034,9.80344,9.96728,9.02082,9.24474,8.32533,8.25342,8.2727,8.85265,8.22745,8.19339,8.02935,8.11136,8.18814,8.25051,8.30115,8.32529,8.37,8.40756,8.45686,8.50574,8.55503,8.59073
Guyana,4.19528,12.1977,11.4436,12.063,13.2937,8.93424,7.91625,6.77212,3.66565,7.65878,9.24054,9.77062,8.95232,8.27719,6.47161,8.14779,8.32321,6.04122,6.82295,7.90081,6.88571,6.9299,6.99461,7.00848,6.85238,6.43264,6.15384,5.92086,5.95122,6.00249,6.08095,6.13888,6.17495,6.18397
Haiti,7.32425,7.2839,7.26357,7.22913,6.3078,5.87155,5.14282,5.65486,5.5814,5.05253,3.92446,4.99766,5.11554,8.68239,9.07592,6.45039,7.75744,8.39437,9.14573,8.77304,10.142,9.63984,9.74861,9.91396,10.2592,10.2498,10.4802,10.6501,10.7633,10.8794,11.0621,11.2533,11.3533,11.4009
Honduras,7.17365,7.61899,8.49801,9.27842,10.055,9.65385,9.79235,9.7603,13.0793,14.0659,14.8096,15.3005,16.1222,16.1461,15.7879,15.3395,15.223,15.2243,14.8698,14.9526,15.021,15.0483,15.0077,15.1051,15.1466,15.2499,15.5448,15.7685,15.9111,16.0446,16.1779,16.367,16.6138,16.8516
Jamaica,26.6798,25.6836,25.1102,26.6691,26.9431,26.0294,24.8258,24.9466,26.1505,28.4149,27.3292,28.4711,27.1586,26.011,28.44,27.5121,24.9827,25.2825,26.8449,29.6358,30.0375,31.6676,32.8804,33.6531,34.3991,35.1371,35.8088,36.4754,37.3243,38.2101,39.1535,40.2089,41.6236,42.8305
Martinique,13.2441,15.0295,16.4122,16.0461,15.7423,14.6301,12.6937,12.0379,10.3494,10.7889,10.7191,10.6315,10.2134,10.1694,9.5024,9.91636,11.1981,11.272,12.0932,12.7604,13.2254,13.2893,13.5237,13.593,13.7351,14.0223,14.3657,14.6562,15.0213,15.4146,15.8458,16.3685,16.9858,17.5659
Mexico,13.8728,13.7809,13.0131,13.5806,13.7802,14.4414,15.0613,14.8384,15.3915,15.0178,15.134,14.8382,14.1569,14.2641,14.5685,14.3079,14.1175,14.1727,14.815,14.8912,15.7486,15.9278,15.9859,16.1238,16.1885,16.3295,16.5343,16.7161,16.9429,17.1408,17.3747,17.5697,17.7437,17.8691
Nicaragua,3.49783,4.40018,4.14347,4.42215,4.63133,5.52074,5.88769,6.4929,6.94327,7.35194,7.57075,8.8611,8.61492,8.95442,9.05691,9.50188,8.6362,8.38312,9.03704,9.44766,10.3821,11.1811,12.6912,12.9545,13.1608,13.2768,13.4608,13.6582,13.9472,14.2067,14.4543,14.7759,15.0633,15.424
Panama,6.1003,7.03804,7.34137,7.37586,7.64041,4.11873,5.78877,6.17521,7.80552,7.65352,8.92111,11.9663,12.4584,12.9215,12.2925,11.2125,13.6579,15.0533,16.3608,12.6847,13.5607,14.4338,14.4696,14.5701,14.8618,14.9939,15.1382,15.1126,15.0721,14.9627,14.9158,14.9011,14.8721,14.8408
Paraguay,2.56117,2.95657,2.62206,2.24803,2.98348,3.28433,3.63793,4.1088,4.18255,4.1733,4.4683,4.346,4.05069,3.53147,4.47742,3.97143,3.96695,4.1507,4.12852,4.39108,4.86386,4.75378,4.82072,4.92311,4.97139,4.9814,4.98909,4.98123,4.98119,4.96453,4.95342,4.98326,5.00676,5.0256
