Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Romania,3,3,3,3,3,3,3,3,3,3,3,3,3
Russia,2,3,4,4,4,4,4,4,4,4,4,4,4
Rwanda,9,8,7,7,7,7,7,6.5,6,6,6,6,6
"Saudi Arabia",4,4,4,4,4,4,4,4,4,4,4,4,4
Senegal,3,4,5,5.5,6,6,6,5.5,5,4.5,4,4,4
Serbia,5,4.5,4,4,4,3.5,3,3,3,3,3,3,3
"Sierra Leone",4,4.5,5,5,5,5,5,4.5,4,4,4,4,4
Singapore,2,2,2,2,2,2,2,2,2,2.5,3,3,3
Slovakia,2,2.5,3,3,3,3,3,3,3,3,3,3,3
Slovenia,1,1,1,1,1,1,1,1.5,2,2,2,2,2
Somalia,7,8.5,10,10,10,10,10,10,10,9.5,9,9,9
"South Africa",5,5,5,5.5,6,5.5,5,5,5,5,5,4.5,4
"South Korea",2,2,2,2,2,2,2,2,2,2,2,2.5,3
"South Sudan",,,,,,,,,7,8,9,9.5,10
"Sri Lanka",7,7,7,7.5,8,7,6,6,6,6.5,7,6,5
Sudan,10,10,10,9.5,9,9,9,9.5,10,9.5,9,9,9
Syria,5,5,5,5,5,5,5,7.5,10,10,10,10,10
Taiwan,4,4,4,3.5,3,2.5,2,2,2,2.5,3,2.5,2
Tajikistan,8,7,6,5.5,5,5,5,5,5,5,5,5,5
Tanzania,3,4,5,5,5,5,5,5,5,5,5,5,5
Thailand,6,6,6,7,8,8,8,7.5,7,7,7,7,7
Togo,4,4.5,5,4.5,4,3.5,3,4,5,5,5,4.5,4
Tunisia,2,1.5,1,1.5,2,2.5,3,4.5,6,6,6,5.5,5
Turkey,5,5,5,5,5,5,5,5,5,4.5,4,5.5,7
Turkmenistan,3,3.5,4,4,4,3.5,3,3,3,3,3,3,3
Uganda,5,6,7,5.5,4,4.5,5,5.5,6,6,6,6,6
Ukraine,2,3,4,3.5,3,3,3,3,3,6,9,9,9
"United Arab Emirates",4,3.5,3,3,3,3,3,2.5,2,1.5,1,1,1
Uruguay,1,1,1,1,1,1,1,1,1,1,1,1,1
Uzbekistan,6,5.5,5,5,5,5,5,5,5,5,5,4.5,4
Venezuela,3,3.5,4,4.5,5,5,5,5,5,5.5,6,6,6
Vietnam,5,5,5,4.5,4,4,4,3.5,3,3.5,4,3.5,3
Yemen,6,5.5,5,5.5,6,6.5,7,8,9,9,9,9.5,10
Zambia,1,2,3,3,3,3,3,3.5,4,4,4,4,4
Zimbabwe,4,5,6,6,6,6.5,7,7,7,6,5,5.5,6
