Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Austria,0.334168561,0.327332324,0.339327953,0.355517082,0.352667028,0.334195625,0.325214777,0.321409365,0.325998083,0.323719196,0.347878699,0.340502854,0.34541805,0.352586901,0.324018475,0.307791705,0.316083269,0.289491776,0.296631197,0.301683205,0.251828776,0.270633293,0.254603781,0.238601418,0.250255054,0.244827338,0.236608316,0.249252909,0.222896367,0.217683441,0.2223719,0.22958183,0.206817186,0.207344504,0.202311641,0.206477003,0.213094098,0.206778292,0.202871929,0.190325074,0.18535622,0.193470783,0.193740627,0.206972793,0.202062666,0.202818341,0.190812678,0.177949302,0.173459452,0.16386291,0.172988424,0.162075271,0.154079764,0.154414186,0.144159919
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.277604308,3.671902973,3.961556913,3.566724124,3.301715365,2.976100847,2.874954881,2.415006067,2.244571764,1.991361495,1.853288317,1.722964584,1.638769895,1.38731353,1.176529576,0.732881972,0.769917417,0.632322601,0.579897057,0.631814074,0.657186374,0.622716216,0.642099157
Bahamas,0.269854971,0.32439948,0.390288359,0.344207957,0.477734791,0.524710619,0.399327,0.568541649,0.501825673,0.492545537,0.769897714,1.981351776,1.979351275,2.232031402,2.516408403,3.299574303,2.456858559,3.383220972,2.01488871,1.675358213,1.813730422,0.700566443,0.530250642,0.456258882,0.367656958,0.285566527,0.262141531,0.256528063,0.271416098,0.321517925,0.327348721,0.312095285,0.326512817,0.308869212,0.296858714,0.28378704,0.269914048,0.216218046,0.254214001,0.23674554,0.226318924,0.207442348,0.202923379,0.197875359,0.222675145,0.217654038,0.202924114,0.2031148,0.184040628,0.210901447,0.209079267,0.234532221,0.240040295,0.341466972,0.296098764
Bahrain,,,,,,,,,,,,,,,,,,,,,1.034560369,1.181041033,1.474297048,1.159156252,1.235268772,1.435926676,1.532975713,1.441290646,1.433430013,1.378283965,1.397224086,1.200559007,1.03286548,1.229050176,1.244473426,1.199790347,1.214880721,1.306510216,1.324927786,1.243729285,1.221990699,0.890699988,0.968952867,0.958730391,0.952840871,0.978965903,0.901407377,1.186732708,1.23857562,1.144958524,1.13817984,1.092546961,0.980577178,1.091960403,1.047299673
Bangladesh,,,,,,,,,,,,,0.163408396,0.205246496,0.191655385,0.208786096,0.226019063,0.229699513,0.222103816,0.234140848,0.26682447,0.258381031,0.274268051,0.252874949,0.267283059,0.290137571,0.311943788,0.311085511,0.346843445,0.334993729,0.366175657,0.363115508,0.383428209,0.359139599,0.376714438,0.431031651,0.434317964,0.433542667,0.395497596,0.396519209,0.415874642,0.460927196,0.461013973,0.465818635,0.467834219,0.459803845,0.475406774,0.452626157,0.476301949,0.492112663,0.519930557,0.516685667,0.51635604,0.502967142,0.497897765
Barbados,,,,,,,,,,,,,,,,,,,,,0.206423741,0.213852533,0.211643522,0.223752481,0.235611589,0.263892635,0.271739382,0.272269097,0.264085508,0.266765019,0.299368595,0.349793043,0.30103356,0.340029583,0.223703673,0.242913797,0.239849737,0.242813698,0.295903637,0.312961504,0.294171656,0.309674127,0.309088759,0.312453778,0.314352892,0.316069122,0.303166626,0.29631753,0.350687405,0.364628728,0.332329091,0.341293179,0.327221569,0.322558128,0.28318235
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09573651,2.942232236,2.823718353,2.943990481,2.835119274,2.519241094,2.267214012,2.117655654,1.918635068,1.797091822,1.69924487,1.621539953,1.580732586,1.469964583,1.401926388,1.258725178,1.190938763,1.153061571,1.101537062,1.060555143,1.028839945,1.027212872,1.00551585
Belgium,0.754834424,0.733206345,0.736871909,0.761300631,0.697522222,0.685095416,0.662657763,0.651722239,0.690005011,0.674723985,0.647104522,0.602027825,0.615535899,0.61415862,0.571897758,0.526762062,0.530876908,0.513615566,0.536058773,0.540677467,0.499464941,0.459108155,0.432588631,0.372833475,0.377434291,0.367956109,0.355838953,0.348634296,0.323995547,0.335307002,0.320835929,0.329647984,0.327629023,0.318059169,0.321519094,0.314009733,0.324855302,0.306024328,0.307986129,0.287053386,0.279068223,0.275401731,0.25353448,0.264722342,0.251339729,0.240438794,0.231468916,0.216487708,0.216746365,0.212087998,0.229189067,0.203040877,0.192950315,0.196852306,0.186435883
Belize,0.445675381,0.354073875,0.641360809,0.546749849,0.704496409,0.671393097,0.612958779,0.876380515,0.692572231,0.870722385,0.740966822,0.842336255,0.842627481,0.744020337,0.687937174,0.758946305,0.759204594,0.802002331,0.811948899,0.729582346,0.577931768,0.548622878,0.517169904,0.528295908,0.518150799,0.567221823,0.58413445,0.581500472,0.583841765,0.622547742,0.583324763,0.608648995,0.537719655,0.537259246,0.53120416,0.532979795,0.428540479,0.522262143,0.479682425,0.414768247,0.417136563,0.448704324,0.412860212,0.377639519,0.327218637,0.342842557,0.34492366,0.366531492,0.325023908,0.433912627,0.385830514,0.421580522,0.321869001,0.342132267,0.316977305
Benin,0.127504862,0.098335334,0.107642778,0.091669718,0.10158103,0.101421213,0.074036875,0.092149427,0.095565883,0.121645453,0.166804481,0.175936853,0.219040014,0.207227008,0.214027919,0.245318923,0.142685618,0.155054775,0.187162358,0.177454884,0.234320335,0.176833597,0.198099708,0.191648693,0.196183832,0.270338392,0.243739013,0.194520133,0.193233136,0.226573387,0.233295499,0.259789644,0.275982168,0.328881386,0.359925723,0.356132289,0.325339251,0.296099696,0.283960134,0.346928269,0.335416731,0.361534422,0.395741167,0.433169336,0.441931587,0.414802851,0.645327916,0.70689741,0.661276988,0.682819764,0.730218091,0.737819587,0.727357489,0.720844421,0.736765611
Bermuda,0.12757108,0.136038333,0.116653272,0.110050003,0.132866577,0.112993548,0.110900192,0.103243657,0.106345004,0.091013855,0.098292857,0.09655901,0.103872226,0.172072762,0.177928912,0.177136163,0.16650436,0.152318229,0.140450799,0.149350618,0.130672811,0.113690708,0.122299868,0.136542911,0.133679169,0.138666912,0.121544931,0.158918882,0.172304058,0.207605625,0.133504729,0.148498092,0.12736016,0.144247083,0.141436466,0.135476648,0.131132263,0.124494859,0.118983893,0.11346978,0.104540113,0.09957279,0.106681135,0.103841264,0.105465339,0.103728706,0.110024357,0.119601044,0.104777923,0.081248871,0.105967641,0.079910065,0.090215283,0.088979887,
Bhutan,,,,,,,,,,,,,,,,,,,,,0.133211888,0.136438388,0.169629725,0.135460436,0.226886473,0.264370319,0.208777164,0.302819488,0.309036887,0.163005326,0.302678564,0.442852195,0.489784742,0.406987551,0.449832106,0.492546078,0.562640696,0.696736025,0.639387779,0.597806996,0.57502086,0.516662255,0.506600317,0.42513413,0.327406128,0.392961797,0.364366469,0.308979369,0.316966542,0.273924686,0.307612393,0.428743265,0.45497379,0.501358946,0.515674888
Bolivia,0.208506268,0.211712403,0.211839902,0.219628345,0.255801463,0.24697448,0.259487958,0.271676613,0.356074857,0.404108323,0.396184062,0.464411103,0.501743886,0.459408433,0.4538617,0.48821176,0.52653942,0.490760307,0.539524539,0.507758896,0.507250176,0.519366638,0.490608266,0.504377144,0.47601815,0.494238545,0.46445741,0.483656762,0.502483664,0.561183817,0.61822624,0.612733189,0.667946545,0.753540365,0.794124641,0.865261147,0.827249171,0.877607865,0.839223687,0.794110578,0.820924606,0.62890479,0.739984519,0.768734824,0.73940215,0.776310508,0.915324699,0.716967933,0.725046408,0.74133285,0.773723525,0.781038701,0.864814552,0.815153903,0.833925345
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.171152735,1.028921644,0.676142755,0.991942259,1.08300465,0.967962788,1.219010958,1.13161224,1.150152699,1.120378035,1.137747326,1.085935529,1.117026915,1.061795998,1.149225867,1.215473858,1.239547143,1.379133833,1.297236501,1.247702532,1.251899373
Botswana,,,,,,,,,,,,,0.02959501,0.056927626,0.089698707,0.175764262,0.504584949,0.592289691,0.55208962,0.557343621,0.520924716,0.488281805,0.47489728,0.393135936,0.367341441,0.380207092,0.323673802,0.33602479,0.295458799,0.287095565,0.508122753,0.461305281,0.472542992,0.533391118,0.488155334,0.458296313,0.3918819,0.368553229,0.436794729,0.376454852,0.441485576,0.448497767,0.436928201,0.401829347,0.398363331,0.400357181,0.373094664,0.352517337,0.353359088,0.31943736,0.366509164,0.308016463,0.298759641,0.331566826,0.428197365
Brazil,0.18967344,0.180416063,0.187126564,0.192142275,0.189404307,0.182699364,0.200009424,0.196237727,0.205986922,0.204426361,0.208999903,0.205562424,0.204412395,0.207727392,0.206312536,0.206634131,0.193175189,0.1939609,0.203988806,0.203368685,0.185167587,0.177854386,0.17720954,0.177557302,0.17087097,0.169960431,0.172700876,0.173947854,0.175665019,0.173873483,0.175133055,0.181150215,0.183141072,0.182932259,0.182259756,0.186222974,0.200844523,0.205002571,0.212293271,0.216636657,0.213155412,0.216290686,0.206668611,0.197790474,0.196441118,0.195689042,0.18842626,0.18558605,0.188461981,0.178727926,0.190031031,0.191326812,0.200799707,0.208897459,0.218633344
Brunei,,,,,,,,,,,,,,,1.156644403,0.997118847,0.70608818,0.675726468,0.944188633,0.600725633,0.597530454,0.159224712,0.21809711,0.280477332,0.197581212,0.271518983,0.247167119,0.349729842,0.595923322,0.668854525,0.645592601,0.536593383,0.503021723,0.477865532,0.437649592,0.427397467,0.42243801,0.445533825,0.466541987,0.335841286,0.393620902,0.366412488,0.34270766,0.349214079,0.378267082,0.377359837,0.351136144,0.606797635,0.67056954,0.588470254,0.598442922,0.681788535,0.673576944,0.555579509,0.664129564
Bulgaria,,,,,,,,,,,,,,,,,,,,,2.712393351,2.68101251,2.938991446,2.848917549,2.663873585,2.658828828,2.608107382,2.462071193,2.1139521,2.172090321,2.052219177,1.731991283,1.759284901,2.235589593,1.752408725,1.824564257,1.751099808,1.615834401,1.482001728,1.409338451,1.328323868,1.35974318,1.232340354,1.243031912,1.154078977,1.101836777,1.055278762,1.045344188,0.960791593,0.843485402,0.871645581,0.956718941,0.866516244,0.760952101,0.804380257
"Burkina Faso",0.039260829,0.078614289,0.068148463,0.072024725,0.088021534,0.079172931,0.078749563,0.072364606,0.070208657,0.08110271,0.095736627,0.099243549,0.104099024,0.108343979,0.121803833,0.126705006,0.110904198,0.131818568,0.176046385,0.198424785,0.209270428,0.258565922,0.243762345,0.250658238,0.20006218,0.188714551,0.176152621,0.190048541,0.192377731,0.279374241,0.199508718,0.196723215,0.197414239,0.189700226,0.192712829,0.177113559,0.180066262,0.193061503,0.192180756,0.193399155,0.212375821,0.190784832,0.184170703,0.183311083,0.179630908,0.168607079,0.191765064,0.219660438,0.238467797,0.233378925,0.218469071,0.231161296,0.258202466,0.292113901,0.261214968
Burundi,,,0.078405453,0.081566148,0.076751497,0.056786755,0.070567507,0.061998388,0.071750334,0.097084095,0.068016505,0.077880182,0.083208847,0.077845997,0.098019944,0.081766091,0.086570926,0.087371283,0.091467579,0.096396027,0.127266752,0.121975537,0.123274356,0.154792306,0.165591332,0.155542988,0.153037916,0.154121341,0.133791325,0.155430951,0.117260002,0.127353881,0.114442273,0.128265115,0.137675677,0.15185367,0.167597697,0.175466329,0.167509622,0.171707242,0.185741347,0.137729565,0.136575617,0.10489269,0.122796381,0.094656388,0.109067015,0.104085651,0.101026603,0.097640031,0.104933508,0.114603352,0.128537518,0.126083797,0.182990648
"Cape Verde",,,,,,,,,,,,,,,,,,,,,0.626493687,0.157546753,0.170242544,0.155443187,0.344486475,0.317083817,0.214422986,0.282651953,0.242418816,0.252285593,0.296106137,0.303236943,0.293587386,0.279381664,0.24222855,0.225770515,0.23963002,0.22118238,0.211319582,0.220926626,0.228108429,0.242038195,0.269487989,0.289726805,0.281696754,0.351311418,0.349737597,0.324855136,0.282525493,0.319695443,0.334903799,0.356026542,0.289320166,0.282856356,0.277003623
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439901279,0.429878626,0.423901022,0.419248227,0.378039016,0.456007838,0.395989127,0.37956176,0.399799286,0.367789003,0.365421091,0.340360918,0.341091728,0.332737851,0.348778389,0.367723078,0.438604302,0.445887413,0.432592498,0.422415491,0.403778484,0.449917098
Cameroon,0.058211249,0.059862582,0.059604547,0.0596361,0.064616736,0.058514706,0.061855765,0.092330131,0.095849542,0.103288969,0.111751494,0.137164325,0.142055136,0.140571476,0.137825869,0.147648023,0.146869118,0.185024553,0.193920447,0.167140532,0.363873963,0.42517553,0.469548974,0.456394015,0.390387749,0.386188348,0.111416974,0.105279726,0.136241188,0.481516283,0.116507036,0.077076371,0.272980311,0.305109599,0.292754308,0.311395834,0.31329189,0.214373652,0.203902988,0.188105499,0.201205784,0.191898093,0.184303601,0.196741289,0.197783513,0.180620442,0.182790678,0.267474242,0.247067455,0.294003955,0.287026674,0.234473641,0.238153424,0.24936813,0.243445018
Canada,0.609755571,0.595002574,0.592667367,0.57414065,0.606126319,0.602710294,0.581542786,0.614267214,0.62816413,0.604365429,0.650209452,0.644834363,0.661009848,0.618757783,0.609788797,0.60988645,0.582918162,0.575897739,0.564507128,0.578036385,0.567292785,0.531731889,0.529913312,0.508866881,0.500276972,0.473717077,0.444988385,0.455228754,0.460886471,0.457549965,0.429141826,0.429997747,0.440414663,0.433500403,0.425350561,0.424040472,0.427831542,0.423857497,0.417278058,0.403728062,0.397978872,0.386331106,0.368938623,0.38596976,0.37380479,0.365631878,0.347594086,0.347166769,0.347866427,0.342936392,0.331380472,0.322755661,0.305610388,0.298058022,0.301860033
"Central African Republic",0.097258226,0.092667873,0.080201761,0.080772833,0.07912674,0.094060788,0.089564094,0.093002891,0.183430214,0.174709238,0.190811853,0.16550824,0.152268902,0.142948307,0.094709888,0.085199369,0.10101173,0.09730796,0.109880385,0.078860284,0.085506238,0.110805519,0.10842887,0.121045909,0.113326727,0.117023169,0.112980742,0.191781919,0.167311388,0.17708855,0.143715473,0.149866344,0.168734537,0.173871403,0.173901376,0.162221364,0.168980751,0.16799794,0.162851137,0.166438859,0.173058688,0.15204622,0.14673933,0.148166159,0.139786141,0.138528015,0.140483432,0.136270647,0.133527811,0.131283856,0.132941604,0.135843439,0.137344396,0.219685776,0.220108775
Chad,0.026318938,0.024225729,0.037774646,0.041726799,0.046225641,0.049350586,0.039860434,0.055035761,0.058744085,0.071127269,0.053958537,0.066563752,0.052966788,0.077082585,0.068431485,0.076555202,0.074339322,0.078531581,0.077440982,0.102296838,0.112840973,0.111676281,0.104148628,0.090032661,0.09295136,0.063383804,0.068778195,0.07460617,0.021534651,0.031938247,0.046425284,0.019742044,0.023357044,0.030119874,0.030629392,0.032416362,0.035942604,0.039022203,0.038356929,0.041446551,0.045615692,0.040001891,0.036086598,0.071117421,0.052708173,0.047538862,0.048099325,0.052869605,0.056596684,0.052352752,0.048513913,0.050536455,0.052728513,0.057054175,0.055607004
Chile,0.45925362,0.468152484,0.520038523,0.509872445,0.501990879,0.504132947,0.479400916,0.474135949,0.5044062,0.515731116,0.553812984,0.556012512,0.584473189,0.603657061,0.553410838,0.563458875,0.568341356,0.49337734,0.454900282,0.454577283,0.427786727,0.39027477,0.368235518,0.391893925,0.401021074,0.373459916,0.366669971,0.351004127,0.388332946,0.424912673,0.422984195,0.368911608,0.344053213,0.344180683,0.360594969,0.362657415,0.394500066,0.42700171,0.418350014,0.448221967,0.406954739,0.35727224,0.358345635,0.347007945,0.347964629,0.340310986,0.335603058,0.353593768,0.342553031,0.323558272,0.330610921,0.341727185,0.331556827,0.327527417,0.31882678
China,6.102373416,5.933050584,5.012210368,4.506358973,3.815116846,3.553734001,3.527590118,3.102305995,3.501468225,3.685824221,4.129923102,4.382586506,4.486334215,4.328472614,4.315798128,4.602822282,4.882726611,4.972147786,4.968710564,4.721005084,4.298088191,4.04300095,4.040638487,3.845800155,3.636428839,3.473337093,3.354354606,3.207597237,3.092162443,3.01682717,2.94424186,2.829714224,2.598082052,2.441307097,2.294139398,2.244911118,2.129990366,1.95360666,1.735820182,1.609154691,1.522153476,1.438972166,1.455708097,1.560075826,1.633103897,1.651876832,1.622619668,1.529571662,1.498521994,1.45100121,1.438548853,1.456592604,1.391429421,1.320799653,1.235038132
Colombia,0.449895346,0.474476292,0.480129199,0.510139503,0.488698061,0.50013036,0.487639293,0.492197758,0.497809887,0.492715009,0.466510453,0.470092607,0.453220687,0.454578273,0.465349525,0.447844047,0.453363035,0.449764992,0.439205157,0.444269731,0.426039807,0.417575374,0.427196987,0.452911343,0.434049497,0.415876772,0.398803403,0.389157984,0.388480109,0.381289778,0.387280723,0.377229002,0.390142123,0.393243843,0.392161142,0.328870203,0.327180971,0.339231553,0.342854902,0.306559257,0.300917247,0.287520349,0.277444311,0.275425896,0.250777346,0.26505338,0.256546756,0.238042711,0.250724164,0.263215305,0.265399877,0.250155165,0.25118082,0.268485654,0.241307121
Comoros,,,,,,,,,,,,,,,,,,,,,0.17736103,0.170761243,0.160514596,0.153132057,0.147086416,0.14380708,0.1303118,0.138896012,0.145665532,0.150450886,0.17383951,0.194563214,0.179269841,0.183707155,0.193940794,0.197034986,0.209593994,0.211067905,0.227339893,0.232341844,0.234756324,0.229404463,0.224192483,0.282307441,0.300072856,0.284311601,0.320713929,0.202470608,0.208865681,0.254322251,0.304147072,0.249278789,0.255100309,0.303352281,0.260071509
"Congo (Kinshasa)",0.153924017,0.175387649,0.133455848,0.133900981,0.118175485,0.146314899,0.133370856,0.128333301,0.180864953,0.179293075,0.133536956,0.137548129,0.140060174,0.136908427,0.140068362,0.141637311,0.157709537,0.159881131,0.171396436,0.18109672,0.165266459,0.174152015,0.142340186,0.183906794,0.171553513,0.156854166,0.138927551,0.154405952,0.160263205,0.177424495,0.175948487,0.139855087,0.148526905,0.15801265,0.103957677,0.133720546,0.147469812,0.128062579,0.114344532,0.098968716,0.062605264,0.065676621,0.070791246,0.071291641,0.081192049,0.095681905,0.097511566,0.100128908,0.099770352,0.091261219,0.098449978,0.113694368,0.102199156,0.14078129,0.167293105
"Congo (Brazzaville)",0.15081152,0.166569589,0.140981115,0.144640161,0.158914732,0.14068115,0.174011581,0.17851988,0.231830373,0.240094013,0.257047438,0.285957027,0.254822478,0.433162613,0.534130398,0.33575441,0.373739595,0.159568406,0.100781539,0.099075729,0.098406586,0.097232342,0.223808569,0.179745538,0.167485428,0.190205072,0.170278784,0.210840035,0.234728248,0.229898974,0.179439823,0.148198591,0.183958986,0.191634531,0.330069394,0.231293519,0.243073027,0.333974887,0.106810221,0.115847496,0.137495775,0.096796882,0.069527775,0.109819892,0.109950823,0.105582763,0.113106189,0.124721399,0.127418169,0.158083805,0.164906703,0.181893893,0.230422609,0.23155848,0.217370882
"Costa Rica",0.129042735,0.130288213,0.134856477,0.14071049,0.151581126,0.17326858,0.188440218,0.157301255,0.171850765,0.180026755,0.18244248,0.208941066,0.222788976,0.239955753,0.211866873,0.221875047,0.21518955,0.247601185,0.260447554,0.237290034,0.20770195,0.194166675,0.19407574,0.190331961,0.170475114,0.190966599,0.207689555,0.205534619,0.211136357,0.203211679,0.194368887,0.213946218,0.222625445,0.216737556,0.276508704,0.245235062,0.236395192,0.235173321,0.234416862,0.234233545,0.22385179,0.227602271,0.241949014,0.24310508,0.243703131,0.232510891,0.224111041,0.237046336,0.226718857,0.222538343,0.203084657,0.19913233,0.190647441,0.182368846,0.179671316
"Ivory Coast",0.107714448,0.117423235,0.122913825,0.114067196,0.118664149,0.188419421,0.186283467,0.204833804,0.21561647,0.232851737,0.24692815,0.24998309,0.267119594,0.268401725,0.285494782,0.295507397,0.26002083,0.247901602,0.265552874,0.291909062,0.376153288,0.260848213,0.3560773,0.293576252,0.336928124,0.437032656,0.344648647,0.445339557,0.525039319,0.474479642,0.283424728,0.256690551,0.23125691,0.302167114,0.262731239,0.346389096,0.380855962,0.354406462,0.308461388,0.275209165,0.304536227,0.346047506,0.331873521,0.25212408,0.349582008,0.350901742,0.309054916,0.294144451,0.286850302,0.231965339,0.279985477,0.304700232,0.35291567,0.372560524,0.353962295
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429248635,0.404734396,0.423177694,0.442838011,0.44344112,0.413388988,0.421487544,0.421645307,0.427547548,0.39989744,0.387623987,0.370162907,0.371048112,0.344726283,0.348708451,0.338088033,0.33293999,0.309195217,0.304813859,0.293967558
Cuba,,,,,,,,,,,0.952621506,0.921248722,0.932247186,0.970573694,0.983141037,1.060887659,1.012130123,1.005534392,0.984608415,1.006480267,1.047379797,0.912696772,0.884127749,0.748661656,0.733242335,0.721150615,0.742360125,0.769356561,0.778643236,0.775611897,0.745629847,0.743911648,0.886205027,0.977420884,1.065184051,0.828849487,0.807080165,0.71696224,0.711456963,0.692757061,0.673480389,0.636909161,0.643703847,0.605799662,0.561953265,0.525577759,0.49425151,0.450492509,0.491598181,0.475868919,0.596554455,0.544194414,0.530743757,0.49716723,0.492531471
Cyprus,,,,,,,,,,,,,,,,0.518006166,0.536002136,0.499019419,0.487177386,0.473939114,0.478798744,0.443557667,0.425916661,0.402921409,0.380559501,0.353647024,0.389790113,0.42317706,0.390191088,0.380082932,0.356571523,0.379469573,0.383205081,0.400201244,0.391383299,0.344181354,0.374590858,0.360483458,0.374488926,0.355603548,0.365555288,0.348556384,0.345764757,0.372297253,0.33698608,0.332358667,0.330139343,0.331415791,0.33393427,0.321501188,0.301539712,0.289563709,0.278628961,0.254659038,0.263562466
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.090184489,1.045792004,0.96337707,0.89322384,0.867243851,0.887304086,0.856096668,0.771176179,0.817831939,0.792792197,0.754911077,0.742723114,0.677071709,0.654249897,0.62234056,0.595506203,0.548544484,0.531988446,0.538988577,0.506272227,0.482293009,0.473343929,0.450556472
Denmark,0.308540836,0.309075665,0.340360181,0.372832364,0.362011489,0.355440704,0.391138031,0.37025739,0.386941835,0.40540083,0.412536407,0.368007049,0.370113151,0.353308706,0.332071271,0.341264677,0.347339528,0.350672253,0.338987796,0.336405898,0.323930701,0.27975171,0.279744388,0.254789754,0.247942214,0.281573777,0.263183616,0.260015766,0.245634795,0.216061708,0.219226284,0.259430367,0.229340059,0.240894398,0.244467941,0.222392099,0.272862011,0.225354891,0.213280847,0.191852228,0.172122937,0.175998483,0.172304531,0.184658201,0.162522247,0.147808846,0.16607743,0.150422289,0.14120127,0.140818262,0.144848592,0.124563485,0.111387373,0.116733951,0.099808493
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350143423,0.353320408,0.3533839,0.378439961,0.37303208,0.386514723,0.412817844,0.435492785,0.42039547,0.411430377,0.443074757,0.466864191,0.495896607,0.506970808,0.471302754,0.465054328,0.43982767,0.47079528,0.480302613,0.423664776,0.458126564,0.401212828,0.418280234,0.468994125,0.525072024
