Country,2010,2011,2012,2013,2014,2015,2016
Mongolia,32,35,35,39,40,44,42
Montenegro,18,16,13,18,18,20,25
Morocco,40,48,18,20,22,22,18
Mozambique,20,20,21,25.6667,30.3333,35,
Namibia,28,28,,,,,
Nepal,26,30,20,34,38,42,36
Netherlands,54,54,53,54,53,52,51
"New Zealand",57,57,57,58,58,59,57
Nicaragua,30,27,25,27,30,33,30
Niger,26,21,19,22,24,24,22
Nigeria,39,47,33,44,44,38,42
"Northern Cyprus",,,,,40,41,37
Norway,42,42,45,48,49,50,45
Oman,,,44,,,,
Pakistan,16,42,26,35,32,29,31
"West Bank and Gaza",,,,,,,20
Panama,33,33,33,36,38,43,35
Paraguay,25,38,50,37,30,27,21
Peru,27,28,24,29,29,36,30
Philippines,36,42,45,45,41,40,36
Poland,29,32,24,27,22,25,26
Portugal,20,22,19,29,28,29,26
"Puerto Rico",34,34,,,,,
Qatar,45,45,47,51,,,
"South Korea",29,35,36,34.5,33,,
Romania,16,23,19,23,23,28,31
Russia,,,,,,22,20
Rwanda,16,16,13,17,22,23,26
"Saudi Arabia",28,35,26,33,37,41,37
Senegal,27,31,20,33,28,28,31
Serbia,13,16,15,19,20,20,18
"Sierra Leone",50,38,39,36.5,34,40,49
Singapore,27,28,20,32,38,44,41
Slovakia,24,25,27,25,26,22,26
Slovenia,34,41,38,38,40,41,34
Somalia,38,40,42,42,39.5,37,37
"South Africa",30,26,30,30,40,37,43
"South Sudan",,,,,,39,32
Spain,27,30,29,33,32,32,33
"Sri Lanka",53,51,47,48,54,57,
Sudan,38,36,36,33,,,
Suriname,,,,31,,,
Swaziland,,,35,,,,
Sweden,37,39,38,39,39,45,41
Switzerland,55,44,45.5,47,46.5,46,41
Syria,35,29,33,40,41,36,
Taiwan,,,,,,,36
Tajikistan,36,39,32,32,40,30,36
Tanzania,,,,,,37,34
Thailand,42,51,42,40,44,42,46
Togo,20,20,13,17.3333,21.6667,26,25
"Trinidad and Tobago",43,43,45,49.5,54,,
Tunisia,31,27,24,23,21,23,28
Turkey,19,20,15,17,18,,
Turkmenistan,47,47,48,42,43,50,33
Uganda,31,34,35,36,40,44,44
Ukraine,13,26,21,24,23,26,29
"United Arab Emirates",36,37,38,43,48,53,51
"United Kingdom",53,57,51,57,55,54,50
"United States",,,,,,61,56
Uruguay,26,22,25,37,32,37,34
Uzbekistan,35,37,43,36,42,52,40
Venezuela,24,23,19,26,16,23,23
Vietnam,18,22,30,20,28,36,23
Yemen,26,23,15,17,14,17,13
Zambia,37,32,38,37,37,36,45
Zimbabwe,27,27,32,27,26,25,32
