Country,2010,2011,2012,2013,2014,2015,2016
Serbia,3.647476,3.771456243,3.720825125,3.620780637,3.663205231,3.663205231,3.655050576
Seychelles,,,3.954168,3.922707835,3.851360863,3.851360863,
"Sierra Leone",,,3.106173,3.47422695,3.448205222,3.448205222,3.339634637
Singapore,5.792576,5.842993301,5.831020279,5.856121048,5.860475341,5.860475341,5.840628843
Slovakia,4.579575,4.213762221,4.135803677,4.812534233,5.163586245,5.163586245,4.721219442
Slovenia,4.055373,4.055373,3.759712145,3.555427831,3.50198409,3.50198409,3.656327959
"South Africa",4.710235,4.8722661,5.155772188,5.512273373,5.310755503,5.310755503,5.967406698
Spain,5.190506,4.988912971,4.620285621,4.39838482,4.199045846,4.199045846,4.030823883
"Sri Lanka",4.773598,4.892631131,4.986682,4.968035393,4.742672883,4.742672883,4.638000083
Suriname,,3.16008,3.43448082,3.801820599,3.649652304,,
Swaziland,3.595612,3.546799558,3.83010444,4.409183013,4.22142605,4.22142605,
Sweden,5.518947,5.550930784,5.124413783,5.251955515,5.502423707,5.502423707,5.62734204
Switzerland,6.021837,5.909187953,5.64668156,5.847330677,6.107397123,6.107397123,5.950636164
Syria,3.175277,3.511982178,,,,,
Tajikistan,3.391425,3.566273636,3.87678462,3.9221,3.967391253,3.967391253,4.165160076
Tanzania,3.443274,3.636690764,3.607221277,3.555421176,3.591531831,3.591531831,3.82599742
Thailand,5.01597,4.888125435,4.767019573,4.978497858,5.005511217,5.005511217,5.148999083
"Timor Leste",2.646367,2.619190138,2.808272976,2.794220843,2.905673583,,
"Trinidad and Tobago",4.466002,3.998520229,3.565859697,4.058069427,4.336945574,4.336945574,4.129851601
Tunisia,5.004974,4.322692406,4.1298,3.936964929,3.865297242,3.865297242,3.623345877
Turkey,4.800694,4.818252209,5.053744015,5.063077399,4.945685165,4.945685165,4.439985183
Uganda,3.801309,4.021150187,3.977405093,3.593623777,3.484493907,3.484493907,4.028206806
Ukraine,3.230875,3.25072835,3.534875069,3.403100764,3.453243182,3.453243182,3.592032987
"United Arab Emirates",4.960763,5.084565349,5.224834734,5.250898,5.424748523,5.424748523,5.403669834
"United Kingdom",5.558181,5.424723308,5.275267415,5.292775932,5.462283602,5.462283602,5.27210566
"United States",5.285872,5.333567545,5.345636126,5.585918595,5.69872082,5.69872082,5.749174023
Uruguay,4.293709,4.312607875,4.30512102,4.24105185,4.120030471,4.120030471,4.339077049
Venezuela,3.496837,3.504988658,3.525665107,3.810917894,3.919036896,3.919036896,3.810281944
Vietnam,4.132545,4.05363156,4.02028075,3.8034892,3.605158003,3.605158003,4.061072575
Yemen,,2.525039,2.736014276,2.579250496,2.400491635,2.4607,2.520833254
Zambia,4.117906,3.96191954,4.063419101,4.026744225,3.856998561,3.856998561,3.995277705
Zimbabwe,3.670174,3.5954522,3.291661267,3.194805478,3.108047806,3.108047806,3.369124937
