Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Benin,,,,,,,,,,,,385.02,403.93,378.26,455.27,399.88,332.33,414.74,380.96,340.44,336.38,316.12,514.71,456.62,428.25,479.58,459.32,494.44,540.37,547.74,595.49,621.09,742.52,695.71,751.79,783.30,883.63,921.01,927.54,964.34,1066.56,1164.79,1195.15,1208.08,1208.83,1288.89,1328.52,1273.78,1114.92,1123.70,1119.44,1123.56,1127.38,1177.00,1278.52,1358.38,1445.75,1437.61,1492.14,1660.10
"Burkina Faso",,,,,,,,,,,231.04,237.96,260.20,273.54,277.98,291.33,302.45,306.90,318.02,329.41,359.83,330.22,366.66,368.94,365.53,371.56,390.16,416.03,408.67,412.46,474.53,460.07,487.99,519.63,480.97,506.32,497.80,608.92,638.81,811.62,757.17,808.09,857.44,949.57,972.84,1018.75,1103.82,1192.95,1158.42,1201.09,1227.31,1319.82,1315.17,1360.67,1538.61,1638.55,1675.33,1717.54,,
Bangladesh,1349.07,1460.09,1562.36,1647.82,1729.23,1803.25,1912.39,1911.84,2193.10,2262.23,2342.50,1961.05,1067.90,1761.65,2511.89,2237.62,2222.16,2481.27,2510.48,2791.41,2856.31,2979.66,3002.55,3097.72,3387.42,3573.45,3839.24,4150.51,4178.01,4284.58,4621.18,4910.95,5272.67,5733.53,6202.45,6871.29,7295.62,7639.82,8317.45,8607.20,9011.70,9600.37,10093.70,10767.03,11518.81,12423.82,13766.92,15217.28,16332.90,17426.13,18584.40,20445.33,22480.71,24797.77,26971.73,29752.67,33231.00,36874.85,41816.87,47755.14
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3043.32,3206.86,3425.03,3588.14,3723.86,3839.76,4018.94,4165.53,4368.19,4507.98,4742.90,4793.86,4883.80,4961.20
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.57,195.49,186.53,170.35,164.68,169.36,177.29,197.45,179.85,177.45,200.73,216.66,188.12,175.37,225.63,247.35,233.43,258.56,226.01,209.46,196.94,214.80,215.42,244.18,215.11,228.72,200.80,279.13,274.80,231.81,
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.67,1567.05,1733.75,1844.88,1744.11,1869.66,1868.79,1856.32,1949.31,2033.03,2163.01,2279.53,2475.67,2519.34,2503.54
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4998.96,5025.21,4590.59,4156.12,3466.08,3112.55,3259.21,3832.64,4235.56,4604.56,4898.34,5252.86,5576.42,6153.94,7363.19,8423.49,9569.09,10363.32,11886.73,11625.22,12880.83,14141.44,15123.95,14332.97,14426.47,13494.78,13487.90,14427.32,15181.31,15356.04
Belize,,,,,,,,,,,13.29,15.32,16.86,18.95,22.15,22.58,21.90,26.45,27.68,26.27,47.68,49.64,49.03,48.48,44.34,44.78,45.93,49.03,48.73,54.08,59.60,62.06,68.69,71.46,70.27,67.90,67.81,70.44,67.88,72.51,90.17,90.21,91.70,91.44,102.76,103.18,134.61,138.98,145.05,185.81,170.59,166.17,153.59,123.82,114.53,97.75,90.38,91.50,93.73,95.60
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57,95.80,91.11,87.76,86.91,84.56,84.12,80.86,80.79,74.80,70.45,59.93,55.06,,,,,,
Bolivia,389.76,390.58,432.25,460.90,501.98,548.31,616.13,641.45,657.68,708.79,747.00,773.75,836.36,878.08,977.41,1037.10,1123.53,1201.57,1256.27,1236.11,1195.92,1109.73,951.62,951.46,964.83,904.47,916.51,939.44,933.07,979.66,1055.92,1106.81,1107.68,1152.87,1215.26,1297.83,1360.96,1388.46,1422.96,1464.59,1490.80,1530.87,1534.70,1593.12,1682.02,1732.56,1872.76,1986.83,2059.55,2158.62,2214.52,2295.90,2404.85,2551.19,2654.06,2775.52,2947.19,3044.06,3211.97,3314.56
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209427.16,199984.95,191564.15,209338.09,226369.71,237540.02,212818.49,218124.92,207565.18,203699.07,215288.70,216824.54,221362.69,227249.54,247890.21,253449.66,256576.22,272333.36,283633.96,257358.24,281008.98,287324.19,280489.10,288941.82,275398.00,252036.51,240018.91,245562.25,249365.93,249601.71
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.67,1519.18,1572.24,1585.90,1556.76,1676.14,1838.29,1834.08,1835.32,1965.65,2015.82,2078.57,2081.43,2223.95,2290.28,2264.47,2220.11,2238.07,2169.54,2230.35,2012.09,2043.37,2176.05,2133.00,2100.99,1958.54,2005.54,1991.23,2171.27,2158.49,2285.42
Bhutan,,,,,,,,,,,,,,,,,,,,,4.28,9.79,8.01,10.72,10.88,10.28,10.38,15.40,16.46,25.75,26.55,25.63,26.73,27.25,32.88,40.44,45.10,48.33,48.33,50.67,52.04,58.53,59.64,63.24,66.06,71.18,79.36,99.23,107.67,115.08,138.31,148.40,158.48,150.16,163.91,171.14,175.29,186.61,193.51,
Botswana,,,,,,21.40,19.38,21.14,19.17,18.29,21.92,27.67,35.19,41.40,65.45,89.03,104.52,104.68,117.46,111.56,97.25,117.94,131.23,127.72,116.88,126.38,151.72,191.38,251.72,281.26,290.44,314.57,324.26,296.47,306.64,359.94,434.34,518.96,543.06,548.99,543.08,548.89,556.33,500.96,500.02,509.24,611.14,768.18,748.47,785.97,816.69,909.40,943.10,1004.72,1009.79,1042.49,1058.65,1081.79,1118.43,1150.17
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.64,394.16,460.83,511.48,287.25,251.28,287.00,299.04,302.11,299.35,331.81
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195225.48,184793.97,159311.75,167004.67,172798.79,175317.13,174742.61,179936.34,180956.12,180939.84,187609.15,192328.90,192304.96
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75102.13,75341.66,75707.18,75918.46,78619.02,78091.74,78620.24,81312.92,82735.07,83786.59,85538.24,90295.44,92775.92,92619.70,94619.70,98264.26,104772.68,110117.83,113671.55,102286.35,109709.88,118819.67,117843.83,118420.43,119608.58,120470.50,124932.77,131362.67,136529.63,140967.95
Chile,4934.27,5300.82,5801.25,6029.67,6335.80,6615.40,7448.02,7661.51,7909.59,8121.90,8282.66,9407.21,9617.62,8874.32,8647.80,6445.51,6833.27,7413.31,8100.33,8740.56,9280.20,9517.62,7523.02,7756.05,8445.80,8672.68,9333.43,9825.93,10691.85,11862.79,11979.86,12619.25,14059.59,15079.64,15695.16,16877.59,17420.04,18383.57,18608.38,18474.92,19621.22,19503.86,19948.95,20172.36,21503.90,22204.34,23345.94,23953.50,24256.36,22796.98,23542.01,25398.64,26244.66,26778.00,26587.94,26640.15,26357.15,26639.88,28030.97,28199.67
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1924324.26,,,,,,,,,
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3185.91,3175.31,3144.94,2724.54,3143.50,3536.68,3684.15,4038.79,3607.75,4026.33,4537.97,
Cameroon,,,,,,508.80,534.70,545.09,619.49,703.00,724.26,822.95,833.58,835.10,850.28,920.13,979.34,1111.44,1281.50,1327.79,1454.22,1927.64,2595.22,2767.60,2814.47,2831.26,2898.23,2856.54,2913.67,2971.94,2755.66,2769.66,2845.10,2372.30,2287.09,2099.58,2042.18,1888.47,2085.71,2328.04,2687.05,2882.22,3097.03,3074.03,2793.53,3255.36,3460.49,3620.91,3565.47,3704.86,3785.79,4084.31,4316.47,4569.88,4619.58,4761.71,5000.15,5323.45,5514.69,
"Congo (Kinshasa)",,,,,,,,,13276.12,14692.54,13556.11,14325.51,15007.74,16337.18,17684.27,16110.23,14832.39,14518.43,12680.71,11946.78,12366.80,12558.43,12367.00,12723.93,13740.21,14536.45,15157.40,15520.67,15173.52,14553.93,12422.68,9753.82,7065.76,6201.74,5740.93,6393.74,6214.72,4859.91,4160.08,4850.66,4321.94,3710.94,3870.87,3698.03,3857.55,3873.75,3688.20,3952.09,4014.62,3618.27,3498.32,3560.77,3746.70,4123.38,4533.06,5155.55,5601.28,5739.88,5691.29,6039.17
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,94.32,94.32,109.62,131.34,139.96,184.08,195.23,214.00,200.81,202.25,215.37,218.05,231.63,239.97,227.97,223.87,184.69,194.85,196.60,159.74,162.99,152.96,173.21,214.15,250.57,275.70,299.01,323.41,349.27,380.70,407.35,429.75,454.68,491.05,533.78,581.28,633.33,698.59,694.97,,,
Colombia,,,,,,8445.47,8717.98,9288.47,9886.65,10576.46,11246.10,12205.52,13513.51,14666.28,15888.11,16084.71,16789.74,17031.65,18729.94,19876.21,20116.92,19584.21,19302.13,19522.84,20691.85,21303.02,22569.99,23973.21,24427.61,25799.72,26889.91,26955.17,26394.99,26063.52,26538.95,28107.45,27587.70,27703.20,27623.41,25311.19,28260.39,29083.38,29705.38,31159.88,33635.45,35143.90,37706.50,40633.94,40779.06,39284.63,40024.34,42260.76,42611.50,43254.77,44504.90,45396.56,46860.05,46008.89,46820.47,47564.54
"Cape Verde",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,42.31,44.67,54.19,60.49,69.47,69.68,80.18,76.67,81.70,65.66,73.40,70.93,70.78,75.15,73.39,73.80,82.80,81.96,90.42,94.85,98.70,100.46,108.24,111.20,102.92,110.45,126.39,130.68
"Costa Rica",514.77,487.97,525.47,595.78,663.57,798.06,878.47,936.16,1062.96,1138.20,1245.53,1346.49,1488.31,1640.35,1849.00,1907.53,2018.23,2275.19,2461.73,2527.35,2547.54,2534.80,2245.87,2286.25,2523.98,2574.70,2762.68,2914.60,2978.78,3080.10,3160.15,3226.49,3546.72,3728.18,3797.08,3929.94,3909.10,4202.96,4451.09,4546.51,4691.63,4665.08,4826.85,4893.01,5089.74,5272.57,5486.12,5641.56,5512.55,5072.23,5389.89,5550.26,5736.50,5742.97,5789.52,5494.78,5742.83,5933.50,6082.46,6197.09
Cuba,,,,,,,,,,,3795.51,4121.73,4320.52,4468.13,4510.35,4942.41,5211.57,5661.42,6029.53,6086.19,5835.07,6958.46,7540.01,7934.41,8525.80,9124.09,8608.40,8293.72,8738.69,8639.34,8203.38,7424.62,6199.12,5486.83,5905.82,6285.21,6780.58,7199.39,6614.26,7089.96,7454.84,7410.04,7421.20,7274.10,7454.53,8162.82,8543.26,9367.41,9856.44,9946.50,10055.00,10451.81,10681.21,10901.31,10507.61,11167.92,10586.66,10473.51,10377.40,
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.37,34.06,37.62,34.57,31.46,31.24,32.47,33.29,33.98,34.68,37.72,38.96,,
Cyprus,,,,,,,,,,,,,,,,463.94,604.62,698.56,758.78,827.67,893.67,950.52,1007.37,1026.64,1092.64,1117.21,1120.59,1210.68,1293.06,1327.26,1380.74,1391.82,1428.43,1342.68,1382.67,1414.39,1383.56,1400.00,1412.35,1414.63,1379.58,1346.99,1375.72,1413.18,1415.58,1403.42,1365.36,1385.01,1434.01,1335.53,1300.87,1183.37,1080.23,901.86,905.63,970.47,1115.82,1256.13,1326.18,1385.87
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13557.91,14874.57,17039.10,18861.00,19662.59,19990.52,21245.30,23357.01,24250.76,25217.60,25656.49,27899.26,32252.64,38852.15,41493.07,44945.79,39530.95,43985.13,48431.56,46873.40,45590.72,48410.46,50930.01,52721.17,58278.01,59204.69,59800.14
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585841.37,568125.15,525606.23,540834.64,538497.60,524023.08,544754.82,550408.93,556213.83,596244.94,604537.63,589836.94,595868.00,617579.79,628058.73,682187.43,710985.71,696058.85,561717.16,668919.11,724706.36,711664.20,711211.88,746795.09,753881.57,785167.65,809744.20,821806.30,793988.07
Dominica,,,,,,,,,,,,,,,,,,4.25,5.87,4.87,6.22,7.33,8.45,8.61,8.06,9.12,9.51,10.07,11.09,11.76,12.11,12.60,13.57,13.77,12.44,12.73,13.49,13.83,16.16,13.37,14.36,13.52,11.99,13.13,14.05,13.69,14.43,13.85,12.15,11.84,11.66,10.98,11.59,11.97,11.16,10.10,8.02,6.51,5.76,6.22
Denmark,,,,,,,15931.60,16563.47,18182.27,19523.35,20475.35,21060.70,22538.50,23046.91,23332.68,22800.10,23604.89,24116.90,23924.78,25407.28,26243.79,25710.55,26118.48,28158.30,29258.49,30292.58,30813.44,29501.75,29189.97,30269.10,29755.33,29482.26,29370.37,28617.55,31787.80,33606.04,32395.17,35291.60,35977.11,36455.38,37777.87,38382.50,37450.57,36353.79,36977.96,36334.92,38283.38,38744.47,38504.37,33923.29,35206.59,37407.00,38933.86,40018.61,40556.07,40345.10,42767.21,44046.00,46139.93,48095.16
"Dominican Republic",,,,,,,1043.95,1117.47,1032.11,1228.51,1455.70,1644.19,1778.68,2015.61,2111.39,2265.23,2418.00,2555.45,2551.22,2668.58,2883.21,2967.79,3064.00,3097.31,3056.60,2897.48,3162.33,3565.15,3541.89,3706.30,3547.81,3640.75,4006.48,4116.84,4227.69,4468.85,4738.51,5266.74,5669.40,6128.70,6417.43,6204.84,6488.28,6546.59,6945.84,7391.72,7452.76,7580.32,7961.16,7548.94,8223.97,8514.68,8580.75,8837.59,9302.31,9707.58,10017.27,10284.33,10922.64,
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53829.36,55748.37,55520.93,57933.14,61918.62,64325.76,67690.95,67053.06,67466.08,66751.70,64298.08,63779.47,63117.65,62317.65,60505.19,60957.72,62082.22,65824.59,65944.50,64234.79,63426.70
Ecuador,883.44,917.20,988.07,1063.20,1236.85,1432.38,1467.70,1542.10,1564.43,1701.23,1973.94,2020.94,2068.51,2152.93,2380.88,2985.48,3259.04,3108.45,3595.29,3671.77,3623.85,4191.28,4203.77,4328.82,4343.10,4490.41,4558.14,4807.85,4733.35,4729.58,5207.66,5310.80,5414.81,5654.82,6018.20,5819.41,6225.31,6058.31,6417.99,5889.60,6904.86,7061.99,7186.91,7173.17,7489.01,7828.42,8150.16,8407.53,9173.72,9103.18,9321.73,9917.07,10322.53,10545.40,10567.13,10481.75,10389.47,10760.31,10823.40,10814.12
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31160.76,33435.86,33974.61,35245.99,34951.63,34749.90,35536.81,37225.00,38340.49,38636.38,39413.67,41297.58,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133550.46,137315.74,146021.99,154003.04,162149.44,170302.35,176120.84,176361.70,178979.96,179696.04,182126.81,186435.01,188317.65,183487.36,162495.76,161928.11,159333.29,150015.12,148485.31,151559.25,158543.00,162236.67,170133.10,171271.01,171893.35
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177.36,1172.13,1408.51,1477.33,1463.09,1763.55,1994.93,2144.61,2305.27,2377.36,2608.14,2893.48,3035.05,2923.47,2247.00,2685.88,3085.10,3124.32,3221.01,3402.81,3483.93,3555.93,3704.20,3970.75,4145.01
Ethiopia,,,,,,,,,,,,,,,,,,,,,,435.28,461.84,498.54,498.83,483.90,531.05,571.11,569.87,560.15,561.74,365.58,300.26,389.50,433.29,471.79,487.01,501.45,503.38,547.20,583.63,605.85,616.81,624.25,669.61,756.89,834.85,917.76,1002.76,1089.25,1189.54,1299.44,1452.83,1698.84,1981.48,2342.56,2879.02,3588.85,3833.65,4128.74
Finland,,,,,,,,,,,,,,,,11754.34,11843.47,11702.93,12187.41,13567.72,14568.67,15022.95,15159.36,15583.18,16277.18,16983.09,17367.18,18404.20,19227.99,20084.90,20031.92,17606.90,17822.78,18793.58,21196.09,22703.28,23517.81,25863.36,28586.38,31277.61,35719.73,37012.37,38241.43,39342.03,41267.74,42842.48,47738.88,52554.49,51182.38,39300.97,42283.58,42304.77,37404.40,37711.66,37376.58,37514.32,39536.72,42808.05,41900.82,42596.14
Fiji,,,,,,85.15,71.05,109.33,114.09,91.56,104.38,95.41,99.62,102.92,106.58,107.13,116.29,127.09,136.06,160.60,147.97,162.80,158.22,142.29,166.65,145.22,173.24,153.64,152.36,192.49,212.50,212.57,216.86,243.04,260.17,260.56,273.00,295.38,310.59,333.68,315.48,354.57,357.41,353.78,399.18,337.55,361.23,339.52,374.18,369.09,386.61,395.61,388.03,410.85,415.99,440.44,466.71,473.35,480.27,
France,65273.55,69123.96,73933.07,81217.63,86323.33,91603.33,98277.81,101696.35,107736.03,117639.13,128389.06,137342.56,138993.29,147674.93,159641.12,154009.89,163674.94,169890.23,172193.97,175766.01,175795.93,174113.97,174061.94,177172.19,177207.31,179447.31,178566.66,178920.48,186774.80,194976.43,202024.24,202153.02,203693.19,199352.37,205933.19,214662.95,217143.61,226417.11,238363.79,247336.80,260060.07,263002.51,262573.24,268342.35,274894.55,279482.52,286880.25,292646.76,283143.01,266612.27,272905.61,283935.21,283237.97,282912.77,287486.43,289405.13,291884.48,298419.77,298479.61,299197.66
"Faroe Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.24,,,,,,,,,
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,3.61,4.05,4.51,4.21,4.90,5.85,5.57,5.21,4.28,1.67,1.10,1.12,1.16,1.18,1.25,1.29,1.18,1.03,1.03,1.17,1.66,1.74,1.76,
Gabon,,,,,,,,,,,,,,,,,,,,,241.50,237.27,264.28,261.35,298.78,400.98,372.66,286.09,276.65,278.60,281.21,306.20,290.64,287.39,273.07,276.65,308.55,346.95,397.72,359.64,355.09,405.21,415.94,406.52,433.58,2060.18,1764.39,2108.11,2220.28,2164.20,2454.90,2521.83,2697.75,2780.71,2992.16,2944.15,3090.09,3005.33,3357.17,3476.43
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235157.70,223724.62,223468.41,226578.25,237657.37,241325.12,243302.05,247390.12,247968.57,248819.47,253280.65,249675.74,243593.29,242510.21,247051.91,247292.15,253231.00,254484.53,247363.28,226106.92,236408.97,241934.44,239158.95,236500.23,243302.05,243049.74,243659.05,249035.55,250342.77,246180.88
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.59,787.52,894.18,1037.59,1201.93,1175.73,1096.73,1118.89,1293.23,1440.22,1558.79,1609.42,1406.47,1458.32,1480.15,1551.45,1573.33
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.84,1867.85,1936.97,1911.68,2056.97,2406.66,2453.68,2441.53,2378.83,2465.89,2661.16,2914.40,3035.20,3227.07
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.08,760.11,789.37,722.05,728.75,719.73,829.10,826.24,875.58,976.76,1050.21,1108.05,1210.51,
Gambia,,,,,,,,13.24,14.44,14.83,15.79,15.79,15.79,17.23,18.26,20.50,21.45,22.01,23.13,23.13,23.77,24.41,26.64,29.67,35.73,39.32,37.96,38.92,44.14,47.01,47.90,48.93,48.78,49.22,49.96,51.20,51.38,52.15,52.93,53.73,54.80,55.71,58.32,59.28,62.65,73.64,76.67,79.65,73.06,69.94,70.23,72.98,74.78,77.16,79.67,81.78,76.01,70.03,70.23,73.74
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.05,93.54,82.52,91.79,94.52,96.30,99.70,104.82,106.35,106.66,116.33,123.48,126.94,130.22,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.27,1995.05,3437.44,3907.41,3428.72,3723.31,3532.92,3716.46,3751.12,3369.06,3550.75,3883.14,3487.12,3069.66
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20297.78,19411.85,19552.12,20326.21,22307.82,22908.26,25157.29,26494.67,27081.67,26419.47,26627.82,26570.35,27847.02,26139.90,25002.36,21662.36,20249.27,18740.70,18645.46,18254.09,17579.73,18476.50,19028.65,19404.19,19562.97
Grenada,,,,,,,,,,,,,,,,,,4.12,4.29,4.29,5.55,4.96,7.85,6.63,7.66,9.15,9.65,11.64,13.24,14.99,15.76,16.67,18.57,16.26,17.49,18.84,19.93,20.98,23.95,26.61,27.41,27.70,29.47,28.79,24.14,28.70,27.96,28.45,27.05,25.63,26.62,26.59,26.53,25.93,26.33,27.30,28.54,29.31,32.08,33.52
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.22,197.26,212.03,110.86,134.76,166.78,114.12,108.73,130.87,144.13,150.53,219.31,198.41,235.47,97.88,188.30,
Guatemala,1239.83,1311.20,1382.57,1517.99,1614.07,1745.83,1927.91,2089.87,2331.43,2500.71,2588.55,2774.29,2926.18,3164.08,3308.65,3260.16,3600.54,3985.76,4242.87,4480.77,4733.32,4586.00,4347.18,4264.83,4285.88,4252.94,4281.30,4368.23,4464.30,4566.79,4668.35,4779.07,4935.53,5078.27,5228.33,5397.61,5500.09,5649.23,5854.20,6002.43,6114.06,6181.77,6252.27,6408.74,6722.36,6897.41,7156.58,7374.35,7522.51,7453.93,7703.45,7936.99,8196.98,8480.12,8770.12,9091.82,9361.95,9633.73,9943.17,10251.57
Guyana,43.60,49.52,53.79,58.18,54.01,63.84,62.69,65.43,63.67,67.92,70.90,74.35,71.01,66.77,91.07,107.21,94.87,84.98,83.06,82.49,81.88,97.36,83.13,67.37,65.42,70.86,75.34,73.22,65.16,58.04,53.43,54.90,57.62,59.93,63.49,71.45,73.54,76.90,68.73,73.33,64.74,64.74,66.21,64.74,64.74,72.50,76.27,80.32,128.14,133.63,133.97,143.10,146.51,158.12,175.05,184.63,167.02,174.02,175.78,
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5747.92,5233.62,4726.91,4230.32,4328.77,4396.84,4475.31,4437.34,4124.71,3787.46,3914.17,3942.86,3911.64,3915.02,3899.27,3839.50,3822.62,3839.22,3888.02,3904.19
Honduras,308.43,306.17,317.26,327.48,341.50,353.80,368.00,388.61,409.04,421.34,497.01,529.92,585.33,659.80,663.26,689.24,737.73,838.17,853.40,948.98,866.94,834.87,806.42,908.79,974.22,1053.13,1206.21,1285.28,1239.71,1230.17,1279.76,1242.57,1298.22,1378.56,1446.46,1599.42,1607.77,1678.95,1719.22,1757.87,1813.15,1882.93,2029.11,2159.20,2246.36,2403.54,2512.78,2638.90,2728.32,2505.93,2619.28,2734.59,2783.87,2877.77,2965.03,3082.02,3173.94,3298.39,3424.94,3497.49
