Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Brazil,69.2,69.2,69.2,68.5,65.7,66.8,66.8,68.6,69.2,69.2,68.1,68.4
Brunei,,37.4,37.4,37.4,30.1,15.7,16.7,15.4,15.8,15.8,8.7,8.7
Bulgaria,45.2,41.6,35.8,33.9,30.4,28,27.2,27.8,27,27,27,27
"Burkina Faso",47.6,47.6,47.6,44.5,44.5,44.8,42.7,42.7,41.3,41.3,41.3,41.3
Burundi,280.2,280.2,280.2,280.2,280.2,154.9,46.5,46.5,45.2,40.3,40.3,40.3
"Cape Verde",53.1,53.1,53.1,53.1,49.7,37.5,37.9,37.2,36.5,36.5,36.5,36.6
Cambodia,21.5,21.5,21.5,21.5,22.6,22.6,22.6,22.6,21,21,21,21
Cameroon,50.6,50.8,50.8,50.4,48.8,48.8,48.8,48.8,48.8,48.8,48.8,57.7
Canada,47.5,45,44.3,44.1,42.3,22,20.7,20.1,19.9,21.1,21.1,21
"Central African Republic",65.7,203.8,203.8,203.8,203.8,203.8,54.6,67.4,73.3,73.3,73.3,73.3
Chad,74,74,74,71.3,71.3,75.8,75.8,75.7,72.4,63.5,63.5,63.5
Chile,25.3,25.1,25.1,25.1,24.8,24.5,24.5,27.7,27.7,27.9,28.9,30.5
China,82.8,83.6,84,82.7,81.4,66.3,66.4,67.6,68.7,68.5,67.8,68
Colombia,83.7,84,84.2,80.1,80.3,80.3,76.4,76,76.1,77.3,69.7,69.8
Comoros,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,216.5,216.5,216.5,216.5
"Congo (Kinshasa)",288.1,288.1,288.1,263.3,292.7,339.1,339.1,339.1,55.7,54.7,54.6,54.6
"Congo (Brazzaville)",64.5,64.5,64.5,64.5,64.5,64.5,63.1,64.5,55.8,55,56,54.3
"Costa Rica",58.1,58.1,58.1,58.1,58.1,58.4,58.3,58.6,58,58.2,58.2,58.3
"Ivory Coast",53.4,53.4,50.6,50.6,50.4,50.2,50.1,44.4,52.5,51.9,51.9,51.3
Croatia,20.8,20.8,20.8,20.8,20.8,21.5,21.3,21.2,19.3,18.4,20,20.9
Cyprus,,,,20.6,20.6,22.3,22,22.2,22.5,23.1,24.5,24.7
"Czech Republic",55.1,54.1,53.1,53.1,51.1,50,50,50,50,50.4,50.4,50
Denmark,33.3,31.5,32,29.2,28.2,28.1,26.4,27,26.3,26,24.5,25
Djibouti,37.8,37.8,37.8,37.8,37.8,38.1,38.1,38.1,37.6,37.6,37.6,37.6
Dominica,37,37,37,37,37,37,37.1,37.1,37,37,37,35.2
"Dominican Republic",35.5,35.8,39.5,35.2,38.4,40.1,41.2,43.4,43.5,43.5,43.5,42.4
Ecuador,35.2,35.2,35.2,34.8,34.8,35.2,34.4,34.4,33.7,32.8,32.8,32.5
Egypt,54.4,46.4,45.1,44,43,43.1,44.2,43.2,40.6,44.8,45,43.5
"El Salvador",34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,38.7,38.8,38.8,38.8
"Equatorial Guinea",47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,79.4
Eritrea,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,83.7,83.7,83.7,83.7
Estonia,50.6,49.4,48.7,48.1,48.4,48.8,57.8,66.8,49.7,49.4,49.4,48.7
Ethiopia,30.3,30.3,30.3,30.3,30.3,30.3,30.3,34.4,31.6,36.6,37.8,38.6
Fiji,41.5,41.5,41.5,41.5,41.2,39.3,38.3,37.6,31.1,31.1,31.1,33.1
Finland,49.5,47.7,47.8,47.8,47.7,40.8,39.1,40.6,39.9,40.1,37.9,38.1
France,66,66.6,66.6,66.1,65.8,65.8,65.7,67.5,67.4,69,62.8,62.8
Gabon,44.6,44.2,44.2,44.2,44.2,43,43,43,43.2,40.1,45.2,45.2
Gambia,286,292.1,292.1,292.1,292.1,285.9,277.3,277.1,275.4,60.1,51.3,51.3
Georgia,57,38.6,38.6,38.6,15.3,15.3,16.5,16.5,16.4,16.4,16.4,16.4
Germany,47.7,47.4,49,49.4,43.9,47,45.6,45.9,49.1,48.8,48.8,48.9
Ghana,39.1,35.3,32.1,31.9,31.9,31.9,32.9,32.8,32.7,32.7,32.7,32.7
Greece,54,49.5,48.9,46.7,46.7,46.7,45.9,44.1,44,50.7,49.6,50.7
Grenada,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3,45.3
Guatemala,41.1,41.1,41.1,40.9,40.9,40.9,40.9,40.9,40.9,39.9,37.5,35.2
Guinea,80.7,80.7,80.7,80.7,80.7,87.8,91.2,91.2,68.3,68.3,68.3,68.3
"Guinea Bissau",54.2,45.9,45.9,45.9,45.9,45.9,45.9,45.9,45.5,45.5,45.5,45.5
Guyana,39,39,39,39,38.8,35.9,35.9,35.9,32,32.3,32.3,32.3
Haiti,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.4,40.3,40.3,40.3,40.3
Honduras,43.5,43.5,43.5,43.5,43.5,43.5,43.1,39.5,42.6,41.8,44.3,44.4
"Hong Kong",24.1,24.1,24.1,24.1,23,23,23,23,22.6,22.8,22.8,22.9
Hungary,56.6,55.7,55.3,56.6,56.6,54.6,52,49.8,49.3,48,48.4,46.5
Iceland,26.8,26.8,26.3,26.1,24.4,26.4,30.3,31.1,29.8,30.3,30.1,30.1
India,66.6,74,72.7,70.3,66,64.7,62.6,62.5,60.8,60.6,60.6,60.6
Indonesia,31.3,31.3,31.3,31.1,31.8,28.7,28.7,28.7,31.4,31.4,29.7,30.6
Iran,44.2,44.2,44.2,44.2,44.2,44.1,44.1,44.1,44.1,44.1,44.1,44.1
Iraq,24.2,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
Ireland,25.4,25.4,25.4,25.5,25.6,25.8,25.5,25.6,25.8,26,26,26
Israel,35.5,34.8,32,30.1,28.3,27.5,26.8,25.6,28.9,26.7,27.9,28.1
Italy,76.7,75.3,75.3,72.5,67.6,67.6,67.6,67.6,65.6,65.2,64.8,62
Jamaica,47.9,47.9,47.9,47.9,47.9,46.7,46.6,46.6,46.5,41.1,35.3,34.3
Japan,51.7,51.7,51.7,54.7,55,47.7,47.7,48.5,49.8,50.4,50.4,48.9
Jordan,31.1,31.1,31.1,31.1,31.1,31.2,28.2,28.6,29.1,29,29.5,27.6
Kazakhstan,45,45,41.9,42,36.2,29.8,29,29,28.9,28.9,29.2,29.2
Kenya,49.8,49.8,49.3,49.3,49.3,49.3,48.9,43.7,37.4,37.1,37.1,37.4
Kiribati,31.8,31.8,31.8,31.8,31.8,31.8,31.8,31.8,32.7,32.7,32.7,32.7
"South Korea",36.8,32.5,31.6,33.9,32.3,30.2,34.1,34,33.3,33.2,33.2,33.1
Kosovo,,,,,28.3,16.5,15.8,15.6,15.4,15.4,15.2,15.2
Kuwait,10.7,10.7,10.7,10.7,10.7,10.7,10.7,12.4,12.4,12.8,13,13
Kyrgyzstan,68.3,67.4,40.3,40.3,40.2,30.6,33.4,33.4,29,29,29,29
Laos,35.2,35.2,35.2,33.5,31.4,31.4,31.4,31.4,26.3,25.8,25.3,26.2
Latvia,36.2,36.2,36.2,36.6,37.5,37.5,37,35.8,35,35,35.9,35.9
Lebanon,35.4,35.4,35.4,30.6,30.6,30.6,30.6,30.6,30,30.3,30.3,30.3
Lesotho,20.1,20.1,15.9,14.2,14.2,14.2,14,13.8,13.6,13.6,13.6,13.6
Liberia,,42.5,42.2,42.5,42.5,42.5,42.5,25.3,28.6,31.4,45.6,45.9
Libya,,,,,,,,32.4,32.8,32.6,32.6,32.6
Lithuania,51.2,47.6,46.2,45.6,43.6,45.1,43.1,43,42.9,42.4,42.6,42.7
Luxembourg,,20.4,20,20,20,20,19.8,20,20.4,20.6,20.6,20.8
"Macedonia (F.Y.R.O.M.)",17.8,17.8,17.8,15.4,13,8.1,7.5,7.4,7.4,8.3,13,13
Madagascar,45.3,45,45,47.1,42.8,42,41.2,39.8,38.9,38.1,38.1,38.1
Malawi,33.4,33.4,33,32.2,26.3,25.9,29,32.4,33.5,35.2,34.5,34.5
Malaysia,36,36,36,34.5,33.5,33.9,34.1,34.6,39.1,39.3,40,40
Maldives,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.9,30.2,30.2,30.2,30.2
Mali,51.4,51.4,51.4,51.4,51.4,51.4,51.1,51.1,48.3,48.3,48.3,48.3
Malta,,,,,,,41.4,41.4,41.3,41.5,41.5,43.8
"Marshall Islands",64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8,64.8
Mauritania,94.7,94.7,94.7,85.8,85.8,68.2,68.2,68.2,65.6,71.3,71.3,71.3
Mauritius,26.2,26,24.2,25.8,26,26.5,25.8,26.9,24.5,23.6,21.5,21.8
Mexico,55.7,53.1,52.3,51.5,51,50.5,52.7,52.5,51.7,51.8,51.9,52
Micronesia,59.6,59.6,58.7,58.7,58.7,58.7,59,59.9,60,60.5,60.5,60.5
Moldova,47.5,45.5,42.5,42,31,30.4,30.8,30.8,39.7,39.4,39.9,40.4
Mongolia,40,40,40,33.9,24.4,24.7,24.7,24.9,24.5,24.7,24.7,24.7
Montenegro,,33.2,33.2,33.8,30.1,29.2,24.6,21.8,21.6,21.8,21.8,22.2
Morocco,51.7,51.7,52.9,52.9,49.4,49.7,49.7,49.7,48.8,49,49.1,49.3
Mozambique,37,37,37,37,37,37,37,37,36.1,36.1,36.1,36.1
"Burma (Myanmar)",,,,,,,,38.8,33.7,33.4,32.4,31.3
Namibia,25.8,25.8,25.8,22.8,22.3,22.3,21.8,21.8,21.2,20.7,21.3,20.7
Nepal,32.5,32.5,32.8,34.1,32.5,31.7,31.5,31.5,29.5,29.5,29.5,29.5
Netherlands,47.7,44.6,41.8,38.2,38.5,39.4,39.6,39.2,39.5,39,41,40.4
"New Zealand",36.6,35.4,35.5,36,33.2,34.7,34.4,34,34.4,34.4,34.3,34.3
Nicaragua,63.5,63.5,63.5,63.3,63.3,63.3,64.1,62.4,62.4,59.3,60.1,60.8
Niger,42.5,42.5,42.6,42.5,46.7,46.7,44.3,44.3,47.3,47.8,48.2,48.2
Nigeria,30.5,31.3,31.3,31.3,31.3,31.3,31.8,32.2,32.4,32.4,33.3,34.3
Norway,41.1,41.1,41.1,40.7,40.7,40.7,40.7,40.7,40.7,40.4,39.5,39.5
Oman,19.5,20.3,21.6,21.6,21.6,21.6,22,22,23,22.9,23.4,23.9
Pakistan,46.7,43.9,43.7,31.6,34.5,33.8,39.1,39.1,32.4,32.6,32.9,33.3
Palau,72.5,72.5,72.5,72.5,72.5,72.5,72.5,75.2,75,75.4,75.4,75.4
Panama,43.9,44.1,44.7,43.8,43.8,43.8,43.6,40.5,37,37.2,37.2,37.2
"Papua New Guinea",41.5,41.5,41.5,41.5,42.1,42.1,42.1,42.1,39.3,39.3,39.3,39.3
Paraguay,54.5,44.8,35.1,35,35,35,35,35,35,35,35,35
Peru,38.9,38.8,38.8,39.1,38.2,38.2,37.6,37.4,36,37.3,37.3,35.6
Philippines,47.2,47.6,49.1,47.1,47.1,43.8,44.5,44.5,42.5,42.5,42.9,42.9
Poland,43.2,43.2,43.4,45.1,42.2,40.6,40.1,40.3,40.1,40.1,40.3,40.4
Portugal,43.8,43.8,42.9,42.5,42.3,42.6,42.6,41.9,42.3,42.3,40.9,39.8
"Puerto Rico",57.6,57.6,57.6,60.6,60.6,63.6,63.1,50.4,49.6,66,65.8,62.3
Qatar,,,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3
Romania,55.8,48.2,45.6,45.4,45.5,44,43.5,43.3,43.2,43.2,42,38.4
Russia,60,51.2,51.2,48.3,48.3,46.5,46.9,54.1,48.7,48.9,47,47.4
Rwanda,41.2,41.2,37.2,37.1,34.7,34.7,34.7,34.5,33,33,33,33
"Saint Thomas and Principe",46.7,49.8,51.5,51.5,50.7,37.9,37.9,37.9,38.2,37.8,37.4,37.4
Samoa,19.3,19.3,19.3,18.4,18.4,18.4,18.4,18.4,18.4,18.1,18.1,18.5
"San Marino",,,,,,,,40.1,40.1,40.1,40.5,35.4
"Saudi Arabia",14.9,14.6,14.6,14.6,14.7,14.7,14.7,14.7,14.6,14.6,15,15.7
Senegal,50.3,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.3,45.1,47.3,45.1
Serbia,32.9,32.9,32.9,31.2,31.2,33.3,33.3,33.3,33.2,38.6,39.7,39.7
Seychelles,48.4,48.4,48.4,46.6,44.1,42,30,23.5,25.5,29.8,30.1,30.1
"Sierra Leone",272,272,235.2,235.2,235.2,235.2,32.4,32.4,31,31,31,31
Singapore,26.2,22.4,21.8,24.2,24.1,23.4,23.8,18.4,18.6,18,18,19.1
Slovakia,50,48.6,48.6,48.5,49.4,50,50.2,50.2,49.3,51.8,51.7,51.6
Slovenia,39.2,39.2,38.4,34.9,35.8,33.6,32.9,32.9,31.4,31,31,31
"Solomon Islands",26.1,26.1,26.1,26.1,26.1,26.2,26.2,25.3,32,32,32,32
Somalia,,,,,,,,,,,NA,NA
"South Africa",37.1,36.6,36.1,33.3,30,30.2,31.8,32,28.7,28.9,28.8,28.8
"South Sudan",,,,,,,,26.4,29.2,29,29,29.1
Spain,60.4,60.5,60.7,58.8,55.8,55.5,37.9,37.9,57.1,58.2,50,49
"Sri Lanka",56.7,59.8,61.7,61.7,61.7,96.6,112.9,55.3,57,55.4,55.2,55.2
"Saint Kitts and Nevis",52.3,52.3,52.5,52.5,52.5,52.5,52.5,51.9,51.6,49.7,49.7,49.7
"Saint Lucia",35.7,34,34,34,34.4,34,34.4,34.6,34.7,34.7,34.7,34.7
"Saint Vincent and Grenadines",45,45,45,42.6,41,38.7,38.7,38.7,38.6,38.6,39.3,39.3
Sudan,49.7,36.1,36.1,36.1,36.1,36.1,36.1,36.1,45.4,45.4,45.4,45.4
Suriname,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9,27.9
Swaziland,36.6,36.6,36.6,36.6,36.6,36.8,37.6,36.8,36.7,36.9,34.7,35.1
Sweden,54.1,54.1,53.8,53.8,53.9,52.1,52.1,52.1,52.1,49.1,49.1,49.1
Switzerland,28.8,27.6,27.9,27.8,28.7,28.8,28.9,29.4,28.4,28.8,28.8,28.8
Syria,43.5,43.5,43.5,40.5,39.9,39.9,39.9,39.9,39.9,42.7,42.7,42.7
Taiwan,34.3,37.7,41.7,41.5,41.5,41.3,35.5,34.7,34.2,34.2,34.5,34.5
Tajikistan,79.9,79.9,80,83.4,83.8,84,84.5,84.5,80.9,81.8,81.8,65.2
Tanzania,43.8,43.8,43.9,44.4,44.4,44.4,44.9,44.9,44.3,44.3,43.9,43.9
Thailand,40.5,40.6,40.5,40.7,40,40,44.6,44.4,29.2,31.8,32.6,32.6
"Timor Leste",48.9,48.9,48.9,33.1,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2
Togo,52.5,52.5,52.6,52.6,52.5,50.3,48.9,48.9,48.9,50.3,48.5,48.5
Tonga,27.5,27.5,27.5,27.5,25.8,26.2,26.2,26.2,30.1,30.1,30.1,30.1
"Trinidad and Tobago",39.2,39.2,35,36.3,36.3,35,31,31,31.5,32,32.2,32.2
Tunisia,61.2,61.2,61.2,59.1,62.8,62.8,62.8,62.8,62.4,62.8,60.2,60.2
Turkey,53.1,52.7,44.5,44.5,43.5,43.5,40.2,40.2,39.7,40.5,41.1,41.1
Uganda,36.7,35,36.6,35.4,36.6,36.6,33.5,33.5,36.5,33.5,33.5,33.5
Ukraine,57.3,57,56.6,57.2,57.2,55.5,57.1,55.4,54.4,52.7,52.2,51.9
"United Arab Emirates",14.4,14.4,14.4,14.4,14.1,14.1,14.1,14.9,14.8,14.8,15.9,15.9
"United Kingdom",34.7,34.6,34.6,34.2,34.9,36.1,36.2,35,34.7,33.5,32,30.9
"United States",45.5,47.1,45.7,46.4,46,46.5,46.4,46.4,43.8,43.8,43.9,44
Uruguay,71.3,71.3,71.3,43,41.9,41.9,41.9,41.9,41.8,41.8,41.8,41.8
Uzbekistan,96.7,112.1,90.3,89.8,95,95.8,97.7,98.7,93.7,42.1,41.1,38.1
Vanuatu,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.5,8.5,8.5,8.5
Venezuela,50.2,49.8,53.6,55.6,60.4,51.9,62.8,61.8,65.4,65.4,65,64.7
Vietnam,39.9,39.9,39.9,39.9,39.9,33,39.9,35.3,40.8,40.8,39.4,39.4
"West Bank and Gaza",22.5,18.1,16.8,16.5,16.5,16.5,0.4,16.5,16.5,15.3,15.3,15.3
Yemen,196.7,49.4,49.4,49.3,49.3,49.3,34.5,33.6,33.3,33.1,33.1,33.1
Zambia,15.4,15.4,15,15,15,14.3,14.4,16.2,15.9,15.5,18.6,18.6
Zimbabwe,30.1,30.2,49.3,66.3,36.1,37,32.5,32.7,32.4,32.5,32.8,32.8
