Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Bahamas,7,5,5,5,5,6,6,5,6,4,4,4,4,5,6,4,5,6,4,5,4,5,5,7,5,6,5,9,8,7,6,6,7,8,11,9,18,16,12,17,17,11,9,11,15,21,24,24,23,29,27,27,23
Bangladesh,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,3,3,3,4,5,5,4,5,5,5,5,5,6,6,6,6,5,6,6,7,9
Barbados,7,7,7,7,8,7,8,8,11,11,10,11,11,11,19,19,20,22,19,21,16,18,13,22,15,16,23,18,17,18,16,14,14,14,11,13,8,7,11,11,15,16,18,23,14,20,24,19,22,24,23,30,34
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,66,63,64,63,58,51,48,48,49,48,52,56,59,58,60,60,61,63,66,61
Belgium,59,48,51,56,50,54,51,50,53,51,51,48,49,48,56,50,52,52,52,51,53,51,54,51,52,50,49,47,42,46,48,50,51,56,54,50,55,58,56,,,,,,,,,,,,,,
Belize,8,8,6,8,9,10,10,10,9,11,11,13,14,14,19,20,19,21,23,25,24,25,24,23,22,23,21,22,23,20,19,19,18,20,21,22,21,22,21,21,19,17,18,16,12,14,15,18,18,21,18,12,17
Benin,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,7,8,9,7,6,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,3,3,3
Bermuda,41,39,41,47,48,52,50,49,53,57,56,47,42,45,43,54,48,53,58,62,66,61,62,61,57,63,60,63,58,71,59,58,54,45,37,33,33,34,22,22,22,22,22,22,31,37,39,40,37,38,39,26,57
Bolivia,8,8,8,8,8,9,9,8,8,7,8,9,7,9,10,11,9,10,10,13,13,14,14,14,13,13,14,15,20,22,22,23,22,24,26,25,26,13,13,12,12,12,15,15,16,17,17,18,19,18,19,18,18
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,17,19,29,19,21,19,20,17,18,17,16,19,17,20,24,21,16,14,18,17
Botswana,1,1,1,1,1,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,5,5,4,4,4,6,2,3,4,6,7,9,9,10,7,7,8,9,8,7,7,7,7,7
Brazil,10,10,10,11,11,11,11,11,11,11,12,12,12,13,15,16,16,18,20,20,19,20,19,24,25,27,28,27,26,26,28,27,26,27,27,25,27,25,26,27,27,26,26,26,26,28,27,28,29,30,32,33,33
Brunei,17,18,23,24,29,32,30,35,35,39,40,39,40,44,44,48,55,46,56,63,41,43,40,52,46,49,48,54,48,43,47,47,48,52,69,78,51,62,48,48,49,84,64,67,64,62,53,59,60,60,60,65,65
Bulgaria,21,21,21,21,22,24,25,24,26,26,28,28,29,30,32,32,37,43,41,44,45,47,50,51,55,55,59,58,55,53,43,37,38,41,44,44,39,44,42,38,38,42,44,47,47,47,44,40,38,39,32,31,32
"Burkina Faso",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9
"Cape Verde",,,,,,,,,,,,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,5,4,4,7,10,15,15,17,16,17,16,16,14,14,13,12,12,12,13,14,14,15,15,15,18,17
Cambodia,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,6,5,5,6,6,5,5
Cameroon,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
Canada,58,58,55,55,54,53,55,54,55,56,55,53,50,50,50,49,48,47,49,49,48,48,47,45,45,45,44,42,41,41,40,40,39,39,39,40,41,43,42,42,45,43,43,43,43,42,42,44,47,48,48,48,49
"Central African Republic",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Chad,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chile,12,14,16,18,20,21,21,20,20,20,21,21,23,22,19,16,17,17,17,18,18,20,19,19,22,22,22,21,22,22,22,22,22,19,18,19,20,20,20,21,22,22,22,22,23,23,24,25,34,34,35,36,36
"Hong Kong",29,32,35,39,38,38,37,40,43,45,48,45,47,43,47,44,48,51,54,52,50,50,49,52,49,52,55,56,51,51,53,55,51,51,52,52,49,48,47,45,46,45,46,47,47,46,49,49,50,51,54,60,58
Macau,15,26,35,42,31,42,29,24,27,29,31,32,31,45,30,35,39,41,48,50,45,48,52,51,48,47,47,44,44,41,43,41,40,41,37,41,41,40,39,43,46,50,52,52,52,55,53,57,54,53,60,58,57
China,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,11,12,15,18,19,20,23,23,25,29,31,36,45,50,58,55,59,62,62,63,64,66,66,68,67,69,74,74,74,75,76,76
Taiwan,7,7,7,8,9,9,9,11,12,13,13,14,14,13,16,17,19,22,23,23,23,23,31,32,32,31,33,31,34,35,33,40,41,43,47,50,57,57,57,57,57,54,54,52,48,50,51,52,48,50,49,50,50
Colombia,9,8,8,8,8,7,7,7,7,7,9,10,12,12,13,14,17,18,20,19,19,19,19,19,19,19,19,19,19,20,20,22,24,24,25,26,27,28,28,28,31,28,31,30,33,34,31,32,36,35,39,38,38
"Congo (Brazzaville)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,3,2,3,2,2,2,1,2,2,2,2,2
"Costa Rica",19,19,19,20,20,26,26,26,26,26,26,26,27,26,26,26,26,26,26,25,24,23,18,15,15,21,26,29,29,35,38,40,41,40,47,39,41,34,32,32,36,36,34,36,33,32,27,35,34,34,34,34,38
"Ivory Coast",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,3,3,3,3,4,4,3,2,3,3,3,3,3,3,3,4,7,7,6,6,6,6,7,5,5,4,5,5,5,5,6,7
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,37,37,36,40,37,39,38,37,38,37,42,39,41,42,42,41,42,38,36,31,32
Cuba,12,13,14,15,17,18,21,21,23,24,25,25,26,27,29,28,28,29,30,34,32,32,35,35,34,34,33,32,32,37,39,32,20,21,19,18,20,18,22,22,19,23,23,23,27,30,31,31,32,32,34,33,35
Cyprus,20,21,21,23,26,27,28,31,29,30,30,31,30,26,23,25,24,25,21,21,25,24,22,27,24,23,27,26,33,36,33,26,32,35,36,37,33,38,37,36,38,42,46,36,31,31,32,35,33,30,34,33,35
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,52,50,47,55,74,67,63,64,57,56,55,53,60,57,57,58,49,50,44,44
Czechoslovakia,37,37,39,41,47,48,51,51,55,57,59,61,60,60,61,61,64,64,64,65,65,67,68,69,70,71,71,72,70,67,62,61,,,,,,,,,,,,,,,,,,,,,
"North Korea",11,12,12,13,13,13,14,14,14,14,14,15,16,16,16,17,18,20,21,22,22,23,23,24,25,26,26,26,26,26,27,21,18,16,13,15,12,14,16,18,19,21,21,21,20,17,16,16,16,17,18,19,19
Denmark,42,46,51,51,50,50,48,47,46,47,44,45,42,45,46,47,48,51,52,53,56,57,56,57,59,58,59,59,57,56,58,61,61,63,65,54,64,63,59,56,66,66,71,82,79,84,79,78,69,70,63,63,63
Djibouti,,,,,,,,,,,,,,,,,1,2,2,2,2,2,3,3,3,4,4,4,3,3,3,2,3,3,3,2,3,2,2,1,1,2,2,2,2,2,2,2,1,1,2,3,3
Dominica,4,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,8,8,7,7,7,7,7,6,7,7,7,6,6,7,7,8,9,8,8,7,7,7,7,5,9,9,9,9,9,9,10,10,9,9,9,9
"Dominican Republic",11,11,11,11,11,11,12,11,11,12,12,12,14,14,13,13,12,12,10,7,10,9,7,6,6,6,6,6,11,15,15,16,15,15,16,16,16,17,17,18,21,24,21,18,22,24,23,24,25,30,28,28,26
Ecuador,6,6,6,6,6,6,6,6,6,6,7,10,10,11,9,10,13,14,17,19,18,20,14,14,15,18,15,14,13,17,17,15,15,15,16,13,13,15,13,16,15,15,17,17,17,18,19,19,20,23,27,29,29
Egypt,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,7,8,8,8,8,9,10,11,9,8,8,7,8,8,9,8,8,8,8,9,9,14,13,11,10,10,11,15,9,11,11,19,18
"El Salvador",16,17,17,17,18,19,19,18,19,18,19,18,19,19,22,25,26,28,27,26,25,27,26,26,26,25,27,30,28,28,28,28,23,24,23,21,24,22,25,28,29,34,34,35,34,35,34,32,31,31,28,29,34
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,51,55,51,45,43,48,43,45,48,43,40,39,40,39,44,42,43,45,44,45,48
Ethiopia,7,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,
Fiji,6,7,8,8,8,7,7,6,6,6,7,7,7,8,9,9,9,12,11,11,11,11,12,12,11,11,11,12,12,12,12,11,12,12,12,14,14,20,15,16,30,21,11,10,15,15,14,9,11,18,16,11,26
Finland,28,30,32,35,35,36,32,33,37,39,39,40,39,41,41,41,40,43,43,41,40,39,38,41,42,44,43,43,42,41,39,40,39,38,43,40,37,37,36,36,33,34,32,32,32,32,33,34,33,34,35,36,37
France,41,41,41,42,42,43,44,44,46,48,47,48,49,49,50,50,50,54,55,55,57,59,56,57,58,60,58,62,59,56,57,57,56,58,61,60,61,61,62,62,61,60,59,61,55,53,56,52,54,52,48,48,51
"French Polynesia",7,7,8,9,13,20,24,25,20,33,18,13,15,17,18,17,18,20,23,22,20,21,23,24,27,26,25,24,21,23,27,27,24,22,26,21,22,23,23,20,28,30,29,29,32,31,30,32,35,34,33,35,35
Gabon,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,6,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4
Gambia,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,4,2,3,3,8,3,6,4,3,5,6,7,12,14,3,4,3,2,3
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,11,22,22,23,26,28,21,24,22,25,29,28,13,18,20,19,21,22,21,23
Germany,49,47,47,49,49,51,53,54,57,60,61,63,63,63,64,63,65,65,64,66,66,66,65,65,65,64,63,62,60,55,56,53,45,47,47,49,49,49,47,48,48,48,46,46,45,47,46,47,47,48,49,46,47
Ghana,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
Greece,22,22,28,26,35,37,36,36,39,39,43,42,40,41,40,44,41,44,47,42,43,45,44,46,48,47,42,44,44,42,41,40,40,39,38,39,39,39,40,38,37,36,34,35,36,34,34,35,38,35,33,35,39
Grenada,21,21,21,21,21,20,20,23,26,29,27,26,28,30,30,31,29,29,30,29,31,27,26,27,25,25,25,26,26,30,32,29,22,22,22,21,22,21,23,23,23,27,25,24,30,32,32,32,35,37,37,37,37
Guatemala,21,20,21,20,20,19,19,19,19,18,18,18,18,18,17,16,20,20,19,23,18,20,21,22,23,23,24,25,24,24,24,25,28,29,31,32,28,26,24,23,38,52,52,52,52,52,52,52,52,52,52,52,52
Guinea,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,7
"Guinea Bissau",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
Guyana,9,10,11,11,11,11,13,14,17,19,22,24,28,28,30,32,33,30,30,28,28,20,12,12,9,9,11,12,8,7,1,1,2,4,6,7,7,5,5,7,6,4,1,6,5,3,4,5,1,3,5,4,3
Haiti,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Honduras,15,15,15,15,15,15,15,16,16,15,15,15,16,16,17,17,17,18,18,17,18,18,18,17,18,17,17,19,19,19,19,18,18,20,22,26,26,25,24,25,25,18,19,16,16,21,21,21,18,17,18,19,18
Hungary,36,35,36,40,41,41,44,47,48,53,56,56,56,59,64,65,68,68,71,70,69,69,73,69,73,72,72,80,84,87,81,79,79,73,65,60,58,61,59,60,63,66,64,63,62,62,62,61,57,54,51,48,48
Iceland,17,19,21,22,22,25,27,29,30,33,35,37,39,42,43,49,46,49,55,43,47,47,47,48,49,50,48,42,39,36,37,35,35,31,28,27,27,25,22,28,32,31,30,30,33,31,33,32,32,29,35,27,32
India,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,7,7,6,7,7,8,8,8,9,9,9,9,10
Indonesia,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,6,6,7,7,8,8,9,9,9,9,9,9,10,10,12,12,13,13,8,11,13,13,15,15,17,16,18,20,19,18,19,17,19,20
Iran,9,9,9,9,10,10,13,14,14,15,15,17,19,21,21,23,25,23,16,17,18,17,19,19,18,16,16,16,18,17,20,23,26,28,26,29,25,26,29,26,26,24,27,29,34,28,29,30,29,26,21,28,30
Iraq,5,5,5,5,6,8,7,9,8,9,10,12,9,8,15,10,14,18,16,17,19,21,20,24,23,22,20,17,17,16,5,5,5,5,4,4,2,3.5,5,5,7,7,7,7,7,8,13,21,26,29,28,35,38
Ireland,54,53,53,52,51,51,49,46,45,45,43,41,44,43,45,41,39,37,37,40,54,46,47,45,44,40,36,33,31,31,37,34,32,29,29,34,32,28,26,29,30,28,26,25,27,30,28,33,33,36,35,34,35
Israel,67,74,74,76,82,81,83,76,83,83,87,82,81,82,85,83,81,84,83,77,72,81,82,89,86,76,71,78,76,70,69,70,59,60,51,49,45,44,46,38,37,37,34,37,36,36,35,34,37,37,42,40,44
Italy,35,36,37,37,38,38,36,37,39,43,41,43,44,45,45,45,44,46,45,44,44,44,45,45,45,44,46,47,48,45,49,48,47,46,46,49,49,48,47,48,46,46,45,46,45,42,45,46,49,44,45,47,52
Jamaica,8,9,9,9,10,14,19,20,22,22,23,18,19,21,23,23,24,25,25,25,26,27,28,27,22,24,29,28,10,10,9,7,8,8,9,9,8,10,8,6,10,8,8,9,8,11,7,7,8,5,7,9,9
Japan,36,39,41,48,52,47,51,55,61,66,66,65,65,63,63,64,65,66,66,66,65,66,66,67,68,70,74,75,75,75,78,80,80,79,79,79,79,78,78,77,77,77,77,75,76,75,78,77,75,76,75,75,76
Jordan,8,9,10,11,14,15,12,20,20,21,15,20,17,12,19,19,20,26,24,26,24,24,24,25,28,27,16,15,16,27,35,36,40,38,29,29,33,32,29,26,24,24,22,24,20,21,17,21,15,27,29,15,15
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,27,19,13,13,15,16,19,18,20,22,23,24,25,28,31,33,34,32,30,32
Kenya,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,5,6,5,5,5,5,5,5,5,4,5,5,5,6,6,6,5,5,4,5,5,5,5,5,6,6,6,6,6,6
Kiribati,6,6,6,6,6,6,6,6,6,6,6,6,8,8,7,9,7,6,7,7,6,7,7,6,6,6,6,5,5,5,5,5,5,6,6,5,5,5,5,8,8,8,8,8,9,9,9,9,9,10,9,10,11
Kuwait,6,6,22,23,28,25,43,35,34,38,37,40,35,34,38,42,42,38,46,54,55,54,49,61,50,62,44,41,40,24,6,33,40,41,49,48,49,43,45,52,50,31,45,56,58,57,74,49,42,47,42,49,48
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,17,10,7,7,8,10,10,10,10,11,12,12,13,14,15,15,16,17,18,17,18
Laos,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,5,5,6,7,8,7,7,7,8,7,8,8,8,8,8,8
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,29,29,36,40,40,37,37,37,43,47,47,48,52,59,61,61,54,53,54,53,53
Lebanon,11,11,9,12,14,26,28,24,14,14,11,8,15,15,17,14,18,19,22,49,50,46,50,46,47,44,40,40,42,40,36,29,25,23,25,30,33,36,40,37,38,34,33,29,28,25,21,22,24,20,9,11,14
Lesotho,4,4,4,4,6,2,2,2,2,2,2,5,4,3,4,4,3,5,3,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,3,3,4
Liberia,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,7,6,7,6,5,7,6,7,6,5,4,4,6,9,8,5,7,6,6,9,8,7
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,37,40,38,41,44,42,41,47,50,47,48,44,45,46,49,48,50,50,50,51
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,41,42,37,36,34,28,37,38,36,37,40,55,55
Madagascar,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Malawi,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,6,5,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4
Malaysia,9,11,13,15,18,19,20,22,23,25,26,28,30,31,32,33,34,35,36,37,35,36,39,40,40,41,41,41,47,50,52,52,52,50,50,52,51,51,49,48,44,39,49,50,48,48,50,43,49,58,55,54,66
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,15,14,15,16,16,15,14,21,22,28,28,19,22,29,31,34,37,37,32,43,41,40,39,40,42,41
Mali,2,2,2,2,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,4,3,3,3,3,3
Malta,31,35,35,41,47,33,41,52,48,64,66,57,65,58,67,72,74,75,68,61,61,65,64,63,62,62,62,63,63,63,63,63,64,64,75,55,55,74,64,42,43,42,55,47,45,55,58,61,53,39,33,39,45
Mauritania,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,6,5,5,5,6,7
Mauritius,5,5,5,5,5,7,6,6,7,7,7,5,6,7,7,9,7,7,8,8,9,9,10,10,11,11,12,11,11,11,11,10,10,10,10,10,10,10,31,31,32,33,32,33,30,27,24,21,19,18,19,21,21
Mexico,11,11,13,12,14,15,18,17,19,20,20,22,22,20,21,22,24,26,27,29,29,30,30,30,33,39,38,42,40,37,41,41,42,42,40,39,42,45,50,54,56,55,54,56,56,64,63,63,63,63,64,60,66
Mongolia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,2,3,3,4,3,2,3,4,4,4,5,7,8,9
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,22,20,22,26,33,31,44
Morocco,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,11,11,11,11,10,11,10,11,12,15,19,19,20,20,20,20,21,21,21,20,21,18,25,23,23,23,22,22,22,22,24,17,17,20,22,22,23
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,3,3,4,6,6
"Burma (Myanmar)",2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,3,3,3,3,3,3,4,4,5,5,6,8,8,8,10,11,13,15,15,18,22,23,25,25,25
Namibia,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,7,6
Nepal,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
Netherlands,49,51,48,53,48,48,46,48,50,50,48,47,48,37,38,35,47,46,49,45,52,57,54,54,54,51,46,46,41,45,45,44,52,53,63,57,61,70,59,76,66,74,61,71,68,70,69,59,38,54,61,59,54
"Caribbean Netherlands",14,13,13,11,12,9,11,12,14,14,16,11,9,10,11,11,11,12,11,11,17,17,12,11,10,9,8,8,8,9,9,10,8,8,9,9,8,11,9,10,10,12,13,14,14,13,18,19,16,16,,,
"New Caledonia",16,16,14,13,13,12,12,13,13,12,12,11,11,12,13,14,14,14,19,27,25,25,30,30,31,30,28,28,29,31,26,28,25,25,28,27,28,27,28,27,25,30,28,28,27,29,28,25,29,30,31,38,35
"New Zealand",67,66,66,65,65,66,71,70,70,69,65,65,67,67,65,59,63,63,64,60,64,64,58,53,49,49,41,42,46,76,76,73,72,39,37,37,37,37,37,37,37,38,38,39,40,41,37,42,39,38,38,39,38
Nicaragua,16,16,16,16,17,17,17,16,18,18,19,20,20,21,28,33,28,38,32,33,30,31,30,30,32,30,29,26,22,21,21,21,21,20,19,21,21,22,12,13,14,15,14,14,13,13,13,13,14,15,15,16,17
Niger,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Nigeria,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,9,8,11,11,12,12,12,11,9,8,11,11,10,11,11,11,11,11,11,12,12,12,12,12,12,12
Norway,33,34,34,33,33,36,37,38,38,37,37,38,38,37,36,37,37,38,39,40,43,45,45,46,46,47,48,46,42,42,42,42,41,40,42,43,42,39,38,37,36,38,40,40,39,40,42,42,42,42,43,46,44
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,23,23,23,25,24,22,25,26,26,25,28,27,25,25,27,28,36,27,27,26,28,34,31
Pakistan,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,5,5,6,6,6,6,6,6,6,7,6,7,7,7,7,7,7,6,8,8,8,8,8,8,8,9,10,10,10,10,11,11,11
Panama,16,16,17,13,13,13,14,14,17,14,19,23,25,20,22,25,22,26,24,14,13,13,15,13,12,13,14,13,13,13,13,14,14,11,12,12,15,13,10,9,21,22,21,20,22,19,21,17,17,17,17,16,16
Paraguay,18,18,18,17,17,18,18,18,18,18,18,18,18,21,21,22,23,24,27,28,29,28,28,28,29,28,28,28,29,27,28,31,28,34,28,29,30,33,49,43,58,57,61,61,61,64,68,69,70,69,68,67,67
Peru,5,5,6,6,5,5,6,6,6,6,7,7,8,9,10,10,10,10,10,9,9,9,10,9,11,13,13,15,12,12,15,13,13,13,12,14,15,15,16,16,14,17,17,16,16,22,23,24,23,24,27,27,31
Philippines,10,10,11,10,11,10,10,12,15,12,13,14,15,16,18,19,26,24,21,21,20,20,21,20,17,17,17,19,22,12,12,13,14,13,13,13,13,13,13,13,13,13,14,15,15,15,15,15,15,16,16,16,16
Poland,32,32,32,33,35,36,37,37,40,40,42,42,43,44,45,46,46,47,47,48,49,43,43,45,47,45,43,44,42,41,38,37,34,32,33,38,41,39,40,41,43,46,45,45,45,44,45,44,43,43,37,29,29
Portugal,13,13,12,13,13,13,13,14,14,14,14,13,14,15,15,15,17,19,21,21,21,23,21,18,24,24,24,24,26,27,32,33,34,36,32,33,33,36,35,37,40,38,37,39,36,35,37,37,36,38,35,34,34
