Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.92,96.4,97.23,97.69,100.04,100.71,101.71,101.62,101.41,102.28,101.28,105.91,105.34,106.86,107.67,108.14,109.13,110.88,110.74,110.2,110.27,112.2,110.62,110.1,109.4,110.31,111.21,111.49,111.02,110.45,109.35,109.81,107.47,106.7,106.24,
Bulgaria,,,,,,,,,,,,,,,141.09,137.58,139.37,137.93,136.95,132.64,126.77,130.63,129.2,128.02,127.45,124.16,123.5,126.7,121.84,126.2,117.57,128.58,130.59,134.13,133.99,134.61,136.53,141.17,139.24,141.43,138.18,141.18,141.19,142.42,149.84,146.44,145.53,144.84,143.65,142.21,134.12,138.55,139.99,139.68,143.43,154.13,153.56,153.99,155.53,147.5,142.9,142.74,153.69,,
Canada,124.75,123.92,129.21,128.5,131.02,133.72,134.33,134.17,133.89,132.51,137.18,141.06,141.05,140.97,143.16,142.21,147.07,149.38,149.27,152.24,154.88,154.35,155.52,156.67,156.27,156.34,156.39,158.13,159.29,161.11,163.09,160.88,164.14,163.53,166.72,166.83,166.9,165.68,169.61,166.41,165.38,165,162.86,160.86,159.97,157.76,155.07,150.35,150.2,149.15,146.97,145.21,142.14,139.09,136.57,133.73,129.69,129.04,126.23,123.24,119.58,116.71,,,
Chile,,,,,,129.57,134.31,131.3,131.76,148.23,136.96,136.15,134.57,138.97,135.41,136.14,138.84,140.63,142.96,142.98,139.99,141.81,143.45,142.7,132.74,138.98,136.97,134.14,129.65,135.86,133.99,131.2,135.55,133.205,130.86,132.21,128.49,128.25,129.66,129.98,129.9,134.07,131.31,132.75,131.99,134.27,131.89,131.47,129.09,128.6,127.55,125.9,126.54,125.3,122.76,121.95,119.84,114.57,112.89,118.53,118.8,115.42,114.48,112.32,
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.96,149.81,161.74,167.19,154.37,155.72,152.63,151.43,154.1,147.13,148.56,152.53,154.33,153.71,,,,,,,,,,,,,,
Colombia,,,,60.96,56.53,60.11,62.71,68.97,65.4,71.72,71.22,70.66,74.46,76.86,79.03,78.83,82.81,86,85.02,79.53,80.17,80.81,81.45,85.475,89.5,88.3,86.22,87.52,88.9971,90.4743,91.9514,93.4286,94.9057,96.3829,97.86,104.04,100.4,102.26,96.51,97.42,98.52,99.38,95.38,96.18,96.64,96.71,96.9,100.16,95.09,101.45,101.11,98.68,99.17,99.32,97.07,97.34,94.63,94.44,90.65,88.93,87.22,82.65,82.45,,
"Costa Rica",,,,,,,,,,,,121.59,130.25,142.33,137.79,146.46,130.45,127.73,131.79,126.84,107.82,115.7,115.75,113.52,116.38,121.39,112.75,116.7,107.45,113.75,115.69,111.68,123.78,125.95,127.395,128.84,123.1,125.03,129.79,132.03,120.21,113.14,123.57,116.08,113.48,115.06,112.86,106.8,107.23,109.33,102.82,109.74,97.45,102.3,104.51,90.74,93.29,89.32,84.1,82.28,94.84,91.59,86.3,88.08,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.38,189.58,196.87,202.17,203.16,207.19,200.06,192.46,195.69,192.92,192.8,192.79,203.7,203.74,209.59,205.72,206.92,206.14,208.56,205.42,206.74,201.03,198.97,199,198.02,195.31,196.28,191.36,190.78,
Cuba,,,,,,,,,,,,,,,136.1,134.875,133.65,132.425,131.2,132.32,137.43,136.55,134.42,134.45,133.1,128.26,132.51,131.42,122.8,125.53,123.41,124.24,120.69,123.76,125.23,123.18,124.63,124.21,128.49,128.14,129.51,128.2,128.02,126.55,128.09,128.03,127.91,127.74,130.72,131.7,130,128.76,133.43,135.34,138.49,137.7,137.12,137.36,138.21,138.1,140.14,134.08,136.37,132.41,
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.39,92.32,92.35,95.24,95.03,96.79,91.99,91.59,99.41,,
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.96,235.34,240.42,239.37,243.38,239.26,237.12,230.04,233.49,232.68,227.05,221.87,219.19,215.96,220.33,209.95,212.46,211.16,207.81,196.06,188.34,180.95,177.34,175.05,172.78,160.92,156.82,153.3,
Czechoslovakia,,,,152.92,157.83,162.5,166.87,169.24,172.11,175.71,177.18,184.73,188.81,194.68,196.52,198.16,199.86,200.73,202.58,202.39,203.75,203.89,200.83,208.3,211.67,212.16,208.02,213.71,211.81,211.64,213.53,214.25,213.59,219.56,220.62,221.16,226.84,226.3,232.09,232.08,234.1,233.15,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,144.51,147.63,149.84,151.05,155.15,154.12,154.46,164.52,158.82,161.1,164.6,165.91,168.12,168.51,159.62,159.9,157.81,161.59,160.6,169.16,172.28,168.47,166.35,164.16,167.61,168.47,174.49,175.72,181.67,178.6,178.21,188.29,183.61,183.1,181.21,181.71,181.76,178.91,182.81,173.22,177.17,180.14,183.15,179.51,173.81,170.79,168.07,168.49,168.78,161.99,156.66,154.5,157.78,154.03,156.45,145.37,143.03,138.52,140.36,137.77,135.76,,
"Dominican Republic",,,,,,,,,,,,,,,,27.26,31.05,36.68,37.77,34.51,40.65,42.05,38.93,35.44,35.28,38.67,39,40.26,38.82,38.33,40.77,47.12,48.69,49.3,54.11,50.54,42.72,46.52,40.73,41.73,44.66,40.53,39.79,40.43,41.07,42.07,45.58,52,51.67,63.55,50.4,54.74,52.12,54.15,53.87,54.47,47.49,47.51,44.05,49.14,52.17,52.53,48.89,,
Ecuador,0.21,2.8728,5.5356,8.1983,10.8611,13.5239,16.1867,18.8494,21.5122,24.175,26.8378,29.5006,32.1633,34.8261,37.4889,40.1517,42.8144,45.4772,48.14,54.16,51.13,51.35,50.44,51.36,54.48,52.6,53.66,54.72,56.54,64.42,67.08,68.09,73.4,72.39,75.74,77.95,72.2,75.38,76.31,76.95,75.14,76.38,73.77,74.17,70.05,68.9,72.42,70.67,70.95,71.13,69.5,67.11,64.95,63.38,67.16,67.66,67.81,67.48,69.71,66.81,69.11,68.05,69,63.12,
Egypt,,,,,,23.04,24.42,20.68,23.96,24.22,22.95,23.31,24.56,24.9613,25.3626,25.7639,26.1653,26.5666,26.9679,27.3692,27.7705,28.1718,28.5732,28.9745,29.3758,29.7771,30.1784,30.5797,30.9811,31.3824,31.7837,32.185,32.5863,32.9876,33.3889,33.7903,34.1916,34.5929,34.9942,35.3955,35.7968,36.1982,36.5995,37.0008,37.4021,37.8034,38.2047,38.6061,39.0074,39.4087,39.81,43.9,45.83,49.4,49.42,49.01,48.93,48.02,49.27,51.35,52.11,52.81,,,
"El Salvador",20.12,21.53,20.42,20.83,23.04,21.55,21.3,24.25,24.46,26.03,27.74,26.86,29.64,24.51,27.61,25.04,29.4,28.1,25.85,26.63,26.69,25.12,29.23,28.07,26.9,27.2114,27.5229,27.8343,28.1457,28.4571,28.7686,29.08,29.94,27.47,30.74,32.645,34.55,36.455,38.36,40.265,42.17,47.76,45.53,48.79,46.345,43.9,53.03,55.61,57.29,56.16,59.92,61.45,59.81,59.87,58.35,60.8,59.64,58.3,55.86,56.18,53.67,57.11,53.58,,
"England and Wales",161.18,166.16,167.19,167.73,170.6,171.73,173.01,174.22,175.48,177.4,178.45,179.21,181.11,181.78,182.55,184.18,186.45,187.14,189.73,190.48,190.32,187.38,189.54,188.92,189.6,187.14,190.05,187.36,188.47,187.91,186.2,181.7,180.45,183.57,187.31,185.59,182.31,181.09,182.21,179.9,178.26,177.87,176.39,170.72,167.47,164.29,160.33,155.05,154.94,149.68,145.79,147.51,146.62,143.13,139.86,136.58,135.99,133.55,131.55,129.51,126.95,125.71,124.59,122.38,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.29,191.08,192.58,194.08,195.58,198.05,192.41,201.89,204.77,199.5,221.78,212.18,218.66,207.71,214.86,204.45,205.51,210.35,190.07,197.01,192.82,197.9,192.78,197.44,198.95,194.61,192.84,185.86,182.97,186.18,179.86,181.42,,
Finland,,,182.8,186.93,185.09,190.06,182.85,191.41,188.24,191.62,193.81,192.3,192.1,189.66,191.08,187.27,185.17,185.49,193.37,193.99,192.09,194.28,183.46,185.11,184.25,180.54,188.42,178.3,183.88,180.56,178.96,177.41,169.74,171.53,169.4,168.79,159.16,158.75,157.16,155.68,153.73,148.04,148.33,146.96,142.11,141.81,143.24,134.52,135.17,133.73,126.84,125.96,122.96,121.3,120.06,117.88,116.81,113.54,110.6,109.69,111.71,107.76,106.56,105.07,
France,140.72,143.14,145.56,146.18,147.54,149.49,152.64,156.53,159.76,160.65,166.06,168.84,171.05,175.81,176.86,178.2,181.14,181.94,185.37,184.97,183.09,186.95,189.54,189.52,194.71,196.76,200.67,198.82,201.18,201.97,205.25,206.09,203.69,203.09,205.11,207.75,207.34,205.97,204.08,203.65,203.16,201.59,199.15,196.67,191.17,190.39,187.96,182.35,182.04,178.07,175.17,172.17,169.76,166.22,161.77,160.74,155.98,152.74,148.48,146.97,143.06,139.16,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.51,102.42,103.16,103.9,104.64,107.18,107.98,103.34,103.54,103.22,102.39,82.45,67.98,62.56,63.98,64.98,79.54,78.92,79.96,73.94,79.935,85.93,91.925,97.92,81.72,89.92,85.37,91.045,96.72,53.35,82.62,93.26,92.58,106.63
Germany,,,,,,,,,,,,,,,,,,,,,,,,173.31,174.75,178.49,176.1,177.2,177.59,177.815,178.04,178.53,179.23,179.68,177.2,179.86,178.35,180.45,181.75,180.94,179.24,180.46,180.14,178.72,174.83,174.23,169.84,164.53,162.94,159.68,158.95,153.15,151.62,148.92,145.37,143.79,140.63,137.41,137.21,134.38,132.7,130.61,127.69,126.36,
Greece,,,,,,,,,,,,117.5,119.89,122.51,123.95,124.42,125.69,125.95,122.82,123.49,121.72,122.02,125.9,129.4,134.73,137.19,143.48,142.17,142.89,145.97,138.66,142.74,143.31,147.08,145.12,147.66,145.87,144.65,144.87,143.77,144.64,146.14,145.89,146.77,146.66,148.39,145.13,143.79,139.69,144.35,144.25,143.7,138.42,140.22,141.68,141.73,135.96,139.59,139.07,138.24,133.49,133.99,136.64,,
Guatemala,,,,,,,,,,,,,,47.75,46.22,38.64,43.87,42.21,41.98,43.73,38.97,45.38,44.6633,43.9467,43.23,43.49,42.04,42.93,48.04,47.24,45.94,48.41,47.6567,46.9033,46.15,43.615,41.08,42.63,45.09,41.89,42.41,46.29,44.43,47.79,65.88,66.05,54.28,66.09,68.29,70.11,72.4,71.97,73.51,72.61,75.33,75.17,74.53,73.23,72.36,72.66,69.17,66.36,68.38,64.04,
"Hong Kong",,,,,,101.7,97.46,110.17,125.81,125.34,123.17,139.06,143.5,159.25,167.83,172.12,168.9,174.11,180.36,201.8,214.64,211.96,195.09,191.6,181.25,188.75,190.52,190.38,193.96,193.88,198.33,188.17,187.18,190.18,180.51,173.33,180.72,180.54,173.41,178.44,173.93,168.59,168.88,171.18,168.71,167.24,165.22,164.15,159.89,155.83,153.5,151.79,147.4,144.12,142.36,144.88,136.99,136.53,131.63,128.69,127.5,124.76,119.96,115.53,
Hungary,,,,,,131.37,141.31,140.73,145.44,153.19,149.79,154.3,155.6,154.09,159.36,163.63,167.71,169.72,168.79,174.56,178.24,183.82,181.4,181.94,191.51,193.79,190.43,194.15,201.03,205.33,209.71,213.52,214.84,218.48,223.56,224.6,234.56,235.14,237.19,244.72,250.92,255.55,261.15,257.48,261.3,261.62,263.21,262.42,261.28,260.59,256.11,252.76,250.06,249.49,248.5,226.1,229.29,227.43,227.76,229.5,225.29,221.06,222.94,214.56,
Iceland,,137.06,158.26,145.98,137.18,143.81,111.94,166.01,144.66,163.04,152.18,152.71,138.64,127.66,141.88,116.22,121.48,143.13,128.44,126.28,136.73,124.17,127.78,123.62,134.52,141.03,120.41,135.72,109.71,117.82,120.2,136.21,146.67,144.61,129.4,141.53,125.68,137.01,147.33,144.18,148.65,147.97,132.81,117.13,118.34,130.16,155.02,158.56,125.85,140.71,119.45,131.21,119.46,105.29,112.21,121.29,121.05,114.16,108.86,117.77,,,,,
Ireland,116.54,126.39,123.23,126.41,127.68,135.15,129.93,135.09,129.83,137.43,135.5,136.67,144.14,139.75,142.33,143.93,147.56,144.66,149.09,156.09,156.2,162,161.4,160.94,164.12,167.5,173.21,166.87,166.45,165.54,166.73,165.97,164.65,168.87,170.6,177.9,177.37,175.6,180.51,177.15,176.9,177.96,182.34,183.3,176.33,176.93,171.69,168.61,166.74,165.79,163.21,157.43,153.55,149.14,149.95,140.79,142.91,135.5,135.36,140.67,123.65,131.26,125.9,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,130.17,133.37,134.03,131.33,137.72,126.96,118.84,120.7,122.8,124.7,123.22,122.84,122.51,121.19,116.9,122.23,125.91,122.74,133.62,133.69,129.93,131.05,126.92,134.71,124.56,125.59,124.02,126.07,122.24,116.35,115.75,111.67,110.56,107.74,103.15,104.71,100.74,102.37,99.03,
Italy,,112.06,115.49,116.06,119.44,122.5,129.27,129.72,129.78,135.97,140.52,141.19,145.13,147.2,151.26,152.46,155.15,155.05,159.79,163.69,162.41,166.36,168.23,170.6,171.71,174.32,176.74,178.96,181.79,185.17,188.04,187.14,188.5,192.58,189.42,191.02,189.96,193.96,193.89,189.36,189.84,188.58,185.67,184.18,183.36,174.13,171.57,169.22,167.78,163.4,159.21,158.85,154.37,152.86,150,146.6,143,140.42,137.75,135.85,132.9,130.13,128.15,,
Japan,111.8,112.54,116.01,118.34,122.79,125.39,129.24,129.74,134.31,136.99,138.85,139.55,139.45,141.47,143.57,143.18,143.97,143.55,144.35,145.09,143.34,141.74,143.82,143.77,143.95,142.69,144.15,145.24,145.17,148.33,149.85,149.67,148.67,150.26,151.31,151.6,150.84,153.17,151.94,153.58,152.55,151.77,152.68,150.5,150.73,158.66,158.05,154.41,153.92,151.67,149.48,145.85,142.45,139.67,139.54,136.94,132.83,131.23,129.11,125.03,124.26,121.95,119.68,117.64,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.7,199.52,202.43,205.34,208.25,214.13,215.3,218.65,223.22,223.94,220.1257,216.3114,212.4971,208.6829,204.8686,201.0543,197.24,193.4257,189.6114,185.7971,181.9829,178.1686,174.3543,170.54,169.48,156.5,159.32,156.95,154.57,151.76,137.31,138.86,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,88.39,106.08,123.77,141.46,93.63,94.08,88.38,92.63,96.92,89.11,105.08,105.68,102.77,112.66,87.34,72.79,68.98,65.17,61.36,57.55,53.74,49.93,49.69,56.94,59.88,72.57,64.34,57.29,54.76,55.58,60.25,54.44,56.84,54.43,64.31,59.88,54.15,63.97,57.89,53.28,52.76,51.61,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.49,129.51,130.77,132.03,133.29,136.81,138.84,133.2,139.47,139.27,139.19,139.64,124.14,121.94,111.97,107.18,106.46,103.95,103.09,102.06,98.71,99.13,99.75,100.85,101.8,97.73,94.08,94.63,106.71,100.61,101.87,97.75,99.35,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.7,174.29,183.63,187.06,188.69,186.67,189.22,202.2,199.38,207.34,202.8,213.29,211.72,206.33,209.05,202.2,202.06,195.19,194.31,206.14,196.17,204.21,199.33,196.56,201.3,202.82,203.02,196.47,201.12,196.99,199.42,193.76,195.24,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.5,168.61,170.8,172.99,175.18,176.5,181.5,185.47,186.28,195.97,195.12,205.89,205.59,204.8,207.95,202.97,198.56,198.59,202.57,198.7,197.23,195.69,190.96,193.49,190.74,198.28,200.59,190.49,194.91,195.75,189.37,185.06,179.88,
Luxembourg,,,,,,,,,,,,,,,,,,198.58,206.43,210.8,210.29,223.22,189.29,216.6,196.2,213.55,201.73,218.3,209.92,191.04,193.13,214.21,244.44,217.7,203.1,209.52,208.88,226.03,212.92,195.11,199.27,187.33,197.82,199.96,173.13,196.18,184.35,160.68,175.79,152.78,167.5,143.91,145.47,148.8,147.21,134.28,132.28,135.08,124.61,129.6,131.63,127.37,121.62,111.45,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.84,131.41,135.01,144.33,145.92,149.77,153.19,161.38,146.59,153.03,154.28,157,156.25,147.88,149.1,155.14,156.27,156.6,160.61,155.85,,,,
Malta,,,,,,,,,,,,,,,,152.3,150.31,148.32,135.73,123.04,150.68,147.33,128.98,122.83,127.11,141.67,141.96,128.47,148,143.4,156.81,170.94,149.87,154.99,145.69,154.97,148.59,156.11,142.04,146.74,143.56,156.91,158.48,153.12,159.08,168.65,162.52,152.94,153.88,156.58,135.98,144.89,144.19,129.38,128.59,125.76,132.76,126.3,134.19,124.65,119,115.05,116.85,107.04,119.45
Mauritius,,,,,,,,,,,,72.58,75.45,72.26,84.73,94.85,102.23,87.26,111.2,101.57,110.45,96.9,109.42,127.29,99.92,125.2,128.62,90.21,90.97,119.35,95.84,135.11,112.57,84.78,101.04,94.44,95.3,83.19,94.76,93.27,103.63,95.38,98.48,90,87.7,83.14,84.61,88.53,85.47,84.87,74.36,95.74,86.42,87.88,86.96,76.07,77.92,82.09,86.35,82.74,78.01,74.66,76.9,82.25,77.87
Mexico,,,,,,35.64,40.18,46.21,47.34,45.69,47.37,46.56,45.43,48.23,50.11,51.07,50.23,50.01,48.4,51.52,54.31,52.01,53.45,54.52,54.8,55.03,56.89,58.59,58.62,62,60.86,62.7,64.98,66.1,66.61,71.18,72.33,72.59,75.87,76.76,75.97,74.87,75.37,75.03,76.49,77.09,76.71,76.77,76.87,76.16,76.05,74.8,76.59,76.96,75.54,75.88,73.4,70.94,71.95,69.53,68.99,67.16,67.05,64.7,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.02,120.76,123.5567,126.3533,129.15,140.62,144.81,152.25,161.18,160.63,159.8533,159.0767,158.3,157.5233,156.7467,155.97,130.17,129.79,121.53,122.51,124.58,128.26,128.56,134.69,135.79,138.87,133.78,135.95,140.87,139.77,135.8,140.38,137.62,
Netherlands,146.66,146.31,147.04,147.33,151.25,151.25,151.45,152.9,156.7,159.04,162.71,167.26,168.37,173.11,177.16,176.32,178.86,181.67,191.13,187.38,186.43,187.84,189.2,194.34,194.44,199.06,198.77,193.6,200.96,198.42,202.82,201.87,202.1,199.65,201.76,200.03,201.83,202.92,201.87,196.97,192.27,190.48,189.89,188.19,184.02,182.11,181.35,174.63,173.14,173.36,168.6,163.07,160.44,157.27,156.78,154.07,149.99,147.22,144.59,144.11,143.54,137.66,137.06,129.35,
"New Zealand",133.86,136.96,131.15,135.61,134.51,140.73,139.38,142.89,139.49,142.98,134.46,145.53,148.79,155.52,149.48,155.58,153.47,147.85,159.97,162.82,169.88,168.66,161.55,169.06,174.07,175.59,175.82,173.9,169.99,169.66,169.14,173.62,171.15,172.88,173.04,176,172.77,169.99,171.12,169.81,168.71,165.54,170.6,166.34,162.16,162.63,157.24,152.4,150.71,152.69,150.01,149.27,142.52,141.11,136.1,130.16,126.25,131.93,127.57,120.53,119.57,119.49,,,
Nicaragua,0.36,1.21,3.095,4.98,6.865,8.75,10.635,12.52,14.405,16.29,18.175,20.06,24.39,20.39,19.17,20.09,23.2833,26.4767,29.67,27.37,24.8425,22.315,19.7875,17.26,16.57,18.82,20.68,20.12,15.99,18.546,21.102,23.658,26.214,28.77,31.326,33.882,36.438,38.994,41.55,38.75,40.88,39.74,44.82,42.97,48.49,49.57,50.65,50.2,56.44,49.72,53.68,53.88,53.32,53.08,55.55,59.33,51.91,56.56,56.58,57.34,59.32,52.17,60.07,61.2,
"Northern Ireland",148.67,136.71,134.22,138.82,138.35,136.9,146.08,157.89,147.54,156.07,158.5,144.45,147.19,148.13,149.89,152.71,158.34,149.8,163.39,167.68,164.29,168.66,157.47,167.68,173.19,168.03,173.75,180.31,175.33,170.16,169.55,159.15,158.42,169.49,175.57,170.49,164.78,168.86,165.89,174.9,167.29,168.36,169.26,169.34,167.69,161.56,164.76,156.79,160.63,150.07,143.23,153.57,150.6,144.71,143.13,136.61,142.66,142.49,140.58,132.47,136.08,132.81,131.65,132.25,
Norway,,126.05,127.24,124.68,124.98,124.77,125.61,125.88,123.74,125.64,124.87,126.33,125.4,129.46,126.42,130.85,123.61,127.44,135.66,134.8,135.89,137.09,133.23,134.09,130.48,138.43,140.78,140.9,140.78,144.02,140.12,146.67,147.6,147.81,146.19,150.26,148.48,147.48,153.62,147.12,145.79,145.84,145.27,147.76,147.72,145.59,146.53,146.69,142.78,143.67,139.25,136.28,137.78,133.51,131.29,129.47,125.23,125.94,123.37,120.21,121.12,117.95,113.48,109.78,
Panama,,,,,,63.59,65.61,65.43,69.18,72.11,64.61,69.06,65.6,75.3,76.73,66.67,72.28,75.45,72.27,68.29,75.26,72.35,72.76,74.03,76.96,78.49,80.85,82.37,76.09,83.72,85.77,85.59,84.22,85.63,81.07,76.96,86.1,86.35,85.43,84.7075,83.985,83.2625,82.54,81.8175,81.095,80.3725,79.65,73.63,80.12,77.94,84.5,78.36,82.87,85.88,79.6,82.79,82.07,84.45,83.13,77.9,77.19,74.36,84.44,75.38,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.94,70.52,70.75,69.63,72.45,72.72,74.67,68.81,70.98,73.04,72.97,71.84,72.02,73.27,76,78.33,72.11,67.89,72.19,
Peru,,,,,,,,,,,,,,,,,61.53,64.11,63.54,62.42,65.55,64.81,63.12,62.06,60.54,59.02,57.5,55.98,56.76,58.89,61.02,55.86,54.27,52.42,55.03,57.64,60.25,46.82,52.9,52.43,41.12,40.3,55.32,53.14,50.96,64.72,69.98,64.57,65.99,67.13,70.92,60.19,60.98,64.62,69.54,73.31,69.18,67.48,70.67,69.74,68.93,65.79,64.49,63.18,
Philippines,,,,,,,,,,,,,,38.92,44.11,46.88,46.31,51.24,53.27,54.2775,55.285,56.2925,57.3,58.3075,59.315,60.3225,61.33,62.3375,63.345,64.3525,65.36,66.3675,67.375,68.3825,69.39,70.3975,71.405,72.4125,73.42,74.4275,75.435,76.4425,77.45,80.43,88.11,86.44,89.75,84.81,89.54,93.4,98.66,98.14,96.92,94.64,94.096,93.552,93.008,92.464,91.92,,,,,,
Poland,,,,,,,,,,101.48,110.55,118.39,126.18,133.02,141.87,145.06,144.28,146.97,151.46,151.08,154.47,159.58,156.49,160.64,161.31,163.94,168.61,167.47,170.07,171.51,179.95,182.12,182.78,189.43,191.45,195.55,196.53,199.64,202.92,202.21,205.82,205.85,203.01,206.41,206.29,208.55,204.91,203.33,203.73,202.48,202.95,203.45,203.83,198.5,199.86,194.96,192.19,189.8,185.51,182.51,176.81,171.59,171.38,166.11,
