Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ghana,,23,22.2833,21.5667,20.85,20.1333,19.4167,18.7,,,,
Grenada,,,,,6.6,,,,,,,
Guatemala,7.7,8.6,9.5,10.4,11.3,,,,,,,
Guinea,60.7,55.42,50.14,44.86,39.58,34.3,29.02,23.74,18.46,13.18,7.9,
"Guinea Bissau",27.6,,,,,,,,,,,
Guyana,,,,,14.9,,,,,,,
Honduras,20.7,17.55,14.4,11.25,8.1,8.2,8.3,8.4,8.5,8.6,8.7,
Hungary,,,,1,1.275,1.55,1.825,2.1,,,,
India,,,,,,,,,22.7,,,
Indonesia,,,,26.9,27.5167,28.1333,28.75,29.3667,29.9833,30.6,,
Iraq,,,,,,37.3,,,,,,
Israel,,,,,,,,0.1,,,,
"Ivory Coast",,,,19.3,20.1571,21.0143,21.8714,22.7286,23.5857,24.4429,25.3,
Jamaica,,,,,19.3,,,,,,,
Jordan,3.2,4.5571,5.9143,7.2714,8.6286,9.9857,11.3429,12.7,,,,
Kazakhstan,,,,32.8,31.275,29.75,28.225,26.7,,,,
Kenya,,42,39.4,36.8,34.2,31.6,29,26.4,,,,
Kosovo,,,,9,10.175,11.35,12.525,13.7,,,,
Kyrgyzstan,,,,42.5,46.825,51.15,55.475,59.8,,,,
Laos,,,,39.2,38.5667,37.9333,37.3,32.075,26.85,21.625,16.4,
Latvia,,,,8.9,7.55,6.2,4.85,3.5,,,,
Lebanon,,,,20.6,20.25,19.9,19.55,19.2,,,,
Lesotho,,,,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,
Liberia,,,,70.5,68.7,66.9,65.1,63.3,61.5,59.7,57.9,56.1
Lithuania,,,,7.2,8,8.8,9.6,10.4,,,,
"Macedonia (F.Y.R.O.M.)",,,,14.7,12.9,11.1,9.3,7.5,,,,
Madagascar,,,,11.6,16.925,22.25,27.575,32.9,,,,
Malawi,,,,13.7,15.8,17.9,20,22.1,24.2,,,
Malaysia,,,,,,,,,,28.2,,
Mali,,33.3,31.3,29.3,27.3,28.3667,29.4333,30.5,31.5667,32.6333,33.7,
Mauritania,52.9,49.9,46.9,43.9,40.9,37.9,34.9,31.9,28.9,,,
Mauritius,,,,3.9,,,,,,,,
Mexico,14.1,14.975,15.85,16.725,17.6,,,,,,,
Micronesia,,,,4.5,,,,,,,,
Moldova,,,,17.8,21.1,24.4,27.7,31,,,,
Mongolia,,,,30.5,31.225,31.95,32.675,33.4,,,,
Montenegro,,,,3.3,7.175,11.05,14.925,18.8,,,,
Morocco,,11.3,15.6167,19.9333,24.25,28.5667,32.8833,37.2,,,,
Mozambique,,12.4,,,,,,,,,,
Namibia,1.2,2.1875,3.175,4.1625,5.15,6.1375,7.125,8.1125,9.1,,,
Nepal,,,,15.1,14.925,14.75,14.575,14.4,,,,
Nicaragua,7.7,7.925,8.15,8.375,8.6,8.25,7.9,7.55,7.2,6.85,6.5,
Niger,25,22.8333,20.6667,18.5,17.1625,15.825,14.4875,13.15,11.8125,10.475,9.1375,7.8
Nigeria,,40,38.4143,36.8286,35.2429,33.6571,32.0714,30.4857,28.9,,,
Pakistan,,60.2,55.3,50.4,45.5,40.6,35.7,30.8,,,,
Panama,7.9,7.7,7.5,7.3,7.1,,,,,,,
"Papua New Guinea",,,,,,,,,,26.4,,
Paraguay,26.3,27.6,28.9,30.2,31.5,28.9714,26.4429,23.9143,21.3857,18.8571,16.3286,13.8
Peru,15.9,15.9,15.9,15.9,15.9,16.1429,16.3857,16.6286,16.8714,17.1143,17.3571,17.6
Philippines,,,,25.6,24.2,22.8,21.4,20,18.6,17.2,,
Poland,,,,8.2,6.625,5.05,3.475,1.9,,,,
Romania,,,,19.7,17.225,14.75,12.275,9.8,,,,
Russia,,,,27.3,22.9333,18.5667,14.2,,,,,
Rwanda,7,6.98,6.96,6.94,6.92,6.9,,,,,,
"Saint Kitts and Nevis",,,,,2.2,,,,,,,
"Saint Lucia",,,,,11.6,,,,,,,
"Saint Vincent and Grenadines",,,,,4.9,,,,,,,
Samoa,,,,30.5,,,,,,,,
Senegal,,21.4,19.9286,18.4571,16.9857,15.5143,14.0429,12.5714,11.1,,,
Serbia,,,,11.9,10.45,9,7.55,6.1,,,,
"Sierra Leone",,,,18.1,21.6,25.1,28.6,32.1,35.6,39.1,42.6,46.1
Slovakia,,,,5.7,5.375,5.05,4.725,4.4,,,,
Slovenia,,,,2.3,1.775,1.25,0.725,0.2,,,,
"Solomon Islands",,,,,,,,,,43.8,,
"South Africa",,4.2,,,,,,,,,,
"South Sudan",,,,,,,,,48,,,
"Sri Lanka",,,,,,10,,,,,,
Sudan,,,,,,,,,17.6,,,
Suriname,,,,,4.9,,,,,,,
Swaziland,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,
Sweden,,,,,,,,,1.9,,,
Syria,,,,69.6,,,,,,,,
Tajikistan,,,37.8,37.5,37.2,36.9,36.6,36.3,,,,
Tanzania,21.7,21.5714,21.4429,21.3143,21.1857,21.0571,20.9286,20.8,,,,
Thailand,,,,,,,,,,,9.9,
"Timor Leste",,,,16.1,20.7833,25.4667,30.15,34.8333,39.5167,44.2,,
Togo,,,,19.1,17.3714,15.6429,13.9143,12.1857,10.4571,8.7286,7,
Tonga,,,,24.9,,,,,,,,
"Trinidad and Tobago",,,,,10.5,,,,,,,
Tunisia,,,,,,,,10.3,,,,
Turkey,,,9.2,8.44,7.68,6.92,6.16,5.4,,,,
Uganda,18.6,19.0857,19.5714,20.0571,20.5429,21.0286,21.5143,22,,,,
Ukraine,,,38.5,40.88,43.26,45.64,48.02,50.4,,,,
Uruguay,2.2,2.2,2.2,2.2,2.2,2.2286,2.2571,2.2857,2.3143,2.3429,2.3714,2.4
Uzbekistan,,,55.5,45.8,36.1,26.4,16.7,7,,,,
Vanuatu,,,,11.9,,,,,,,,
Venezuela,3.8,5.425,7.05,8.675,10.3,,,,,,,
Vietnam,,,,38.3,36.2667,34.2333,32.2,30.1667,28.1333,26.1,,
"West Bank and Gaza",4.3,4.6714,5.0429,5.4143,5.7857,6.1571,6.5286,6.9,,,,
Yemen,,,,,68.9,67.3667,65.8333,64.3,,,,
Zambia,,7.1,8.55,10,11.45,12.9,14.35,15.8,,,,
Zimbabwe,,,,,,16.2,16.46,16.72,16.98,17.24,17.5,
