Country,2013,2014,2015,2016,2017
Norway,5.050042,4.84388316,4.616538271,4.668611256,4.643568039
Oman,4.816499207,4.411110878,4.223327952,4.259327096,4.259326935
Pakistan,2.662933,2.710205244,2.861900144,3.130815906,3.34168601
Panama,5.121322,4.922077903,4.956498651,5.057844341,4.7692976
Paraguay,2.704946,2.708765942,2.886098942,3.126677116,3.138047934
Peru,4.058201,3.834890527,3.741481925,3.732389544,3.582967281
Philippines,3.244187,3.27796645,3.349172258,3.220135593,3.284963846
Poland,2.444721,2.451333952,2.427762307,2.468896071,2.516927481
Portugal,3.18578,3.408946614,3.295563423,3.158154281,3.387305498
"Puerto Rico",3.253606,3.292701739,,,
Qatar,5.985881,5.90070579,5.901207016,5.757292133,5.484950066
Romania,2.170877,2.618271597,2.567363786,2.180606325,1.97971952
Russia,3.003359,3.102810442,3.102810442,3.154289921,3.181055069
Rwanda,4.609964,4.609964,4.802540365,4.915217301,4.988520622
"Saudi Arabia",4.873809,4.73699047,4.730974197,4.719968069,4.483717918
Senegal,3.610088,3.659766677,3.456842151,3.478853371,3.585982084
Serbia,1.588652,1.601628064,1.640242025,1.682323551,1.953267813
Seychelles,4.733333,4.028122172,4.028122172,4.1736,4.319149017
"Sierra Leone",3.308296,3.254480083,3.274477469,3.107346714,3.124644279
Singapore,6.008344,6.007307049,5.971693771,6.008286349,5.924859047
Slovakia,2.517233,2.600317645,2.303490058,2.034828522,2.009475708
Slovenia,2.503811,2.508106896,2.541527607,2.487328237,2.499483585
"South Africa",3.71858,3.900600275,3.772560267,3.630131091,3.332685947
Spain,2.851681,2.81359418,2.840828314,3.146654726,3.208949327
"Sri Lanka",2.547609,2.496266472,2.556833395,3.025,3.016074657
Suriname,3.52403,3.334307369,,,
Swaziland,3.061518,3.187360498,3.130645144,3.2082,3.285714388
Sweden,4.411286,4.288685439,4.220789113,4.091340184,4.333759785
Switzerland,6.077848,6.073738275,6.115868101,6.276861487,6.236745834
Taiwan,3.644451,3.524452282,3.57135525,3.516265876,3.394458294
Tajikistan,,3.452631474,3.603526513,3.778019072,3.778018951
Tanzania,3.142503,3.267959635,3.542105281,3.568178239,3.422160625
Thailand,4.114866,3.946776574,3.845445448,3.736287005,3.805939913
"Timor Leste",2.930989,3.584481031,,,
"Trinidad and Tobago",4.102778,3.767066719,3.636781499,3.534289389,3.516400576
Tunisia,2.824268,2.810884674,2.453540415,2.265766234,2.312324286
Turkey,3.185444,2.912600597,2.747294349,2.63357164,2.633571625
Uganda,2.963352,3.014026827,3.007388314,3.009245151,3.088436842
Ukraine,2.132848,2.284045439,2.849785697,3.005011725,2.619478464
"United Arab Emirates",5.506954513,5.948051929,5.948051929,6.079639264,6.131999969
"United Kingdom",5.831602,5.869787033,5.937531611,6.028769077,5.964782238
"United States",5.741979,5.78361649,5.803671226,5.796270406,5.831484318
Uruguay,2.623668,2.74580982,2.804088111,2.878724335,2.730853081
Venezuela,1.481481,1.414754961,1.358620002,1.297979803,1.208262086
Vietnam,3.49894,3.373305097,3.274098488,3.267841764,3.43784523
Yemen,2.170629,2.024190048,2.0304,2.036533153,2.03049922
Zambia,3.558764,3.852429471,4.197597899,3.85694675,3.472866535
Zimbabwe,2.943752,2.813921158,2.43540897,2.25395931,2.190187216
