Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Bulgaria,7251,7258,7275,7346,7423,7499,7576,7651,7728,7798,7867,7943,8013,8078,8144,8201,8258,8310,8370,8434,8490,8536,8576,8621,8679,8721,8755,8797,8803,8812,8844,8869,8892,8910,8928,8944,8959,8972,8982,8990,8894,8772,8659,8442,8363,8284,8204,8121,8038,7969,7909,7847,7784,7723,7666,7611,7558,7509,7465,7428,7391,7351,7309,7268,7228,7187,7145
"Burkina Faso",4376,4423,4470,4518,4566,4614,4664,4713,4764,4814,4866,4891,4920,4953,4990,5032,5077,5128,5183,5243,5304,5366,5434,5508,5587,5673,5765,5891,6026,6168,6318,6474,6637,6807,6985,7171,7371,7592,7833,8092,8361,8642,8935,9238,9571,9903,10220,10543,10873,11225,11588,12039,12585,13065,13478,13904,14344,14797,15265,15746,16242,16751,17275,17813,18365,18932,19513
"Ivory Coast",2860,2918,2977,3037,3099,3164,3231,3300,3374,3463,3576,3705,3843,4002,4171,4356,4564,4790,5038,5299,5579,5874,6172,6465,6749,7031,7335,7642,7954,8271,8593,8922,9260,9606,9963,10332,10712,11105,11512,11931,12491,13040,13422,13861,14380,14846,15281,15686,16045,16457,16885,17311,17688,18068,18504,18921,19327,19747,20180,20617,21059,21504,21952,22401,22849,23295,23740
Cambodia,4471,4581,4694,4809,4928,5049,5184,5323,5465,5611,5761,5919,6084,6254,6427,6602,6780,6961,7143,7329,7396,7388,7452,7536,7610,7491,7227,6991,6767,6734,6888,7080,7294,7521,7676,7822,8079,8380,8692,9014,9345,9683,10118,10598,10947,11207,11456,11693,11915,12125,12321,12509,12698,12889,13078,13265,13466,13685,13923,14171,14418,14666,14916,15168,15420,15670,15918
Cameroon,4888,4947,5009,5074,5141,5211,5284,5360,5439,5522,5609,5699,5794,5892,5996,6104,6217,6336,6460,6590,6727,6870,7021,7179,7346,7522,7721,7962,8213,8462,8762,9048,9283,9563,9867,10191,10530,10867,11201,11540,11884,12240,12598,12964,13336,13714,14097,14486,14882,15281,15688,16109,16558,17023,17496,17982,18475,18995,19543,20096,20651,21206,21770,22349,22940,23544,24160
Canada,14011,14331,14786,15183,15636,16050,16445,17010,17462,17872,18267,18635,18986,19343,19711,20071,20448,20820,21143,21448,21750,22026,22285,22560,22875,23209,23518,23796,24036,24277,24593,24900,25202,25456,25702,25942,26204,26550,26895,27379,27791,28118,28545,28953,29331,29691,30026,30306,30552,30820,31100,31377,31641,31889,32135,32386,32657,32936,33213,33487,33760,34031,34300,34568,34835,35100,35363
Chile,6091,6252,6378,6493,6612,6743,6889,7048,7220,7400,7585,7773,7961,8147,8330,8510,8686,8859,9030,9199,9369,9540,9718,9897,10077,10252,10432,10600,10760,10923,11094,11282,11487,11687,11879,12068,12261,12465,12679,12902,13129,13374,13615,13850,14082,14305,14517,14727,14932,15130,15316,15491,15659,15821,15976,16128,16281,16435,16594,16757,16916,17073,17226,17377,17526,17671,17814
China,546815,557480,568910,581390,595310,608655,621465,637408,653235,666005,667070,660330,665770,682335,698355,715185,735400,754550,774510,796025,818315,841105,862030,881940,900350,916395,930685,943455,956165,969005,981235,993861,1000281,1023288,1036825,1051040,1066790,1084035,1101630,1118650,1135185,1150780,1164970,1178440,1191835,1204855,1217550,1230075,1241935,1252735,1262645,1271850,1280400,1288400,1296075,1303720,1311020,1317885,1324786,1331546,1338000,1344271,1350492,1356623,1362687,1368835,1374896
Colombia,11592,11965,12351,12750,13162,13588,14029,14486,14958,15447,15953,16476,17010,17546,18090,18646,19202,19764,20322,20869,21430,21993,22543,23069,23598,24125,24638,25119,25575,26072,26631,27215,27826,28455,29096,29748,30400,31042,31673,32307,32957,33638,34322,35004,35682,36322,36885,37404,37914,38343,38687,39087,39576,40119,40687,41250,41805,42353,42893,43427,43952,44469,44979,45483,45980,46468,46950
"Costa Rica",867,895,926,959,994,1032,1072,1112,1154,1200,1248,1297,1345,1393,1440,1488,1538,1589,1638,1687,1736,1786,1835,1886,1937,1992,2049,2108,2192,2260,2299,2357,2424,2494,2568,2644,2723,2800,2875,2951,3027,3097,3172,3261,3356,3449,3541,3630,3719,3805,3888,3961,4026,4089,4152,4214,4275,4337,4399,4461,4522,4582,4642,4702,4761,4820,4879
Croatia,3837,3860,3882,3906,3930,3956,3973,3991,4004,4021,4036,4055,4077,4099,4114,4133,4156,4174,4190,4201,4205,4216,4225,4235,4246,4255,4286,4319,4349,4380,4383,4391,4413,4431,4442,4458,4472,4484,4494,4501,4508,4541,4494,4486,4511,4497,4464,4445,4420,4408,4411,4439,4481,4498,4497,4496,4495,4493,4492,4489,4487,4484,4480,4476,4471,4465,4459
Cyprus,494,502,508,515,523,530,536,546,558,567,573,579,576,582,587,591,595,599,604,609,615,620,626,634,641,611,599,598,601,605,611,618,624,632,640,647,650,659,664,671,681,701,721,741,758,775,790,805,817,829,841,853,866,882,903,924,943,959,976,992,1008,1025,1041,1057,1072,1088,1102
"Czech Republic",8925,9023,9125,9221,9291,9366,9442,9514,9575,9619,9660,9587,9620,9666,9726,9777,9815,9835,9851,9807,9795,9825,9862,9912,9976,10042,10105,10162,10213,10260,10289,10298,10304,10307,10309,10310,10309,10312,10314,10314,10310,10305,10316,10326,10330,10324,10312,10301,10291,10280,10269,10250,10236,10238,10247,10267,10300,10365,10455,10518,10551,10573,10592,10610,10627,10645,10661
Czechoslovakia,12389,12532,12683,12820,12952,13093,13229,13358,13474,13565,13654,13779,13858,13948,14052,14147,14224,14277,14323,14284,14319,14381,14456,14549,14658,14772,14884,14990,15089,15182,15255,15312,15352,15388,15423,15455,15481,15511,15537,15559,15572,15587,15619,15650,15675,15685,15685,15684,,,,,,,,,,,,,,,,,,,
Denmark,4271,4304,4334,4369,4406,4439,4466,4488,4515,4547,4581,4610,4647,4684,4720,4758,4798,4839,4867,4891,4929,4963,4992,5022,5045,5060,5073,5088,5104,5117,5123,5122,5118,5114,5112,5114,5121,5127,5130,5133,5141,5154,5171,5188,5206,5233,5262,5284,5303,5320,5337,5356,5375,5394,5413,5432,5451,5468,5485,5501,5516,5530,5543,5556,5569,5582,5594
"Dominican Republic",2353,2419,2491,2569,2651,2737,2828,2923,3023,3126,3231,3341,3453,3569,3687,3806,3926,4049,4173,4298,4423,4547,4671,4796,4922,5048,5176,5303,5431,5562,5697,5832,5969,6106,6242,6379,6517,6657,6799,6942,7083,7224,7362,7494,7623,7758,7898,8039,8181,8324,8468,8613,8756,8896,9032,9164,9294,9425,9557,9690,9823,9956,10088,10219,10349,10478,10606
"Congo (Kinshasa)",13569,13832,14100,14373,14657,14953,15259,15578,15909,16253,16610,16964,17486,18027,18433,18856,19343,19941,20571,21179,21781,22386,23008,23668,24334,25033,25741,26484,27317,28204,29013,29808,30649,31447,32341,33344,34376,35482,36628,37804,39047,40407,41735,43175,44702,46581,47559,48161,49218,50755,52306,53915,55554,57152,58787,60537,62357,64185,66012,67836,69666,71523,73404,75307,77229,79165,81116
"East Germany",18388,18335,18334,18271,18057,17928,17735,17478,17262,17148,17114,17002,16874,16930,16972,17020,17058,17082,17084,17076,17058,17061,17043,16980,16925,16850,16786,16765,16756,16745,16737,16736,16732,16700,16671,16644,16625,16642,16667,16399,16111,15910,15730,15645,15564,15505,15451,15404,,,,,,,,,,,,,,,,,,,
Ecuador,3370,3458,3549,3643,3740,3842,3949,4058,4172,4291,4416,4546,4682,4822,4968,5118,5273,5432,5597,5766,5939,6117,6299,6485,6676,6872,7073,7279,7489,7704,7920,8141,8366,8593,8826,9062,9301,9545,9794,10048,10318,10430,10554,10754,11013,11266,11526,11792,12051,12268,12446,12629,12827,13074,13368,13662,13917,14135,14354,14573,14791,15007,15224,15439,15654,15868,16081
Egypt,21198,21704,22223,22755,23299,23856,24426,25010,25608,26220,26847,27523,28173,28821,29533,30265,30986,31681,32338,32966,33574,34184,34807,35480,36216,36952,37737,38784,40020,41258,42634,44196,45682,47093,48550,50052,51593,52794,54015,55252,56683,57668,58456,59240,60038,60851,61691,63047,64430,65836,67266,68727,70223,71750,73306,74890,76497,78124,79766,81417,83075,84734,86395,88053,89706,91349,92981
Estonia,1096,1112,1130,1140,1148,1154,1163,1174,1185,1197,1211,1224,1239,1255,1272,1288,1300,1312,1324,1343,1363,1381,1397,1411,1422,1432,1442,1453,1464,1472,1482,1493,1504,1515,1526,1538,1550,1562,1569,1571,1569,1560,1529,1491,1468,1447,1428,1413,1401,1390,1380,1369,1359,1349,1340,1332,1323,1316,1311,1307,1303,1297,1289,1280,1272,1265,1259
Ethiopia,21577,21932,22300,22682,23078,23489,23916,24358,24817,25292,25783,26289,26812,27353,27911,28487,29081,29681,30308,30969,31629,32308,33031,33786,34580,35397,36294,37130,37754,38221,38605,40359,42190,43460,44512,45169,45988,47226,48675,50128,51535,53587,55492,56922,58554,60391,62232,64022,65852,67774,69754,71775,73875,76050,78287,80579,82943,85397,87928,90543,93246,96005,98831,101736,104724,107793,110945
Finland,4009,4047,4091,4139,4187,4235,4282,4324,4360,4395,4430,4461,4491,4523,4549,4564,4581,4606,4626,4624,4606,4612,4640,4666,4691,4711,4726,4739,4753,4765,4780,4800,4827,4856,4882,4902,4917,4932,4947,4962,4986,5014,5041,5065,5086,5105,5120,5134,5147,5158,5169,5180,5193,5205,5220,5238,5258,5280,5305,5330,5355,5380,5405,5430,5454,5477,5498
France,42518,42862,43184,43495,43822,44218,44657,45152,45654,46129,46584,47128,48089,48799,49357,49802,50254,50650,51034,51470,51918,52432,52894,53333,53690,53955,54159,54378,54602,54836,55110,55399,55697,55929,56246,56490,56725,56989,57255,57821,58168,58517,58866,59179,59459,59733,60005,60275,60553,60844,61163,61513,61871,62218,62584,62965,63362,63757,64124,64483,64843,65198,65532,65853,66160,66454,66736
Georgia,3516,3579,3628,3687,3760,3827,3887,3937,3995,4071,4147,4211,4279,4344,4407,4465,4518,4565,4607,4650,4694,4742,4786,4826,4865,4898,4930,4963,4991,5019,5046,5073,5101,5131,5162,5193,5219,5240,5320,5398,5426,5425,5366,5264,5141,5037,4961,4912,4878,4848,4814,4789,4771,4746,4739,4786,4826,4820,4819,4851,4898,4934,4946,4938,4931,4927,4924
Germany,68375,68876,69146,69550,69868,70196,70603,71019,71488,72014,72481,73123,73739,74340,74954,75639,76206,76368,76584,77144,77783,78355,78717,78950,78966,78682,78299,78161,78066,78081,78298,78402,78335,78122,77855,77685,77713,77718,78031,78645,79380,79984,80598,81132,81414,81654,81891,82011,82024,82075,82184,82321,82458,82505,82487,82439,82346,82237,82065,81838,81644,81472,81306,81147,80997,80854,80723
Ghana,5297,5437,5581,5731,5887,6049,6217,6391,6573,6761,6958,7154,7355,7564,7782,8010,8245,8490,8744,9009,8789,9065,9354,9649,9905,10118,10333,10538,10721,10879,11017,11178,11402,12152,12833,13228,13781,14175,14577,14987,15414,15754,16092,16493,16874,17171,17464,17772,18103,18450,18816,19199,19607,20036,20471,20924,21396,21877,22359,22852,23367,23899,24438,24981,25534,26099,26675
Greece,7566,7646,7733,7817,7893,7966,8031,8096,8173,8258,8327,8398,8448,8480,8510,8550,8614,8716,8741,8773,8793,8831,8889,8929,8962,9047,9167,9308,9430,9548,9643,9729,9786,9841,9887,9923,9951,9974,9983,10031,10130,10251,10325,10383,10430,10458,10479,10502,10520,10537,10559,10582,10604,10626,10648,10668,10688,10706,10723,10737,10750,10760,10768,10773,10776,10776,10773
Guatemala,2969,3066,3166,3269,3376,3487,3602,3720,3843,3970,4100,4232,4367,4506,4650,4746,4843,4942,5045,5151,5264,5385,5510,5639,5773,5910,6051,6197,6346,6496,6650,6829,6983,7189,7380,7581,7820,8160,8496,8731,8966,9214,9368,9523,9780,10028,10268,10497,10709,10904,11086,11285,11507,11726,11941,12183,12455,12729,13003,13277,13551,13825,14100,14374,14648,14920,15191
"Hong Kong",1974,2036,2134,2249,2371,2490,2604,2713,2823,2942,3076,3227,3392,3554,3695,3802,3868,3902,3915,3929,3958,4006,4068,4148,4244,4355,4486,4633,4787,4930,5054,5152,5229,5291,5350,5415,5487,5565,5645,5723,5794,5859,5937,6043,6178,6339,6508,6614,6663,6719,6780,6840,6886,6924,6976,7033,7085,7134,7168,7170,7160,7161,7182,7214,7245,7274,7301
Hungary,9338,9423,9504,9595,9706,9825,9911,9839,9882,9937,9984,10029,10063,10091,10124,10153,10185,10223,10264,10303,10337,10365,10394,10426,10471,10532,10589,10637,10673,10698,10711,10712,10706,10689,10668,10649,10631,10613,10443,10398,10372,10398,10383,10330,10297,10281,10259,10230,10200,10172,10147,10130,10113,10092,10073,10058,10046,10034,10020,10007,9992,9976,9958,9939,9919,9898,9875
Iceland,143,146,148,151,155,158,161,165,169,172,176,179,182,185,189,192,196,199,201,203,204,206,209,212,215,218,220,222,224,226,228,231,234,237,239,241,243,245,250,253,255,257,259,261,266,268,269,271,274,277,281,285,287,290,292,297,304,311,317,318,318,319,321,324,328,332,336
India,359000,365000,372000,379000,386000,393000,401000,409000,418000,426000,434000,444000,454000,464000,474000,485000,495000,506000,518000,529000,541000,554000,567000,580000,593000,607000,620000,634000,648000,664000,679000,692000,708000,723000,739000,755000,771000,788000,805000,822000,839000,853724,869090,884943,901176,917772,934692,951861,969153,986477,1004124,1021967,1039691,1057504,1065071,1093563,1111714,1129866,1147996,1164434,1180750,1196919,1212924,1228753,1244398,1259849,1275136
Indonesia,82612,83773,84946,86167,87441,88766,90136,91559,93014,94506,95961,97610,99620,101674,103772,105913,108103,110339,112623,114956,117338,119767,122565,125432,128369,131219,134314,137487,140739,144073,147490,150657,153895,157208,160595,164061,166997,169990,173041,176152,179323,182298,185327,188413,191589,194844,198178,201406,204574,207803,211101,214164,217200,220229,223241,226043,228957,231816,234616,237353,240023,242629,245173,247653,250068,252419,254709
Iran,16357,16807,17267,17735,18216,18716,19233,19773,20340,20932,21548,22181,22837,23512,24218,24949,25708,26477,27254,28046,28854,29678,30522,31392,32306,33265,34259,35350,36510,37839,39422,41141,42885,44632,46409,48209,50027,51607,52997,54479,56669,59006,60775,61545,61897,62635,63512,64415,65304,66133,66941,67819,68552,69067,69679,70502,71381,72268,73177,74096,75028,75972,76926,77887,78849,79808,80762
Iraq,5163,5300,5442,5589,5743,5903,6073,6249,6433,6625,6822,7026,7240,7468,7711,7971,8240,8519,8808,9106,9414,9732,10062,10402,10754,11118,11494,11883,12317,12768,13233,13703,14173,14652,15161,15694,16247,16543,17038,17568,18135,17485,17891,18453,19039,19652,20293,20959,21652,22373,23122,23902,24773,25693,26603,27530,27828,27673,28327,29488,30517,31631,33093,34690,35965,37045,38135
Ireland,2963,2959,2952,2947,2937,2916,2895,2878,2852,2843,2832,2818,2830,2850,2864,2876,2884,2900,2913,2926,2950,2978,3024,3073,3124,3177,3228,3272,3314,3368,3401,3443,3480,3504,3529,3540,3541,3540,3530,3513,3508,3531,3558,3578,3596,3614,3636,3681,3728,3775,3822,3873,3933,4002,4091,4199,4309,4420,4518,4580,4623,4671,4722,4776,4833,4892,4952
Israel,1286,1490,1621,1667,1712,1772,1850,1944,2025,2082,2141,2217,2311,2407,2498,2578,2641,2694,2747,2817,2903,2997,3096,3197,3286,3354,3424,3496,3570,3653,3737,3801,3858,3927,3997,4068,4140,4210,4282,4355,4478,4650,4824,5000,5178,5357,5520,5666,5815,5968,6123,6260,6379,6502,6629,6754,6879,7005,7132,7262,7399,7539,7680,7820,7954,8083,8209
Italy,47105,47418,47666,47957,48299,48633,48921,49182,49476,49832,50198,50523,50843,51198,51600,51987,52332,52667,52987,53317,53661,54006,54366,54797,55226,55572,55839,56059,56240,56368,56451,56502,56536,56630,56697,56731,56734,56730,56734,56738,56743,56744,56939,57116,57228,57324,57436,57523,57597,57685,57814,57961,58107,58366,58747,59068,59304,59658,60123,60493,60781,61049,61293,61514,61712,61887,62040
Jamaica,1385,1406,1426,1446,1468,1489,1510,1535,1566,1599,1632,1648,1665,1698,1739,1777,1820,1861,1893,1920,1944,1967,1998,2036,2071,2105,2133,2157,2179,2207,2229,2258,2298,2307,2313,2319,2323,2327,2330,2338,2348,2359,2379,2408,2437,2470,2502,2532,2561,2590,2617,2642,2666,2690,2714,2738,2761,2783,2805,2827,2848,2869,2890,2911,2931,2951,2971
Japan,83805,85164,86459,87655,88754,89815,90766,91563,92389,93297,94092,94943,95832,96812,97826,98883,99790,100825,101961,103172,104345,105697,107188,108707,110162,111573,112775,113872,114913,115890,116807,117648,118455,119270,120035,120754,121492,122091,122613,123108,123537,123963,124379,124738,125047,125327,125617,125925,126237,126513,126776,127109,127371,127552,127694,127715,127728,127779,127788,127704,127579,127470,127368,127253,127103,126920,126702
Jordan,561,584,608,633,659,687,716,747,779,813,849,887,934,975,1017,1061,1107,1255,1383,1454,1503,1556,1614,1674,1738,1803,1870,1938,2007,2077,2163,2254,2347,2440,2533,2628,2724,2820,2917,3019,3262,3631,3869,3987,4086,4174,4276,4379,4484,4591,4700,4811,4923,5037,5152,5268,5633,6007,6140,6262,6386,6505,6550,7092,7790,7974,8040
Kazakhstan,6693,6936,7123,7261,7517,7977,8414,8710,9063,9500,9982,10467,10946,11312,11602,11902,12180,12452,12692,12900,13106,13325,13542,13754,13972,14157,14304,14455,14624,14804,14967,15136,15303,15467,15630,15790,15946,16109,16207,16265,16398,16522,16583,16523,16289,16022,15872,15692,15485,15357,15335,15383,15447,15526,15629,15760,15918,16090,16276,16484,16701,16916,17128,17338,17546,17749,17948
Kenya,6121,6289,6464,6646,6836,7034,7240,7455,7679,7913,8157,8412,8679,8957,9248,9549,9864,10192,10532,10888,11247,11633,12045,12482,12944,13433,13951,14500,15080,15690,16331,16987,17660,18348,19050,19761,20477,21196,21916,22635,23354,24126,25033,25837,26480,27155,27829,28506,29180,29866,30597,31414,32305,33236,34214,35237,36306,37399,38530,39697,40832,41932,43001,44025,44998,45913,46778
Kuwait,145,152,160,168,177,187,197,213,235,262,292,325,358,394,433,476,523,575,632,690,748,793,842,894,948,1007,1072,1140,1214,1292,1370,1432,1497,1566,1637,1733,1811,1891,1973,2057,2142,2079,1962,2082,2204,2328,2435,2521,2602,2681,2759,2837,2915,2994,3074,3157,3241,3324,3404,3482,3558,3631,3702,3771,3837,3901,3963
Kyrgyzstan,1739,1767,1787,1817,1858,1901,1939,1976,2027,2096,2171,2255,2333,2413,2495,2573,2655,2737,2818,2896,2964,3029,3095,3161,3232,3301,3367,3432,3496,3559,3623,3690,3763,3842,3924,4006,4089,4176,4244,4302,4382,4446,4489,4480,4472,4516,4580,4644,4708,4773,4826,4865,4901,4946,4999,5048,5096,5137,5180,5238,5289,5328,5373,5423,5478,5538,5599
Latvia,1936,1951,1964,1976,1991,2002,2026,2056,2072,2089,2115,2146,2173,2199,2227,2254,2279,2301,2322,2342,2361,2382,2401,2421,2442,2462,2477,2491,2505,2514,2525,2537,2552,2570,2588,2606,2627,2649,2664,2667,2664,2651,2613,2561,2517,2480,2453,2428,2406,2386,2369,2351,2331,2308,2283,2259,2239,2221,2198,2161,2115,2077,2051,2030,2008,1987,1966
Lithuania,2553,2562,2584,2594,2597,2614,2641,2652,2672,2718,2765,2810,2850,2886,2923,2959,2997,3034,3069,3102,3138,3178,3213,3246,3276,3305,3334,3361,3387,3411,3435,3462,3492,3523,3555,3587,3620,3653,3674,3681,3695,3676,3629,3565,3533,3520,3511,3506,3504,3504,3500,3486,3464,3435,3395,3337,3281,3240,3206,3168,3098,3024,2982,2952,2923,2893,2863
Luxembourg,296,297,299,301,303,305,307,308,310,312,314,317,321,324,328,332,334,335,336,338,339,342,347,350,355,359,361,361,362,363,364,365,366,366,366,367,369,372,376,378,383,387,392,398,404,410,415,421,426,432,438,444,448,454,460,467,475,482,491,500,509,521,533,545,558,570,582
"Macedonia (F.Y.R.O.M.)",1225,1256,1272,1299,1325,1340,1340,1345,1345,1354,1366,1382,1401,1422,1445,1470,1490,1512,1533,1554,1574,1596,1618,1639,1662,1684,1706,1728,1747,1768,1792,1808,1824,1831,1837,1845,1851,1856,1859,1863,1861,1868,1889,1918,1935,1954,1971,1985,1995,2005,2015,2024,2030,2035,2040,2045,2051,2056,2061,2067,2072,2077,2082,2087,2092,2096,2100
Madagascar,4620,4690,4763,4839,4919,5003,5090,5182,5277,5378,5482,5590,5703,5821,5944,6070,6200,6335,6473,6616,6766,6920,7082,7250,7424,7604,7807,8012,8224,8453,8691,8939,9196,9463,9741,10029,10327,10637,10957,11289,11633,11989,12357,12737,13128,13532,13948,14377,14817,15264,15712,16169,16639,17123,17621,18132,18653,19186,19729,20282,20847,21421,22005,22599,23202,23813,24430
Malawi,2817,2866,2918,2972,3029,3088,3152,3221,3295,3370,3450,3532,3629,3726,3816,3914,4023,4152,4273,4393,4508,4630,4761,4901,5073,5317,5531,5702,5880,6066,6259,6459,6668,6884,7104,7331,7608,8049,8580,9082,9536,9874,10203,10333,10102,9993,10205,10474,10756,11044,11339,11651,11983,12335,12709,13106,13529,13978,14452,14950,15469,16006,16557,17123,17705,18303,18920
