Country,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bolivia,,,,,,,,,,,,1.8,1.82,1.84,1.86,1.88,1.9,1.92,1.94,1.96,1.98,2,2.025,2.05,2.075,2.1,2.2,2.3,2.4,2.5,,,,
"Bosnia and Herzegovina",,,,,,,,,,,,,,8.3,7.55,6.8,6.05,5.3,4.55,3.8,3.55,3.3,3.05,2.8,2.55,2.3,,,,,,,,
Botswana,,,,,,,,,,,,,,6.4,6.5571,6.7143,6.8714,7.0286,7.1857,7.3429,7.5,,,,,,,,,,,,,
Brazil,,,2.8,2.8429,2.8857,2.9286,2.9714,3.0143,3.0571,3.1,3,2.9,2.8,2.7,2.6,2.5,2.4,2.3,2.2,2.1,2,,,,,,,,,,,,,
"Burkina Faso",,,,,,,15.3,15.6,15.9,16.2,16.5,16.8,17.1,18.275,19.45,20.625,21.8,23.2667,24.7333,26.2,23.8,21.4,19,16.6,11.8,12.6,11,9.4,9,8.6,9.7,9.4,,
Burundi,,,,,,,,,,,,,,9.2,8.91,8.62,8.33,8.04,7.75,7.46,7.17,6.88,6.59,6.3,6.1833,6.0667,5.95,5.8333,5.7167,5.6,,,,
Cambodia,,,,,,,,,,,,,,18.2,16.28,14.36,12.44,10.52,8.6,9,9.4,9.8,10.6,11.4,11.05,10.7,10.35,10,,,,,,
Cameroon,,,,,4.8,4.8769,4.9538,5.0308,5.1077,5.1846,5.2615,5.3385,5.4154,5.4923,5.5692,5.6462,5.7231,5.8,7,8.2,7.86,7.52,7.18,6.84,6.5,6.2,5.9,5.6,,,,,,
"Central African Republic",,,,,,,,,,,,,,11.5,11.75,12,12.25,12.5,12.75,13,11.975,10.95,9.925,8.9,8.8,8.7,,,,,,,,
Chad,,,,,,,,,,,17.9,16.5,15.1,13.7,14.575,15.45,16.325,17.2,17.2333,17.2667,17.3,17.3333,17.3667,17.4,16.86,16.32,15.78,15.24,14.7,,,,,
Colombia,,,,,,,,,1.7,1.58,1.46,1.34,1.22,1.1,1.25,1.4,1.55,1.7,1.5667,1.4333,1.3,1.1667,1.0333,0.9,1.0333,1.1667,1.3,1.4333,1.5667,1.7,,,,
Comoros,,,,,,,,,,,,,,14.4,14.1583,13.9167,13.675,13.4333,13.1917,12.95,12.7083,12.4667,12.225,11.9833,11.7417,11.5,,,,,,,,
"Congo (Kinshasa)",,,,,,,,,,,,,,,17.2,16.3167,15.4333,14.55,13.6667,12.7833,11.9,11.1,10.3,9.5,9.4333,9.3667,9.3,,,,,,,
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,8.4,8.05,7.7,7.35,7,6.65,6.3,7.1,7.9,8.7,,,,,,
"Ivory Coast",,,,,,,,,,,,7,7.2375,7.475,7.7125,7.95,8.1875,8.425,8.6625,8.9,8.9667,9.0333,9.1,9.1667,9.2333,9.3,8.625,7.95,7.275,6.6,,,,
"Czech Republic",,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,
Djibouti,,,,,,,,,,,,,,,,20.3,20.53,20.76,20.99,21.22,21.45,21.68,21.91,22.14,22.37,22.6,,,,,,,,
"Dominican Republic",,,,,2.2,2.24,2.28,2.32,2.36,2.4,2.2,2,1.8,1.6,2.05,2.5,2.5,2.5,2.5,2.5,2.5,2.55,2.6,2.65,2.7,2.75,2.8,,,,,,,
Ecuador,,,,,,,,,,,,,2.2,2.14,2.08,2.02,1.96,1.9,2.1,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.35,1.8,,,,,,
Egypt,,,,,5.4,4.65,3.9,4.9,5.9,5.825,5.75,5.675,5.6,5.525,5.45,5.375,5.3,5.5,5.7,6.7333,7.7667,8.8,8.9,9,9.1,9.2,9.3,9.4,,,,,,
"El Salvador",,,,,,,1.7,1.72,1.74,1.76,1.78,1.8,1.72,1.64,1.56,1.48,1.4,1.6,1.8,2,2.2,2.4,2.4333,2.4667,2.5,2.5333,2.5667,2.6,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,
Eritrea,,,,,,,,,,,,,,,,16.8,16.6625,16.525,16.3875,16.25,16.1125,15.975,15.8375,15.7,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,1.5,1.8167,2.1333,2.45,2.7667,3.0833,3.4,2.675,1.95,1.225,0.5,0.95,1.4,1.85,2.3,,,,,,
Ethiopia,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.45,13,12.55,12.1,11.65,11.2,11,10.8,10.6,10.4,10.2,,,,
Gabon,,,,,,,,,,,,,,4.3,4.25,4.2,4.15,4.1,4.05,4,3.95,3.9,3.85,3.8,3.75,3.7,,,,,,,,
Gambia,,,,,,,,,,,,,,9.6,9.35,9.1,8.85,8.6,8.35,8.1,8.6,9.1,9.6,10.1,10.45,10.8,12.1,10.96,9.82,8.68,7.54,6.4,,
Georgia,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
Ghana,,,,,,,,,,,,11.1,10.56,10.02,9.48,8.94,8.4,7.8,7.2,6.6,8,9.4,8.6667,7.9333,7.2,6.2333,5.2667,4.3,,,,,,
Guatemala,,,,,,,,,4.6,4.325,4.05,3.775,3.5,4.5,3.35,2.2,2.0286,1.8571,1.6857,1.5143,1.3429,1.1714,1,1,1,1,1,1,1,,,,,
Guinea,,,,,,,,,,,,,10.6,10.8,11,11.2,11.4,11.6,11.8,10.8333,9.8667,8.9,7.9333,6.9667,6,10.4,9.95,9.5,9.05,8.6,8.95,9.3,,
"Guinea Bissau",,,,,,,,,,,,,,12.5,11.9667,11.4333,10.9,10.3667,9.8333,9.3,8.4,7.5,6.6,5.7,5.85,6,6.15,6.3,,,,,,
Guyana,,,,,,,,,,,,,,13.5,12.5333,11.5667,10.6,9.6333,8.6667,7.7,7.5667,7.4333,7.3,7.18,7.06,6.94,6.82,6.7,,,,,,
Haiti,,,,,,,,10.9,10.1,9.3,8.5,7.7,6.9,6.1,6.7833,7.4667,8.15,8.8333,9.5167,10.2,9.4167,8.6333,7.85,7.0667,6.2833,5.5,5.24,4.98,4.72,4.46,4.2,,,
Honduras,,,,,,,,,,,,,,,1.2,1.28,1.36,1.44,1.52,1.6,1.6333,1.6667,1.7,1.7333,1.7667,1.8,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,20.8,20.9,21,21.1,21.2,21.3,21.4,21.5,21.6,21.7,,,,,
Iraq,,,,,,,,,,,,,,7,6.8667,6.7333,6.6,6.4667,6.3333,6.2,6.28,6.36,6.44,6.52,6.6,6.1286,5.6571,5.1857,4.7143,4.2429,3.7714,3.3,,
Jamaica,,,,,7.4,2.7,3.7,3.6,3.9,2.6,2.9,3.8,2.7,2.8,3,2.8,3.55,4.3,4.15,4,3.3,2.3,4,5.7,4.35,3,3.25,3.5,,,,,,
Jordan,,,,4.9,4.5286,4.1571,3.7857,3.4143,3.0429,2.6714,2.3,2.42,2.54,2.66,2.78,2.9,2.7143,2.5286,2.3429,2.1571,1.9714,1.7857,1.6,1.8667,2.1333,2.4,,,,,,,,
Kazakhstan,,,,,,,,,,,,,4,4.1857,4.3714,4.5571,4.7429,4.9286,5.1143,5.3,5.075,4.85,4.625,4.4,4.1,3.8,3.5,3.2,2.9,,,,,
Kenya,,,,,,,7.6,7.7,7.7833,7.8667,7.95,8.0333,8.1167,8.2,7.9667,7.7333,7.5,7.6,7.7,7.8333,7.9667,8.1,7.5,6.9,6.3,5.7,5.1,4.5,,,,,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,3.5,3.4167,3.3333,3.25,3.1667,3.0833,3,2.9,2.8,2.6,2.4,2.2,2,,
Laos,,,,,,,,,,,,,,19,17.15,15.3,13.45,11.6,9.75,7.9,7.6,7.3,7,6.7,6.4,7.475,8.55,9.625,10.7,10.05,9.4,,,
Lebanon,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,,,,,,,,,,,,,,7.5,7.05,6.6,6.15,5.7,5.38,5.06,4.74,4.42,4.1,3.8,3.5,3.2,2.9,2.6,2.55,2.5,2.45,2.4,,
Liberia,,,,,,,,,,,,,,8.9,8.7714,8.6429,8.5143,8.3857,8.2571,8.1286,8,6.5333,5.0667,3.6,4.3667,5.1333,5.9,5.7667,5.6333,5.5,,,,
Libya,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,,,,,,7.5,8.375,9.25,10.125,11,11.875,12.75,13.625,14.5,15.375,16.25,17.125,18,16.925,15.85,14.775,13.7,12.625,11.55,10.475,9.4,9.0833,8.7667,8.45,8.1333,7.8167,7.5,,
Malawi,,,,,,7.2,7.5167,7.8333,8.15,8.4667,8.7833,9.1,7.9,6.7,6.85,7,7,7,5.9,4.8,4.675,4.55,4.425,4.3,4.3,4.3,4.3,4.3,3.4,3.9,2.8,1.7,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,13.5,14.08,14.66,15.24,15.82,16.4,14.8,13.2,11.6,10,11,12,13,14,15,13.4667,11.9333,10.4,,
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,
Mauritania,,,,17.3,17.29,17.28,17.27,17.26,17.25,17.24,17.23,17.22,17.21,17.2,16.8,16.4,16,15.6,15.2,14.8,14.4,9.3,11.1667,13.0333,14.9,13.1,14.2,15.3,16.4,15.3667,14.3333,13.3,,
Mexico,,,,,,,,,,,,2.6,2.5875,2.575,2.5625,2.55,2.5375,2.525,2.5125,2.5,2.3833,2.2667,2.15,2.0333,1.9167,1.8,1.6667,1.5333,1.4,2.6,,,,
Moldova,,,,,,,,,,,,,,,,,,,6,5.4429,4.8857,4.3286,3.7714,3.2143,2.6571,2.1,,,,,,,,
Mongolia,,,,,,,,,,,,,,7.3,6.36,5.42,4.48,3.54,2.6,2.38,2.16,1.94,1.72,1.5,1.4,1.3,1.2,1.1,1,0.9,0.95,1,,
Montenegro,,,,,,,,,,,,,,,,,,,4.3,4.15,4,3.85,3.7,3.55,3.4,3.25,3.1,,,,,,,
Morocco,4,3.78,3.56,3.34,3.12,2.9,3.32,3.74,4.16,4.58,5,6.0333,7.0667,8.1,9.1333,10.1667,11.2,10.15,9.1,8.05,7,5.95,4.9,3.85,2.8,2.7333,2.6667,2.6,2.5333,2.4667,2.4,,,
Mozambique,,,,,,,,,,,,,,,8.6,7.2,5.8,5.62,5.44,5.26,5.08,4.9,5.5,6.1,6.7,6.075,5.45,4.825,4.2,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,11.5,11.9,12.3,12.7,12.2615,11.8231,11.3846,10.9462,10.5077,10.0692,9.6308,9.1923,8.7538,8.3154,7.8769,7.4385,7,,,,
Namibia,,,,,,10.5,10.55,10.6,10.65,10.7,10.75,10.8,10.85,10.9,10.3857,9.8714,9.3571,8.8429,8.3286,7.8143,7.3,7.5833,7.8667,8.15,8.4333,8.7167,9,,,,,,,
Nepal,,,,,,,,,,,,,,,12.4,12.52,12.64,12.76,12.88,13,12.86,12.72,12.58,12.44,12.3,12.0667,11.8333,11.6,10.5,9.4,,,,
Nicaragua,,,,,,,3.2,3.34,3.48,3.62,3.76,3.9,3.5,3.1,2.7,2.46,2.22,1.98,1.74,1.5,1.6167,1.7333,1.85,1.9667,2.0833,2.2,,,,,,,,
Niger,,,,,,19.4,19.2,19,18.8,18.6,18.4,18.2,18,17.8,17.1667,16.5333,15.9,15.2667,14.6333,14,14.1,14.2,14.3,14.4,14.5,14.6,14.1,16.2,14.45,12.7,,,,
Nigeria,,,,12.3,12.2769,12.2538,12.2308,12.2077,12.1846,12.1615,12.1385,12.1154,12.0923,12.0692,12.0462,12.0231,12,12.45,12.9,13.35,13.8,14.9,13.6,12.3,11,14.9,18.8,8.7,7.6,11.9,9.95,8,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,2.4,2.3667,2.3333,2.3,2.2667,2.2333,2.2,,,,,,,,,
Oman,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,
Pakistan,,,,,,,,,,,,,,,14.9,14.5833,14.2667,13.95,13.6333,13.3167,13,12.6833,12.3667,12.05,11.7333,11.4167,11.1,10.4,9.7,9,8.3,7.6,,
Panama,,,,,,,,,,,1.3,1.3333,1.3667,1.4,1.4333,1.4667,1.5,1.42,1.34,1.26,1.18,1.1,,,,,,,,,,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,
Paraguay,,,,0.3,0.3909,0.4818,0.5727,0.6636,0.7545,0.8455,0.9364,1.0273,1.1182,1.2091,1.3,1.3909,1.4818,1.5727,1.6636,1.7545,1.8455,1.9364,2.0273,2.1182,2.2091,2.3,1.975,1.65,1.325,1,,,,
Peru,,,,,2,1.94,1.88,1.82,1.76,1.7,1.575,1.45,1.325,1.2,1.18,1.16,1.14,1.12,1.1,1,0.9,0.8,0.7,0.9,0.5,0.8,0.6,0.7,0.8,0.7,0.7,0.5,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.5,7.8,7.65,7.5,,,,,
Rwanda,,,,,,6,6.4125,6.825,7.2375,7.65,8.0625,8.475,8.8875,9.3,8.44,7.58,6.72,5.86,5,4.68,4.36,4.04,3.72,3.4,3.1,2.8,2.6,2.4,2.2,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,4.4,5.325,6.25,7.175,8.1,9.025,9.95,10.875,11.8,10.6167,9.4333,8.25,7.0667,5.8833,4.7,,,,,,
Senegal,,,,,,,10.3,10.4571,10.6143,10.7714,10.9286,11.0857,11.2429,11.4,10.88,10.36,9.84,9.32,8.8,8.9667,9.1333,9.3,9.4667,9.6333,9.8,9.9,10,6.3,8.2,7.8,9.8,9.35,8.9,
Serbia,,,,,,,,,,,,,,,,,,,4.8,4.38,3.96,3.54,3.12,2.7,3.075,3.45,3.825,4.2,,,,,,
"Sierra Leone",,,,,,,,,,,,,,12.7,12.5,12.3,12.1,11.9,11.7,11.2333,10.7667,10.3,9.95,9.6,9.9667,10.3333,10.7,9.6,8.5,7.4,6.3,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,14.4,14.9,15.4,15.9,,,,,,,,,,,
"South Africa",,,,,,,,9.9,9.81,9.72,9.63,9.54,9.45,9.36,9.27,9.18,9.09,9,7.9,6.8,5.7,4.6,4.75,4.9,5.05,5.2,4.425,3.65,2.875,2.1,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,25.7,,,,,,,,,,
"Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,,,
"Saint Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,16.7,16.75,16.8,16.85,16.9,,,,,,
Suriname,,,,,,,,,,,,,,7.6,7.2,6.8,6.4,6,5.6,5.2,5.325,5.45,5.575,5.7,,,,,,,,,,
Syria,,,,,,,11.5,11.4923,11.4846,11.4769,11.4692,11.4615,11.4538,11.4462,11.4385,11.4308,11.4231,11.4154,11.4077,11.4,11.675,11.95,12.225,12.5,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,9,8,7,5.9,4.8,6.5,8.2,9.9,8.325,6.75,5.175,3.6,6.1,,,
Tanzania,,,,,8.9,9.04,9.18,9.32,9.46,9.6,8.4333,7.2667,6.1,5.68,5.26,4.84,4.42,4,3.76,3.52,3.28,3.04,2.8,5.8,5.9,4.95,4,4.6,5.2,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,4.6,5.0667,5.5333,6,6.4667,6.9333,7.4,6.925,6.45,5.975,5.5,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,26.4,23.4,20.4,18.3,16.2,14.1,12,,,,,,,
Togo,,,,,,,,,,,,,,,,,,,,15.9,13.4,10.9,8.4,5.9,6.1,6.3,6.95,7.6,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,,,5.8,5.7909,5.7818,5.7727,5.7636,5.7545,5.7455,5.7364,5.7273,5.7182,5.7091,5.7,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.35,3.1,2.85,2.6,2.35,2.1,,
Turkey,,,,,,,4.2,4.04,3.88,3.72,3.56,3.4,3.0833,2.7667,2.45,2.1333,1.8167,1.5,1.475,1.45,1.425,1.4,1.44,1.48,1.52,1.56,1.6,,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,7.2,6.8889,6.5778,6.2667,5.9556,5.6444,5.3333,5.0222,4.7111,4.4,,,,,
Uganda,,3.4,3.6333,3.8667,4.1,4.3333,4.5667,4.8,5.0333,5.2667,5.5,5.7333,5.9667,6.2,6.4167,6.6333,6.85,7.0667,7.2833,7.5,6.8333,6.1667,5.5,5.1,4.7,4.7,4.45,4.2,4.15,4.1,,,,
Ukraine,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,8.8,7.9,7,6.1,5.2,4.9091,4.6182,4.3273,4.0364,3.7455,3.4545,3.1636,2.8727,2.5818,2.2909,2,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,6.2,6.0833,5.9667,5.85,5.7333,5.6167,5.5,,,,,,,
Vietnam,,,,,,,7.5,7.4429,7.3857,7.3286,7.2714,7.2143,7.1571,7.1,6.82,6.54,6.26,5.98,5.7,5.42,5.14,4.86,4.58,4.3,,,,,,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,3.3,2.5,1.7,2.15,2.6,3.05,3.5,2.925,2.35,1.775,1.2,,,,,,
Yemen,,,,,15.8,16.0833,16.3667,16.65,16.9333,17.2167,17.5,17.3833,17.2667,17.15,17.0333,16.9167,16.8,16.15,15.5,15.8,16.1,16.4,16.7,17,17.3,17.6,17.9,,,,,,,
Zambia,,,,,,6.4,6.375,6.35,6.325,6.3,6.1333,5.9667,5.8,6.0667,6.3333,6.6,6.48,6.36,6.24,6.12,6,6.0833,6.1667,6.25,6.3333,6.4167,6.5,6.16,5.82,5.48,5.14,4.8,,
Zimbabwe,,1.7,2.3455,2.9909,3.6364,4.2818,4.9273,5.5727,6.2182,6.8636,7.5091,8.1545,8.8,8.5833,8.3667,8.15,7.9333,7.7167,7.5,6.35,5.2,4.05,2.9,3.7,3.7,3.7,3.7,3.7,3.3,3.225,3.15,3.075,3,
