Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Congo (Brazzaville)",,,,,11.7,11.1,10.7125,10.325,9.9375,9.55,9.1625,8.775,8.3875,8,8.5,9,10,6.9,5.9,6.7,7.4,7.95,8.5,7.4333,6.3667,5.3,9.6,12.7,15.8,17.9
"Congo (Kinshasa)",,,,,,,,,16.1,12.7,3.5,12.2,8.9,8.8667,8.8333,8.8,15.3,15.7,15.6,12.5,6.9,5.3,5.3,6.6,8.3,9.9,5.5,8.1,8,6.4
"Ivory Coast",,,,,,,,,,3.8,4.4833,5.1667,5.85,6.5333,7.2167,7.9,8.1,7.8,7.5,8.1,7.5,8.7,7.8,7.6,6.8,6.3,7,7.5,7.1,5.1
Djibouti,,,16.2,17.7,14.4,13.4,14.4,15.7,14.9,15,15.4,15,14.4,15.3,17,18.3,15,17.2,19.2,10.9,9.1,,,,,,,,,
"Equatorial Guinea",,,,,,,0.4,1.4,1.9167,2.4333,2.95,3.4667,3.9833,4.5,5.0167,5.5333,6.05,6.5667,7.0833,7.6,7.5,6.2,5.46,4.72,3.98,3.24,2.5,1.55,0.6,
Eritrea,xxx,xxx,xxx,xxx,xxx,41,32.6,31.1,38.3,25.5,47.7,41.9,44,32.1,33,31.1,,,,,,,,,,,,,,
Ethiopia,26,28.2,30.8,22.6,17,15.7,11.5,9,7.9,15.1,28.8,36.2,29.5,19.2,14.8,12.1,13.3,12.1,10.3,9.1,7.9,6.9,6.1,6,5.2,4.5,4.4,4.1,3.6,3.8
Gabon,,,,,,,,,,,,,8.3,6.4,6.9,7.9,7.7,6,6.1,6.6,7.1,7.6,8.1,6.7,6.8,4.6,4.8,5.3,6.6,9.3
Gambia,,,,,,,,,,,,,3.5,2.5,2.4,2.5,1.5,2.2,1.9,3.2,9.3,3.4,3.6333,3.8667,4.1,4.3,6.3,5.2,,
Ghana,2.3,2.3,2.6,3.3,2.6,2.3,2.2,2.4,2.1,2.2,2.6,2.8,3.4,1.8,2.3,2.3,1.9,1.9,1.7,2.1,1.7,1.9,1.4,2.2,2.7,1.9,2.3,2.1,1.5,1.7
Guinea,,,,10.5,8.8,7.2,7.7,7.3667,7.0333,6.7,8.5,9.9,9,15.4,16.7,12,12.4,12.275,12.15,12.025,11.9,11.775,11.65,11.525,11.4,12.6,11.1,11.6,11.7,9.9
"Guinea Bissau",,,,,,,1.1,2,2.3,2,5.6,8,10.4,7.9,9.7,8,8.7,9.4,8.925,8.45,7.975,7.5,9.8,8.8,18,15.8,8.2,7,,
Kenya,9.9,8.9,8.8,7.6,5.8,5.3,4.9,5.4,6.2,5.7,5.3,5.7,6.3,6.8,6.9,6.9,7.1,7,6.8,7,7.1,6.7,6.4,6.5,6.9,6.2,4.9,4.8,4.8,4.5
Lesotho,8.9,11.3,10.9,9.3,7.8,7,7,7.9,7,6.2,5.6,7.1,8.8,6.8,6.1,5.9,5.6,5,4.7,4.7,2.9,4.1,5.6,3.7,3.6,3.3,3.5,3.6,3.8,3.9
Liberia,,,,,,,,,,,,,,,,,4.6,10.4,5,2.4,1.2,1.9,2,3,2.9,2.3,2.2,1.7,1.9,1.7
Madagascar,9,6.2,7.2,7.9,3.8,5.5,4.7,4.9,7,8.5,6.8,6.8,6.6,7.8,8.7,6.9,5,5,4.6,6,6.1,5.9,4.6,5.2,5.1,4.6,4.4,4,3.7,2.9
Malawi,,,,,,,,,,,,,,,2.2,1.9,2.6,4.3,3.1,2.6,2.9,3.4,2.6,2.8,2.9,3.8,3.1,2.3,2.3,2.7
Mali,,,,,,,,,,,,,7.6,7.1,6.4,6.8,6.5,6.4,6.3,6.3,7.7,6.2,6.8,6,7.7,5.9,7.6,11.3,11.6,12.7
Mauritania,,,,,,,,,,,,,,,,,12.5,10.6,11,11.5,12,13.2,12.0667,10.9333,9.8,9.9,9.2,8.4,10.3,
Mauritius,,,1.4,1.7,1.7,1.7,1.4,1.5,1.4,1.1,1,1,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.8,0.7,0.7,0.7,0.6
Mozambique,11.1,12.5,11.4,10.8,10.1,10,10.7,5.8,6,5.2,5.9,5.8,5.4,4.3,4.8,4.9,5.5,4.1,3,3,3,2.7,3.3,2.8,3,2.9,2.4,2.8,3.2,2.5
Namibia,xxx,xxx,,15.4,11.5,6.9,5.6,5.8,5.5,6.6,6.6,8.7,7.8,8.8,8.7,8.4,8.8,9.5,9.5,10.1,11.2,10.6,10.6,9.3,9,8.4,10.4,10.4,9.7,8.8
Niger,,,,,,,,6.2,6.6,5.8,6.1,6.2,6.6,7.4,5.2,5.2,5.3,4.8,4.6667,4.5333,4.4,4.1,5.7,6.7,9.5,5.1,6.1667,7.2333,8.3,8.8
Nigeria,,,,,,,,,,,,,2.2,2.5,4.9,2.5,2.7,2.1,2.8,2,3.4,3.3,3.2,3.3,3.6,3.5,3.3,3.8,4.3,4.1
Rwanda,,,,,17.8,19.8,21.4,21.3,23.7,21.1,23.1,16.8,16.3,15.2,12.7,11.4,9.7,7.7,8,6.1,5.8,5.9,5.1,4.4,4.2,4,4,4.6,4.9,5.1
Senegal,,,,,,,8.8,9.3,8.2,8.6,8.7,8.1,7.4,6.7,6.9,6.5,5.9,6.1,6,6.2,6.2,6.3,5.6,5.6,4.8,5.7,5.3,5.3,6.7,6.6
Seychelles,9.2,8.3,8.7,8.5,9.3,4.5,3.8,4.3,3.5,3.7,2.9,3.2,3,3.8,3,3.9,4.8,4.1,3.2,3.5,4.3,3.2,2.1,2.4,2.4,2.7,6.8,4.1,4.1,3.6
"Sierra Leone",,,,,,,,,,,,,15.4,14.4,10.8,10.9,8.7,7.9,8.9,10.4,5.8,6.2,4.8,4,3.8,4.1,5.5,4.5,3.4,3.4
"South Africa",,,,,,,,,,,,,5.5,5.9,6.2,5.8,5.3,4.9,4.7,4.3,4,3.8,3.5,3.6,3.6,3.6,3.5,3.3,3.3,3.1
"South Sudan",xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,,,,,,29,27.7,25.9,23.7,25.6,8.3,7.4
Sudan,,,17.1,11.7,11.8,20.8,19.4,16.1,13.6,12.9,30.5,47.8,43.2,25,25.3,14.9,28.2,16.8,19.3,20.9,25.2,29,27.7833,26.5667,25.35,24.1333,22.9167,21.7,25,30.9
Swaziland,5.6,5.4,6.3,6.3,5.8,6.8,6.6,7.5,6.4,6.4,6.5,5.7,5.7,5,4.9,5.7,5,6.5,6.5,5.9,6.1,6.3,7.5,8.7,6.9,6.6,5.8,5.5,5,5.5
Tanzania,,,,12.7,9.9,6.9,6.4,8.6,9.6,9.9,10.3,8.6,8.9,9.7,7.9,5.8,4.8,4.4,4.4,4.3,3.8,3.8,4.5,4.8,4.7,5.2,5.9,6.4,6.1,5.8
Togo,,10.8,10.9,11.5,13.5,15.5,11.3,10.8,10.875,10.95,11.025,11.1,11.175,11.25,11.325,11.4,9.9,8.2,8.8333,9.4667,10.1,8.2,7.9,6,6.1,6.3,6.6,5.5,5.9,6.3
Uganda,,,,,,,,,,12,13.5,13.9,12,10.7,10.1,10.6,11.7,12,11.3,10.9,10.7,10.4,16,17.7,10.6,10.1,9.2,9.9,10.9,8.6
Zambia,,,,,,,,,,,,,,,,,6.8,7.5,8.2,8.3,8,8.1,7.7,6.7,6.3,5.7,6.6,6.2,5.9,5.2
Zimbabwe,,,,,,,,,,,,,,,,,,9.1,23.2,18.55,13.9,9.25,4.6,6.6,9.1,8.9,9.2,9.3,7.4,7.4
Belize,,,,,,,,,4.8,5.3,4.4333,3.5667,2.7,2.5,2.6,2.7,2.9,3.4,3.4,3.7,4.9,4.5,3.7,3.6,3.6,3.6,3.7,3.1,3.7,3.9
"Dominican Republic",,,,,,,,,,5.6,5.9,5.8,7.1,7.7,6.7,4,4,5.1,4.2,3.9,3.8,4.1,4.2,3.8,3.2,3.5,3.8,3.8,3.8,3.6
"El Salvador",,,22.8,15.6,11.9,10.3,8.5,7.5,6.1,6.8,5.8,5.4,4.4,5.9,6.1,4.3,4.4,4.2,4,4.4,4.2,4.3,4.4,4.4,4.3,4.4,4.4,4.5,4.3,4.1
Guatemala,,,,,,,,11.5,9.5,7,5.8,4.9,6.4,7.3,5.5,5.4,3.6,2.8,2.9,2.8,3.1,2.8,2.8,2.9,3.2,3.4,3.1,3.2,3.5,3
Honduras,,,8.3,5.4,4.45,3.5,3.4714,3.4429,3.4143,3.3857,3.3571,3.3286,3.3,3.3,3,3.8,2.7,2.7,2.8,3.2,3.6,3.8,4.1,4.4,4.3,5.2,5.6,5.9,5.9,5.8
Jamaica,,,3.1,3,5.3,3.7,2.8,2.3,2,2.2,1.9,1.7,1.8,1.7,1.8,1.7,1.7,1.8,1.9,2,2.7,2.4,2.6,2.8,3.1,3.3,3.2,3.1,3.3,3.1
Mexico,,,1.8,2.1,2.4,2.6,3,2.2,2.2,2.1,2.2,2.2,2.3,2.3,2.1,2,1.9,1.9,1.8,2,1.7,1.9,2.1,2,2.1,2.2,2.4,2.5,2.2,2.2
Nicaragua,,,,,,,,,,,,,2.4,2.2,2.9,2.8,2.4,2.3,2.6,2.5,2.3,2.2,2.3,2.3,2.8,2.8,2.8,3.1,2.4,2.2
Panama,5.5,5.3,3.6,7,4.6,4.2,4.9,4.3,5.5,5,3.8,3.8,,,,,,,,,,,,,,,,,,
Canada,4.3,4.2,4,3.6,3.5,3.4,3.4,3.2,3,2.8,2.8,2.9,2.7,2.8,2.8,2.8,2.8,2.9,2.9,3.1,3.2,3.2,2.8,2.9,2.7,2.5,2.6,2.9,2.9,3.1
"United States",,,,,,,,,,,,,,9,9.7,10.6,11.3,11.4,11.3,11.1,11.3,11.2,11.7,11.8,11.4,10.6,9.9,9.4,9,8.8
Argentina,,,,,,,,5.8,4.9,4.5,4.4,4.3,4.1,4,4.5,4.3,3.8,3.5,3,2.7,2.5,2.6,2.4,2.2,2.1,2.2,2.3,2.1,2,2.2
Bolivia,8.4,8.8,12.4,11.1,9.9,7.1,8.4,8.1,7.6,8,9,7.3,7,7.1,6.1,6.7,6,5.3,5.3,5.2,5.6,5.6,5.3,4.8,5.1,4.8,4.4,3.9,4.1,4.5
Brazil,,,,,,,,,4.3,4.1,4.1,4.2,5,5.4,4.9,3.7,3.8,3.8,3.8,3.9,3.9,4.1,4,3.8,3.7,3.6,3.5,3.6,3.4,3.7
Chile,,,14.7,12.7,12,12.2,12.3,12.7,11.7,12,11.7,11.4,11.7,11.4,10.9,12.1,13,12.5,13.4,12.1,11.8,9.1,9.6,9.9,8.8,8.6,8.2,7.6,7.4,7.2
Colombia,10.9,8.9,9.1,9,9.7,10.8,10.2,10.7,14.8,9,10.9,11.1,11.5,12.1,12.2,12.4,13.1,13,11.6,11.7,13.9,13.1,12.4,10.7,11.2,11.3,10.6,10.5,10.9,11
Ecuador,,,,,,,,9.8,8,8.8,9.7,6.5,6.3,7.8,8.2,11.2,9.5,10.7,9.6,10.6,7.6,9.5,8.7,7.8,7.3,6.6,6.3,6.7,6.5,6.4
Guyana,,,,,,,,,,,,,3.7,4,4.6,4.4,5.6,3.8,3.5,4.4,5.1,4.7,4.5,4.1,3.8,3.9,4.1,5,4.5,4.6
Paraguay,17.5,11,11.6,15.3,11.1,10.1,9.1,9.7,8.4,6.2,6.1,6.8,6.3,5.6,5.4,5.1,5.6,4.9,5.2,5.3,5.3,5,5.1,5.3,5.2,5.5,5.5,5.6,5,4.7
Peru,,,,,,,,,,,,,8.3,8.5,7.9,7.6,7.1,8,7.7,7,6.3,7.1,7,7,7.3,7.6,7,7.7,6.2,4.6
Uruguay,,,,,,,,,,,,8.1,8.4,8.2,8.4,7.4,6.9,7,6.9,6.1,6.5,6.1,6.2,5.9,5.9,5.7,5.6,5.6,5.7,6.3
Venezuela,5.5,8.5,4.8,5.4,5.4,7.8,3.8,4.7,3.7,5.8,5.5,5.5,5.4,4.9,3.7,3.7,4,5.5,5,5.3,5.1,3.7,3.4,3,3.4,4.2,2.5,2,1.1,1.5
Kazakhstan,xxx,xxx,xxx,xxx,,,,,,,,,,,4.9,4.8,4.6,4.7,4.9,5.5,4.3,4.7,4.5,4.4,4.8,5.4,4.9,4.9,4.3,3.2
Kyrgyzstan,xxx,xxx,xxx,xxx,,,,9.1,10.4,10,7.4,7.2,9.5,8.4,9.3,10.2,10,10.4,10.5,9.6,9.9,9.2,10.4,9.1,7.9,8.4,9.8,9.4,8.9,7.8
Tajikistan,xxx,xxx,xxx,xxx,,,,,,,10.2,7.9,6.2,6.4,11,11.7,10.7,8.975,7.25,5.525,3.8,3.3,3.6,4,4.1,4.05,4,3.8,,
Turkmenistan,xxx,xxx,xxx,xxx,,,,,,15.8,12.8,15,,,,,,,,,,,,,,,,,,
Uzbekistan,xxx,xxx,xxx,xxx,,,4.5,2.9,2.5,3.5,3.7,3.9,2.9,2.3,1.6,1.6,,,,,,,,,,,,,,
China,,13.4,14,14.5,17.1,15.1,14.4,15.4,15.3,14.5,13.4,12.9,11.7,11.98,11.87,11.63,11.58,10.98,10.96,10.54,8.38,8.09,7.64,6.79,6.55,6.54,6.58,6.1,6,6.1
Japan,3.1,3.1,3.1,3.1,3,2.9,2.8,2.7,2.7,2.8,2.4,2.6,2.6,2.7,2.7,2.7,2.9,2.8,2.8,2.7,2.7,2.5,2.5,2.5,2.5,2.4,2.5,2.6,2.6,2.6
"South Korea",,,,,,,,20.3,18.5,18.2,16.4,14.5,14.4,13.5,13.7,12.2,11.7,12.6,12.3,12.1,12.5,12.8,13.2,13,12.7,12.5,12.8,12.6,12.6,12.1
Mongolia,13.5,12.1,8.8,8.2,7,5,5.9,5.5,5.6,5.1,4.9,5.1,6.2,5.2,5.1,4.5,4.4,4.7,4.4,3.8,3.2,2.3,2.4,2.2,2.4,2.1,2.2,2.6,2.1,2.1
Taiwan,22.5,16.2,18.4,16.5,16.1,17.2,16.4,14.8,14.8,13.8,12.1,13.8,8.2,11,11.1,10.6,10.6,10.2,10.1,10.5,10.9,10.3,10.2,10.2,10.5,10,10.1,10.6,10.4,10.5
Afghanistan,,,,,,,,,,,,,,,,,16.1,12.7,10.4,11.9,11.2,9.9,9.4,8.3,4.7,4.3,5.1,3.8,3.7,3.6
Bangladesh,10.3,10.5,10.3,10.4,11.6,11.2,11.8,11.4,12,12.3,12.3,14.2,12.3,10.5,10.1,9.9,10.1,9.5,9.8,10.4,8.1,9.7,11.2,10.5,9.9,9.1,9.7,10.5,10.7,9.6
India,14.8,13.6,12.4,10.9,10.3,11,10.3,10.5,10.3,10.7,10.7,11.6,11.5,10.5,9.9,9.1,10.1,10.4,9.5,8.9,8.9,10.3,9.9,9.6,9.3,9.3,9.5,8.8,9,9.1
Nepal,,,,,,,,,,,,,6.9,7.4,9.8,11.7,13.3,14,13.7,10.3,10.4,8.5,8.3,8.3,7.4,8.7,8.6,7.7,7,5.8
Pakistan,,,,,,25.1,27.4,27.2,24.6,25,23.4,24,22.4,24,22.6,25.4,26.1,24.5,21.4,18,15.8,16.9,16.8,17,16.1,15.9,17.3,18,18,16.7
"Sri Lanka",,,7.5,9.5,12,12.1,12.6,19.3,19.5,17.7,17.8,16.1,18.9,15.6,13.6,12.5,13.2,11.1,11.5,13.9,16.4,14.6,13.5,13.5,12.1,12.5,13.5,12.5,10.9,11
Brunei,13.2,12.5,14.7,15.2,13.4,11,9.3,9.1,12.4,13.4,12.1,10.1,9.8,9.9,8.4,10.8,6.9,8.1,8.3,8.1,8.3,8.4,7.9,7.5,7,6.8,9.1,8.5,9.1,8.6
Cambodia,,,,,,,,,20.7,24.2,19.9,18.2,14.7,11.7,9,9.2,9.4,9.1,8.1,6.3,5.2,6.6,7.5,7.6,7.5,7.7,7.9,10.3,8.1,9
Indonesia,,,,,,7.2,7.7,8.5,9.1,8.1,5.6,4.4,4.1,2.7,3.8,4.6,4.9,4,3.6,3.8,3,3.4,3.7,3.7,3.8,4.8,4.2,5.1,4.7,4.8
Laos,,,,,,,,,,,,,3.8,3.3,3.7,2.9,3.3,2.5,2.3,2,1.8,1.2,0.9,1,0.9,0.8,,,,
Malaysia,,,7.2,9.9,8.9,9.9,10.4,10.4,9.3,8.6,6.4,7.8,5.9,6.8,7.5,8.6,8,8.5,7.5,7.6,6.8,6.1,5.6,5.7,5,5.4,5.5,6.1,6,5
"Burma (Myanmar)",,,,,,,,,,9.9,9.1,9,10.4,10,9,12.8,12.7,10.2,11.6714,13.1429,14.6143,16.0857,17.5571,19.0286,20.5,17.8,15.6,17.6,16.7,12.4
Philippines,,12.5,10,9.8,9.7,10.7,9.7,10.5,10.1,8.3,8.1,7.5,7.5,6.8,6.9,7.3,6.8,6.8,6.9,7.1,7,6.3,6.4,6.7,6.1,6.7,6,6.1,6.3,6.9
Singapore,,,25.8,23.7,25.6,23.4,28.4,25.3,20,26.2,26.5,28.7,24.8,22.5,26.8,26.9,27.2,29.5,26.6,26,22,21.6,22.2,22,21.7,20.5,19.2,17.3,17.6,17.2
Thailand,,,,,,,,16.8,16.3,14,10.1,6.9,6.2,5.6,4.5,3.5,2.6,2.2,2.2,2.5,2.5,2.2,1.8,1.7,1.4,1.3,1.3,1.2,1.1,1
"Timor Leste",xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,3,6.3,5.8,3,4.1,2.5,1.5,2.2,2.4,1.8,2.4,1.4,1.7
Vietnam,,,,,,,,,,,,,,,,7.6,7.5,6.8,7.4,8.2,8,7.2,7.7,7.3,7.3,7.1,8,7.9,8.2,7.9
Australia,7,6.9,6.8,6.5,6.4,6.4,6.3,6,5.8,5.7,5.4,5.2,5.2,5.2,5.4,5.3,5.2,5.2,5.3,5.3,5.1,5.1,5,4.8,4.6,4.5,4.8,5.2,5.6,5.4
Fiji,,,,,6.9,6.7,6.7,6.7,5.2,4.5,4.4,4.6,6.7,6.5,5.4,5.3,6.1,5.3,6,8.1,6,6.1,5.8,5.7,5.2,5,3.2,3.1,3,2.9
"New Zealand",5.1,5,5.2,4.8,4.4,4.6,4.8,4.9,5,4.8,4.7,4.7,4.6,4.5,4.2,4.2,3.9,3.7,3.9,3.8,3.6,3.7,3.3,3.2,3.3,3.3,3.3,3.3,3.4,3.5
"Papua New Guinea",4.5,4.5,5.9,4.2,4,4,5.3,4.6,5.9,5.3,4.5,3.3,3.2,2.6,1.9,1.9,2,2,1.9,2.3,1.7,1.8,1.8,1.8,2.3,1.8,1.8,2,1.8,1.7
Albania,,,,,,,,,,,,,,,,,,2.5,2.6,2.5,2.7,1.9,2.1,2.1,2.1,1.8,1.6,1.3,1.2,1.4
"Bosnia and Herzegovina",xxx,xxx,xxx,xxx,,,,,,,,,,,7.6,5,4.3,3.5,3.1,2.7,2.5,2.8,2.6,2.5,2.4,2.4,2.2,2.3,2.3,2.1
Bulgaria,,,,,,,,,,,7,7.2,7.1,7.8,7.9,7.5,7.2,6.9,6.7,7,5.7,5.5,5.1,4.5,4.6,4.5,3.9,3.5,4.3,4.4
Croatia,xxx,xxx,xxx,xxx,21.1,30.7,25.3,22.4,19.2,17.9,12.1,9.2,6.8,6.3,5.7,4.3,3.7,3.9,3.7,3.6,4.1,3.8,3.6,3.6,3.6,3.4,3.3,3.2,2.9,3.1
"Czech Republic",xxx,xxx,xxx,xxx,xxx,,,3.5,4.1,3.9,4.2,4.5,4.7,4.1,4.1,3.9,4.1,4.3,3.9,3.6,3.1,3,2.8,2.5,2.4,2.4,2.3,2.3,2.5,2.6
Czechoslovakia,,,,,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx
Estonia,xxx,xxx,xxx,xxx,,,,2.4,2.3,2.9,2.7,3.2,3.8,4.3,4.7,5,5,5.7,5.6,5.9,5.4,5,4.2,4.5,4.8,5,5.1,5.1,5.3,5.2
Hungary,,,,,,,,2.4,2.5,3,2.5,2.9,3.2,3.3,3.1,3.4,3,2.9,2.4,2.6,2.4,2.2,2.1,2.1,2.1,1.9,1.8,1.9,2.2,2.1
Kosovo,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0.1,1.7,2.3,2.6,2.3,2.5,2.7,2.9,,
Latvia,xxx,xxx,xxx,xxx,,,,,,,1.6,1.9,2.4,3,4.5,4.9,4.8,4.7,5.1,4.7,4.5,3.2,2.5,2.7,2.4,2.5,2.5,2.8,4,4.5
Lithuania,xxx,xxx,xxx,xxx,,2.2,1.4,1.4,1.6,2.3,3.3,2.5,3.4,3.9,3.8,3.5,3.6,3.5,3.5,3.2,3.1,2.5,2.1,1.9,2.2,2.2,2.6,3.3,4.4,5
"Macedonia (F.Y.R.O.M.)",xxx,xxx,xxx,xxx,,,,,,6.5,6.4,5.2,5.8,16.3,6.9,6.5,7,6.2,5.8,6.2,5.2,5,4.3,4,3.7,3.7,3.4,3.1,3.1,3.1
Montenegro,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,7.1,5.4,4,3.7,3.6,3.9,3.9,3.6,3.2,3.3,3,3,3.3
Poland,,,,,,,,4.1,3.9,4.4,4.6,4.5,4.4,4.2,4.2,4.2,4.3,4.3,4.3,4.6,4,4,4,4.1,4.2,4.2,4.5,5.1,4.7,4.6
Romania,,,11.8,12.4,10.1,8.1,9.3,8,7.3,9,8.5,7.6,7.2,7.4,7.1,6.8,6.1,6.2,5.4,4.3,4,3.5,3.3,3.5,3.5,3.8,4,4.2,4.5,6.2
Serbia,xxx,xxx,xxx,xxx,,,,,,,,,16.4,11.9,9.8,8.2,7.3,6,5.3,5.6,5.2,5.3,5.1,5,4.5,4.7,4.5,4.4,4.3,4.2
Slovakia,xxx,xxx,xxx,xxx,,,,6.6,5.6,4.7,3.8,3.3,3.2,4.2,3.9,4.6,4.4,4.2,4.1,4.1,4,3.4,3,2.7,2.7,2.4,2.4,2.5,2.7,2.9
Slovenia,xxx,xxx,xxx,xxx,,,,4,4,3.6,3.4,3,2.7,3.1,3.4,3.4,3.4,3.4,3.7,3.6,3.7,3.5,3.5,2.8,2.6,1.9,2.1,2.1,2.5,2.5
Yugoslavia,,,,,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx
Armenia,xxx,xxx,xxx,xxx,,,,,,,,,,,,,,14.5,14.7,13.6,15.3,14.6,16.3,15.4,16,16.8,16.4,16.1,15.1,15.5
Azerbaijan,xxx,xxx,xxx,xxx,,,8,14.7,11.4,11.5,13.4,13.5,12.4,13.8,9.7,11.2,10.9,10.2,13.5,11,10.5,9.6,8.7,13.9,12.7,12,12.5,14.1,10.4,10.4
Belarus,xxx,xxx,xxx,xxx,,,,,,,,,,32.8,30.9,28.9,29.8,32.2,35,32.4,23.4,25.7,30.3,30.4,32,31.5,33,29.5,27.6,25.3
Georgia,xxx,xxx,xxx,xxx,,,,,11.7,5.6,5.9,4.5,3.5,4.3,6.1,6.5,7.1,15,22.4,32.2,26.1,15.7,11.8,11.2,10.5,9.5,8.4,8.1,8.2,7.5
Moldova,xxx,xxx,xxx,xxx,,,,2.2,2.1,2,1.6,1.5,1.1,1.4,1.4,1.2,1,1.1,1.2,1.2,1.5,1,0.8,0.8,0.8,0.9,0.9,0.9,1.2,1
Russia,,,,,,,,,,,6.9,9,10.8,11.3,11.1,11.3,11.2,11.3,11.2,9.8,9.9,10.2,10.1,10.3,10.8,11.1,11.8,13.8,14.8,12
Ukraine,xxx,xxx,xxx,xxx,,,,6.6,8.6,9.8,8.7,11.2,9.9,7.8,7.3,7.3,6.3,6.3,6.2,6.5,5.6,6.1,5.6,4.9,4.8,5,6.7,9.2,9,7.8
Austria,2.7,2.6,2.5,2.4,2.2,2.1,2,1.9,1.9,1.9,1.8,1.9,1.9,1.8,1.7,1.8,1.7,1.7,1.6,1.8,1.7,1.5,1.6,1.6,1.5,1.5,1.4,1.4,1.5,1.4
Belgium,4.6,4.5,4.3,4.1,3.2,3,3,2.9,2.9,2.8,2.8,2.8,2.7,2.6,2.5,2.4,2.3,2.1,2.2,2.3,2.4,2.1,2,1.9,1.9,1.8,1.8,1.7,1.7,1.7
